"offense_case_type","offense_date","offense_time","violation_charge_code","offense_charge_description","offense_street_name","offense_cross_street","school_zone","construction_zone","case_closed","race","defendant_gender","agency","officer_code"
"TR","2018-12-31T00:00:00.000","11:59:00","01725","FAILED TO MAINTAIN ASSURED CLEAR DISTANCE-COLLISION","3200 BLOCK DUVAL ROAD",,"false","false","false","White","Female","APD","04004"
"TR","2018-10-01T00:00:00.000","02:41:00","40101","EXPIRED REGISTRATION","200 EAST 6TH STREET",,"false","false","true","White","Male","APD","07849"
"CM","2018-10-01T00:00:00.000","02:16:00","61060","DISORDERLY CONDUCT- FIGHTING","EAST 6TH STREET","TRINITY STREET","false","false","true","Black","Male","APD","07945"
"PK","2018-10-01T00:00:00.000","12:35:00","00417","PARKING - OTHER - RESIDENT ONLY ZONE","2000 FORTVIEW",,"false","false","true","No Data","No Data","PW","0269"
"PK","2018-10-01T00:00:00.000","08:48:00","41277","Parking - Pay Station Receipt Not Displayed","2400 BLOCK RIO GRANDE",,"false","false","true","No Data","No Data","PW","0273"
"CM","2018-10-01T00:00:00.000","00:00:00","63135","THEFT C - LESS THAN $100","9300 SOUTH IH 35 SERVICE ROAD",,"false","false","false","White","Female","APD","08128"
"CO","2018-10-01T00:00:00.000","00:00:00","42120","PEDESTRIAN IN ROADWAY CITY ORD","425  WEST RIVERSIDE DRIVE",,"false","false","false","No Data","Male","APD","08780"
"CM","2018-10-01T00:00:00.000","17:30:00","60110","PUBLIC INTOXICATION","1747 EAST OLTORF STREET",,"false","false","false","Black","Male","APD","04733"
"CM","2018-10-01T00:00:00.000","17:30:00","63135","THEFT C - LESS THAN $100","1747 EAST OLTORF STREET",,"false","false","false","Black","Male","APD","04733"
"CM","2018-10-01T00:00:00.000","20:30:00","60110","PUBLIC INTOXICATION","12200 BLOCK DESSAU ROAD",,"false","false","true","Black","Male","APD","08746"
"CM","2018-10-14T00:00:00.000","12:00:00","60110","PUBLIC INTOXICATION","BARTON SPRINGS ROAD","AT SOUTH LAMAR BOULEVARD","false","false","true","White","Male","APD","08780"
"PK","2018-10-01T00:00:00.000","09:56:00","41240","PARKING - COMMERCIAL SERVICE ZONE","80 RAINEY",,"false","false","true","No Data","No Data","PW","00262"
"PK","2018-10-01T00:00:00.000","09:57:00","41240","PARKING - COMMERCIAL SERVICE ZONE","80 RAINEY",,"false","false","true","No Data","No Data","PW","00262"
"PK","2018-10-01T00:00:00.000","09:59:00","41240","PARKING - COMMERCIAL SERVICE ZONE","80 RAINEY",,"false","false","true","No Data","No Data","PW","00262"
"PK","2018-10-01T00:00:00.000","11:07:00","41277","Parking - Pay Station Receipt Not Displayed","2400 SAN ANTONIO",,"false","false","true","No Data","No Data","PW","00262"
"PK","2018-10-01T00:00:00.000","11:09:00","41277","Parking - Pay Station Receipt Not Displayed","2400 SAN ANTONIO",,"false","false","true","No Data","No Data","PW","00262"
"PK","2018-10-01T00:00:00.000","11:11:00","00433","PARKING - NO PARKING AREA","2400 SAN ANTONIO",,"false","false","true","No Data","No Data","PW","00262"
