"registration_date","last_name","first_name","representing"
"2021-01-01T00:00:00.000","Adams","Leticia","Walt Disney Parks and Resorts, U.S."
"2021-01-01T00:00:00.000","Anderson","Oscar","Archis Technologies; Baker Barrios Architects, Inc.; Brightline; Cigna; Embrace Families; Ernst & Young; HNTB; IFM 360; Lake Nona Property Holdings; Orlando City Soccer; Orlando Regional Realtor Association; Orlando Science Center; RSM; Tavistock; Verra Mobility; Vestcor; VillageMD; Walt Disney World; World Housing Solutions"
"2021-01-01T00:00:00.000","Babington","Adam","Walt Disney Parks and Resorts, U.S."
"2021-01-25T00:00:00.000","Bergmann","Cynthia","Brightline Trains Florida, LLC"
"2021-09-29T00:00:00.000","Bilbao","Ron","REEF Technology Inc."
"2021-09-17T00:00:00.000","Blair","Robert M.","Coca-Cola Beverages Florida"
"2021-01-01T00:00:00.000","Blanco","Aprill","Wells Fargo & Company"
"2021-01-01T00:00:00.000","Brady-Palmer","Michelle","SeaWorld Parks & Entertainment"
"2021-04-07T00:00:00.000","Braynon","Oscar","Westfield"
"2021-01-01T00:00:00.000","Bruce","Derek","KPMG LLP; Mt. Olive A.M.E. Church; Microsoft Corporation; Reef Technology Inc.; Transdev Services, Inc."
"2021-01-01T00:00:00.000","Byrnes","Blair","Salesforce.com, Inc."
"2021-01-08T00:00:00.000","Cannon","R. Dean","Uber Technologies, Inc. and Affiliates"
"2021-01-01T00:00:00.000","Carmody, Jr.","Christopher","Centerplate Catering Corporation; CoreView; Deloitte Consulting, LLP; MV Transportation, Inc of California; Orlando Economic Partnership, Inc. f/k/a Economic Development Commission; Orlando Magic, Ltd.; Principal Trust Advisors, LLC; Swiftmile, Inc.; Uber Technologies, Inc. and Affiliates; University of Central Florida Student Government, Reiss Engineering"
"2021-01-01T00:00:00.000","Carson","Rocky","Advent Health, Adventist Health System/Sunbelt, Inc., Ashton Orlando Residential, L.L.C., Beazer Homes, Boggy Creek Improvement District, Boyland Properties Millenia Palms Drive, LLC, BPMP –F, LLC, Greenway Improvement District, Lake Nona Estates I, LLC, Lake Nona Golf & Country Club, LLC, Lake Nona Land Company, LLC, Lake Nona Laureate Park, LLC, LN DAS, LLC, LN MUD Apartments I, LLC, LN MUD Office I, LLC, LN Pixon, LLC, LN Resort, LLC, LN Towncenter II, LLC, LN Towncenter III, LLC, LN Watermark II, LLC, LNT Hotel, LLC, LNT Office II, LLC, Mattamy Homes Corporation, Mockingbird Orlando, LLC, Myrtle Creek Improvement District, Narcoossee Land Holding Two, LLC, Poitras East Improvement District, PulteGroup, SLRC Holdings, LLc, Tavistock Development Company, LLC, TDC Skylar Apartments, LLC, TDCP, LLC, The Boyland Group, LLC, Toll Brothers, Inc., Universal City Studios, LLC, WeldenField Development, LLC"
"2021-01-01T00:00:00.000","Cloud","Thomas","WGML Investments, Ltd., f/k/a BML Investments; West 50 Joint Venture; Nancy A. Rossman Esquire; Lake Hart Partners II, Ltd.; Earl M. Crittenden, Jr., as Trustee; Campus Crusade for Christ, Inc.; Wycliffe Bible Translators, Inc.;"
"2021-01-25T00:00:00.000","Cobb","Kolleen O.P.","Florida East Coast Industries, LLC"
"2021-01-01T00:00:00.000","Cohen","Kelly","Archis Technologies; Baker Barrios Architects, Inc.; Beep, Inc.; Brightline; Cigna; Ernst & Young; HNTB; IFM 360; Lake Nona Property Holdings; Lilium; Lilium Aviation, Inc.; Marathon Health; MBC Concessions, inc.; Orlando City Soccer; Orlando Regional Realtor Association; Orlando Science Center; RSM; Proplogix, LLC d/b/a Orange Data Systems; Salesforce.com, Inc.; Summit Broadband; Tavistock; Verra Mobility; VillageMD; Walt Disney World; Westfield; Wheels; World Housing Association"
"2021-01-01T00:00:00.000","Correoso","Javier","Uber Technologies, Inc. and Affiliates"
"2021-01-01T00:00:00.000","Costar III, Esq.","Charles B.","Lennar Homes, LLC"
"2021-07-22T00:00:00.000","Cruz","Ana","Bird Rides Inc.; Renew Financial LLC"
"2021-01-01T00:00:00.000","Dawson","Christopher","Uber Technologies, Inc. and Affiliates; Centerplate Catering Corporation; CoreView; Natures Table Franchise Company; Orlando Economic Partnership, Inc. f/k/a Eceonomic Development Commission"
"2021-09-23T00:00:00.000","Diaz","Yariel","REEF Technology, Inc."
"2021-05-03T00:00:00.000","Dudley","Chris","Lilium Aviation, Inc.;"
"2021-01-01T00:00:00.000","Dymond Jr.","William","4Roots Foundation, Florida Citrus Sports Association, Florida Citrus Sports Events Inc, LIFT Orlando, LIFT Orlando Inc, Nap Ford Community School, Orlando Economic Partnership, Orlando Orange County Convention Center, RIDA Development Corporaton, ROC Seniors Housing Fund Manager LLC, Tangerine Sports Association Inc, The Hope Church, The Village of Orland Inc."
"2021-01-01T00:00:00.000","Evers","Charles","Lake Orlando Land Owner, LLC"
"2021-01-01T00:00:00.000","Evora","Orlando","Piedmont Office Realty Trust"
