"business_open_date","case_number","last_licensed_issue_date","license_status","business_name","business_address","business_owner_name","business_mailing_address","phone","license_type","received_date","geocoded_column"
"2022-09-13T00:00:00.000","BUS-1097200",,"Open","HARRY AUALA MAYMI/ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-06T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097166",,"Open","HAORAN LIN/ERNST & YOUNG LLP","200 S ORANGE AVE  STE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  STE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-02T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097306","2022-09-13T00:00:00.000","Open","ORL CLEANING SOLUTIONS LLC","924 N MAGNOLIA AVE  STE 202 PMB 1385, ORLANDO, FL","ORL CLEANING SOLUTIONS LLC","924 N MAGNOLIA AVE  STE 202 PMB 1385, ORLANDO, FL","(689)220-7900","BUSINESS OFFICE","2022-09-13T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097134",,"Open","MATTHEW GAJOWIAK/ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-01T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097167",,"Open","JOSEPH LOEFFLER/ERNST & YOUNG LLP","200 S ORANGE AVE  STE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  STE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-02T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097201",,"Open","ERIN FATHEREE/ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-06T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097337","2022-09-13T00:00:00.000","Open","BAEZ & RODRIGUEZ OFFICES SERVICES LLC","1452 E MICHIGAN ST  STE 8, ORLANDO, FL","BAEZ & RODRIGUEZ OFFICES SERVICES LLC","1452 E MICHIGAN ST  STE 8, ORLANDO, FL","(407)453-6570","CONSULTANT","2022-09-13T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097195",,"Open","PAYTON WILLIAMS/ERNST & YOUNG LLPERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","PAYTON WILLIAMS/ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-02T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097198",,"Open","HAO WANG/ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-02T00:00:00.000",
"2022-09-13T00:00:00.000","BUS-1097129",,"Open","DANA A ZUKIERSKI/ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","ERNST & YOUNG LLP","200 S ORANGE AVE  SUITE 2800, ORLANDO, FL","(407)872-6653","CPA","2022-09-01T00:00:00.000",
