"status","type","number","description","issuancedate","closingdate","cancelledpostponed","construction","lsbrpindicator","buyer","department","deptcontact"
"Closed","Informal","1147329","Racial Equity Workshops","2022-08-11T00:00:00.000","2022-08-25T00:00:00.000",,"N","Y","--","Department of Health & Human Svcs","ILana Branda"
"Closed","Informal","1147899","Event Production for the Silver Spring Jazz Festival","2022-08-05T00:00:00.000","2022-08-12T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Seana Miller"
"Closed","Informal","1144181","Latino Health Initiative Technical Support","2022-08-01T00:00:00.000","2022-08-08T00:00:00.000",,"N","Y","--","DHHS","Viviana A. Ortiz"
"Closed","Informal","1147105","Specialty Printing","2022-07-21T00:00:00.000","2022-08-03T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor"
"Closed","Informal","1146718","Swimming Pool Parts and Equipment","2022-07-20T00:00:00.000","2022-07-27T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","RFP","1125542","Roadside Deer, Small Wildlife and Domestic Animal Carcass Pick-Up and Removal","2022-06-15T00:00:00.000","2022-07-15T00:00:00.000",,"N","Y","McRae, Sarah","Office of Animal Services","Thomas Koenig"
"Closed","IFB","1139750","Custodial Services Zones 4 & 5 LSBRP","2022-05-03T00:00:00.000","2022-06-09T00:00:00.000",,"N","Y","Norris, Robert","Department of General Services","Leslie Clark"
"Closed","RFP","1141391","Custodial Services for Indoor Swimming Pools","2022-04-15T00:00:00.000","2022-05-27T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Carrie Headen"
"Closed","RFP","1127313","Job Order Contract (JOC) Routine Construction","2022-04-18T00:00:00.000","2022-05-24T00:00:00.000",,"N","Y","Norris, Robert","Department of General Services","Homer Bakhtiary"
"Closed","Informal","1141975","Communications and Senior Outreach Specialist","2022-05-12T00:00:00.000","2022-05-19T00:00:00.000",,"N","Y","--","County Council","Stephen Mathany"
"Closed","IFB","1140582","Pools Maintenance/Repair Services - Time & Material","2022-04-13T00:00:00.000","2022-05-19T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Kevin Ford"
"Closed","IFB","1139761","Landscaping and Grounds Maintenance","2022-03-21T00:00:00.000","2022-05-17T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of General Services","Gus Montes De Oca"
"Closed","RFP","1131261","Architectural/Engineering and Contract Administration for Various County Alcohol Beverage Service Liquor Stores","2022-04-08T00:00:00.000","2022-05-16T00:00:00.000",,"N","Y","DeLuca, Karen","Alcohol Beverage Services","Kent Massie"
"Closed","IFB","1129228","Parking Garage Sweeping and Miscellaneous Cleaning Services","2022-04-14T00:00:00.000","2022-05-16T00:00:00.000",,"N","Y","Norris, Robert","Department of Transportation","Charles Menter"
"Closed","RFP","1139057","Product Information Database for Wine, Beer, and Spirit","2022-04-11T00:00:00.000","2022-05-13T00:00:00.000",,"N","Y","DeLuca, Karen","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1143206","Sexual Assault Kit Analysis and Related Services","2022-05-03T00:00:00.000","2022-05-11T00:00:00.000",,"N","Y","--","Police","Gerald Mcfarland"
"Closed","Informal","1142584","Lighting and Sound for Events","2022-04-25T00:00:00.000","2022-05-06T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Crystal Ruiz"
"Closed","Informal","1142544","Program Management and Support Services for the Commission for Women's 50th Anniversary Event.","2022-04-21T00:00:00.000","2022-04-28T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Jodi Finkelstein"
"Closed","Informal","1141668","Italian Ice Frozen Treats","2022-04-20T00:00:00.000","2022-04-27T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1142427","Safe Purchase, Installation, and Removal","2022-04-20T00:00:00.000","2022-04-27T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1141655","Printing Supplies","2022-04-05T00:00:00.000","2022-04-19T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor"
"Closed","Informal","1140998","Custom cardboard boxes","2022-03-28T00:00:00.000","2022-04-11T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1140543","Self-adhesive labels","2022-03-28T00:00:00.000","2022-04-11T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1141881","Graphic Design Services","2022-04-04T00:00:00.000","2022-04-11T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Seana Miller"
"Closed","Informal","1141629","Specialty Printing","2022-03-24T00:00:00.000","2022-04-06T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor"
"Closed","RFP","1138569","Engineering Services:  Maintenance Inspections of Stormwater Management BMPs","2022-02-16T00:00:00.000","2022-04-04T00:00:00.000",,"N","Y","Norris, Robert","Department of Environmental Protection","DEP Procurements"
"Closed","Informal","1141344","Racial Equity Review � Thrive Montgomery 2050","2022-03-15T00:00:00.000","2022-03-23T00:00:00.000",,"N","Y","--","County Council","Stephen Mathany"
"Closed","Informal","1141175","Cyclone Enterprise System Hosting Services on the Cloud","2022-03-14T00:00:00.000","2022-03-21T00:00:00.000",,"N","Y","--","Department of Transportation","Long, Steve"
"Closed","Informal","1134943","Mobile License Plate Recognition System","2022-03-11T00:00:00.000","2022-03-18T00:00:00.000",,"N","Y","--","Department of Transportation","Javier Torres"
"Closed","IFB","1135593","Reproduction and Copying of Engineering Drawings","2022-02-16T00:00:00.000","2022-03-17T00:00:00.000",,"N","Y","McRae, Sarah","Department of General Services","Richard Taylor"
"Closed","Informal","1140462","Latino Health Initiative Technical Support","2022-03-09T00:00:00.000","2022-03-15T00:00:00.000",,"N","Y","--","Department of Health & Human Svcs","Viviana A. Ortiz"
"Closed","IFB","1127783","Carpet, Carpet Tile and Other Floor Coverings, Installation and Repair Services","2022-02-09T00:00:00.000","2022-03-11T00:00:00.000",,"N","Y","DeLuca, Karen","Department of General Services","Kevin Ford"
"Closed","Informal","1140297","Fall Protection/Suspended Maintenance (rope descend) Equipment/System Inspection, Maintenance and Repair","2022-02-22T00:00:00.000","2022-03-11T00:00:00.000",,"N","Y","--","Department of General Services","Fayyaz Ahmed"
"Closed","Informal","1140450","Wine bottle tote bags","2022-02-21T00:00:00.000","2022-03-07T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","RFP","1138762","Office Relocation and other Moving & Hauling Services","2022-01-26T00:00:00.000","2022-02-25T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of General Services","Frank Howard"
"Closed","Informal","1140468","Recreation Aquatic Staff Audits, Inspections and Safety Training Services for County Owned Swimming Pools","2022-02-10T00:00:00.000","2022-02-18T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","IFB","1133588","Dry Chemicals for Swimming Pools","2022-01-13T00:00:00.000","2022-02-14T00:00:00.000",,"N","Y","Chen, Jing","Department of Recreation","Caroline Headen"
"Closed","Informal","1138147","Body Shop Sheet Metal","2022-01-14T00:00:00.000","2022-02-11T00:00:00.000",,"N","Y","--","Department of General Services","Michael Atkinson"
"Closed","Informal","1140057","Shredding and Recycling Services","2022-01-31T00:00:00.000","2022-02-11T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor"
"Closed","Informal","1133558","Recreation Aquatic Staff Audits, Inspections and Safety Training Services for County Owned Swimming Pools","2022-01-18T00:00:00.000","2022-01-25T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1139456","FEMA ProBoard Structural Collapse Specialist","2022-01-17T00:00:00.000","2022-01-24T00:00:00.000",,"N","Y","--","Department of Emergency Mgmt & Homeland Security","Michael Goldfarb"
"Closed","Informal","1139031","Winterization of Countys Paint Truck","2022-01-03T00:00:00.000","2022-01-07T00:00:00.000",,"N","Y","--","Department of Transportation","Dan Sanayi"
"Closed","Informal","1138355","Gutter and Downspout Cleaning Services","2021-12-06T00:00:00.000","2022-01-06T00:00:00.000",,"N","Y","--","Department of General Services","Gus Montes De Oca"
"Closed","Informal","1137134","Health Promoters","2021-12-01T00:00:00.000","2021-12-13T00:00:00.000",,"N","Y","--","Health and Human Services","David Del Pozo"
"Closed","Informal","1136350","Radio communication equipment testing and calibration services","2021-12-01T00:00:00.000","2021-12-07T00:00:00.000",,"N","Y","--","Technology and Enterprise Business Solutions","Maryamawit Wright"
"Closed","Informal","1137866","Thanksgiving Parade Event Production Equipment","2021-11-03T00:00:00.000","2021-11-12T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Seana Miller"
"Closed","Informal","1137705","Lighting and Sound for Special Events","2021-11-03T00:00:00.000","2021-11-12T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Seana Miller"
"Closed","RFP","1131263","Senior Citizens Fire Safety Education, Outreach Services and Assessment and Correction of Potential Fire Hazards","2021-10-01T00:00:00.000","2021-11-01T00:00:00.000",,"N","Y","DeLuca, Karen","Fire & Rescue Services","Beth Anne Nesselt"
"Closed","Informal","1132386","Time and Material Repair Services For Warehouse & Other Equipment","2021-09-24T00:00:00.000","2021-10-15T00:00:00.000",,"N","Y","--","Department of Correction & Rehabilitation","Rita Ellis"
"Closed","IFB","1115263","Screen Printed Apparel","2021-09-07T00:00:00.000","2021-10-08T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Allison Cohen"
"Closed","IFB","1128738","Appliance Purchase and Repair","2021-09-07T00:00:00.000","2021-10-07T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Allison Cohen"
"Closed","IFB","1116411","Snow Removal Services at County Parking Facilities","2021-08-26T00:00:00.000","2021-09-27T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of Transportation","Charles Menter"
"Closed","Informal","1135616","Jute Gift Bags for ABS Retail Stores","2021-09-13T00:00:00.000","2021-09-17T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Dianne Carpenter"
"Closed","Informal","1134945","Maintenance Service and Parts for High-Speed Coin and Currency Counters and Printers","2021-09-08T00:00:00.000","2021-09-16T00:00:00.000",,"N","Y","--","Department of Transportation","Javier Torres"
"Closed","Informal","1134328","Gold Engraved Stationary for Circuit Court","2021-08-30T00:00:00.000","2021-09-15T00:00:00.000",,"N","Y","--","Circuit Court","Kara Hawkins"
"Closed","Informal","1134065","Police Stress Management System","2021-08-09T00:00:00.000","2021-09-03T00:00:00.000",,"N","Y","--","Office of Human Resources","Jennifer Shovlin"
"Closed","Informal","1127521","Support For Development Of A Community Choice Energy Program","2021-08-16T00:00:00.000","2021-09-03T00:00:00.000",,"N","Y","--","Department of Environmental Protection","DEP Procurement Team"
"Closed","Informal","1135062","Inmate Bedding & Linens","2021-08-23T00:00:00.000","2021-08-30T00:00:00.000",,"N","Y","--","Department of Correction & Rehabilitation","Rita Ellis"
"Closed","IFB","1116561","Snow Removal at County Facilities","2021-07-23T00:00:00.000","2021-08-30T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of General Services","Denise Wade"
"Closed","RFP","1113803","Marketing Services","2021-07-06T00:00:00.000","2021-08-20T00:00:00.000",,"N","Y","Steed, Jeffrey","Department of Transportation","Will Kenlaw"
"Closed","Informal","1129952","Online Educational Programs and Curriculum Development","2021-08-06T00:00:00.000","2021-08-18T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","IFB","1127785","Time and Material Plumbing Services","2021-07-01T00:00:00.000","2021-08-12T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Sean Collins"
"Closed","Informal","1131211","Thermal Receipt Paper","2021-06-28T00:00:00.000","2021-07-12T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1131212","Plastic Shelf/Price Chips","2021-06-28T00:00:00.000","2021-07-12T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1131215","Shopping Carts","2021-06-28T00:00:00.000","2021-07-12T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1130041","Liquor Store Plastic Bags","2021-05-24T00:00:00.000","2021-06-24T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman"
"Closed","Informal","1124084","Wildlife Control Services","2021-05-24T00:00:00.000","2021-06-07T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1125027","Maintenance of Meteorological Stations and Data Processing","2021-05-20T00:00:00.000","2021-05-28T00:00:00.000",,"N","Y","--","Department of Environmental Protection","DEP"
"Closed","Informal","1130652","Post-COVID Economic Development and Recovery and Social Media Work","2021-05-14T00:00:00.000","2021-05-21T00:00:00.000",,"N","Y","--","County Council","Susan Mabie"
"Closed","IFB","1126724","Residential Landscape, Board up and Solid Waste Removal Services for the Clean and Lien Program","2021-04-01T00:00:00.000","2021-05-03T00:00:00.000",,"N","Y","Greve, Michael","Department of Housing & Community Affairs","Daniel McHugh"
"Closed","Informal","1128666","Streetery Operations Management","2021-03-24T00:00:00.000","2021-04-16T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Jake Adler"
"Closed","Informal","1128662","Medical Staff for Recreation Camp Programs","2021-03-22T00:00:00.000","2021-04-02T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1128933","Production Tabber","2021-03-12T00:00:00.000","2021-03-26T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor"
"Closed","Informal","1128527","Racial Equity and Social Justice Training","2021-02-23T00:00:00.000","2021-03-19T00:00:00.000",,"N","Y","--","Management and Budget Office","Dieter Klinger"
"Closed","IFB","1126148","Time & Material Carpentry and Painting Services","2021-02-02T00:00:00.000","2021-03-12T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Thomas Lyons"
"Closed","Informal","1127983","Large Format Production Printer","2021-02-24T00:00:00.000","2021-03-09T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor"
"Closed","Informal","1122561","Sound for Independence Day Celebrations","2021-02-11T00:00:00.000","2021-02-22T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1122559","Lighting for Independence Day Celebrations","2021-02-11T00:00:00.000","2021-02-22T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1127723","Annual Report Design","2021-01-25T00:00:00.000","2021-02-17T00:00:00.000",,"N","Y","--","Department of General Services","Sunil Pandya"
"Closed","Informal","1127829","Citizenship Instructional Program Services","2021-02-05T00:00:00.000","2021-02-17T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Marguerite Callaway"
"Closed","RFP","1106745","Vegetated Stormwater BMP Maintenance","2020-11-13T00:00:00.000","2020-12-21T00:00:00.000",,"N","Y","Norris, Robert","Department of Environmental Protection","DEP Procurements"
"Closed","RFP","1124742","Graphic Arts Services","2020-11-10T00:00:00.000","2020-12-11T00:00:00.000",,"N","Y","Norris, Robert","Department of General Services","Richard Taylor"
"Closed","IFB","1123007","Recreation Apparel","2020-10-28T00:00:00.000","2020-12-02T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Allison Cohen"
"Closed","Informal","1125860","Consulting Services to Assist Developing RESJ Action Plan","2020-11-05T00:00:00.000","2020-11-19T00:00:00.000",,"N","Y","--","Management and Budget Office","Dieter Klinger"
"Closed","RFP","1114420","Special Events and Arts Coordinating Services","2020-10-06T00:00:00.000","2020-11-17T00:00:00.000",,"N","Y","DeLuca, Karen","Community Engagement Cluster","Susan Hoffmann"
"Closed","RFP","1102596","Temporary Administrative Paraprofessional Support Services","2020-10-09T00:00:00.000","2020-11-12T00:00:00.000",,"N","Y","Yaeger, Segyung","Office of Human Resources","Mary Wright"
"Closed","Informal","1124855","Program Management and Support Services for the Women�s Legislative Briefing Event","2020-10-29T00:00:00.000","2020-11-10T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Jodi Finkelstein"
"Closed","Informal","1125122","Printing Supplies","2020-10-22T00:00:00.000","2020-11-05T00:00:00.000",,"N","Y","--","Department of General Services","Stewart Whisman"
"Closed","IFB","1122760","Sand Removal Services at County Parking Facilities","2020-09-28T00:00:00.000","2020-10-29T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of Transportation","Charles Menter"
"Closed","Informal","1123371","Onsite Barber/Beautician for Inmates","2020-09-25T00:00:00.000","2020-10-16T00:00:00.000",,"N","Y","--","Department of Correction & Rehabilitation","Rita Ellis"
"Closed","Informal","1124603","Bicycle Repair and Related Supplies","2020-09-18T00:00:00.000","2020-09-25T00:00:00.000",,"N","Y","--","Police","Brian Tanzi"
"Closed","RFP","1115807","Public Education Services for Sustainable Materials Management","2020-08-17T00:00:00.000","2020-09-17T00:00:00.000",,"N","Y","Norris, Robert","Department of Environmental Protection","DEP Procurements"
"Closed","Informal","1118042","Special Event Management for Volunteer Center","2020-08-06T00:00:00.000","2020-08-21T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Molly Callaway"
"Closed","IFB","1114434","Ride On Bus Stop Maintenance and Snow Removal Services","2020-07-20T00:00:00.000","2020-08-20T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of Transportation","Wayne Miller"
