"session","primary_category","secondary_category","activity_name","activity_description","activity_number","ages","location","address","city","state","zip","start_date","end_date","start_time","end_time","sessions","days_of_the_week","cost","geolocation"
"Tuesday","June 14","10am -11:15am (Spanish) and 12:30pm - 1:45pm (English): Healthy and Unhealthy Relationships",,,,,,,,,,,,,,,,,
"Tuesday","June 14","10am -11:15am (Spanish) and 12:30pm - 1:45pm (English): Healthy and Unhealthy Relationships",,,,,,,,,,,,,,,,,
"Tuesday","June 14","10am -11:15am (Spanish) and 12:30pm - 1:45pm (English): Healthy and Unhealthy Relationships",,,,,,,,,,,,,,,,,
"Tuesday","June 14","10am -11:15am (Spanish) and 12:30pm - 1:45pm (English): Healthy and Unhealthy Relationships",,,,,,,,,,,,,,,,,
"Tuesday","June 14","10am -11:15am (Spanish) and 12:30pm - 1:45pm (English): Healthy and Unhealthy Relationships",,,,,,,,,,,,,,,,,
"Thursday","June 16","10am -11:30am: Staying Connected Safely""","R07028_506","Ages 55+","Damascus Senior Center","9701 Main Street","Damascus","MD","20872","6/13/2022","6/16/2022","10:00 AM","1:45 PM","3","M,Tu,Th","$0",,,"MD
20872, 6/13/2022 6/16/2022"
"Thursday","June 16","10am -11:30am: Staying Connected Safely""","R07028_503","Ages 55+","Holiday Park Senior Center","3950 Ferrara Drive","Wheaton","MD","20906","6/13/2022","6/16/2022","10:00 AM","1:45 PM","3","M,Tu,Th","$0",,,"MD
20906, 6/13/2022 6/16/2022"
"Thursday","June 16","10am -11:30am: Staying Connected Safely""","R07028_505","Ages 55+","Wheaton Community Recreation Center","11701 Georgia Avenue","Wheaton","MD","20902","6/13/2022","6/16/2022","10:00 AM","1:45 PM","3","M,Tu,Th","$0",,,"MD
20902, 6/13/2022 6/16/2022"
"Thursday","June 16","10am -11:30am: Staying Connected Safely""","R07028_508","Ages 55+","Margaret Schweinhaut Senior Center","1000 Forest Glen Road","Silver Spring","MD","20901","6/13/2022","6/16/2022","10:00 AM","1:45 PM","3","M,Tu,Th","$0",,,"MD
20901, 6/13/2022 6/16/2022"
"Thursday","June 16","10am -11:30am: Staying Connected Safely""","R07028_504","Ages 55+","Nancy H Dacek North Potomac Community Rec Center","13850 Travilah Road","Rockville","MD","20850","6/13/2022","6/16/2022","10:00 AM","1:45 PM","3","M,Tu,Th","$0",,,"MD
20850, 6/13/2022 6/16/2022"
"The parent meeting is Tuesday","May 31","7:00 PM. Rain or Shine at the pool.",,,,,,,,,,,,,,,,,
"The parent meeting is Tuesday","May 31","7:00 PM. Rain or Shine at the pool.",,,,,,,,,,,,,,,,,
"The parent meeting is Tuesday","May 31","7:00 PM. Rain or Shine at the pool.",,,,,,,,,,,,,,,,,
"The parent meeting is Tuesday","May 31","7:00 PM. Rain or Shine at the pool.",,,,,,,,,,,,,,,,,
"The parent meeting is Tuesday","May 31","7:00 PM. Rain or Shine at the pool.",,,,,,,,,,,,,,,,,
"The parent meeting is Tuesday","May 31","7:00 PM. Rain or Shine at the pool.",,,,,,,,,,,,,,,,,
"Summer","Cooking","Adult Cooking","Easy Juneteenth Recipes with Rhonda, RD, LDN","Join Rhonda Brandes, RD, LDN to learn a couple of easy Juneteenth recipes you can make to celebrate the holiday with family and friends.","R07049_502","Ages 55+","Nancy H Dacek North Potomac Community Rec Center","13850 Travilah Road","Rockville","MD","20850","6/14/2022","6/14/2022","10:30 AM","12:00 PM","1","Tu","$0","13850 Travilah Road
Rockville, MD 20850
(39.082915, -77.23235)"
"Summer","Cooking","Adult Cooking","Simple Healthy Cooking with Rhonda","Join Rhonda Brandes, RD, LDN to discover that health recipes can be easy and delicious.","R07049_501","Ages 55+","Nancy H Dacek North Potomac Community Rec Center","13850 Travilah Road","Rockville","MD","20850","7/12/2022","9/13/2022","10:30 AM","11:30 AM","3","Tu","$5.00","13850 Travilah Road
Rockville, MD 20850
(39.082915, -77.23235)"
"Summer","Aquatics","Adult Swim Lessons","Adult level 2","Designed for teenagers and adults (14yrs and older) who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the students abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01040_580","Ages 14+","Long Branch Outdoor Pool","8700 Piney Branch Road","Silver Spring","MD","20901","6/19/2022","7/24/2022","9:40 AM","10:10 AM","6","Su","$65.00","8700 Piney Branch Road
Silver Spring, MD 20901
(38.999131, -76.997399)"
"Summer","Aquatics","Adult Swim Lessons","Adult Level 1","Designed for teenagers and adults (14 years and older). This class is designed for those students who are fearful of the water and/or may have had a bad experience in the water. Basic water adjustment skills will be taught. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01039_530","Ages 14+","Germantown Indoor Swim Center","18000 Central Park Circle","Boyds","MD","20841","6/18/2022","7/23/2022","9:40 AM","10:10 AM","6","Sa","$65.00","18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
"Summer","Aquatics","Adult Swim Lessons","Adult level 1","Designed for teenagers and adults (14 years and older). This class is designed for those students who are fearful of the water and/or may have had a bad experience in the water. Basic water adjustment skills will be taught. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01039_578","Ages 14+","Martin Luther King Jr Swim Center","1201 Jackson Road","Silver Spring","MD","20904","6/21/2022","7/26/2022","8:20 PM","8:50 PM","6","Tu","$65.00","1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
"Summer","Aquatics","Adult Swim Lessons","Adult level 2","Designed for teenagers and adults (14yrs and older) who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the students abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01040_579","Ages 14+","Martin Luther King Jr Swim Center","1201 Jackson Road","Silver Spring","MD","20904","6/18/2022","7/23/2022","9:40 AM","10:10 AM","6","Sa","$65.00","1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
"Summer","Aquatics","Adult Swim Lessons","Adult Level 1","Designed for teenagers and adults (14 years and older). This class is designed for those students who are fearful of the water and/or may have had a bad experience in the water. Basic water adjustment skills will be taught. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01039_501","Ages 14+","Kennedy Shriver Aquatic Center","5900 Executive Boulevard","N Bethesda","MD","20852","7/2/2022","8/6/2022","11:40 AM","12:10 PM","6","Sa","$65.00","5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
"Summer","Aquatics","Adult Swim Lessons","Adult level 2","Designed for teenagers and adults (14yrs and older) who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the students abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01040_581","Ages 14+","Martin Luther King Jr Outdoor Pool","1201 Jackson Road","Silver Spring","MD","20904","6/19/2022","7/24/2022","9:00 AM","9:30 AM","6","Su","$65.00","1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
"Summer","Aquatics","Adult Swim Lessons","Adult Level 3","Designed for teenagers and adults (14yrs and older) who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for.Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01041_501","Ages 14+","Kennedy Shriver Aquatic Center","5900 Executive Boulevard","N Bethesda","MD","20852","7/2/2022","8/6/2022","9:00 AM","9:30 AM","6","Sa","$65.00","5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
"Summer","Aquatics","Adult Swim Lessons","Adult Level 3","Designed for teenagers and adults (14yrs and older) who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for.Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01041_580","Ages 14+","Martin Luther King Jr Outdoor Pool","1201 Jackson Road","Silver Spring","MD","20904","6/19/2022","7/24/2022","9:40 AM","10:10 AM","6","Su","$65.00","1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
"Summer","Aquatics","Adult Swim Lessons","Adult level 1","Designed for teenagers and adults (14 years and older). This class is designed for those students who are fearful of the water and/or may have had a bad experience in the water. Basic water adjustment skills will be taught. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).","R01039_582","Ages 14+","Martin Luther King Jr Outdoor Pool","1201 Jackson Road","Silver Spring","MD","20904","6/19/2022","7/24/2022","11:00 AM","11:30 AM","6","Su","$65.00","1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
