Fiscal Year,Project ID,Project Name,Project Description,Project Address,Current Phase,Current Phase Type,Project URL,Latitude,Longitude,Council Districts,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities,Service Regions
2020,P006503,Indoor Air Quality Improvements:  MCPS,"This project funds mechanical retrofits and building envelope modifications necessary to address schools experiencing Indoor Air Quality (IAQ) problems.  In the FY 2005-2010 CIP, the County Council approved a level of effort funding for the outyears of this project in order to adequately illustrate that this project will continue for the foreseeable future.  Funds approved in FYs 2006-2010 were used to address indoor air quality issues systemwide.   Due to fiscal constraints, the County Council's adopted FY 2011-2016 CIP reduced the expenditures, as requested in the Board of Education's FY 2011-2016 CIP for FYs 2012-2016 by approximately $2.8 million.  The title of this PDF was change to more accurately reflect the work accomplished in this project.   An FY 2012 appropriation and amendment to the FY 2011-2016 CIP was approved to provide an additional $394,000 above the adopted CIP to reinstate funds that were removed by the County Council during reconciliation in May 2010.  An FY 2013 appropriation was approved to continue to address indoor air quality issues through remediation efforts such as carpet removal, floor and ceiling tile replacement, and minor mechanical retrofits.  An FY 2014 appropriation was approved to continue this level of effort project.  An FY 2015 appropriation was approved to address indoor air quality issues throughout the school system.  The increase in for FY 2015 will provide funds for replacements of pipe insulation to improve indoor air quality where identified.  An FY 2016 appropriation was approved to continue this level of effort project.  An FY 2017 appropriation was approved to continue to address indoor air quality issues at various school throughout the county.  An FY 2018 appropriation was approved to continue this project.",NULL,Ongoing,1,,,,NULL,,,,,,,
2020,P008720,Ballfield Initiatives,"This project addresses countywide ballfield needs by funding ballfield improvements on parkland, school sites, and other public sites. Improvements may include, but are not limited to, ballfield lighting, irrigation, drainage improvements, reconfigurations, and upgrades. Generally, ballfields to be constructed as part of new park construction or reconstruction will be shown in the individual new park construction or reconstruction pdfs. Projects proposed for the six-year period include: fencing and backstop replacements, turf and infield renovations, bleacher replacements at selected recreational parks, new or upgraded irrigation systems, drainage improvements, and cricket field design.",,Ongoing,1,,,,,,,,,,,
2020,P010100,Council Office Building Renovations,"This project is in three phases. The first phase renovated the hearing room, conference room, and anteroom on the third floor of the Council Office Building (COB) which had not been renovated in at least twenty five years. The first phase was completed in 2009. The second phase replaces the HVAC system, the lighting systems, windows in the rest of the COB, upgrades restrooms to ADA standards, renovates the auditorium on the first floor, provides improved signage inside and outside the buildings, refreshes common areas, and reconfigures space on the fourth, fifth, and sixth floors for the Council Office and the Office of Legislative Oversight (OLO) staff. Phase III will renovate curtain wall windows in the southern end of the building.",,Under Construction,1,http://www.montgomerycountymd.gov/DGS-BDC/BCC/010100.html,39.0823,-77.1508,3,"(39.0823, -77.1508)",1,71,25,3,12,3
2020,P011601,Council Office Building Garage Renovation,"The project provides for the design and construction of repairs to the Council Office Building Garage (COBG). Repairs include, but are not limited to, concrete deck, structural steel, drains, post-tensioned concrete tendons, curbs, painting of structural steel, and a new waterproof membrane. The project will be completed in phases in order to keep the garage open in continuous operation. Each phase will require closing approximately 100 parking spaces for construction.",Rockville Core,Under Construction,1,http://www.montgomerycountymd.gov/DGS-BDC/BCC/011601.html,39.082285,-77.150776,3,"(39.082285, -77.150776)",1,71,25,3,12,3
2020,P016508,Carl Sandburg Learning Center-Future Revitalizations/Expansions,"The Carl Sandburg Learning Center was opened in 1962.  Scheduling of this modernization is consistent with the MCPS long-range plans to renew aging facilities on a rational and periodic basis.    Due to fiscal constraints, the modernization schedule for elementary, middle, and high schools was delayed.  Planning funds for this modernization will be requested in FY 2010.  This modernization is scheduled to be completed by January 2013.",NULL,Ongoing,1,http://www.montgomeryschoolsmd.org/schools/sandburg/,39.137367,-77.085991,4,"(39.137367, -77.085991)",1,100,58,4,1,4
2020,P016513,Beverly Farms ES - Current Revitalizations/Expansions,"Beverly Farms Elementary School was built in 1965 and is a grade K-5 school.  Scheduling of this modernization is consistent with the MCPS long-range plans to renew aging facilities on a rational and periodic basis.    Due to fiscal constraints, the modernization schedule for elementary, middle, and high schools was delayed.  Due to fiscal constraints, in the FY 2005-2010 CIP, the County Council approved shifting funds one year in many of the elementary school modernization projects; and, therefore, many of these projects were delayed one year and impact the schedule of all remaining modernizations.  As a result, this modernization was delayed six-months.  An FY 2010 appropriation was approved for planning funds.  An FY 2012 appropriation was approved for construction funds.  Due to favorable construction prices, the expenditures shown in the adopted FY 2013-2018 CIP were reduced by $1.6 million.  This project is scheduled to be completed by August 2013.",NULL,Ongoing,1,http://www.montgomeryschoolsmd.org/schools/belmontes/,39.052163,-77.176374,1,"(39.052163, -77.176374)",1,53,20,1,1,3
2020,P016527,All Rock Creek Forest ES - Current Revitalizations/Expansions,"Rock Creek Forest Elementary School was built in 1950, renovated in 1971 and is a grade K-5 school.  Scheduling of this modernization is consistent with the MCPS long-range plans to renew aging facilities on a rational and periodic basis.   Due to fiscal constraints, the modernization schedule for elementary, middle, and high schools was delayed.  Planning funds for this project were approved in FY 2012.  An FY 2014 appropriation was approved for construction funds.  An FY 2015 appropriation was approved to complete this project.  This modernization is scheduled to be completed by January 2015.",NULL,Ongoing,1,http://www.montgomeryschoolsmd.org/schools/rcforestes/,38.992469,-77.051098,1,"(38.992469, -77.051098)",1,110,5,1,1,1
2020,P508331,Roof Replacement: MCG,This project provides for major roof replacement of County buildings.,,Ongoing,1,NULL,NULL,NULL,NULL,,,,,,,
2020,P016528,Wayside ES - Current  Revitalizations/Expansions,"Wayside Elementary School was built in 1969 and is a grade K-5 school.  Scheduling of this modernization is consistent with the MCPS long-range plans to renew aging facilities on a rational and periodic basis.    Due to fiscal constraints, the modernization schedule for elementary, middle, and high schools was delayed.  An FY 2013 appropriation was approved for planning funds.  Due to fiscal constraints, the Board of Education's Requested FY 2015-2016 CIP includes a one-year delay of the elementary school revitalization/expansion program.  Due to fiscal constraints, the approved FY2015-2020 CIP includes an additional one year delay beyond the Board's request.  The Board of Education's requested FY2015-2020 Amended CIP reinstated the construction schedule previously requested by the Board.  The County Council approved the Board's request.  An FY 2016 appropriation was approved for construction funds. An FY 2017 appropriation was approved to complete this project.   This modernization is now scheduled to be completed by August 2017.",NULL,Ongoing,1,http://www.montgomeryschoolsmd.org/schools/waysidees/,39.02367,-77.113951,1,"(39.02367, -77.113951)",1,111,19,1,1,3
2020,P016529,Brown Station ES - Current  Revitalizations/Expansions,"Brown Station Elementary School was built in 1969 and is a grade K-5 school.  Scheduling of this modernization is consistent with the MCPS long-range plans to renew aging facilities on a rational and periodic basis.    Due to fiscal constraints, the modernization schedule for elementary, middle, and high schools was delayed.  An FY 2013 appropriation was approved for planning funds.  Due to fiscal constraints, the Board of Education's Requested FY 2015-2020 CIP includes a one-year delay for elementary school revitalizations/expansions.  Due to fiscal constraints, the approved FY2015-2020 CIP includes an additional one year delay beyond the Board's request.  The Board of Education's requested FY2015-2020 Amended CIP reinstated the construction schedule previously requested by the Board.  The County Council approved the Board's request.  An FY 2016 appropriation was approved for construction funds.  An FY 2017 appropriation was approved to complete this project.  This project is now scheduled to be completed August 2017.",NULL,Ongoing,1,http://www.montgomeryschoolsmd.org/schools/brownstationes/,39.1388,-77.2307,3,"(39.1388, -77.2307)",1,33,36,3,21,5
