OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
1,PARKING GARAGES AND LOTS,Garage 49 (Woodmont),7601 Woodmont Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G49,1284932.99998497008346,480257.968720289994963,"(38.985345196000026, -77.09639695099997)",38.985337350000002,-77.096394660000001
2,PARKING GARAGES AND LOTS,Garage 47 (Waverly-Montgomery),7401 Waverly St,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G47,1286054.125023920089006,479836.312534869997762,"(38.98419063600005, -77.09245132199999)",38.984182789999998,-77.092449029999997
3,PARKING GARAGES AND LOTS,Garage 57 (Bethesda-Elm),4841 Bethesda Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G57,1284758.374988819938153,478872.40622856002301,"(38.98154033800006, -77.09700610299996)",38.981532489999999,-77.097003810000004
4,PARKING GARAGES AND LOTS,Garage 35 (Woodmont-Rugby),8216 Woodmont Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G35,1284604.875037440098822,482625.843783990014344,"(38.991845726000065, -77.09756019899999)",38.991837879999999,-77.097557910000006
5,PARKING GARAGES AND LOTS,Garage 40 (St Elmo-Cordell),4935 St Elmo Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G40,1284286.375016809906811,481291.874987990013324,"(38.98818210300004, -77.09867571399997)",38.988174260000001,-77.098673419999997
6,PARKING GARAGES AND LOTS,Garage 11 (Woodmont Corner),7730 Woodmont Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G11,1284811.750008449889719,480957.968708090018481,"(38.98726683800004, -77.09682612099994)",38.987258990000001,-77.096823830000005
7,PARKING GARAGES AND LOTS,Lot 43 (Woodmont Avenue),8009 Woodmont Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,L43,1284989.500011229887605,482071.781278289970942,"(38.99032555500003, -77.09620490799995)",38.990317709999999,-77.09620262
8,PARKING GARAGES AND LOTS,Lot 28 (Cordell Ave),4854 Cordell Ave,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,L28,1284692.750036709941924,481905.62497996998718,"(38.98986847600003, -77.09724832699999)",38.989860630000003,-77.097246040000002
9,PARKING GARAGES AND LOTS,Garage 42 (Cheltenham),4537 Middleton La,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,G42,1285671.191901139914989,481073.24073626002064,"(38.98758580500004, -77.09380293299995)",38.987577960000003,-77.093800650000006
10,PARKING GARAGES AND LOTS,Lot 41 (Middleton Lane),4538 Middleton La,Bethesda,20814,240-777-2190,http://www.montgomerycountymd.gov/dot-parking/index.html,L41,1285635.374977800063789,480700.031269080005586,"(38.986560981000025, -77.09392758999996)",38.986553139999998,-77.093925299999995
