OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
1,CEMETERY,Asbury United Methodist Cemetery,17544 Black Rock Rd,Germantown,20874,301-540-2347, ,,1227697.999972339952365,537578.625111000030302,"(39.14238819500008, -77.29840851999995)",39.142380330000002,-77.298406159999999
2,CEMETERY,Bethesda Cemetery,11900 Bethesda Church Rd,Damascus,20872,301-253-3222, ,,1242330.499953970080242,599931.437457069987431,"(39.313700072000074, -77.24741353899998)",39.313692170000003,-77.24741118
3,CEMETERY,Bonifant Cemetery,14504 Pebblestone Dr,Silver Spring,20905, , ,,1306103.124909369973466,518672.906309389974922,"(39.09085788900006, -77.02195273799998)",39.090850019999998,-77.021950469999993
4,CEMETERY,Boyds Presbyterian Cemetery,19901 White Ground Rd,Boyds,20841,301-540-2544, ,,1223022.625119989970699,552015.062372440006584,"(39.18198146300006, -77.31506844499995)",39.181973589999998,-77.315066079999994
5,CEMETERY,Christian Cemetery,25621 Frederick Rd,Clarksburg,20871, , ,,1223726.250080649973825,586733.249924769974314,"(39.27730791600004, -77.31300619599995)",39.277300019999998,-77.313003820000006
6,CEMETERY,Darnestown United Presbyterian Cemetery,15120 Turkey Foot Rd,Gaithersburg,20878,301-948-9127, ,,1231128.125031539937481,523076.593737490009516,"(39.102601435000054, -77.28615443099994)",39.102593570000003,-77.286152079999994
7,CEMETERY,Gate of Heaven Cemetery,13801  Georgia Ave,Silver Spring,20906,301-871-1300, ,,1291328.374943610047922,515863.062594769988209,"(39.08312173100006, -77.07399950499996)",39.083113869999998,-77.073997219999995
8,CEMETERY,Goshen Mennonite Cemetery,8410 Brink Rd,Gaithersburg,20882,301-926-3835, ,,1263149.500037360005081,561045.999980850028805,"(39.207071334000034, -77.17357178599997)",39.20706345,-77.173569459999996
9,CEMETERY,Grace Episcopal Cemetery,1607 Grace Church Rd,Silver Spring,20910,301-588-3550, ,,1301589.000105160055682,487591.500072440016083,"(39.00551450800003, -77.03781166499994)",39.005506660000002,-77.037809390000007
10,CEMETERY,Hyattstown Cemetery,26121 Frederick Rd,Hyattstown,20871,301-831-1194, ,,1223413.500000349944457,589669.687431509955786,"(39.28536692400007, -77.31414666999996)",39.285359030000002,-77.314144290000002
11,CEMETERY,Monocacy Cemetery,19801 Darnestown Rd,Poolesville,20839, , ,,1194752.249925659969449,551390.750051859999076,"(39.17995709100006, -77.41478813999998)",39.179949219999997,-77.414785739999999
12,CEMETERY,First Church of God Cemetery,28201 Kemptown Rd,Damascus,20872, , ,,1256142.750078839948401,601780.062610790017061,"(39.318868053000074, -77.19861124899995)",39.318860149999999,-77.198608910000004
13,CEMETERY,Mount Pleasant Cemetary,22691 Mt Ephraim Rd,Dickerson,20842, , ,,1194281.750085219973698,568564.687475849990733,"(39.22710289400004, -77.41672443899995)",39.227095009999999,-77.416722039999996
14,CEMETERY,Neelsville Presbyterian Cemetery,20701 Frederick Rd,Germantown,20876,301-972-3916, ,,1243448.374899009941146,556963.937385049997829,"(39.19574035200003, -77.24305831399994)",39.195732470000003,-77.24305597
15,CEMETERY,Parklawn Cemetery and Menorah Gardens,12800  Veirs Mill Rd,Rockville,20852,301-881-2151, ,,1282170.24987908010371,508925.281340310000814,"(39.06404815800005, -77.10623369099994)",39.064040300000002,-77.106231399999999
16,CEMETERY,St Gabriel Cemetery,10706 Alloway Dr,Potomac,20854, , ,,1248047.125111300032586,488071.000104889972135,"(39.00661846200006, -77.22622958599999)",39.006610619999996,-77.226227260000002
17,CEMETERY,St Johns Episcopal Cemetery,3427 Olney Laytonsville Rd,Olney,20832,301-774-6999, ,,1293041.500065200030804,541954.250075069954619,"(39.154762006000055, -77.06803293499996)",39.154754130000001,-77.068030649999997
18,CEMETERY,St Lukes Episcopal Cemetery,1001 Brighton Dam Rd,Brookeville,20833, , ,,1304573.875115940114483,556000.437608149950393,"(39.19334358400005, -77.02738007999994)",39.193335699999999,-77.027377799999996
