Season,Primary Category,Secondary Category,ActivityName,Description,ActivityNumber,Ages,Location,Address,City,State,Zip,Start Date,End Date,Start Time,End Time,Sessions,Days of the Week,Address/Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Council Districts_from_i23j_3mj8,Service Regions,:@computed_region_6ryf_isx3
Camp,Youth Development,,FFF at Middlebrook Gardens,,R09005_401,Ages 2-18,Recreation Placeholder Location (TBD),Activity Location To Be Determined,,MD,,07/05/2022 12:00:00 AM,08/19/2022 12:00:00 AM,2:30 pm,5:30 pm,34,"M,Tu,W,Th,F","Activity Location To Be Determined, MD",,,,,,,,
Camp,Camps,Ultimate Frisbee,Ultimate Frisbee Camp - Elementary School,"Campers learn how to play one of the fastest growing sports in the world. Camp will be comprised of skill building, mini games, and scrimmages. All participants receive a Frisbee and AUA jersey. A light snack and water will be provided. All skill levels are welcome.",R05117_401,Ages 6-10,Meadowbrook Local Park,7901 Meadowbrook LN,Chevy Chase,MD,20815,07/18/2022 12:00:00 AM,07/22/2022 12:00:00 AM,9:00 am,3:00 pm,5,"M,Tu,W,Th,F","7901 Meadowbrook LN
Chevy Chase, MD 20815",,,,,,,,
Camp,Camps,Specialty Programs,CORE American Girl Doll Camp,"This camp is hands-on and full of easy crafts. We will have fun making small, easy accessories for our dolls while sharing our love for American Girls and making new friends!",R05301_401,Ages 6-11,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,06/21/2022 12:00:00 AM,06/24/2022 12:00:00 AM,9:00 am,12:00 PM,4,"Tu,W,Th,F","11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)",1,1,20,53,1,1,3,1
Camp,Camps,Arts and Crafts,Artosaurus Steam Camp,For program description click on each activity section,R05130_408,Ages 6-12,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,08/15/2022 12:00:00 AM,08/19/2022 12:00:00 AM,12:30 PM,3:30 pm,5,"M,Tu,W,Th,F","11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)",1,1,20,53,1,1,3,1
Camp,Camps,Therapeutic Recreation Program,TR Summer Fun Zone - Youth Afternoons,"TR Summer Fun Zone - for individuals with disabilities.  Our new Therapeutic Recreation camp models - combining our previous summer camps (Achilles, Apollo, Atlas, Bullseye, Chillax, Pines, Pursuits, TR Teen Center, and Ultra).  Activities include theme days, arts and crafts, board games, team building, sports and gym games.  Program location has changed to Wood Middle School.",R06001_403,Ages 6-12,Wood Earle B Middle School,14615 Bauer DR,Rockville,MD,20853,07/05/2022 12:00:00 AM,07/29/2022 12:00:00 AM,12:30 PM,5:30 pm,19,"M,Tu,W,Th,F","14615 Bauer DR
Rockville, MD 20853
(39.093415, -77.109045)",3,3,61,58,1,3,4,1
Camp,Camps,Rugby,Introduction to Tackle Rugby 101,Introduction to Rugby 101 taught by Bethesda Rooster instructors,R05098_404,Ages 10-18,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,06/27/2022 12:00:00 AM,07/01/2022 12:00:00 AM,9:00 am,12:00 PM,4,"M,Tu,W,Th,F","14625 Bauer Drive
Rockville, MD 20853
(39.095356, -77.109505)",3,3,61,58,1,3,4,1
Camp,Camps,Service Learning Opportunities SSL,Jr. Counselor - Bauer Drive SFC,"See what it takes to be a camp counselor by becoming a Junior Counselor! Teen-aged youth training to become recreation leaders will assist summer staff in planning and leading activities for campers such as games, sports and crafts. Increase your confidence while learning leadership, planning, and communication skills. Registration is limited to 1 session only.  All registrants must attend the mandatory Junior Counselor Orientation. Once the orientation has been completed, summer program placements will be made based on your skills, interests, session availability, and location preferences. Registrants make the full session commitment.",R03011_433,Ages 14-16,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,07/25/2022 12:00:00 AM,08/05/2022 12:00:00 AM,9:30 am,3:00 pm,10,"M,Tu,W,Th,F","14625 Bauer Drive
Rockville, MD 20853
(39.095356, -77.109505)",3,3,61,58,1,3,4,1
Camp,Camps,Specialty Programs,Coach Doug Summer Camp Adventures Wk 3 am halfday,"The camp is developed and directed by Coach Doug himself, this summer camp program has been boosted to meet the needs and interests of todays youth, while guaranteed to bring smiles and fun. Campers will enjoy multi-sport play along with daily enrichment. Campers minds will be challenged with space rocket-building labs; their creativity will be fueled with art projects and their self-confidence will be built with a variety of sports activities. Campers will rotate through four modules each day with the flexibility to pick from a menu of activities that match their interests. New activities are planned weekly, making this camp ideal for multi-week enrollment.",R05026_410,Ages 4- 12,Tilden Woods Local Park,6800 Tilden LN,Potomac,MD,20852,07/05/2022 12:00:00 AM,07/08/2022 12:00:00 AM,8:30 am,12:00 PM,4,"Tu,W,Th,F","6800 Tilden LN
Potomac, MD 20852
(39.044118, -77.138867)",1,1,19,60,1,1,3,1
Camp,Camps,Service Learning Opportunities SSL,Jr. Counselor - Coffield SFC,"See what it takes to be a camp counselor by becoming a Junior Counselor! Teen-aged youth training to become recreation leaders will assist summer staff in planning and leading activities for campers such as games, sports and crafts. Increase your confidence while learning leadership, planning, and communication skills. Registration is limited to 1 session only.  All registrants must attend the mandatory Junior Counselor Orientation. Once the orientation has been completed, summer program placements will be made based on your skills, interests, session availability, and location preferences. Registrants make the full session commitment.",R03011_424,Ages 14-16,Gwendolyn Coffield Community Rec Center,2450 Lyttonsville Road,Silver Spring,MD,20910,07/25/2022 12:00:00 AM,08/05/2022 12:00:00 AM,9:30 am,3:00 pm,10,"M,Tu,W,Th,F","2450 Lyttonsville Road
Silver Spring, MD 20910
(38.998722, -77.050924)",5,5,6,3065,1,5,1,1
Camp,Camps,Multi-Sports,Jump Start Sports Wk 5 Sports Camp - Hoop-It-Up Basketball,Join Jump Start Sports for a fun all-around summer sports camp! This is a perfect opportunity to stay active and have some early summer fun with friends. Children are separated by age for all competitive activities. Each day features skill instruction based on the camp's theme.  Register for all 7 weeks and save!,R05063_406,Ages 6-12,Nancy H Dacek North Potomac Community Rec Center,13850 Travilah Road,Rockville,MD,20850,07/18/2022 12:00:00 AM,07/22/2022 12:00:00 AM,9:00 am,3:30 pm,5,"M,Tu,W,Th,F","13850 Travilah Road
Rockville, MD 20850
(39.082915, -77.23235)",2,2,24,33,1,2,5,1
