Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Montgomery County Boundary
17702,BROOKVILLE PHARMACY,7025 BROOKVILLE RD.,,CHEVY CHASE,20815,03/14/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"DRUG DEPOT, INC.",Market,Food,38.9808,-77.0712,"(38.9808, -77.0712)",1,1,5,110,5,1
17702,BROOKVILLE PHARMACY,7025 BROOKVILLE RD.,,CHEVY CHASE,20815,03/16/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"DRUG DEPOT, INC.",Market,Food,38.9808,-77.0712,"(38.9808, -77.0712)",1,1,5,110,5,1
30036,CORNER MARKET & PHARMACY,8309 GRUBB RD,,SILVER SPRING,20910,09/20/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,CORNER MARKET & PHARMACY INC,Restaurant,Food,38.9924,-77.0489,"(38.9924, -77.0489)",1,1,6,3065,1,1
30036,CORNER MARKET & PHARMACY,8309 GRUBB RD,,SILVER SPRING,20910,01/25/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,CORNER MARKET & PHARMACY INC,Restaurant,Food,38.9924,-77.0489,"(38.9924, -77.0489)",1,1,6,3065,1,1
30036,CORNER MARKET & PHARMACY,8309 GRUBB RD,,SILVER SPRING,20910,11/10/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,CORNER MARKET & PHARMACY INC,Restaurant,Food,38.9924,-77.0489,"(38.9924, -77.0489)",1,1,6,3065,1,1
30465,CVS/PHAMARCY #10398,20 UPPER ROCK CIR,,ROCKVILLE,20850,07/08/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MARYLAND CVS PHARMACY LLC,Market,Food,39.1135,-77.1856,"(39.1135, -77.1856)",3,3,25,71,12,1
30465,CVS/PHAMARCY #10398,20 UPPER ROCK CIR,,ROCKVILLE,20850,10/23/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MARYLAND CVS PHARMACY LLC,Market,Food,39.1135,-77.1856,"(39.1135, -77.1856)",3,3,25,71,12,1
19267,CVS/PHARMACY #0169,799 ROCKVILLE PIKE,,ROCKVILLE,20852,08/30/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0764,-77.1407,"(39.0764, -77.1407)",3,3,25,60,12,1
30020,CVS/PHARMACY #10321,2 ASHTON RD,,ASHTON,20861,04/30/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,MARYLAND CVS PHARMACY LLC,Market,Food,39.15,-77.0118,"(39.15, -77.0118)",4,4,35,49,1,1
35672,CVS/PHARMACY # 11054,22701 GOSNELL FARM DR,,CLARKSBURG,20871,06/08/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MARYLAND CVS PHARMACY LLC,Market,Food,39.2291,-77.2888,"(39.2291, -77.2888)",2,2,50,75,1,1
35672,CVS/PHARMACY # 11054,22701 GOSNELL FARM DR,,CLARKSBURG,20871,03/22/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,MARYLAND CVS PHARMACY LLC,Market,Food,39.2291,-77.2888,"(39.2291, -77.2888)",2,2,50,75,1,1
18996,CVS/PHARMACY #1177,11190 VEIRS MILL RD.,,WHEATON,20902,12/06/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0391,-77.0546,"(39.0391, -77.0546)",4,4,16,17,1,1
18996,CVS/PHARMACY #1177,11190 VEIRS MILL RD.,,WHEATON,20902,01/07/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0391,-77.0546,"(39.0391, -77.0546)",4,4,16,17,1,1
2738,CVS/PHARMACY #1431,3110 OLNEY - SANDY SPRING RD,,OLNEY,20832,01/10/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.1508,-77.0636,"(39.1508, -77.0636)",4,4,58,100,1,1
2738,CVS/PHARMACY #1431,3110 OLNEY - SANDY SPRING RD,,OLNEY,20832,10/20/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.1508,-77.0636,"(39.1508, -77.0636)",4,4,58,100,1,1
670,CVS/PHARMACY #1439,10113 NEW HAMPSHIRE AVE.,,SILVER SPRING,20903,04/27/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0212,-76.9752,"(39.0212, -76.9752)",5,5,11,15,1,1
17259,CVS/PHARMACY #1441,1580 ROCKVILLE PIKE,,ROCKVILLE,20852,04/12/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0643,-77.1252,"(39.0643, -77.1252)",3,3,25,60,12,1
19302,CVS/PHARMACY #1445,360 HUNGERFORD DR,,ROCKVILLE,20850,11/24/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0871,-77.1502,"(39.0871, -77.1502)",3,3,25,71,12,1
674,CVS/PHARMACY #1449,7955 TUCKERMAN LN.,,ROCKVILLE,20854,04/06/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0413,-77.1574,"(39.0413, -77.1574)",1,1,20,53,1,1
674,CVS/PHARMACY #1449,7955 TUCKERMAN LN.,,ROCKVILLE,20854,03/11/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0413,-77.1574,"(39.0413, -77.1574)",1,1,20,53,1,1
20247,CVS/PHARMACY #1452,12215 DARNESTOWN RD,,GAITHERSBURG,20878,06/13/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.119,-77.2539,"(39.119, -77.2539)",3,3,28,33,1,1
20247,CVS/PHARMACY #1452,12215 DARNESTOWN RD,,GAITHERSBURG,20878,12/03/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.119,-77.2539,"(39.119, -77.2539)",3,3,28,33,1,1
676,CVS/PHARMACY #1459,12359 GEORGIA AVE.,,SILVER SPRING,20906,02/22/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.061,-77.0497,"(39.061, -77.0497)",4,4,23,6,1,1
676,CVS/PHARMACY #1459,12359 GEORGIA AVE.,,SILVER SPRING,20906,05/04/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",,Food,39.061,-77.0497,"(39.061, -77.0497)",4,4,23,6,1,1
676,CVS/PHARMACY #1459,12359 GEORGIA AVE.,,SILVER SPRING,20906,03/11/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.061,-77.0497,"(39.061, -77.0497)",4,4,23,6,1,1
21149,CVS/PHARMACY #1461,15600 COLUMBIA PIKE,,BURTONSVILLE,20866,01/14/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.1116,-76.9348,"(39.1116, -76.9348)",5,5,30,47,1,1
678,CVS/PHARMACY #1463,1301 LAMBERTON RD.,,SILVER SPRING,20902,03/17/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0413,-77.0307,"(39.0413, -77.0307)",4,4,16,17,1,1
678,CVS/PHARMACY #1463,1301 LAMBERTON RD.,,SILVER SPRING,20902,03/16/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0413,-77.0307,"(39.0413, -77.0307)",4,4,16,17,1,1
679,CVS/PHARMACY #1465,2210 VEIRS MILL RD.,,ROCKVILLE,20851,01/04/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0754,-77.1145,"(39.0754, -77.1145)",3,3,25,68,12,1
681,CVS/PHARMACY #1468,10141 COLESVILLE RD.,,SILVER SPRING,20901,02/28/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,"MARYLAND CVS PHARMACY, LLC.",,Food,39.021,-77.0119,"(39.021, -77.0119)",5,5,13,21,1,1
681,CVS/PHARMACY #1468,10141 COLESVILLE RD.,,SILVER SPRING,20901,08/17/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.021,-77.0119,"(39.021, -77.0119)",5,5,13,21,1,1
681,CVS/PHARMACY #1468,10141 COLESVILLE RD.,,SILVER SPRING,20901,01/05/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",,Food,39.021,-77.0119,"(39.021, -77.0119)",5,5,13,21,1,1
683,CVS/PHARMACY #1475,10233 OLD GEORGETOWN RD.,,BETHESDA,20814,01/20/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0241,-77.1237,"(39.0241, -77.1237)",1,1,12,111,1,1
683,CVS/PHARMACY #1475,10233 OLD GEORGETOWN RD.,,BETHESDA,20814,02/11/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0241,-77.1237,"(39.0241, -77.1237)",1,1,12,111,1,1
683,CVS/PHARMACY #1475,10233 OLD GEORGETOWN RD.,,BETHESDA,20814,01/26/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0241,-77.1237,"(39.0241, -77.1237)",1,1,12,111,1,1
683,CVS/PHARMACY #1475,10233 OLD GEORGETOWN RD.,,BETHESDA,20814,01/05/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0241,-77.1237,"(39.0241, -77.1237)",1,1,12,111,1,1
17950,CVS/PHARMACY #1485,13729 CONNECTICUT AVE.,,WHEATON,20906,06/01/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0788,-77.0791,"(39.0788, -77.0791)",4,4,61,6,1,1
687,CVS/PHARMACY #1490,546 N. FREDERICK AVE.,,GAITHERSBURG,20877,01/20/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,"MARYLAND CVS PHARMACY, LLC.",,Food,39.148,-77.2096,"(39.148, -77.2096)",3,3,36,35,21,1
687,CVS/PHARMACY #1490,546 N. FREDERICK AVE.,,GAITHERSBURG,20877,09/21/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"MARYLAND CVS PHARMACY, LLC.",,Food,39.148,-77.2096,"(39.148, -77.2096)",3,3,36,35,21,1
687,CVS/PHARMACY #1490,546 N. FREDERICK AVE.,,GAITHERSBURG,20877,02/22/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,"MARYLAND CVS PHARMACY, LLC.",,Food,39.148,-77.2096,"(39.148, -77.2096)",3,3,36,35,21,1
688,CVS/PHARMACY #1492,9520 GEORGIA AVE.,,SILVER SPRING,20910,02/03/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0108,-77.0421,"(39.0108, -77.0421)",5,5,7,3065,1,1
688,CVS/PHARMACY #1492,9520 GEORGIA AVE.,,SILVER SPRING,20910,12/16/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.0108,-77.0421,"(39.0108, -77.0421)",5,5,7,3065,1,1
11707,CVS/PHARMACY #1494,4601-A SANGAMORE RD.,,BETHESDA,20816,05/23/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,38.9493,-77.1183,"(38.9493, -77.1183)",1,1,12,107,1,1
11707,CVS/PHARMACY #1494,4601-A SANGAMORE RD.,,BETHESDA,20816,04/08/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,38.9493,-77.1183,"(38.9493, -77.1183)",1,1,12,107,1,1
690,CVS/PHARMACY #1499,2271 BEL PRE RD.,,SILVER SPRING,20906,01/10/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0914,-77.0481,"(39.0914, -77.0481)",4,4,59,6,1,1
690,CVS/PHARMACY #1499,2271 BEL PRE RD.,,SILVER SPRING,20906,01/04/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.0914,-77.0481,"(39.0914, -77.0481)",4,4,59,6,1,1
11382,CVS/PHARMACY #1500,9950 LEWIS DR.,,DAMASCUS,20872,02/11/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,Out of Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.2898,-77.2062,"(39.2898, -77.2062)",2,2,51,42,1,1
11382,CVS/PHARMACY #1500,9950 LEWIS DR.,,DAMASCUS,20872,01/29/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.2898,-77.2062,"(39.2898, -77.2062)",2,2,51,42,1,1
693,CVS/PHARMACY #1502,5560 NORBECK RD.,,ROCKVILLE,20853,03/02/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.095,-77.1113,"(39.095, -77.1113)",3,3,61,58,1,1
34520,CVS PHARMACY #1504,17651 REDLAND RD,,DERWOOD,20855,06/14/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,MARYLAND CVS PHARMACY LLC,Market,Food,39.1452,-77.1438,"(39.1452, -77.1438)",3,3,54,51,1,1
696,CVS/PHARMACY #1521,9140 ROTHBURY DR.,,GAITHERSBURG,20886,01/21/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.1846,-77.1895,"(39.1846, -77.1895)",2,2,38,28,1,1
696,CVS/PHARMACY #1521,9140 ROTHBURY DR.,,GAITHERSBURG,20886,01/20/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.1846,-77.1895,"(39.1846, -77.1895)",2,2,38,28,1,1
697,CVS/PHARMACY #1797,19594 FISHER AVE.,,POOLESVILLE,20837,01/25/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"MARYLAND CVS PHARMACY, LLC.",Market,Food,39.1435,-77.409,"(39.1435, -77.409)",1,1,34,97,16,1
11301,CVS/PHARMACY #1831,7809 WISCONSIN AVE.,,BETHESDA,20814,03/15/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",Carry Out,Food,38.989,-77.0947,"(38.989, -77.0947)",1,1,12,111,1,1
