"license_number","business_name","street_address","city","state","zip","issue_date","expire_date","status","geolocation"
"04-SA-000298","21st Century Cinema, LLC","10460 Democracy Blvd.","Potomac","MD","20854","2004-11-19T00:00:00.000","2005-11-19T00:00:00.000","Expired","10460 Democracy Blvd.
Potomac, MD 20854
(39.026172, -77.201589)"
"22-SA-007471","3p emergency services","8445 12th Avenue","Silver Spring","MD","20903",,,"New","8445 12th Avenue
Silver Spring, MD 20903
(38.998792, -76.984907)"
"20-SA-002216","495 Garage Door Inc.","1813 Arcola Avenue","Silver Spring","MD","20902","2020-04-01T00:00:00.000","2021-04-01T00:00:00.000","Expired","1813 Arcola Avenue
Silver Spring, MD 20902
(39.04725, -77.03841)"
"20-SA-002188","A1 Repairs, LLC","16600 SUTTON PL","WOODBRIDGE","VA","22191","2020-01-24T00:00:00.000","2021-01-24T00:00:00.000","Expired","16600 SUTTON PL
WOODBRIDGE, VA 22191
(38.591242, -77.297866)"
"20-SA-002188","A1 Repairs, LLC","16600 SUTTON PL","WOODBRIDGE","VA","22191",,,"Closed","16600 SUTTON PL
WOODBRIDGE, VA 22191
(38.591242, -77.297866)"
"22-SA-007430","A-1 TV Sales & Service LLC","2141 Industrial Parkway","Silver Spring","MD","20904","2022-01-24T00:00:00.000","2023-01-24T00:00:00.000","New","2141 Industrial Parkway
Silver Spring, MD 20904
(39.053699, -76.968758)"
"00-SA-000448","A-1 TV Sales & Service, LLC","2141 Industrial Pkwy, Suite 102","Silver Spring","MD","20904","2017-04-14T00:00:00.000","2018-04-14T00:00:00.000","Expired","2141 Industrial Pkwy, Suite 102
Silver Spring, MD 20904
(39.053691, -76.968745)"
"07-SA-000332","A-A Appliance & Repair Heating & A/C","10515 Georgia Avenue","Silver Spring","MD","20902","2008-06-14T00:00:00.000","2009-06-14T00:00:00.000","Expired","10515 Georgia Avenue
Silver Spring, MD 20902
(39.028046, -77.046936)"
"13-SA-000158","AA Heating AC Appliance Repair","20821 Bell Bluff Road","Gaithersburg","MD","20879","2013-05-23T00:00:00.000","2014-05-23T00:00:00.000","Expired","20821 Bell Bluff Road
Gaithersburg, MD 20879
(39.198409, -77.202801)"
"00-SA-000413","AA Heating -  A/C  & Refrigeration","10505 Georgia Avenue","Silver Spring","MD","20902","2011-03-16T00:00:00.000","2012-03-15T00:00:00.000","Expired","10505 Georgia Avenue
Silver Spring, MD 20902
(39.027279, -77.046675)"
"00-SA-000200","AA  Inc.","973 Highams Court","Woodbridge","VA","22191","2005-01-06T00:00:00.000","2006-01-06T00:00:00.000","Expired","973 Highams Court
Woodbridge, VA 22191
(38.649209, -77.246615)"
"00-SA-000420","A & B Appliance Co.","10107 Maryland Street","Lanham","MD","20706","2015-04-04T00:00:00.000","2016-04-04T00:00:00.000","Expired","10107 Maryland Street
Lanham, MD 20706
(38.966876, -76.817952)"
"19-SA-002145","A&B Appliance Co.","10107 Maryland St","Lanham","Md","20706","2019-06-11T00:00:00.000","2020-06-11T00:00:00.000","Expired","10107 Maryland St
Lanham, Md 20706
(38.966876, -76.817952)"
"19-SA-002145","A&B Appliance Co.","10107 Maryland St.","Lanham","Md.","20706","2019-06-11T00:00:00.000","2020-06-11T00:00:00.000","Expired","10107 Maryland St.
Lanham, Md. 20706
(38.966876, -76.817952)"
"19-SA-002145","A&B Appliance Co.","10107 Maryland Street","Lanham","Md","20706","2019-06-11T00:00:00.000","2020-06-11T00:00:00.000","Expired","10107 Maryland Street
Lanham, Md 20706
(38.966876, -76.817952)"
"19-SA-002145","A&B Appliance Co.",,,,,"2019-06-11T00:00:00.000","2020-06-11T00:00:00.000","Expired",
"19-SA-002145","A&B Appliance Co.","10107 Maryland St.","Lanham","Md.","20706","2020-06-11T00:00:00.000","2021-06-11T00:00:00.000","Expired","10107 Maryland St.
Lanham, Md. 20706
(38.966876, -76.817952)"
"19-SA-002145","A&B Appliance Co.","10107 Maryland Street","Lanham","Md","20706","2020-06-11T00:00:00.000","2021-06-11T00:00:00.000","Expired","10107 Maryland Street
Lanham, Md 20706
(38.966876, -76.817952)"
"19-SA-002145","A&B Appliance Co.",,,,,"2020-06-11T00:00:00.000","2021-06-11T00:00:00.000","Expired",
"19-SA-002145","A&B Appliance Co.","10107 Maryland St","Lanham","Md","20706","2020-06-11T00:00:00.000","2021-06-11T00:00:00.000","Expired","10107 Maryland St
Lanham, Md 20706
(38.966876, -76.817952)"
"20-SA-004303","ABV SYSTEMS LLC","90 STATE STREET SUITE 700, OFFICE 40","ALBANY","NY","12207","2020-12-03T00:00:00.000","2021-12-03T00:00:00.000","Expired","90 STATE STREET SUITE 700, OFFICE 40
ALBANY, NY 12207
(42.649901, -73.753042)"
"20-SA-004303","ABV SYSTEMS LLC","90 STATE STREET SUITE 700, OFFICE 40","Albany","NY","12207","2021-12-03T00:00:00.000","2022-12-03T00:00:00.000","Renewed","90 STATE STREET SUITE 700, OFFICE 40
Albany, NY 12207
(42.649901, -73.753042)"
"20-SA-004289","Acclaimed Appliance Repair, LLC","5808 Oak Forest Court","Indian Head","Maryland","20640-3736","2020-10-23T00:00:00.000","2021-10-23T00:00:00.000","Expired","5808 Oak Forest Court
Indian Head, Maryland 20640-3736
(38.571012, -77.110253)"
"20-SA-004289","Acclaimed Appliance Repair, LLC","5923 E. Boniwood Turn","Clinton","Maryland","20735","2020-10-23T00:00:00.000","2021-10-23T00:00:00.000","Expired","5923 E. Boniwood Turn
Clinton, Maryland 20735
(38.729054, -76.907346)"
"00-SA-000410","A & C Consumer Electronics, Inc.","19200G Chennault Way","Gaithersburg","MD","20879","1997-02-10T00:00:00.000","1998-02-10T00:00:00.000","Expired","19200G Chennault Way
Gaithersburg, MD 20879
(39.170982, -77.157104)"
"02-SA-000267","Ace Central Vacuum","24029 Preakness Drive","Damascus","MD","20872","2018-02-21T00:00:00.000","2019-02-21T00:00:00.000","Expired","24029 Preakness Drive
Damascus, MD 20872
(39.251907, -77.224992)"
"02-SA-000267","Ace Central Vacuum","24029 Preakness Drive","Damascus","Maryland","20872","2017-02-06T00:00:00.000","2018-02-06T00:00:00.000","Expired","24029 Preakness Drive
Damascus, Maryland 20872
(39.251907, -77.224992)"
"02-SA-000267","Ace Central Vacuum","24029 Preakness Drive","Damascus","Maryland","20872","2018-02-21T00:00:00.000","2019-02-21T00:00:00.000","Expired","24029 Preakness Drive
Damascus, Maryland 20872
(39.251907, -77.224992)"
"02-SA-000267","Ace Central Vacuum","24029 Preakness Drive","Damascus","MD","20872","2017-02-06T00:00:00.000","2018-02-06T00:00:00.000","Expired","24029 Preakness Drive
Damascus, MD 20872
(39.251907, -77.224992)"
"21-SA-007419","Acer technology LLC","3800 25th Ave","Temple Hills","MD","20748","2021-11-09T00:00:00.000","2022-11-09T00:00:00.000","New","3800 25th Ave
Temple Hills, MD 20748
(38.838045, -76.956838)"
"20-SA-003263","Acer Technology L.L.C.","3800 25th Ave","Temple Hills","MD","20748","2020-10-02T00:00:00.000","2021-10-02T00:00:00.000","Expired","3800 25th Ave
Temple Hills, MD 20748
(38.838045, -76.956838)"
"00-SA-000088","Ace Services","7921 Parston Drive","Forestville","MD","20747","2004-03-29T00:00:00.000","2005-02-14T00:00:00.000","Expired","7921 Parston Drive
Forestville, MD 20747
(38.846082, -76.869509)"
"08-SA-000340","Ace Tech Appliance Service","12000 Chesterton Drive","Upper Marlboro","Maryland","20774","2015-08-28T00:00:00.000","2016-08-28T00:00:00.000","Expired","12000 Chesterton Drive
Upper Marlboro, Maryland 20774
(38.894889, -76.797989)"
"08-SA-000340","Ace Tech Appliance Service","12000 Chesterton Drive","Upper Marlboro","Maryland","20774","2019-01-23T00:00:00.000","2020-01-23T00:00:00.000","Expired","12000 Chesterton Drive
Upper Marlboro, Maryland 20774
(38.894889, -76.797989)"
"08-SA-000340","Ace Tech Appliance Service","12000 Chesterton Drive","Upper Marlboro","MD","20774","2019-01-23T00:00:00.000","2020-01-23T00:00:00.000","Expired","12000 Chesterton Drive
Upper Marlboro, MD 20774
(38.894889, -76.797989)"
"08-SA-000340","Ace Tech Appliance Service","12000 Chesterton Drive","Upper Marlboro","MD","20774","2015-08-28T00:00:00.000","2016-08-28T00:00:00.000","Expired","12000 Chesterton Drive
Upper Marlboro, MD 20774
(38.894889, -76.797989)"
"02-SA-000268","Ace Tech Appliance Service","18325 Darnell Drive","Olney","MD","20832","2003-02-21T00:00:00.000","2004-02-21T00:00:00.000","Expired","18325 Darnell Drive
Olney, MD 20832
(39.157875, -77.086436)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","Maryland","20895","2018-11-13T00:00:00.000","2019-11-13T00:00:00.000","Expired","10516 Summit Avenue
Kensington, Maryland 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Ave","Kensington","MD","20895","2018-11-13T00:00:00.000","2019-11-13T00:00:00.000","Expired","10516 Summit Ave
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","MD","20895","2018-11-13T00:00:00.000","2019-11-13T00:00:00.000","Expired","10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","Maryland","20895","2017-11-20T00:00:00.000","2018-11-20T00:00:00.000","Expired","10516 Summit Avenue
Kensington, Maryland 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","MD","20895","2019-10-07T00:00:00.000","2020-10-07T00:00:00.000","Expired","10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","Maryland","20895","2019-10-07T00:00:00.000","2020-10-07T00:00:00.000","Expired","10516 Summit Avenue
Kensington, Maryland 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","MD","20895","2020-08-24T00:00:00.000","2021-08-24T00:00:00.000","Expired","10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","Maryland","20895","2020-08-24T00:00:00.000","2021-08-24T00:00:00.000","Expired","10516 Summit Avenue
Kensington, Maryland 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Ave","Kensington","MD","20895","2019-10-07T00:00:00.000","2020-10-07T00:00:00.000","Expired","10516 Summit Ave
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Ave","Kensington","MD","20895","2020-08-24T00:00:00.000","2021-08-24T00:00:00.000","Expired","10516 Summit Ave
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Ave","Kensington","MD","20895","2022-08-24T00:00:00.000","2023-08-24T00:00:00.000","Renewed","10516 Summit Ave
Kensington, MD 20895
(39.029022, -77.0786)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","Maryland","20895","2022-08-24T00:00:00.000","2023-08-24T00:00:00.000","Renewed","10516 Summit Avenue
Kensington, Maryland 20895
(39.029022, -77.0786)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","MD","20895","2022-08-24T00:00:00.000","2023-08-24T00:00:00.000","Renewed","10516 Summit Avenue
Kensington, MD 20895
(39.029022, -77.0786)"
"17-SA-001014","Acker & Sons","10516 Summit Ave","Kensington","MD","20895","2017-11-20T00:00:00.000","2018-11-20T00:00:00.000","Expired","10516 Summit Ave
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","MD","20895","2017-11-20T00:00:00.000","2018-11-20T00:00:00.000","Expired","10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
"17-SA-001014","Acker & Sons","10516 Summit Ave","Kensington","MD","20895","2021-08-24T00:00:00.000","2022-08-24T00:00:00.000","Expired","10516 Summit Ave
Kensington, MD 20895
(39.029022, -77.0786)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","Maryland","20895","2021-08-24T00:00:00.000","2022-08-24T00:00:00.000","Expired","10516 Summit Avenue
Kensington, Maryland 20895
(39.029022, -77.0786)"
"17-SA-001014","Acker & Sons","10516 Summit Avenue","Kensington","MD","20895","2021-08-24T00:00:00.000","2022-08-24T00:00:00.000","Expired","10516 Summit Avenue
Kensington, MD 20895
(39.029022, -77.0786)"
"00-SA-000113","Acker & Sons, Inc.","10516 Summit Avenue","Kensington","MD","20895","2013-08-06T00:00:00.000","2014-08-06T00:00:00.000","Expired","10516 Summit Avenue
Kensington, MD 20895
(39.029026, -77.078639)"
"07-SA-000333","A+ Computer Services","10216 New Hampshire Avenue","Silver Spring","MD","20903","2007-09-17T00:00:00.000","2008-09-17T00:00:00.000","Expired","10216 New Hampshire Avenue
Silver Spring, MD 20903
(39.022731, -76.977931)"
"00-SA-000081","Acro T.V.  Electronics Corporation, Inc.","3412 Hazelwood Road","Edgewater","MD","21037","2002-08-30T00:00:00.000","2003-08-30T00:00:00.000","Expired","3412 Hazelwood Road
Edgewater, MD 21037
(38.933766, -76.57073)"
"00-SA-000453","Action Electronics, Inc.","2529 Ennalls Avenue","Silver Spring","MD","20902","1997-09-23T00:00:00.000","1998-09-23T00:00:00.000","Expired","2529 Ennalls Avenue
Silver Spring, MD 20902
(39.039793, -77.053488)"
"00-SA-000030","Adelphi University Lane TV/Radio","2426 University Blvd.","Hyattsville","MD","20783","1998-06-24T00:00:00.000","1999-06-24T00:00:00.000","Expired","2426 University Blvd.
Hyattsville, MD 20783
(38.984581, -76.967325)"
"00-SA-000480","ADG Appliance Repair","432 Girard Street, #304","Gaithersburg","MD","20877","2001-03-12T00:00:00.000","2002-03-12T00:00:00.000","Expired","432 Girard Street, #304
Gaithersburg, MD 20877
(39.148596, -77.186447)"
"00-SA-000027","Adrian L. Merton, Inc.","9151 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","2018-12-17T00:00:00.000","2019-12-17T00:00:00.000","Expired","9151 HAMPTON OVERLOOK
CAPITOL HEIGHTS, MD 20743
(38.886456, -76.848015)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 E HAMPTON DRIVE","CAPITOL HEIGHTS","MD","20743","2018-12-17T00:00:00.000","2019-12-17T00:00:00.000","Expired","9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 East Hampton Drive","Capitol Heights","MD","20743","2018-12-17T00:00:00.000","2019-12-17T00:00:00.000","Expired","9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9151 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","2016-10-08T00:00:00.000","2017-10-08T00:00:00.000","Expired","9151 HAMPTON OVERLOOK
CAPITOL HEIGHTS, MD 20743
(38.886456, -76.848015)"
"00-SA-000027","Adrian L. Merton, Inc.","9151 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","2017-11-30T00:00:00.000","2018-11-30T00:00:00.000","Expired","9151 HAMPTON OVERLOOK
CAPITOL HEIGHTS, MD 20743
(38.886456, -76.848015)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 East Hampton Drive","Capitol Heights","MD","20743","2021-11-02T00:00:00.000","2022-11-02T00:00:00.000","Renewed","9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9151 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","2021-11-02T00:00:00.000","2022-11-02T00:00:00.000","Renewed","9151 HAMPTON OVERLOOK
CAPITOL HEIGHTS, MD 20743
(38.886456, -76.848015)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 E HAMPTON DRIVE","CAPITOL HEIGHTS","MD","20743","2019-12-16T00:00:00.000","2020-12-16T00:00:00.000","Expired","9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 East Hampton Drive","Capitol Heights","MD","20743","2019-12-16T00:00:00.000","2020-12-16T00:00:00.000","Expired","9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9151 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","2019-12-16T00:00:00.000","2020-12-16T00:00:00.000","Expired","9151 HAMPTON OVERLOOK
CAPITOL HEIGHTS, MD 20743
(38.886456, -76.848015)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 E HAMPTON DRIVE","CAPITOL HEIGHTS","MD","20743","2021-11-02T00:00:00.000","2022-11-02T00:00:00.000","Renewed","9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 E HAMPTON DRIVE","CAPITOL HEIGHTS","MD","20743","2020-11-02T00:00:00.000","2021-11-02T00:00:00.000","Expired","9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 East Hampton Drive","Capitol Heights","MD","20743","2020-11-02T00:00:00.000","2021-11-02T00:00:00.000","Expired","9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9151 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","2020-11-02T00:00:00.000","2021-11-02T00:00:00.000","Expired","9151 HAMPTON OVERLOOK
CAPITOL HEIGHTS, MD 20743
(38.886456, -76.848015)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 E HAMPTON DRIVE","CAPITOL HEIGHTS","MD","20743","2016-10-08T00:00:00.000","2017-10-08T00:00:00.000","Expired","9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
