OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE
1,COLLEGE OR UNIVERSITY,Montgomery College - Germantown Campus,20200 Observation Dr,Germantown,20876,240-567-7700,http://www.montgomerycollege.edu/gthome,,1242383.874930019956082,553981.68739827000536,"(39.18754455000004, -77.24678586699997)"
2,COLLEGE OR UNIVERSITY,University of Maryland - Shady Grove Center,9630 Gudelsky Dr,Rockville,20850,301-738-6000,http://www.umuc.edu,,1255305.875070059904829,519832.0000704699778,"(39.09387008200008, -77.20093167899995)"
3,COLLEGE OR UNIVERSITY,Montgomery College - Rockville Campus,51 Mannakee St,Rockville,20850,240-567-5000,http://www.montgomerycollege.edu/rvhome,,1267246.375049179885536,521386.531143919972237,"(39.098202867000055, -77.15887039299997)"
4,COLLEGE OR UNIVERSITY,Uniformed Services University,4301 Jones Bridge Rd,Bethesda,20814,"800-772-1743 
",http://www.usuhs.mil/,,1287948.250012459931895,486096.249895050015766,"(39.001383643000054, -77.08580858299996)"
5,COLLEGE OR UNIVERSITY,Montgomery College - Takoma Park,7600 Takoma Ave,Takoma Park,20912,240-567-1300,http://www.montgomerycollege.edu/tphome,,1306253.125037509948015,479925.156129300012253,"(38.984469157000035, -77.02139225899998)"
6,COLLEGE OR UNIVERSITY,Washington Adventist University,7600 Flower Ave,Takoma Park,20912,800-835-4212,http://www.wau.edu/,,1311915.941042779944837,480654.689569980022497,"(38.98647419100007, -77.00147070199995)"
7,COLLEGE OR UNIVERSITY,Johns Hopkins University - Montgomery County,9601 Medical Center Dr,Rockville,20850,301-294-7000,http://www.jhu.edu/mcc,,1256024.287870730040595,523070.643529479973949,"(39.10276652300007, -77.19842524999996)"
8,COLLEGE OR UNIVERSITY,Griggs University,12501 Old Columbia Pik,Silver Spring,20914-4437,301-680-6570,http://www.hsi.edu/,,1322093.483708260115236,507815.809595279977657,"(39.061045070000034, -76.96562946599994)"
9,COLLEGE OR UNIVERSITY,National Labor College George Meany Campus,10000 New Hampshire Ave,Silver Spring,20903,301-431-6400,http://www.georgemeany.org/,,1317723.884984190110117,493324.424237779981922,"(39.02125992900005, -76.98102871199995)"
10,COLLEGE OR UNIVERSITY,School of Art + Design at Montgomery College,930 King St,Silver Spring,20912,240-567-4454,http://www.mcadmd.org,,1305086.704556419979781,480676.45878599997377,"(38.986531193000076, -77.02549642499997)"
11,COLLEGE OR UNIVERSITY,Care Xpert Academy,13321 New Hampshire Ave,Silver Spring,20904,301-384-6011,http://www.cxacademy.com/,,,,"(39.07473867700003, -77.00127002799996)"
