"department","department_name","division","gender","base_salary","_2020_overtime_pay","_2020_longevity_pay","grade"
"ABS","Alcohol Beverage Services","Wholesale Administration","F","78902.00","199.17","0.00","18"
"ABS","Alcohol Beverage Services","Administrative Services","F","35926.00","0.00","4038.91","16"
"ABS","Alcohol Beverage Services","Administration","M","167345.00","0.00","0.00","M2"
"ABS","Alcohol Beverage Services","Wholesale Operations","F","90848.00","0.00","5717.68","21"
"ABS","Alcohol Beverage Services","Administration","F","78902.00","205.16","2460.24","18"
"ABS","Alcohol Beverage Services","Marketing","F","109761.00","0.00","0.00","25"
"ABS","Alcohol Beverage Services","Beer Delivery Operations","M","68575.00","6605.54","0.00","15"
"ABS","Alcohol Beverage Services","Liquor and Wine Delivery Operations","M","50604.28","804.88","0.00","10"
"ABS","Alcohol Beverage Services","Beer Delivery Operations","M","50865.50","4140.43","0.00","10"
"ABS","Alcohol Beverage Services","Liquor and Wine Delivery Operations","M","49359.65","4084.43","0.00","10"
"ABS","Alcohol Beverage Services","Licensure, Regulation and Education","M","90848.00","0.00","0.00","21"
"ABS","Alcohol Beverage Services","Liquor and Wine Delivery Operations","M","63424.48","0.00","0.00","15"
"ABS","Alcohol Beverage Services","Potomac","M","80050.85","193.32","0.00","21"
"ABS","Alcohol Beverage Services","Burtonsville","M","43827.02","0.00","0.00","12"
"ABS","Alcohol Beverage Services","Liquor and WIne Loading","M","75290.00","15146.04","0.00","17"
"ABS","Alcohol Beverage Services","Wheaton","M","65464.00","622.26","4140.72","14"
"ABS","Alcohol Beverage Services","Cloverly","M","90848.00","0.00","0.00","21"
"ABS","Alcohol Beverage Services","Beer Delivery Operations","M","54407.00","4223.06","1570.07","10"
"ABS","Alcohol Beverage Services","Westwood","M","77336.55","1519.70","0.00","21"
"ABS","Alcohol Beverage Services","Cabin John","M","90848.00","0.00","0.00","21"
"ABS","Alcohol Beverage Services","Kensington","M","83028.74","702.38","0.00","21"
"ABS","Alcohol Beverage Services","Retail Administration","M","59660.00","547.76","3773.52","12"
"ABS","Alcohol Beverage Services","Beer Warehouse Operations","M","62488.00","119.54","0.00","13"
"ABS","Alcohol Beverage Services","Beer Delivery Operations","M","49596.86","1983.49","0.00","10"
"ABS","Alcohol Beverage Services","Liquor and WIne Loading","M","51706.08","3786.01","0.00","12"
"ABS","Alcohol Beverage Services","Walnut Hill","M","72769.06","294.60","0.00","18"
"ABS","Alcohol Beverage Services","Leisure World","F","61265.18","29.61","0.00","18"
"ABS","Alcohol Beverage Services","Liquor and Wine Delivery Operations","M","47687.17","2709.69","0.00","10"
"ABS","Alcohol Beverage Services","Liquor and WIne Loading","M","55154.39","2165.37","0.00","12"
"ABS","Alcohol Beverage Services","Beer Loading","M","51706.08","5785.54","0.00","12"
"ABS","Alcohol Beverage Services","Licensure, Regulation and Education","M","90848.00","4225.84","0.00","21"
"ABS","Alcohol Beverage Services","Beer Delivery Operations","M","54407.00","984.33","3440.60","10"
"ABS","Alcohol Beverage Services","Burtonsville","F","78902.00","1757.16","0.00","18"
"ABS","Alcohol Beverage Services","Special Order Liquor and Wine Warehouse Operations","M","59660.00","3720.41","1859.76","12"
"ABS","Alcohol Beverage Services","Customer Service","M","64045.95","277.20","0.00","18"
"ABS","Alcohol Beverage Services","Poolesville","M","65464.00","2591.02","0.00","14"
