"establishment","establishment_name","address_1","address_2","city","state","zip_code","phone_number","permit_expiration_date","permit_issue_date","license_status"
"36896","777 FOOT SPA","701 RUSSELL AVE #D133",,"Gaithersburg","MD","20877","3013309975","2022-10-31T00:00:00.000","2022-01-13T00:00:00.000","Existing"
"37172","BETHESDA HOLISTIC CENTER","4343 MONTGOMERY AVE","#5","Bethesda","MD","20814","3013476112","2020-10-31T00:00:00.000","2019-12-06T00:00:00.000","Existing"
"38384","355 FOOT SPA","619 HUNGERFORD DR",,"Rockville","MD","20850","3014246666","2022-10-31T00:00:00.000","2022-03-30T00:00:00.000","Existing"
"39556","WATERFALL SPA","9047 SHADY GROVE CT",,"Gaithersburg","MD","20877","3018613616",,,"New"
"46982","COCO HEALTH SPA ROCKVILLE","619 HUNGERFORD DR.",,"Rockville","MD","20850","3014246666","2022-10-31T00:00:00.000","2022-03-09T00:00:00.000","New"
"47067","HEALTH MAGIC","11160 MILL RD. UNIT#201P",,"WHEATON","MD","20902","3019336234","2022-10-31T00:00:00.000",,"New"
"35661","MAGIC HEALTH PLUS","701 RUSSELL AVE #D133",,"Gaithersburg","MD","20877","3015900778","2020-10-31T00:00:00.000","2019-12-11T00:00:00.000","Existing"
"30398","TAO FOOT SPA","356 MAIN ST #200",,"Gaithersburg","MD","20878","3019262578","2018-10-31T00:00:00.000","2017-07-19T00:00:00.000","Existing"
"39609","JOIN ACUPUNCTURE & HERBAL MEDICINE","5411 W CEDAR LANE","#108A","Bethesda","MD","20814","2404830161",,,"New"
"35582","TRANQUIL MOON","13242 EXECUTIVE PARK TERR",,"Germantown","MD","20874","3018005118","2017-10-31T00:00:00.000",,"Closed"
"30603","TRANQUILL MOON","966 HUNGERFORD DR#14A",,"Rockville","MD","20850","3017621215","2018-10-31T00:00:00.000","2017-06-26T00:00:00.000","Existing"
"30116","NIRVANA REFLEXOLOGY SPA","15918 SHADY GROVE RD",,"Gaithersburg","MD","20877","2406312655","2020-10-31T00:00:00.000","2019-12-24T00:00:00.000","Existing"
"30374","ROSE'S REFLEXOLOGY SPA","15192 FREDERICK RD #A",,"Rockville","MD","20850","3018388588","2020-10-31T00:00:00.000","2019-11-08T00:00:00.000","Existing"
"30823","PLUM BLOSSOM SPA","966 HUNGERFORD DR 18A",,"Rockville","MD","20850","2404912902","2018-10-31T00:00:00.000","2017-11-13T00:00:00.000","Existing"
"33182","355 T SPA","12222-B ROCKVILLE PK",,"Rockville","MD","20852","2405063355",,,"Closed"
"29647","LAN FOOT SPA","11510 ROCKVILLE PK #F",,"Rockville","MD","20852","3017701212","2018-10-31T00:00:00.000","2017-08-15T00:00:00.000","Closed"
"32849","ANNA SPA","8 BROOKS AVE #102",,"Gaithersburg","MD","20877","2402616789","2019-10-31T00:00:00.000","2018-12-06T00:00:00.000","Closed"
"30583","ADVANCE HEALTH CARE","1534 ROCKVILLE PK",,"Rockville","MD","20852","2403081666","2019-10-31T00:00:00.000","2019-03-19T00:00:00.000","Closed"
"33292","ANGELA SPA","28 S FREDERICK AVE #109",,"Gaithersburg","MD","20877","2405603355",,,"Closed"
"30194","HEALING SPA","12927 WISTERIA DR",,"Germantown","MD","20874","2406860818","2018-10-31T00:00:00.000","2017-07-06T00:00:00.000","Closed"
"30677","CHINESE ACUPRESSURE","28 S FREDERICK AVE",,"Gaithersburg","MD","20877","2028736170","2018-10-31T00:00:00.000","2017-08-28T00:00:00.000","Closed"
"32914","FEi-RELAX-STATION","11160 VEIRS MILL RD",,"Silver Spring","MD","20902","6176765949",,,"Closed"
"30399","MEIMEI SPA","966 HUNGERFORD DR #28A",,"Rockville","MD","20850","3016379449","2018-10-31T00:00:00.000","2017-06-05T00:00:00.000","Closed"
"29959","HEALTHSOURCE","8004-B NORFOLK AVE",,"Bethesda","MD","20814","2408022759","2020-10-31T00:00:00.000","2019-11-08T00:00:00.000","Closed"
"30354","355 FOOT SPA","619 HUNGERFORD DR",,"Rockville","MD","20850","3014246666","2019-10-31T00:00:00.000",,"Closed"
"35704","AGELESS SPA","14816 PHYSICIANS LN","#251","Rockville","MD","20850","3013329819","2021-10-31T00:00:00.000","2019-12-11T00:00:00.000","Existing"
"35581","TAO FOOT SPA","356 MAIN ST #200",,"Gaithersburg","MD","20878","3019262528","2020-10-31T00:00:00.000","2019-12-06T00:00:00.000","Closed"
"33437","BETHESDA REFLEXOLOGY","10401 OLD GEORGETOWN RD #101",,"Bethesda","MD","20814","3015005326","2021-10-31T00:00:00.000","2020-12-23T00:00:00.000","New"
"41079","SHA'S CREATIONS INC.","3836 INTERNATION DR. LEISURE WORLD PLAZA",,"Silver Spring","MD","20906","2403151412",,,"Pending"
"45624","ANGEL FOOT SPA","966 HUNGERFORD DR. #28A",,"Rockville","MD","20850","2407517613","2022-10-31T00:00:00.000","2021-09-23T00:00:00.000","Existing"
"32858","NATURAL HEALTH","10319-A WESTLAKE DR",,"Bethesda","MD","20817","3014694808","2020-10-31T00:00:00.000","2019-11-08T00:00:00.000","Existing"
"30679","7 DAYS REFLEXOLOGY FOOT SPA","7135 WISCONSIN AVE",,"Bethesda","MD","20814","3017181811","2021-10-31T00:00:00.000","2021-01-11T00:00:00.000","Closed"
"38333","ANNA SPA","935 RUSSELL AVE. SUITE D",,"Gaithersburg","MD","20879","2402616789","2022-10-31T00:00:00.000","2021-10-28T00:00:00.000","New"
"43330","MULAN HEALTH SPA LLC","4900 AUBURN AVE.#202",,"Bethesda","MD","20814","3016401516","2022-10-31T00:00:00.000","2021-10-18T00:00:00.000","Existing"
"30037","ANNIE'S MASSAGE SPA","12611-C WISTERIA DR.",,"Germantown","MD","20874","3015280888","2022-10-31T00:00:00.000","2021-12-17T00:00:00.000","Existing"
"38441","A&E WEALTH","4931 CORDELL AVE #200",,"Bethesda","MD","20814","3016931566","2022-10-31T00:00:00.000","2021-10-22T00:00:00.000","Existing"
"35665","FIRST RELAX","253 MARKET ST W #100",,"Gaithersburg","MD","20878","3012162398","2022-10-31T00:00:00.000","2021-11-12T00:00:00.000","Existing"
"46719","COUNTRY MOON SPA","878 MUDDY BRANCH ROAD",,"Gaithersburg","MD","20878","3016930556","2022-10-31T00:00:00.000","2021-11-19T00:00:00.000","Pending"
"35613","EASY BALANCE WELLNESS CENTER & SPA","340 MAIN ST #200",,"Gaithersburg","MD","20878","3018306288","2022-10-31T00:00:00.000","2021-12-16T00:00:00.000","Existing"
