Incident ID,Dispatch Date / Time,Offence Code,NIBRS Code,CR Number,Victims,Crime Name1,Crime Name2,Crime Name3,Block Address,Police District Name,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Type,Street Suffix,Start_Date_Time,End_Date_Time,Latitude,Longitude,Police District Number,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Council Districts_from_i23j_3mj8,Service Regions,Montgomery County Boundary
201389823,08/26/2022 07:21:39 PM,3562,35A,220036962,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,11100 BLK  GEORGIA AVE,WHEATON,SILVER SPRING,MD,20902,MCPD,Parking Garage - Metro,L,4L2,324,11100,,GEORGIA,AVE,,08/26/2022 07:21:00 PM,,39.03627,-77.0499,4D,"(39.0363, -77.0499)",4,4,16,17,1,4,4,1
201389659,08/25/2022 11:40:26 PM,3562,35A,220036838,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,SILVER SPRING,SILVER SPRING,MD,20901,MCPD,Street - In vehicle,H,3H2,144,,,LOCKWOOD,DR,,08/25/2022 11:49:00 PM,,0.0,0.0,3D,"(0.0, 0.0)",,,,,,,,
201389614,08/25/2022 05:57:22 PM,3522,35A,220036797,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - OPIUM OR DERIVATIVE - POSSESS,12100 BLK  ELM FOREST CT,GERMANTOWN,CLARKSBURG,MD,20871,MCPD,Street - In vehicle,M,5M3,476,12100,,ELM FOREST,CT,,08/25/2022 05:57:00 PM,,39.22785,-77.2522,5D,"(39.2278, -77.2522)",2,2,50,44,1,2,5,1
201389614,08/25/2022 05:57:22 PM,3562,35A,220036797,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,12100 BLK  ELM FOREST CT,GERMANTOWN,CLARKSBURG,MD,20871,MCPD,Street - In vehicle,M,5M3,476,12100,,ELM FOREST,CT,,08/25/2022 05:57:00 PM,,39.22785,-77.2522,5D,"(39.2278, -77.2522)",2,2,50,44,1,2,5,1
201389598,08/25/2022 12:09:19 AM,3532,35A,220036683,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - COCAINE - POSSESS,500 BLK  QUINCE ORCHARD RD,MONTGOMERY VILLAGE,GAITHERSBURG,MD,20878,GPD,Street - In vehicle,P,6P2,445,500,,QUINCE ORCHARD,RD,,08/25/2022 12:01:00 AM,08/25/2022 12:07:00 AM,39.14548,-77.2199,6D,"(39.1455, -77.2199)",3,3,36,33,21,3,5,1
201389495,08/24/2022 07:52:37 PM,3532,35A,220036659,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - COCAINE - POSSESS,,MONTGOMERY VILLAGE,GAITHERSBURG,MD,20877,MCPD,Street - In vehicle,R,6R1,426,,,MONTGOMERY VILLAGE,AVE,,08/24/2022 08:43:00 PM,,0.0,0.0,6D,"(0.0, 0.0)",,,,,,,,
201389485,08/24/2022 05:26:59 PM,3562,35A,220036629,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,MONTGOMERY VILLAGE,GAITHERSBURG,MD,20877,MCPD,Street - In vehicle,P,6P3,754,,,FREDERICK,RD,,08/24/2022 06:45:00 PM,,0.0,0.0,6D,"(0.0, 0.0)",,,,,,,,
201389499,08/23/2022 11:36:49 PM,3562,35A,220036492,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,,MONTGOMERY VILLAGE,GAITHERSBURG,MD,20878,GPD,Wooded Area,P,6P2,554,,,QUINCE ORCHARD,BLV,,08/23/2022 11:36:00 PM,,0.0,0.0,6D,"(0.0, 0.0)",,,,,,,,
201389355,08/23/2022 10:07:44 PM,3562,35A,220036481,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,9700 BLK  OLD GEORGETOWN RD,BETHESDA,BETHESDA,MD,20817,MCPD,Street - In vehicle,E,2E2,070,9700,,OLD GEORGETOWN,RD,,08/23/2022 10:07:00 PM,,39.01419,-77.1182,2D,"(39.0142, -77.1182)",1,1,12,111,1,1,3,1
201389487,08/23/2022 10:04:13 PM,3572,35A,220036484,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - AMPHETAMINE - POSSESS,16100 BLK  SHADY GROVE RD,ROCKVILLE,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Other,A,1A3,749,16100,,SHADY GROVE,RD,,08/23/2022 10:02:00 PM,,39.12059,-77.18,1D,"(39.1206, -77.18)",3,3,36,35,1,3,5,1
