OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
1,FIRE STATION,Station 21 - Kensington,12500 Viers Mill Rd,Rockville,20853,240-773-4721,http://www.montgomerycountymd.gov/mcfrs/,21,1286034.124954669969156,507953.406267410027795,"(39.06139127400007, -77.09262204299995)",39.061383409999998,-77.092619749999997
2,FIRE STATION,Station 23 - Rockville,121 Rollins Ave,Rockville,20852,240-773-4723,http://www.montgomerycountymd.gov/mcfrs/,23,1277423.999890659935772,507094.250042609986849,"(39.05900440900007, -77.12294081099998)",39.058996550000003,-77.122938509999997
3,FIRE STATION,Station 18 - Kensington,12210 Georgia Ave,Wheaton,20902,240-773-4718,http://www.montgomerycountymd.gov/mcfrs/,18,1297946.7718777700793,506204.002105780004058,"(39.056132767000065, -77.05072703999997)",39.056605810000001,-77.050662759999994
4,FIRE STATION,Station  5 - Kensington,10620 Connecticut Ave,Kensington,20895,240-773-4705,http://www.montgomerycountymd.gov/mcfrs/, 5,1290685.624991009943187,496523.593776759982575,"(39.030020568000054, -77.07620693599995)",39.030012710000001,-77.076204649999994
5,FIRE STATION,Station 12 - Hillandale,10617 New Hampshire Ave,Silver Spring,20903,240-773-4712,http://www.montgomerycountymd.gov/mcfrs/,12,1317084.374967589974403,496583.625008819974028,"(39.03020901200006, -76.98327754799999)",39.030201150000003,-76.983275289999995
6,FIRE STATION,Station 16 - Silver Spring,111 E University Blvd,Silver Spring,20901,240-773-4716,http://www.montgomerycountymd.gov/mcfrs/,16,1310309.500081280013546,491902.874924460018519,"(39.01735811700007, -77.00712535699995)",39.017350260000001,-77.007123089999993
7,FIRE STATION,Station 30 - Cabin John,"9404 Falls Road
",Potomac,20854,240-773-4730,http://www.montgomerycountymd.gov/mcfrs/,30,1249776.749944909941405,489356.781354090024251,"(39.01016042600003, -77.22015386199996)",39.010152580000003,-77.220151529999995
8,FIRE STATION,Station 19 - Silver Spring,1945 Seminary Rd,Silver Spring,20910,240-773-4719,http://www.montgomerycountymd.gov/mcfrs/,19,1300351.124904009979218,488887.687465649971273,"(39.00907195600007, -77.04216986199998)",39.009064100000003,-77.042167590000005
9,FIRE STATION,Station 22 - Germantown/Kingsview,18910 Germantown Rd,Germantown,20874,240-773-4722,http://www.montgomerycountymd.gov/mcfrs/,22,1231848.975208210060373,544637.561437570024282,"(39.161805481000044, -77.28385054699999)",39.161797610000001,-77.28384819
10,FIRE STATION,Station  2 - Takoma Park,7201 Carroll Ave,Takoma Park,20912,240-773-4702,http://www.montgomerycountymd.gov/mcfrs/, 2,1310311.250097279902548,477424.781342969974503,"(38.97760559100004, -77.00711522399996)",38.97759774,-77.007112960000001
11,FIRE STATION,Station 26 - Bethesda,6700 Democracy Blvd,Bethesda,20817,240-773-4726,http://www.montgomerycountymd.gov/mcfrs/,26,1273227.110286749899387,493292.150061750027817,"(39.021091898000066, -77.13764748399996)",39.021084049999999,-77.137645180000007
12,FIRE STATION,Station  6 - Bethesda,6600 Wisconsin Ave,Bethesda,20815,240-773-4706,http://www.montgomerycountymd.gov/mcfrs/, 6,1286425.749915040098131,477134.125086700019892,"(38.97677223900007, -77.09113447299995)",38.9767644,-77.091132189999996
13,FIRE STATION,Station R1 - Bethesda / Chevy Chase Rescue,5020 Battery La,Bethesda,20814,240-773-4741,http://www.montgomerycountymd.gov/mcfrs/,R1,1283093.500055939890444,482140.062499360006768,"(38.99050735900005, -77.10287578799995)",38.990499509999999,-77.102873500000001
14,FIRE STATION,Station 20 - Bethesda,9041 Old Georgetown Rd,Bethesda,20814,240-773-4720,http://www.montgomerycountymd.gov/mcfrs/,20,1281048.500118030002341,487098.093863979971502,"(39.004114076000064, -77.11009167099996)",39.004106229999998,-77.110089380000005
15,FIRE STATION,Station 33 - Rockville,11430 Falls Rd,Potomac,20854,240-773-4733,http://www.montgomerycountymd.gov/mcfrs/,33,1257320.374911929946393,501594.562613480025902,"(39.04380837600007, -77.19369750999994)",39.043800519999998,-77.19369519
16,FIRE STATION,Station 11 - Glen Echo,5920 Massachusetts Ave,Bethesda,20816,240-773-4711,http://www.montgomerycountymd.gov/mcfrs/,11,1277962.624915160005912,472096.875034009979572,"(38.962914399000056, -77.12088075999998)",38.96290656,-77.120878469999994
