"establishment_id","name","address1","address2","city","zip","inspectiondate","inspectionresults","violation1","violation2","violation3","violation4","violation5","violation6a","violation6b","violation7a","violation7b","violation8","violation9","violation20","violation22","violationmenu","violationtransfat","violationsmoking","inspectiontype","organization","category","type","latitude","longitude","location"
"37032","168 ASIAN BURRITO","18000 GEORGIA AVE.",,"OLNEY","20832","2022-08-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","168 ASIAN BURRITO LLC","Market","Food","39.1511","-77.0673","
,  
(39.1511, -77.0673)"
"37032","168 ASIAN BURRITO","18000 GEORGIA AVE.",,"OLNEY","20832","2022-01-26T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","168 ASIAN BURRITO LLC","Market","Food","39.1511","-77.0673","
,  
(39.1511, -77.0673)"
"37032","168 ASIAN BURRITO","18000 GEORGIA AVE.",,"OLNEY","20832","2021-08-24T00:00:00.000","Critical Violations Corrected","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","168 ASIAN BURRITO LLC","Market","Food","39.1511","-77.0673","
,  
(39.1511, -77.0673)"
"37032","168 ASIAN BURRITO","18000 GEORGIA AVE.",,"OLNEY","20832","2021-03-11T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","168 ASIAN BURRITO LLC","Market","Food","39.1511","-77.0673","
,  
(39.1511, -77.0673)"
"37032","168 ASIAN BURRITO","18000 GEORGIA AVE.",,"OLNEY","20832","2020-09-30T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","168 ASIAN BURRITO LLC","Market","Food","39.1511","-77.0673","
,  
(39.1511, -77.0673)"
"32992","29 CONVENIENCE MART","10755 COLESVILLE RD",,"SILVER SPRING","20901","2022-02-03T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","A&I ENTERPRISE VI INC - ALEENA MALIK","Market","Food","39.032","-77.0034","
,  
(39.032, -77.0034)"
"32992","29 CONVENIENCE MART","10755 COLESVILLE RD",,"SILVER SPRING","20901","2021-09-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","A&I ENTERPRISE VI INC - ALEENA MALIK","Market","Food","39.032","-77.0034","
,  
(39.032, -77.0034)"
"32992","29 CONVENIENCE MART","10755 COLESVILLE RD",,"SILVER SPRING","20901","2021-05-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","A&I ENTERPRISE VI INC - ALEENA MALIK","Market","Food","39.032","-77.0034","
,  
(39.032, -77.0034)"
"32992","29 CONVENIENCE MART","10755 COLESVILLE RD",,"SILVER SPRING","20901","2020-12-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance",,"A&I ENTERPRISE VI INC - ALEENA MALIK","Market","Food","39.032","-77.0034","
,  
(39.032, -77.0034)"
"32992","29 CONVENIENCE MART","10755 COLESVILLE RD",,"SILVER SPRING","20901","2020-11-24T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","A&I ENTERPRISE VI INC - ALEENA MALIK","Market","Food","39.032","-77.0034","
,  
(39.032, -77.0034)"
