"status","type","number","description","issuancedate","closingdate","cancelledpostponed","construction","lsbrpindicator","buyer","department","deptcontact","bidtab"
"Active","RFP","1143948","Metropolitan Branch Trail","2022-08-26T00:00:00.000","2022-10-18T00:00:00.000",,"N","N","Norris, Robert","Department of Transportation","Brian Copley",
"Active","RFP","1126638","Electric Powered Heavy-Duty Low Floor 40' Transit Buses","2022-05-17T00:00:00.000","2022-10-12T00:00:00.000",,"N","N","Steed, Jeffrey","Department of General Services","Phillip Martin",
"Active","RFP","1104084","Transit Bus Service Lane Operation for Nicholson Court Small Transit Shop (STS)","2022-08-16T00:00:00.000","2022-09-28T00:00:00.000",,"N","Y","Steed, Jeffrey","Department of General Services","Keith Stickley",
"Active","RFP","1104083","Bus Service Lane Operation at the Equipment Maintenance and Transit Operation Center and the Brookville Maintenance Facility","2022-08-22T00:00:00.000","2022-09-20T00:00:00.000",,"N","N","DeLuca, Karen","Department of General Services","Keith Stickley",
"Active","RFP","1142333","Single-Family Residential Food Scraps Collection for Recycling","2022-08-15T00:00:00.000","2022-09-15T00:00:00.000",,"N","N","Norris, Robert","Department of Environmental Protection","DEP",
"Active","IFB","1146858","Time and Material Glass Installation and Repair Services","2022-08-10T00:00:00.000","2022-09-14T00:00:00.000",,"N","N","Karakaya, Penny Perrus","Department of General Services","Yonas Demo",
"Active","RFP","1146983","Graphic Design Services","2022-08-04T00:00:00.000","2022-09-08T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Monika Hammer",
"Active","Informal","1141898","Pet Waste Removal Project","2022-08-29T00:00:00.000","2022-09-08T00:00:00.000",,"N","Y","--","Dept of Environmental Protection","DEP.Procurements@montgomerycountymd.gov",
"Active","Informal","1141617","Consulting Services for Restoration Center","2022-06-28T00:00:00.000","2022-08-31T00:00:00.000",,"N","Y","--","Department of Health & Human Svcs","Thanikan Fales",
"Active","Informal","1148582","Swimming Pool Parts and Equipment","2022-08-22T00:00:00.000","2022-08-29T00:00:00.000",,"N","N","--","Department of Recreation","Allison Cohen",
"Closed","IFB","1142688","BMW R 1250RT-P Motorcycle Services, Accessories, Parts and Repair","2022-07-27T00:00:00.000","2022-08-26T00:00:00.000",,"N","N","Comer, Benjamin","Police","Gregory Dilla","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1142688"
"Closed","Informal","1147329","Racial Equity Workshops","2022-08-11T00:00:00.000","2022-08-25T00:00:00.000",,"N","Y","--","Department of Health & Human Svcs","ILana Branda",
"Closed","Informal","1143980","Body Shop Sheet Metal","2022-08-09T00:00:00.000","2022-08-22T00:00:00.000",,"N","N","--","Department of General Services","Damian Johnson",
"Closed","Informal","1147899","Event Production for the Silver Spring Jazz Festival","2022-08-05T00:00:00.000","2022-08-12T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Seana Miller",
"Closed","Informal","1144181","Latino Health Initiative Technical Support","2022-08-01T00:00:00.000","2022-08-08T00:00:00.000",,"N","Y","--","DHHS","Viviana A. Ortiz",
"Closed","Informal","1147105","Specialty Printing","2022-07-21T00:00:00.000","2022-08-03T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor",
"Closed","Informal","1146718","Swimming Pool Parts and Equipment","2022-07-20T00:00:00.000","2022-07-27T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen",
"Closed","IFB","1136123","Traffic Sign Posts","2022-06-16T00:00:00.000","2022-07-18T00:00:00.000",,"N","N","Chen, Jing","Department of Transportation","Yazdan Sanayi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1136123"
"Closed","RFP","1125542","Roadside Deer, Small Wildlife and Domestic Animal Carcass Pick-Up and Removal","2022-06-15T00:00:00.000","2022-07-15T00:00:00.000",,"N","Y","McRae, Sarah","Office of Animal Services","Thomas Koenig",
"Closed","RFP","1100172","Montgomery County Consulting and Technical Services (MCCATS 3)","2022-04-25T00:00:00.000","2022-07-11T00:00:00.000",,"N","N","Wright, Mary","Technology and Enterprise Business Solutions","Gaye Barksdale",
"Closed","RFP","1134383","Providing Design & Construction Related Software/Hardware and Training","2022-06-07T00:00:00.000","2022-07-07T00:00:00.000",,"N","N","Norris, Robert","Department of General Services","Hamid Omidvar",
"Closed","RFP","1141596","Homebuyer Education and MPDU Orientation Seminars","2022-06-01T00:00:00.000","2022-07-06T00:00:00.000",,"N","N","Greve, Michael","Department of Housing & Community Affairs","Denise Thomas",
"Closed","IFB","1134271","Transit Bus Line Inspection Services","2022-05-19T00:00:00.000","2022-06-24T00:00:00.000",,"N","N","Comer, Benjamin","Department of General Services","Ahron Berney","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1134271"
"Closed","Informal","1143981","All-Terrain Utility Task Vehicles (UTV) Purchase, Inspection, Maintenance, Repair, and Parts","2022-06-02T00:00:00.000","2022-06-24T00:00:00.000",,"N","N","--","Fire & Rescue Services","Renata Vasileva",
"Closed","IFB","1139750","Custodial Services Zones 4 & 5 LSBRP","2022-05-03T00:00:00.000","2022-06-09T00:00:00.000",,"N","Y","Norris, Robert","Department of General Services","Leslie Clark","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1139750"
"Closed","IFB","1126023","Medical Grade Oxygen and Other Medical and Non-Medical Gases","2021-03-24T00:00:00.000","2022-06-07T00:00:00.000",,"N","N","DeLuca, Karen","Fire & Rescue Services","Roseyann Spence","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126023"
"Closed","IFB","1134942","Equipment/Software Maintenance Services for Parking Equipment","2022-05-04T00:00:00.000","2022-06-06T00:00:00.000",,"N","N","Harris, Eric","Department of Transportation","Javier Torres","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1134942"
"Closed","Informal","1144113","Sexual Assault Kit Analysis and Related Services","2022-05-27T00:00:00.000","2022-06-06T00:00:00.000",,"N","N","--","Police","Gerald Mcfarland",
"Closed","RFP","1130533","Construction Services for Various Montgomery County Alcohol Beverage Services Stores","2022-04-09T00:00:00.000","2022-06-06T00:00:00.000",,"N","N","DeLuca, Karen","Alcohol Beverage Services","Kent Massie",
"Closed","IFB","1139435","Wedgewood Site Improvement Project","2022-04-28T00:00:00.000","2022-06-01T00:00:00.000",,"Y","N","Norris, Robert","Department of Housing & Community Affairs","Cynthia Butler","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1139435"
"Closed","RFP","1138686","Impervious Acre Credits","2022-04-07T00:00:00.000","2022-05-27T00:00:00.000",,"N","N","Norris, Robert","Department of Environmental Protection","DEP Procurements",
"Closed","RFP","1141391","Custodial Services for Indoor Swimming Pools","2022-04-15T00:00:00.000","2022-05-27T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Carrie Headen",
"Closed","IFB","1136706","Lake Hallowell Sediment Removal Project","2022-04-05T00:00:00.000","2022-05-25T00:00:00.000",,"N","N","Norris, Robert","Department of Environmental Protection","DEP Procurements","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1136706"
"Closed","RFP","1138207","Engineering, Planning, and Construction Support Services","2022-04-07T00:00:00.000","2022-05-25T00:00:00.000",,"N","N","Norris, Robert","Department of Environmental Protection","DEP Procurements",
"Closed","RFP","1127313","Job Order Contract (JOC) Routine Construction","2022-04-18T00:00:00.000","2022-05-24T00:00:00.000",,"N","Y","Norris, Robert","Department of General Services","Homer Bakhtiary",
"Closed","IFB","1139752","Custodial Services � Zones 1, 2, 3, 6 and 7","2022-04-13T00:00:00.000","2022-05-23T00:00:00.000",,"N","N","Karakaya, Penny Perrus","Department of General Services","Kevin Patterson","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1139752"
"Closed","IFB","1140582","Pools Maintenance/Repair Services - Time & Material","2022-04-13T00:00:00.000","2022-05-19T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Kevin Ford","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1140582"
"Closed","Informal","1141975","Communications and Senior Outreach Specialist","2022-05-12T00:00:00.000","2022-05-19T00:00:00.000",,"N","Y","--","County Council","Stephen Mathany",
"Closed","IFB","1127529","MD355-Clarksburg Road Intersection Improvements and Clarksburg Road at Snowden Farm Parkway","2022-04-07T00:00:00.000","2022-05-18T00:00:00.000",,"Y","N","Norris, Robert","Department of Transportation","Brian Copley","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127529"
"Closed","IFB","1126642","Inspection and Testing of Aboveground and Underground Storage Tank Systems","2022-04-18T00:00:00.000","2022-05-18T00:00:00.000",,"N","N","DeLuca, Karen","Department of General Services","Brad Weatherly","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126642"
"Closed","Informal","1143215","Italian Ice Frozen Treats","2022-05-10T00:00:00.000","2022-05-17T00:00:00.000",,"N","N","--","Department of Recreation","Allison Cohen",
"Closed","Informal","1143214","Soccer Equipment","2022-05-10T00:00:00.000","2022-05-17T00:00:00.000",,"N","N","--","Department of Recreation","Allison Cohen",
"Closed","IFB","1139761","Landscaping and Grounds Maintenance","2022-03-21T00:00:00.000","2022-05-17T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of General Services","Gus Montes De Oca","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1139761"
"Closed","Informal","1142707","Dental and Medical Laundering Services","2022-04-20T00:00:00.000","2022-05-17T00:00:00.000",,"N","N","--","Department of Health & Human Svcs","Ronda Jackson",
"Closed","IFB","1130855","Tree Planting Services","2022-04-12T00:00:00.000","2022-05-16T00:00:00.000",,"N","N","Chen, Jing","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1130855"
"Closed","RFP","1131261","Architectural/Engineering and Contract Administration for Various County Alcohol Beverage Service Liquor Stores","2022-04-08T00:00:00.000","2022-05-16T00:00:00.000",,"N","Y","DeLuca, Karen","Alcohol Beverage Services","Kent Massie",
"Closed","IFB","1129228","Parking Garage Sweeping and Miscellaneous Cleaning Services","2022-04-14T00:00:00.000","2022-05-16T00:00:00.000",,"N","Y","Norris, Robert","Department of Transportation","Charles Menter","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1129228"
"Closed","RFP","1139057","Product Information Database for Wine, Beer, and Spirit","2022-04-11T00:00:00.000","2022-05-13T00:00:00.000",,"N","Y","DeLuca, Karen","Alcohol Beverage Services","Diane Wurdeman",
"Closed","Informal","1143206","Sexual Assault Kit Analysis and Related Services","2022-05-03T00:00:00.000","2022-05-11T00:00:00.000",,"N","Y","--","Police","Gerald Mcfarland",
"Closed","IFB","1126640","Heavy and Automotive Original Equipment Manufacturer Service and Parts","2022-04-07T00:00:00.000","2022-05-11T00:00:00.000",,"N","N","DeLuca, Karen","Department of General Services","Damian Johnson","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126640"
"Closed","Informal","1142578","Aerial Equipment (Self-Propelled Elevated Work Platforms) and Forklifts Inspection, Maintenance and Repair","2022-04-22T00:00:00.000","2022-05-06T00:00:00.000",,"N","N","--","Department of General Services","Gus Montes De Oca",
"Closed","Informal","1142584","Lighting and Sound for Events","2022-04-25T00:00:00.000","2022-05-06T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Crystal Ruiz",
"Closed","RFP","1126414","Car Sharing Services","2022-04-01T00:00:00.000","2022-05-02T00:00:00.000",,"N","N","Steed, Jeffrey","Department of Transportation","Javier Torres",
"Closed","RFP","1129121","Maintenance and Repair Services for Commercial Kitchen Equipment","2022-03-31T00:00:00.000","2022-05-02T00:00:00.000",,"N","N","McRae, Sarah","Department of Correction & Rehabilitation","Rita Ellis",
"Closed","IFB","1127301","Automotive Aftermarket Replacement Parts","2022-03-29T00:00:00.000","2022-04-29T00:00:00.000",,"N","N","Comer, Benjamin","Department of General Services","Aubrey Bentham","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127301"
"Closed","Informal","1142409","License Plate Recognition System Hardware and Software","2022-04-14T00:00:00.000","2022-04-28T00:00:00.000",,"N","N","--","Department of Transportation","Javier Torres",
"Closed","Informal","1142544","Program Management and Support Services for the Commission for Women's 50th Anniversary Event.","2022-04-21T00:00:00.000","2022-04-28T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Jodi Finkelstein",
"Closed","Informal","1142427","Safe Purchase, Installation, and Removal","2022-04-20T00:00:00.000","2022-04-27T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen",
"Closed","Informal","1141668","Italian Ice Frozen Treats","2022-04-20T00:00:00.000","2022-04-27T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen",
"Closed","Informal","1141951","Racial Equity Review - Thrive Montgomery 2050","2022-04-04T00:00:00.000","2022-04-27T00:00:00.000",,"N","N","--","County Council","Stephen Mathany",
"Closed","IFB","1136249","AP1-10 Custodial Cleaning Services � Performed by Vocational firms  (Disability Employment Training Services)","2022-03-15T00:00:00.000","2022-04-25T00:00:00.000",,"N","N","Karakaya, Penny Perrus","Department of General Services","Kevin Patterson","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1136249"
"Closed","Informal","1141904","Fall Protection/Suspended Maintenance (rope descend) Equipment/System Inspection, Maintenance, and Repair","2022-04-18T00:00:00.000","2022-04-25T00:00:00.000",,"N","N","--","Department of General Services","Fayyaz Ahmed",
"Closed","Informal","1141655","Printing Supplies","2022-04-05T00:00:00.000","2022-04-19T00:00:00.000",,"N","Y","--","Department of General Services","Richard Taylor",
"Closed","Informal","1141915","Cyclone Enterprise System Hosting Service on the Cloud","2022-04-11T00:00:00.000","2022-04-18T00:00:00.000",,"N","N","--","Department of Transportation","Steve Long",
"Closed","RFP","1134422","Visual Communication Services","2022-03-02T00:00:00.000","2022-04-15T00:00:00.000",,"N","N","Karakaya, Penny Perrus","Department of General Services","Anil Saini",
"Closed","IFB","1139928","Medical Laboratory Testing Services","2022-03-14T00:00:00.000","2022-04-14T00:00:00.000",,"N","N","Yaeger, Segyung","Office of Human Resources","Johnna Bryant","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1139928"
"Closed","Informal","1140543","Self-adhesive labels","2022-03-28T00:00:00.000","2022-04-11T00:00:00.000",,"N","Y","--","Alcohol Beverage Services","Diane Wurdeman",
"Closed","Informal","1141881","Graphic Design Services","2022-04-04T00:00:00.000","2022-04-11T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Seana Miller",
