Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Montgomery County Boundary
101,AMERICANA GROCERY,8541 PINEY BRANCH RD.,,SILVER SPRING,20901,03/07/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"AMERICANA GROCERY OF MD., INC.",Market,Food,38.9977,-77.001,"(38.9977, -77.001)",5,5,8,3062,1,1
101,AMERICANA GROCERY,8541 PINEY BRANCH RD.,,SILVER SPRING,20901,09/21/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"AMERICANA GROCERY OF MD., INC.",Market,Food,38.9977,-77.001,"(38.9977, -77.001)",5,5,8,3062,1,1
101,AMERICANA GROCERY,8541 PINEY BRANCH RD.,,SILVER SPRING,20901,11/04/2020,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"AMERICANA GROCERY OF MD., INC.",Market,Food,38.9977,-77.001,"(38.9977, -77.001)",5,5,8,3062,1,1
843,EL AMIGO GROCERY AND DELI,12214 VEIRS MILL RD.,,SILVER SPRING,20906,11/24/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"LA UNION, INC.",Market,Food,39.0563,-77.084,"(39.0563, -77.084)",4,4,56,6,1,1
39546,ELITA RESTAURANT AND GROCERY,10118 COLESVILLE RD,,SILVER SPRING,20901,01/27/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SEMHAR LLC,Restaurant,Food,39.0209,-77.0126,"(39.0209, -77.0126)",5,5,13,21,1,1
39546,ELITA RESTAURANT AND GROCERY,10118 COLESVILLE RD,,SILVER SPRING,20901,09/07/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SEMHAR LLC,Restaurant,Food,39.0209,-77.0126,"(39.0209, -77.0126)",5,5,13,21,1,1
39546,ELITA RESTAURANT AND GROCERY,10118 COLESVILLE RD,,SILVER SPRING,20901,03/25/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SEMHAR LLC,Restaurant,Food,39.0209,-77.0126,"(39.0209, -77.0126)",5,5,13,21,1,1
32900,EL SALVADORENO GROCERY,441 S FREDERICK AVE,,GAITHERSBURG,20877,06/08/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JOSE DIAZ (JK LATIN MARKET INC),Market,Food,39.1359,-77.1912,"(39.1359, -77.1912)",3,3,36,35,21,1
32900,EL SALVADORENO GROCERY,441 S FREDERICK AVE,,GAITHERSBURG,20877,01/12/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JOSE DIAZ (JK LATIN MARKET INC),Market,Food,39.1359,-77.1912,"(39.1359, -77.1912)",3,3,36,35,21,1
32900,EL SALVADORENO GROCERY,441 S FREDERICK AVE,,GAITHERSBURG,20877,09/07/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JOSE DIAZ (JK LATIN MARKET INC),Market,Food,39.1359,-77.1912,"(39.1359, -77.1912)",3,3,36,35,21,1
32900,EL SALVADORENO GROCERY,441 S FREDERICK AVE,,GAITHERSBURG,20877,04/06/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JOSE DIAZ (JK LATIN MARKET INC),Market,Food,39.1359,-77.1912,"(39.1359, -77.1912)",3,3,36,35,21,1
39637,ETHIOPIA PLUS GROCERY STORE,11303 GEORGIA AVE.,,SILVER SPRING,20902,04/19/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MSGANA LLC,Restaurant,Food,39.0404,-77.051,"(39.0404, -77.051)",4,4,16,17,1,1
39637,ETHIOPIA PLUS GROCERY STORE,11303 GEORGIA AVE.,,SILVER SPRING,20902,11/01/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MSGANA LLC,Restaurant,Food,39.0404,-77.051,"(39.0404, -77.051)",4,4,16,17,1,1
29637,GERMANTOWN HALAL MEAT & GROCERY,12615-C WISTERIA DR.,,GERMANTOWN,20874,01/14/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,SHAMEEZ DEEN,Market,Food,39.1711,-77.2608,"(39.1711, -77.2608)",2,2,39,39,1,1
29637,GERMANTOWN HALAL MEAT & GROCERY,12615-C WISTERIA DR.,,GERMANTOWN,20874,10/08/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SHAMEEZ DEEN,Market,Food,39.1711,-77.2608,"(39.1711, -77.2608)",2,2,39,39,1,1
