Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Montgomery County Boundary
50361,CRUMBL COOKIES,"20650 SENECA MEADOWS PKWY, UNIT C-1",,GERMANTOWN,20876,08/19/2022,No Critical Violations Noted,Pre-Opening - Environmental,DSV-GERMANTON LLC,Market,Food,,,,,,,,,
50343,GRANDMA'S ICE CREAM & WAFFLES,391 E GUDE DR,,ROCKVILLE,20850,08/18/2022,No Critical Violations Noted,Pre-Opening - Environmental,SHARON WEINER/ GRANDMA KONA LLC,Market,Food,,,,,,,,,
50344,PUPUSERIA POWER II,19590 N FREDERICK RD,,GERMANTOWN,20876,08/17/2022,Critical Violations Corrected,Pre-Opening - Environmental,MILAGRO UD4ADARES,Restaurant,Food,,,,,,,,,
594,ODESSA SHANNON MIDDLE SCHOOL,11800 MONTICELLO AVE.,,SILVER SPRING,20902,08/16/2022,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Middle,Food,39.0496,-77.0306,"(39.0496, -77.0306)",4,4,17,17,1,1
50311,HARRIET R. TUBMAN ELEMENTARY SCHOOL,400 VICTORY FARM DR,,GAITHERSBURG,20877,08/16/2022,No Critical Violations Noted,Pre-Opening - Environmental,MONTGOMERY COUNTY PUBLIC SCHOOL,Public School- Middle,Food,,,,,,,,,
50350,PK KIMCHI FACTORY,12205 NEBEL ST,,ROCKVILLE,20852,08/12/2022,No Critical Violations Noted,Pre-Opening - Environmental,JAMES PARK/ PK HOSPITALITY GROUP INC,Market,Food,,,,,,,,,
48119,BBQ CHICKEN & BEER,2235 BEL PRE RD,,SILVER SPRING,20906,08/11/2022,Critical Violations Corrected,Pre-Opening - Environmental,HIZ CHICKEN FACOTRY LLC,Restaurant,Food,39.0922,-77.0478,"(39.0922, -77.0478)",4,4,59,6,1,1
17387,WINDSOR ROOM @ RIDERWOOD VILLAGE,3120 GRACEFIELD RD.,,SILVER SPRING,20904,08/10/2022,No Critical Violations Noted,Pre-Opening - Environmental,RIDERWOOD VILLAGE/DINING SERVICES,Restaurant,Food,39.0483,-76.951,"(39.0483, -76.951)",5,5,21,12,1,1
46911,THE SCOOP,7909 TUCKERMAN LANE,,POTOMAC,20854,08/09/2022,No Critical Violations Noted,Pre-Opening - Environmental,TIMOTHY RYOO - THE SCOOP,Restaurant,Food,39.0406,-77.156,"(39.0406, -77.156)",1,1,20,53,1,1
45590,DUNKIN DONUTS/BASKIN ROBBINS,"115 UNIVERSITY BLVD, WEST",,SILVER SPRING,20901,08/09/2022,No Critical Violations Noted,Pre-Opening - Environmental,FOUR CORNERS DONUTS LLC,Market,Food,39.0216,-77.0144,"(39.0216, -77.0144)",5,5,13,21,1,1
47100,PRIMROSE SCHOOL OF SILVER SPRING,2020 QUEENSGUARD RD,,SILVER SPRING,20906,07/29/2022,No Critical Violations Noted,Pre-Opening - Environmental,LAYHILL PROPERTY LLC / JASMILI MAJMUDAR,Market,Food,39.0869,-77.0446,"(39.0869, -77.0446)",4,4,57,6,1,1
26720,GOURMET BAZAAR,1321-A ROCKVILLE PK,,ROCKVILLE,20852,07/26/2022,No Critical Violations Noted,Pre-Opening - Environmental,"GOURMET BAZAAR, LLC",Restaurant,Food,39.0683,-77.1305,"(39.0683, -77.1305)",3,3,25,60,12,1
50308,GOURMET BAZAAR,"736 ROCKVILLE PIKE , UNIT A",,ROCKVILLE,20852,07/26/2022,No Critical Violations Noted,Pre-Opening - Environmental,"GOURMET BAZAAR, LLC",Restaurant,Food,39.0683,-77.1305,"(39.0683, -77.1305)",3,3,25,60,12,1
49271,MISS TOYA'S CREOLE HOUSE,923 ELLSWORTH DR,,SILVER SPRING,20910,07/20/2022,No Critical Violations Noted,Pre-Opening - Environmental,JEFFEARY MISKIRI,Restaurant,Food,,,,,,,,,
50267,FRUTI RASPADOS MARY 2,112 E. DIAMOND AVE,,GAITHERSBURG,20877,07/20/2022,No Critical Violations Noted,Pre-Opening - Environmental,SEGUNDA MARCHADO DIAZ,Restaurant,Food,,,,,,,,,
50267,FRUTI RASPADOS MARY 2,112 E. DIAMOND AVE,,GAITHERSBURG,20877,07/20/2022,Critical Violations Corrected,Pre-Opening - Environmental,SEGUNDA MARCHADO DIAZ,Restaurant,Food,,,,,,,,,
