OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
1,GOLF COURSE,Argyle Country Club,14600 Argyle Club Rd,Silver Spring,20906,301-598-6949,http://www.marylandgolf.com/argyle.html,Private,1298469.125030260067433,520607.468871189979836,"(39.09616137800003, -77.04885270099999)",39.096153510000001,-77.048850419999994
2,GOLF COURSE,Bethesda Country Club,7601 Bradley Blv,Bethesda,20817,301-365-1703,http://www.marylandgolf.com/bethesda.html,Private,1268916.249994730111212,490431.062571090005804,"(39.01321741700008, -77.15280386699999)",39.013209570000001,-77.15280156
3,GOLF COURSE,Bretton Woods Golf Course,15700 River Rd,Germantown,20874,301-948-5405,http://www.marylandgolf.com/brettonwoods.html,Private,1218150.625115450005978,513319.249984399997629,"(39.07569078600005, -77.33175941099995)",39.075682929999999,-77.331757039999999
4,GOLF COURSE,Burning Tree Country Club,8600 Burdette Rd,Bethesda,20817,301-365-2588,http://www.marylandgolf.com/burningtree.html,Private,1269054.375050859991461,484360.968741430027876,"(38.99655143200005, -77.15228211599998)",38.996543590000002,-77.152279809999996
5,GOLF COURSE,Chevy Chase Country Club,6100 Connecticut Ave,Bethesda,20815,301-652-4100,http://www.marylandgolf.com/chevychase.html,Private,1290137.624990500044078,476784.218654380005319,"(38.97582094200004, -77.07807658299998)",38.975813100000003,-77.078074299999997
6,GOLF COURSE,Columbia Country Club,7900 Connecticut Ave,Chevy Chase,20815,301-951-5000,http://www.marylandgolf.com/columbia.html,Private,1289926.999966300092638,481632.124962889996823,"(38.98913138700004, -77.07883219099995)",38.989123540000001,-77.078829909999996
7,GOLF COURSE,Congressional Country Club,8500 River Rd,Bethesda,20817,301-469-2032,http://www.marylandgolf.com/congressional.html,Private,1262141.62496441998519,484251.875109329994302,"(38.99621770300007, -77.17660427699997)",38.99620986,-77.176601959999999
8,GOLF COURSE,Falls Road Golf Course,10800 Falls Rd,Potomac,20854,301-299-5156,https://www.mcggolf.com/,Public,1255737.875070459907874,497231.718705419974867,"(39.031820088000075, -77.19923579299996)",39.031812240000001,-77.199233469999996
9,GOLF COURSE,Gunpowder Golf Course,14300 Old Gunpowder Rd,Laurel,20866,301-725-4532,http://www.marylandgolf.com/gunpowder.html,Private,1334663.124935959931463,517399.81242019997444,"(39.087338068000065, -76.92133323999997)",39.087330199999997,-76.921330999999995
10,GOLF COURSE,Kenwood Country Club,5601 River Rd,Bethesda,20816,301-320-3605,http://www.marylandgolf.com/kenwoodgolf.html,Private,1280661.12501366995275,475008.437532719981391,"(38.970918151000035, -77.11140290099996)",38.970910310000001,-77.111400610000004
11,GOLF COURSE,Lakewood Country Club,13901 Glen Mill Rd,Rockville,20850,301-762-5430,http://www.marylandgolf.com/lakewood.html,Private,1257099.874943729955703,516250.125123129982967,"(39.08404621500006, -77.19458385599995)",39.08403835,-77.194581529999994
12,GOLF COURSE,Laytonsville Golf Course,7130 Dorsey Rd,Laytonsville,20882,301-948-5288,https://www.mcggolf.com/,Public,1271439.4999170799274,557328.50007338996511,"(39.19690433200003, -77.14429573799998)",39.196896449999997,-77.144293419999997
13,GOLF COURSE,Manor Country Club,14901 Carrolton Rd,Rockville,20853,301-929-1700,http://www.marylandgolf.com/manorcc.html,Private,1288001.624988510040566,522845.343817270011641,"(39.10228458600005, -77.08574222699997)",39.102276719999999,-77.085739930000003
14,GOLF COURSE,Montgomery Country Club,6550 Laytonsville Rd,Laytonsville,20882,301-948-4653,http://www.marylandgolf.com/montgomery.html,Private,1275191.2500645800028,558853.624938810011372,"(39.20094490500003, -77.13089896899999)",39.200937019999998,-77.130896660000005
16,GOLF COURSE,Needwood Golf Course,6724 Needwood Rd,Derwood,20855,301-948-1075,https://www.mcggolf.com/,Public,1273339.99988684989512,528906.437454920029268,"(39.11887689500003, -77.13743886699996)",39.118869029999999,-77.137436559999998
17,GOLF COURSE,Norbeck Golf Course,17200 Cashell Rd,Rockville,20853,301-774-7706,http://www.marylandgolf.com/norbeck.html,Private,1285140.874905840028077,535597.375061150058173,"(39.13728905600004, -77.09587010499996)",39.137281180000002,-77.095867810000001
18,GOLF COURSE,Poolesville Public Golf Course & Potomac Valley,16601 W Willard Rd,Poolesville,20837,301-428-8143,https://www.mcggolf.com/,Public,1192736.375107780098915,530657.062480550026521,"(39.12300585100007, -77.42156159699994)",39.122997990000002,-77.421559200000004
19,GOLF COURSE,Redgate Golf Course (Closed),14500 Avery Rd,Rockville,20850,301-309-3055,http://www.marylandgolf.com/redgate.html,Private,1276311.49992161989212,520708.156231280008797,"(39.096379256000034, -77.12692530499999)",39.096371390000002,-77.126922999999991
