OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
1,PRIVATE SCHOOL,Acorn Hill Waldorf School,9504 Brunett Ave,Silver Spring,20901,301-565-2282,http://www.acornhill.org/,N-K,1305904.750026430003345,489803.406211070017889,"(39.01159165100006, -77.02262644499996)",39.011583799999997,-77.022624179999994
2,PRIVATE SCHOOL,Wonders at Edgemoor Childrens Center,4805 Edgemoor La,Bethesda,20814,301-907-4080,http://www.wonderschildcare.org/about/sites.php,N-P,1290103.000004359986633,473620.40622235002229,"(38.98533916300005, -77.09612247499996)",38.98533132,-77.096120189999993
3,PRIVATE SCHOOL,St James Childrens School,11815 Seven Locks Rd,Potomac,20854,301-762-3246,http://stjamespotomac.org/school.shtml,N-K,1266031.875031620031223,503913.468747020000592,"(39.05022205600005, -77.16303982799997)",39.050214199999999,-77.163037509999995
4,PRIVATE SCHOOL,Ashton Christian Preschool,17314 New Hampshire Ave,Ashton,20861,301-774-7113,http://www.ashtonchurch.org/ashton-christian-preschool,Preschool,1312782.000018189894035,537053.562455690000206,"(39.14132637700004, -76.99842042099993)",39.141318499999997,-76.998418150000006
5,PRIVATE SCHOOL,Barnesville School,21830 Peach Tree Rd,Barnesville,20838,301-972-0341,http://www.barnesvilleschool.org/,N-8,1210866.624972450081259,564149.125028089969419,"(39.215173090000064, -77.35811932699994)",39.215165210000002,-77.358116940000002
6,PRIVATE SCHOOL,Barrie School,13500 Layhill Rd,Silver Spring,20906,301-576-2800,http://www.barrie.org/,N-12,1298596.749963120091707,513869.437493129982613,"(39.07766131000005, -77.04839042999998)",39.07765345,-77.048388149999994
7,PRIVATE SCHOOL,Beth El Preschool,8215 Old Georgetown Rd,Bethesda,20814,301-652-8569,http://bethelpreschool.org/,Preschool,1281986.750004279892892,483063.93745750002563,"(38.99304055700003, -77.10677342599996)",38.993032710000001,-77.106771129999998
8,PRIVATE SCHOOL,Beth Sholom Early Childhood Center,11825 Seven Locks Rd,Potomac,20854,301-279-7010,http://bethsholom.org/content/preschool,N-K,1266028.750024999957532,504207.812489820003975,"(39.05103021000008, -77.16305268299999)",39.051022359999997,-77.163050369999993
9,PRIVATE SCHOOL,Bethesda Community School,7500 Honeywell La,Bethesda,20814,301-652-0117,http://www.bethesdacommunityschool.com/,N-K,1280656.499989540083334,480067.218783450021874,"(38.984808086000044, -77.11144089099997)",38.984800239999998,-77.1114386
10,PRIVATE SCHOOL,Bethesda Cooperative Nursery School,5033 Wilson La,Bethesda,20814,301-654-1864,http://www.bethesdacoopnurseryschool.org/,Nursery,1283824.999973840080202,481059.062508750008419,"(38.98754148800003, -77.10029799999995)",38.987533640000002,-77.100295709999997
11,PRIVATE SCHOOL,Children in the Shoe Rockville,1375 Piccard Dr,Rockville,20850,301-841-7708,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(39.10592842800003, -77.17890981999994)",39.105920560000001,-77.178907499999994
12,PRIVATE SCHOOL,Goddard School Clarksburg,22010 Frederick Rd,Clarksburg,20841,301-540-1231,http://www.goddardschool.com/,N-K,1246979.045194270089269,533141.805379949975759,"(39.21826647100005, -77.25635338199999)",39.218258589999998,-77.256351030000005
13,PRIVATE SCHOOL,Bethesda Country Day School,5615 Beech Ave,Bethesda,20814,301-530-6999,http://www.bethesdacountrydayschool.com/,N-K,1280203.624964579939842,489904.406238159979694,"(39.01181651500008, -77.11307696399996)",39.011808670000001,-77.113074670000003
14,PRIVATE SCHOOL,Bethesda Montessori School,7611 Clarendon Rd,Bethesda,20814,301-986-1260,http://www.bethesdamontessori.com/,P-K,1283745.874993110075593,480836.87495853001019,"(38.98693118700004, -77.10057550999994)",38.986923339999997,-77.100573220000001
15,PRIVATE SCHOOL,Bnai Israel Schilit Nursery School,6301 Montrose Rd,Rockville,20852,301-881-6550,http://www.bnaiisraelcong.org/template.cfm?cid=304,Nursery,1275793.374966139905155,505231.06250831001671,"(39.05388255200006, -77.12867404899998)",39.053874700000001,-77.128671749999995
16,PRIVATE SCHOOL,Laura and Joel Greenzaid ECC,10621 S Glen Rd,Potomac,20854,301-299-1149,https://www.bnaitzedek.org/learn/early-childhood-center,Nursery,1252886.625030539929867,497865.593736800015904,"(39.03354298600004, -77.20927815499994)",39.033535139999998,-77.209275829999996
17,PRIVATE SCHOOL,Bradley Hills Presbyterian Church Nursery Sch,6601 Bradley Blv,Bethesda,20817,301-365-2909,http://www.bhpcns.org/,Nursery,1275054.890323109924793,486456.481764830008615,"(39.00233065700007, -77.13117953899996)",39.002322810000003,-77.13117724
18,PRIVATE SCHOOL,Tikvat Israel ECC,2200 Baltimore Rd,Rockville,20851,301-251-0455,http://tikvatisrael.org/ecc/,N-P,1279168.875015209894627,517414.562527759990189,"(39.087346704000026, -77.11684249499996)",39.087338840000001,-77.116840190000005
19,PRIVATE SCHOOL,Butler School ,15951 Germantown Rd,Darnestown,20874,301-977-6600,http://www.butlerschool.org,P-8,1228837.500010940013453,528549.687475459999405,"(39.117608465000046, -77.29428828799996)",39.117600600000003,-77.294285930000001
20,PRIVATE SCHOOL,Auburn School,9545 Georgia Ave,Silver Spring,20910,301-588-8048,http://www.theauburnschool.org/SilverSpring.cfm,K-8,1300710.999956710031256,489824.281255320005585,"(39.01164400500005, -77.04090487399998)",39.011636150000001,-77.040902599999995
