"licenseno","businessname","description","licensedate","issueddate","expireddate","status","priority","stno","predir","stname","suffix","postdir","city","state","zip","latitude","longitude","loc","geolocation"
"269500","SAINTS CONSTANTINE & HELEN","FESTIVAL - September 9th to September 11th","2022-08-16T08:08:01.000","2022-09-09T04:09:04.000","2022-09-11T12:09:00.000","Active",,"721",,"NORWOOD","RD",,"SILVER SPRING","MD","20905","39.120559","-77.022403",,"POINT (-77.022403 39.120559)"
"269509","JSS SPIRITUAL MISSION","EVENT FOR AUGUST 28, 2022 @ 9:30am","2022-08-17T03:08:21.000","2022-09-06T08:09:45.000","2022-08-28T12:08:00.000","Active","ANNUAL","7710",,"HAWKINS CREAMERY","RD",,"GAITHERSBURG","MD","20882","39.244441","-77.1586",,"POINT (-77.1586 39.244441)"
"269203","ST. GEORGE GREEK","BENEFIT PERFORMANCE LICENSE&nbsp; EVENT DATE IS 05/21/22 FRO 4:00PM TO 1:00AM CUSTOMER SAID THATSHE SENT THE APLICATION TO THE ADDRESS IN ROCKVILLE . MIL LOG&nbsp; 453954&nbsp; 05/11/2022","2022-05-17T04:05:56.000","2022-06-13T12:06:35.000","2022-05-22T12:05:00.000","Active",,"7701",,"BRADLEY","BLVD",,"BETHESDA","MD","20817","39.013569","-77.157217",,"POINT (-77.157217 39.013569)"
"269107",,"Special Event permit# 387656&nbsp; ROMANINAN FOOD FESTIVAL:&nbsp;May 20 to May 22&nbsp; ( NOTE: 501 (C) (3) SUBMITTED, &nbsp;FOOD WILL BE SERVED - RECEIPT SUBMITTED ; ALCOHOL WILL BE SERVED) ;&nbsp;&nbsp;&nbsp;&nbsp;TENTS TOTAL : 3- ( 10'.0 X 20'.0 ) ; 1- 40'.0 X 60'.0 (U&amp;O 387459)","2022-05-02T09:05:30.000","2022-05-27T10:05:36.000","2022-05-22T12:05:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"268870","SANDY SPRING MUSUEM","40TH ANNUAL STRAWBERRY FESTIVAL: SATURDAY : JUNE 11 2022 :10:&nbsp; AM - 5:00 PM ; SUNDAY : JUNE 12TH : 11:00 AM - 4:00 PM : NOTE FOOD &amp; ALCOHOL BEVERAGES WILL BE SERVED - EVIDENCE NOT SUBMITTED.","2022-03-22T01:03:17.000","2022-05-05T08:05:06.000","2022-06-12T12:06:00.000","Active",,"17901",,"BENTLEY","RD",,"SANDY SPRING","MD","20860","39.149705","-77.021459",,"POINT (-77.021459 39.149705)"
"268179","ST. FRANCIS OF ASSISI CATHOLIC CHURCH","HOLIDAY BAZAAR : 1- DAY EVENT : NOVEMBER13TH 2021 ( 9:00 AM - 2:00 PM ) - 501 (C)(3) SUBMITTED ; NO FOOD , ALCOHOL, NO TENTS ;11-05-2021 -&nbsp; PROCESSED, MAILED TO: ST FRANCIS OF ASSISI&nbsp; CATHOLIC CHURCH.","2021-10-28T09:10:37.000","2021-11-05T10:11:06.000","2021-11-13T12:11:00.000","Active",,"6701",,"MUNCASTER_MILL","RD",,"DERWOOD","MD",,"0","0",,"POINT (0 0)"
"268071","CALLEVA INC","Markoff's Haunted Forrest open 13 nights in October. : ACTIVITY&nbsp; STARTING OCTOBER 1ST @7:00 PM&nbsp; : DATES OF ACTIVITY : OCTOBER 1; 2;3; 15;16'17;22;23;24;29;30;31 ; ONSITE&nbsp;FOOD PREPARATION ( EVIDENCE OF TEMP. FOOD LICENSE SUBMITTED, NO ALCOHOL ; NO TENTS / STAGES ;&nbsp; SPECIAL EVENT APPLICATON : 383407&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 501 (C ) (3) CERTIFICATE SUBMITTED.&nbsp;&nbsp;; 10-27-2021 - CUSTOMER REVISED APPLICATION TO&nbsp; INCLUDE ALCOHOL -COPY OF ALCOHOL LICENSE SUBMTTED, SENT TO IMAGING.","2021-09-24T10:09:34.000","2021-09-30T09:09:01.000","2021-01-31T12:01:00.000","Active",,"19120",,"MARTINSBURG","RD",,"DICKERSON","MD","20842","39.179946","-77.47661",,"POINT (-77.47661 39.179946)"
"268068","SAINT ANDREW ROMANIAN CHURCH","ROMANIAN FOOD FESTIVAL : OCTOBER 8TH&nbsp; TO 10TH 2021 ; 501 ( C) (3) SUBMITTED;&nbsp; CATERED FOOD, ALCOHOL WILL BE SERVED; 1- 40'.0 X 60'.0 TEMP TENT( SPECIAL EVENT PERMIT: 383687 ;&nbsp; ( ALCOHOL RECEIPT SUBMITTED )&nbsp; ; 09-29-2021 -&nbsp; PROCESSED, MAILED TO: SAINT ANDREW ORTHODOX CHURCH","2021-09-23T01:09:53.000","2021-09-29T09:09:14.000","2021-10-10T12:10:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"268026","THE KOREAN AMERICAN ASSOC. OF GREATER WAHSINGTON","TENTS FOR FESTIVAL ; 20- 10'.0 X 10'.0 ; 1 - 40'.0 X 40'.0 ; 4 - 20'.0 X 30'.0 ; 1- 10'.0 X 20'.0 ; 1- 10'.0&nbsp; X 30'.0&nbsp; = TOTAL AREA : 6500 SQFT - INCLUDES STAGE LOCATED ON 40'.0 X 40'.0 TEMP TRAILER.; KORUS FESTIVAL WITH&nbsp; MUSIC, FOOD &amp; BEER ; STAGE WILL BE LOCATED WITHIN A TEMP . TRAILER ; 09-15-2021 - PROCESSED, EMAILED / MAILED TO CUSTOMER.","2021-09-14T02:09:43.000","2021-09-15T11:09:53.000","2021-09-26T12:09:00.000","Active",,"7101",,"DEMOCRACY","BLVD",,"BETHESDA","MD","20817","39.024358","-77.145864",,"POINT (-77.145864 39.024358)"
"268012","HELEN GREEK ORTHODOX CHURCH OF DC",,"2021-09-07T10:09:14.000","2021-09-10T02:09:28.000","2021-09-11T12:09:00.000","Active",,"721",,"NORWOOD","RD",,"SILVER SPRING","MD","20905","39.120559","-77.022403",,"POINT (-77.022403 39.120559)"
"267546","SAINT ANDREW ROMANIAN CHURCH","ROMANIAN FOOD FESTIVAL: MAY 14TH - 16TH&nbsp; 2021 -( NOTE: 501 (C) (3) SUBMITTED, &nbsp;FOOD WILL BE SERVED - RECEIPT SUBMITTED ; ALCOHOL WILL BE SERVED) ; ( RELATED BENEFIT PERFORMANCE: 262546)  &nbsp;TENTS TOTAL : 31- 40'.0 X 60'.0&nbsp; ; HEALTH DEPT. COVID APPROVAL SUBMITTED )","2021-05-07T01:05:28.000","2021-05-18T07:05:02.000","2021-05-16T12:05:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"266695","SAINT ANDREW ROMANIAN ORTHODOX","ANNUAL ROMANIAN FOOD FESTIVAL : 10-02-2020 TO 10-04-2020 ( NOTE:501 ( C ) ( 3 ) ;FOOD AND&nbsp;ALCOHOL BEVERAGES WILL BE SERVICED ) &nbsp;COPY OF FOOD LICENSE RECEIPT SUBMITTED. TENTS &lt; 200 SQFT. ) ; 09-23-2020 - PROCESSED, MAILED TO: SAINT ANDREW ROMAIN ORTHODOX CHURCH","2020-09-14T08:09:29.000","2020-09-23T08:09:35.000","2020-10-04T12:10:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"266500","CALLEVA","OUTDOOR CARNIVAL: MARKOFF HAUNTED FOREST: DATES OF ACTIVITY: OCTOBER: 9,10,16,17,23,24,30,31 ; NOVEMBER: 6,7","2020-08-17T10:08:33.000","2020-08-31T12:08:20.000","2020-11-07T12:11:00.000","Active",,"19120",,"MARTINSBURG","RD",,"DICKERSON","MD","20842","39.179946","-77.47661",,"POINT (-77.47661 39.179946)"
"265210","SANDY SPRING MUSEUM","STRAWBERRY FESTIVAL: DATES: SATURDAY : JUNE 6TH : 10:00 AM&nbsp; - 5:00 PM ; SUNDAY: JUNE 7TH : 7:00 AM - 4:00 PM ( NOTE: ALCOHOL &amp; FOOD WILL BE SERVED - APPLICATIONS SUBMITTED ; 501 (C)(3); ; 40 TENTS ; 1 OVER 200 SQFT FT; 2- STAGES &lt; 30 INCHES) RELATED U &amp; O: 373939 ; 03-06-2020 -&nbsp; BENEFIT PERFORMANCE CERTIFCATE MAILED TO: SANDY SPRING MUSEUM","2020-03-05T01:03:22.000","2020-03-06T12:03:37.000","2020-06-07T12:06:00.000","Active",,"17901",,"BENTLEY","RD",,"SANDY SPRING","MD","20860","39.149705","-77.021459",,"POINT (-77.021459 39.149705)"
"265058","HOLY REDEEMER CHURCH","BENEFIF PERFORMANCE&nbsp; ( AUTION )&nbsp;FOR HOLY REDEEMER CHURCH&nbsp; ON 03/07/2020 FROM 7:00AM TO 12:00 PM&nbsp; EVENT WILL BE INSIDE AND FOOD LICENSE AND ALCOHOLIC LICENSE ASUDMITTED WITH THE APLICATION.","2020-02-25T09:02:23.000","2020-03-02T02:03:06.000","2020-03-07T12:03:00.000","Active",,"9705",,"SUMMIT","AVE",,"KENSINGTON","MD","20895","39.01486","-77.084366",,"POINT (-77.084366 39.01486)"
"265015","STOP DROP AND PLAY CHILDREN MUSEUN","&nbsp;BENEFIT PERFORMANCE ; FOR STOP DROP AND PLAY CHILDREN MUSEUN ON 02/29/2020 SHOW DATE 03/07/2020&nbsp;  CUSTOMER CONFIRMED THAT THE ARE SERVING FOOD FROM SAM'S CLUB AND THEY ARE SERVING THE FOOD FOR THEM ; AND THERE IS NOT ALCHOOL AT THE EVENT  ( NOTE: NO TENTS,, ALCHOLIC, NO STAGE - SNOW DATE: 03-02-2019&nbsp;)","2020-02-19T11:02:16.000","2020-02-25T10:02:52.000","2020-02-29T12:02:00.000","Active",,"10211",,"LEWIS","DR",,"DAMASCUS","MD","20872","39.291013","-77.212397",,"POINT (-77.212397 39.291013)"
"264809","THE WOMAN'S CLUB OF CHEVY CHASE","BENEFIT PERFORMANCE FOR COMMUNITY ART SHOW AND SALE ; APRIL 3 2020&nbsp; FROM 2:00 PM TO 5:00 PM AND 7:00PM TO 9:00 PM &nbsp;; APRIL 4&nbsp; FROM 11:00AM TO 5:00 PM ; APRIL 5 FROM 11AM TO 5:00 PM ; FOOD LICENCE&nbsp; ALCOHOLIC LICENSE&nbsp; ATTACHED  MAIL LOG 418183 01/23/2020PROCESSED , MAILED ON THIS DATE 02/06/2020","2020-01-30T12:01:00.000","2020-02-06T12:02:00.000","2020-04-05T12:04:00.000","Active",,"7931",,"CONNECTICUT","AVE",,"CHEVY CHASE","MD","20815","38.990219","-77.076865",,"POINT (-77.076865 38.990219)"
