"year","provider_name","health_plan_type","coverage_category","employee_biweekly_cost","website","phone","displayorder"
"2018","Carefirst Blue Cross Blue Shield POS-HIGH Option","Medical","Self","67.05","http://www.carefirst.com/mcg","1-888-417-8385","1"
"2018","Carefirst Blue Cross Blue Shield POS-HIGH Option","Medical","Self+1","115.99","http://www.carefirst.com/mcg","1-888-417-8385","2"
"2018","Carefirst Blue Cross Blue Shield POS-HIGH Option","Medical","Family","195.3","http://www.carefirst.com/mcg","1-888-417-8385","3"
"2018","Carefirst Blue Cross Blue Shield POS - Standard Option","Medical","Self","62.36","http://www.carefirst.com/mcg","1-888-417-8385","4"
"2018","Carefirst Blue Cross Blue Shield POS - Standard Option","Medical","Self+1","107.87","http://www.carefirst.com/mcg","1-888-417-8385","5"
"2018","Carefirst Blue Cross Blue Shield POS - Standard Option","Medical","Family","181.63","http://www.carefirst.com/mcg","1-888-417-8385","6"
"2018","United Healthcare HMO","Medical","Self","45.8","http://www.uhc.com","1-800-638-0014","7"
"2018","United Healthcare HMO","Medical","Self+1","88.04","http://www.uhc.com","1-800-638-0014","8"
"2018","United Healthcare HMO","Medical","Family","139.96","http://www.uhc.com","1-800-638-0014","9"
"2018","Kaiser Permenante HMO","Medical","Self","53.18","https://my.kp.org/montgomerycountygovernment/?","1-800-777-7902","10"
"2018","Kaiser Permenante HMO","Medical","Self+1","99.97","https://my.kp.org/montgomerycountygovernment/?","1-800-777-7902","11"
"2018","Kaiser Permenante HMO","Medical","Family","157.4","https://my.kp.org/montgomerycountygovernment/?","1-800-777-7902","12"
"2018","Caremark High Option $4/$8 Rx Plan","Prescription","Self","108.56","http://www.caremark.com","1-866-240-4926","13"
"2018","Caremark High Option $4/$8 Rx Plan","Prescription","Self+1","200.86","http://www.caremark.com","1-866-240-4926","14"
"2018","Caremark High Option $4/$8 Rx Plan","Prescription","Family","311.26","http://www.caremark.com","1-866-240-4926","15"
"2018","Caremark High Option $5/$10 Rx Plan","Prescription","Self","106.3","http://www.caremark.com","1-866-240-4926","16"
"2018","Caremark High Option $5/$10 Rx Plan","Prescription","Self+1","196.68","http://www.caremark.com","1-866-240-4926","17"
"2018","Caremark High Option $5/$10 Rx Plan","Prescription","Family","304.78","http://www.caremark.com","1-866-240-4926","18"
"2018","Caremark Standard Option $10/$20/$35 Rx Plan","Prescription","Self","22.26","http://www.caremark.com","1-866-240-4926","19"
"2018","Caremark Standard Option $10/$20/$35 Rx Plan","Prescription","Self+1","41.18","http://www.caremark.com","1-866-240-4926","20"
"2018","Caremark Standard Option $10/$20/$35 Rx Plan","Prescription","Family","63.82","http://www.caremark.com","1-866-240-4926","21"
"2018","Vision Plan","Vision","Self","0.43","http://www.e-nva.com","1-800-672-7723","22"
"2018","Vision Plan","Vision","Self+1","0.68","http://www.e-nva.com","1-800-672-7723","23"
"2018","Vision Plan","Vision","Family","1.03","http://www.e-nva.com","1-800-672-7723","24"
"2018","United Concordia (UCCI) Dental PPO (Traditional)","Dental","Self","4","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","25"
"2018","United Concordia (UCCI) Dental PPO (Traditional)","Dental","Self+1","8.92","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","26"
"2018","United Concordia (UCCI) Dental PPO (Traditional)","Dental","Family","12.83","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","27"
"2018","United Concordia (UCCI) Dental DHMO","Dental","Self","1.78","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","28"
"2018","United Concordia (UCCI) Dental DHMO","Dental","Self+1","3.37","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","29"
"2018","United Concordia (UCCI) Dental DHMO","Dental","Family","4.93","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","30"
"2017","Carefirst Blue Cross Blue Shield POS - HIGH Option","Medical","Self","63.35","http://www.carefirst.com/mcg","1-888-417-8385","31"
"2017","Carefirst Blue Cross Blue Shield POS - HIGH Option","Medical","Self+1","109.59","http://www.carefirst.com/mcg","1-888-417-8385","32"
"2017","Carefirst Blue Cross Blue Shield POS - HIGH Option","Medical","Family","184.53","http://www.carefirst.com/mcg","1-888-417-8385","33"
"2017","Carefirst Blue Cross Blue Shield POS - Standard Option","Medical","Self","58.92","http://www.carefirst.com/mcg","1-888-417-8385","34"
"2017","Carefirst Blue Cross Blue Shield POS - Standard Option","Medical","Self+1","101.92","http://www.carefirst.com/mcg","1-888-417-8385","35"
"2017","Carefirst Blue Cross Blue Shield POS - Standard Option","Medical","Family","171.62","http://www.carefirst.com/mcg","1-888-417-8385","36"
"2017","United Healthcare HMO","Medical","Self","44.38","http://www.uhc.com","1-800-638-0014","37"
"2017","United Healthcare HMO","Medical","Self+1","85.31","http://www.uhc.com","1-800-638-0014","38"
"2017","United Healthcare HMO","Medical","Family","135.62","http://www.uhc.com","1-800-638-0014","39"
"2017","Kaiser Permenante HMO","Medical","Self","51.46","https://my.kp.org/montgomerycountygovernment/?","1-800-777-7902","40"
"2017","Kaiser Permenante HMO","Medical","Self+1","96.75","https://my.kp.org/montgomerycountygovernment/?","1-800-777-7902","41"
"2017","Kaiser Permenante HMO","Medical","Family","152.34","https://my.kp.org/montgomerycountygovernment/?","1-800-777-7902","42"
"2017","Caremark High Option $4/$8 Rx Plan","Prescription","Self","105.98","http://www.caremark.com","1-866-240-4926","43"
"2017","Caremark High Option $4/$8 Rx Plan","Prescription","Self+1","196.06","http://www.caremark.com","1-866-240-4926","44"
"2017","Caremark High Option $4/$8 Rx Plan","Prescription","Family","303.82","http://www.caremark.com","1-866-240-4926","45"
"2017","Caremark High Option $5/$10 Rx Plan","Prescription","Self","103.83","http://www.caremark.com","1-866-240-4926","46"
"2017","Caremark High Option $5/$10 Rx Plan","Prescription","Self+1","192.1","http://www.caremark.com","1-866-240-4926","47"
"2017","Caremark High Option $5/$10 Rx Plan","Prescription","Family","297.68","http://www.caremark.com","1-866-240-4926","48"
"2017","Caremark Standard Option $10/$20/$35 Rx Plan","Prescription","Self","20.1","http://www.caremark.com","1-866-240-4926","49"
"2017","Caremark Standard Option $10/$20/$35 Rx Plan","Prescription","Self+1","37.18","http://www.caremark.com","1-866-240-4926","50"
"2017","Caremark Standard Option $10/$20/$35 Rx Plan","Prescription","Family","57.61","http://www.caremark.com","1-866-240-4926","51"
"2017","Vision Plan","Vision","Self","0.43","http://www.e-nva.com","1-800-672-7723","52"
"2017","Vision Plan","Vision","Self+1","0.68","http://www.e-nva.com","1-800-672-7723","53"
"2017","Vision Plan","Vision","Family","1.03","http://www.e-nva.com","1-800-672-7723","54"
"2017","United Concordia (UCCI) Dental PPO (Traditional)","Dental","Self","4","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","55"
"2017","United Concordia (UCCI) Dental PPO (Traditional)","Dental","Self+1","8.92","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","56"
"2017","United Concordia (UCCI) Dental PPO (Traditional)","Dental","Family","12.83","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","57"
"2017","United Concordia (UCCI) Dental DHMO","Dental","Self","1.78","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","58"
"2017","United Concordia (UCCI) Dental DHMO","Dental","Self+1","3.37","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","59"
"2017","United Concordia (UCCI) Dental DHMO","Dental","Family","4.93","http://www.unitedconcordia.com/dental-insurance/","1-866-851-7564","60"
