OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE
1,PRIVATE SCHOOL,Acorn Hill Waldorf School,9504 Brunett Ave,Silver Spring,20901,301-565-2282,http://www.acornhill.org/,N-K,1305904.750026430003345,489803.406211070017889,"(39.01159165100006, -77.02262644499996)"
2,PRIVATE SCHOOL,Wonders at Edgemoor Childrens Center,4805 Edgemoor La,Bethesda,20814,301-907-4080,http://www.wonderschildcare.org/about/sites.php,N-P,1290103.000004359986633,473620.40622235002229,"(38.98533916300005, -77.09612247499996)"
3,PRIVATE SCHOOL,St James Childrens School,11815 Seven Locks Rd,Potomac,20854,301-762-3246,http://stjamespotomac.org/school.shtml,N-K,1266031.875031620031223,503913.468747020000592,"(39.05022205600005, -77.16303982799997)"
4,PRIVATE SCHOOL,Ashton Christian Preschool,17314 New Hampshire Ave,Ashton,20861,301-774-7113,http://www.ashtonchurch.org/ashton-christian-preschool,Preschool,1312782.000018189894035,537053.562455690000206,"(39.14132637700004, -76.99842042099993)"
5,PRIVATE SCHOOL,Barnesville School,21830 Peach Tree Rd,Barnesville,20838,301-972-0341,http://www.barnesvilleschool.org/,N-8,1210866.624972450081259,564149.125028089969419,"(39.215173090000064, -77.35811932699994)"
6,PRIVATE SCHOOL,Barrie School,13500 Layhill Rd,Silver Spring,20906,301-576-2800,http://www.barrie.org/,N-12,1298596.749963120091707,513869.437493129982613,"(39.07766131000005, -77.04839042999998)"
7,PRIVATE SCHOOL,Beth El Preschool,8215 Old Georgetown Rd,Bethesda,20814,301-652-8569,http://bethelpreschool.org/,Preschool,1281986.750004279892892,483063.93745750002563,"(38.99304055700003, -77.10677342599996)"
8,PRIVATE SCHOOL,Beth Sholom Early Childhood Center,11825 Seven Locks Rd,Potomac,20854,301-279-7010,http://bethsholom.org/content/preschool,N-K,1266028.750024999957532,504207.812489820003975,"(39.05103021000008, -77.16305268299999)"
9,PRIVATE SCHOOL,Bethesda Community School,7500 Honeywell La,Bethesda,20814,301-652-0117,http://www.bethesdacommunityschool.com/,N-K,1280656.499989540083334,480067.218783450021874,"(38.984808086000044, -77.11144089099997)"
10,PRIVATE SCHOOL,Bethesda Cooperative Nursery School,5033 Wilson La,Bethesda,20814,301-654-1864,http://www.bethesdacoopnurseryschool.org/,Nursery,1283824.999973840080202,481059.062508750008419,"(38.98754148800003, -77.10029799999995)"
11,PRIVATE SCHOOL,Children in the Shoe Rockville,1375 Piccard Dr,Rockville,20850,301-841-7708,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(39.10592842800003, -77.17890981999994)"
12,PRIVATE SCHOOL,Goddard School Clarksburg,22010 Frederick Rd,Clarksburg,20841,301-540-1231,http://www.goddardschool.com/,N-K,1246979.045194270089269,533141.805379949975759,"(39.21826647100005, -77.25635338199999)"
13,PRIVATE SCHOOL,Bethesda Country Day School,5615 Beech Ave,Bethesda,20814,301-530-6999,http://www.bethesdacountrydayschool.com/,N-K,1280203.624964579939842,489904.406238159979694,"(39.01181651500008, -77.11307696399996)"
14,PRIVATE SCHOOL,Bethesda Montessori School,7611 Clarendon Rd,Bethesda,20814,301-986-1260,http://www.bethesdamontessori.com/,P-K,1283745.874993110075593,480836.87495853001019,"(38.98693118700004, -77.10057550999994)"
15,PRIVATE SCHOOL,Bnai Israel Schilit Nursery School,6301 Montrose Rd,Rockville,20852,301-881-6550,http://www.bnaiisraelcong.org/template.cfm?cid=304,Nursery,1275793.374966139905155,505231.06250831001671,"(39.05388255200006, -77.12867404899998)"
16,PRIVATE SCHOOL,Laura and Joel Greenzaid ECC,10621 S Glen Rd,Potomac,20854,301-299-1149,https://www.bnaitzedek.org/learn/early-childhood-center,Nursery,1252886.625030539929867,497865.593736800015904,"(39.03354298600004, -77.20927815499994)"
17,PRIVATE SCHOOL,Bradley Hills Presbyterian Church Nursery Sch,6601 Bradley Blv,Bethesda,20817,301-365-2909,http://www.bhpcns.org/,Nursery,1275054.890323109924793,486456.481764830008615,"(39.00233065700007, -77.13117953899996)"
18,PRIVATE SCHOOL,Tikvat Israel ECC,2200 Baltimore Rd,Rockville,20851,301-251-0455,http://tikvatisrael.org/ecc/,N-P,1279168.875015209894627,517414.562527759990189,"(39.087346704000026, -77.11684249499996)"
19,PRIVATE SCHOOL,Butler School ,15951 Germantown Rd,Darnestown,20874,301-977-6600,http://www.butlerschool.org,P-8,1228837.500010940013453,528549.687475459999405,"(39.117608465000046, -77.29428828799996)"
20,PRIVATE SCHOOL,Auburn School,9545 Georgia Ave,Silver Spring,20910,301-588-8048,http://www.theauburnschool.org/SilverSpring.cfm,K-8,1300710.999956710031256,489824.281255320005585,"(39.01164400500005, -77.04090487399998)"
21,PRIVATE SCHOOL,Camp Olympia Country Day School,5511 Muncaster Mill Rd,Rockville,20855,301-926-9281,http://www.camp-olympia.com/,N-K,1281562.625040259910747,529532.749955520033836,"(39.120595337000054, -77.10859204399998)"
22,PRIVATE SCHOOL,Charles E  Smith Jewish Day School Upper,11710 Hunters La,Rockville,20852,301-881-1404,http://www.cesjds.org/,K-6,1283871.374978639883921,503614.218767200014554,"(39.04947104400003, -77.10022196599994)"
23,PRIVATE SCHOOL,Georgetown Hill Apple Ridge Campus,10001 Apple Ridge Rd,Montgomery Village,20886,301-963-3000,http://www.georgetownhill.com/,N-P,1280686.643191050039604,502375.862645810004324,"(39.18564104600006, -77.20662745099997)"
24,PRIVATE SCHOOL,Georgetown Hill North Potomac Campus,14901 Dufief Mill Rd,Gaithersburg,20878,240-454-9488,http://www.georgetownhill.com/,N-P,1231185.875033309916034,523290.968775140005164,"(39.09982255700004, -77.22497976299996)"
25,PRIVATE SCHOOL,Chevy Chase United Methodist Church Preschool,7001 Connecticut Ave,Chevy Chase,20815,301-652-7660,http://www.ccumcpreschool.org/,Preschool,1290542.875001759966835,478389.656233770016115,"(38.98022995400004, -77.07665584199998)"
26,PRIVATE SCHOOL,"Karasik and Family, Infant & Child Care Center",10611 Tenbrook Dr,Silver Spring,20901,301-984-5777,http://thearcmontgomerycounty.org/program-services/children/family-infant-and-child-care-center.html,N-3 Special,1304844.625023280037567,496724.937523310014512,"(39.03059523500008, -77.02636438499997)"
27,PRIVATE SCHOOL,Christ Episcopal School,22 W Jefferson St,Rockville,20850,301-424-6550,http://www.ces-rockville.org/,P-8,1268886.62500534998253,515604.531204400002025,"(39.08296409800005, -77.15386164299997)"
28,PRIVATE SCHOOL,Concord Hill School,6050 Wisconsin Ave,Chevy Chase,20815,301-654-2626,http://www.concordhill.org/,P-3,1286756.875017550075427,474797.124965530005284,"(38.970356406000064, -77.08996161199997)"
29,PRIVATE SCHOOL,Connelly School of The Holy Child,9029 Bradley Blv,Potomac,20854,301-365-0955,http://www.holychild.org/,6-12,1259188.250017639948055,485795.09376986999996,"(39.000438763000034, -77.18700696699995)"
30,PRIVATE SCHOOL,Covenant Life School,7503 Muncaster Mill Rd,Gaithersburg,20877,301-869-4500,http://www.covenantlifeschool.org/,K-12,1269602.375026529887691,541562.8750238600187,"(39.153610351000054, -77.15068617599997)"
31,PRIVATE SCHOOL,Covenant United Methodist Preschool,20301 Pleasant Ridge Dr,Montgomery Village,20886,301-527-9300,http://www.covenantumpreschool.org/,Preschool,1258237.999966890085489,554831.62500621995423,"(39.18998245300003, -77.19085854499997)"
32,PRIVATE SCHOOL,Damascus Community Preschool,23425 Spire St,Clarksburg,20871,301-916-8888,https://www.facebook.com/damascuscommunitypreschool,Preschool,1246313.933649899903685,573232.427938009961508,"(39.241012961000024, -77.27936862899998)"
33,PRIVATE SCHOOL,Torah School of Greater Washington,2010 Linden La,Silver Spring,20910,301-962-8003,http://www.tsgw.org/,K-6,1299700.449852949939668,488524.887139939994086,"(39.008110489000046, -77.04506395699997)"
34,PRIVATE SCHOOL,Academy at Charles Drew,1200 Swingingdale Dr,Silver Spring,20905,301-989-0245,http://www.academychild.com/,Nursery,,,"(39.09193277700007, -76.98724451399994)"
35,PRIVATE SCHOOL,Goddard School Olney,3421 Morningwood Dr,Olney,20832,301-683-9200,http://www.goddardschool.com/,N-K,,,"(39.15076424100005, -77.06852505699999)"
36,PRIVATE SCHOOL,Goddard School Bethesda,6400 Goldsboro Rd,Bethesda,20817,240-630-2400,http://www.goddardschool.com/,N-K,,,"(38.97016535800003, -77.12959034299996)"
37,PRIVATE SCHOOL,Goddard School Silver Spring,8611 Second Ave,Silver Spring,20910,301-830-4505,http://www.goddardschool.com/,N-K,,,"(38.99756249400008, -77.03369991599999)"
38,PRIVATE SCHOOL,Early Learning Fun School,19821 White Ground Rd,Boyds,20841,301-540-3370,http://www.elfschool.org/,Preschool,1223047.938094970071688,551790.884268039953895,"(39.181366206000064, -77.31497641999994)"
39,PRIVATE SCHOOL,Epworth Preschool And Kindergarten,9008 Rosemont Dr,Gaithersburg,20877,301-977-3421,http://www.epworthsteeple.org/ChristianEducationPreschl.html,P-K,1259675.625022229971364,531947.062477399944328,"(39.12715890700008, -77.18562223199996)"
40,PRIVATE SCHOOL,Faith Methodist Church Preschool,6810 Montrose Rd,Rockville,20852,301-881-1416,http://www.faithworkshere.com/preschool.html,Preschool,1272643.37502105999738,505166.750012230011635,"(39.05369325500004, -77.13976608999997)"
41,PRIVATE SCHOOL,First Baptist Church WEE Center,55 Adclare Rd,Rockville,20850,301-762-4245,http://www.theweecenter.org/,Preschool,1263844.499976529972628,516300.343730069987942,"(39.08422116000003, -77.17082365299996)"
42,PRIVATE SCHOOL,Forcey Christian School,2130 E Randolph Rd,Silver Spring,20904,301-622-2281,http://www.forcey.org/pages/page.asp?page_id=160014,P-8,1321721.666404519928619,509221.559466719976626,"(39.06490516100007, -76.96693712099994)"
43,PRIVATE SCHOOL,Foundation School of Montgomery County,220 Girard St,Gaithersburg,20877,301-740-7807,http://www.foundationschools.org/the-foundation-school-of-montgomery-county.html,1-12 Special,1279927.48021324002184,494300.884704050025903,"(39.14217729500007, -77.18329668199993)"
44,PRIVATE SCHOOL,Franklin Montessori Schools,10500 Darnestown Rd,Rockville,20850,301-279-2799,http://www.franklinschoolsmd.com/,N-P,1250602.999958429951221,522321.968778149981517,"(39.100677028000064, -77.21752253799997)"
45,PRIVATE SCHOOL,Frost School,4915 Aspen Hill Rd,Rockville,20853,301-933-3451,http://www.sheppardpratt.org/special-education-services/our-schools/frost-school/,K-Adult Special,1283666.000010800082237,511897.999975020007696,"(39.07221488600004, -77.10097739299994)"
46,PRIVATE SCHOOL,Chabad Hebrew School,11520 Darnestown Rd,North Potomac,20878,301-926-3632,http://www.ourshul.org/templates/section_cdo/aid/1318481/jewish/Chabad-Hebrew-School.htm,K-7 Religious,1244544.250018649967387,525682.187474700040184,"(39.10989147600003, -77.23884507399998)"
47,PRIVATE SCHOOL,JCCGW Preschool And Kindergarten,6125 Montrose Rd,Rockville,20852,301-348-3839,http://www.jccgw.org/preschool/,P-K,1276738.750006560003385,505153.8749849399901,"(39.05367423200005, -77.12534463699996)"
48,PRIVATE SCHOOL,Geneva Day School,11931 Seven Locks Rd,Potomac,20854,301-340-7704,http://www.genevadayschool.org/,N-K,1266313.249973559984937,505313.937496980011929,"(39.05406865000003, -77.16205780199994)"
49,PRIVATE SCHOOL,Georgetown Hill Bells Mill Campus,8311 Bells Mill Rd,Potomac,20854,301-299-2350,http://www.georgetownhill.com/,N-P,1263965.625046269968152,497211.062525259971153,"(39.03180909400004, -77.17027150799998)"
50,PRIVATE SCHOOL,German School Washington,8617 Chateau Dr,Potomac,20854,301-365-4400,http://www.dswashington.org/,P-12,1261818.374982740031555,489570.40627818001667,"(39.010819035000054, -77.17777808899996)"
51,PRIVATE SCHOOL,Glenbrook Cooperative Nursery School,10010 Fernwood Rd,Bethesda,20817,301-365-3190,http://www.glenbrookschool.org/,Nursery,1273732.374991930089891,493207.656227589992341,"(39.02086198200004, -77.13586862399995)"
52,PRIVATE SCHOOL,Good Shepherd Lutheran Preschool,16420 S Westland Dr,Gaithersburg,20877,301-963-1955,http://www.gslp-gaithersburg.org/,Preschool,1260121.500032359967008,531630.062459959997796,"(39.12629102600005, -77.18404826199998)"
53,PRIVATE SCHOOL,Rock Creek Montessori School,3701 Spruell Dr,Silver Spring,20902,301-942-9561,http://www.rockcreekmontessori.com/,N-K,1290204.625032769981772,501381.656256570015103,"(39.04335812700003, -77.07791475699997)"
54,PRIVATE SCHOOL,Graceland Preschool,16819 New Hampshire Ave,Silver Spring,20905,301-989-4673,http://immanuels.org/index.php/ministries/childcare-center,Preschool,1314753.404907220043242,533897.756870029959828,"(39.13266145400007, -76.99147082199994)"
55,PRIVATE SCHOOL,Har Shalom Early Childhood Center,11510 Falls Rd,Potomac,20854,301-299-7087,http://www.harshalomecec.org/,N-P,1257086.318486959906295,501912.200387810007669,"(39.04467913800005, -77.19452397999999)"
56,PRIVATE SCHOOL,Harbor School,7701 Bradley Blv,Bethesda,20817,301-365-1100,http://www.theharborschool.org/,P-2,1267949.499982429901138,490398.625030629977118,"(39.013310656000044, -77.15733381099994)"
57,PRIVATE SCHOOL,Heights School,10400 Seven Locks Rd,Potomac,20854,301-365-4300,http://www.heights.edu/,3-12,1265729.500045170076191,495715.593760930001736,"(39.02771188600008, -77.16405267799996)"
58,PRIVATE SCHOOL,Holton Arms School,7303 River Rd,Bethesda,20817,301-365-5300,http://www.holton-arms.edu/,3-12,1270342.000004820059985,482819.937501289998181,"(38.99232603300004, -77.14774275599996)"
59,PRIVATE SCHOOL,Holy Redeemer School,9715 Summit Ave,Kensington,20895,301-942-3701,http://www.hrs-ken.org/,P-8,1288548.62498203990981,490957.343772829975933,"(39.014732253000034, -77.08371166899997)"
60,PRIVATE SCHOOL,KinderCare Germantown,19921 Frederick Rd,Germantown,20876,301-916-9190,http://www.kindercare.com/our-centers/center-details/000318/,N-K,1244856.372781930025667,552372.37390740995761,"(39.183144094000056, -77.23804806299995)"
61,PRIVATE SCHOOL,KinderCare Shady Grove Road,16723 Crabbs Branch Way,Rockville,20855,301-990-7703,http://www.kindercare.com/our-centers/center-details/301511/,N-K,1265141.405773249920458,532892.382824360043742,"(39.12978332400007, -77.16636131599995)"
62,PRIVATE SCHOOL,Jefferson Montessori School,8507 Emory Grove Rd,Gaithersburg,20877,301-840-8448,http://applemontessorimd.com/jefferson/about/,N-1,1263445.249971739947796,542521.6249991300283,"(39.156212776000075, -77.17240462699993)"
63,PRIVATE SCHOOL,John Nevins Andrews School,117 Elm Ave,Takoma Park,20912,301-270-1400,http://www.jna.org/,P-8,1310564.99999379995279,475935.875041840015911,"(38.97351753100003, -77.00622226899998)"
64,PRIVATE SCHOOL,Julia Brown Montessori School,1300 Milestone Dr,Silver Spring,20904,301-622-7808,http://juliabrownmontessorischools.com/,N-3,1315931.249961680034176,502808.499968939984683,"(39.04730102000008, -76.98733376999996)"
65,PRIVATE SCHOOL,Kensington Nursery School,3202 Decatur Ave,Kensington,20895,301-933-0041,http://www.knscoop.org/,Nursery,1293393.999967809999362,497990.46872100001201,"(39.03405395800007, -77.06667664199995)"
66,PRIVATE SCHOOL,Children in the Shoe Bethesda E/W,4330 East West Hwy,Bethesda,20814,301-656-5056,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(38.98524037200008, -77.08797900399998)"
67,PRIVATE SCHOOL,Children in the Shoe Bethesda BCC,4401 East West Hwy,Bethesda,20814,301-654-9253,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(38.98566507800007, -77.08983896399997)"
68,PRIVATE SCHOOL,KinderCare Great Seneca,13230 Clopper Mill Dr,Germantown,20874,301-515-0888,http://www.kindercare.com/our-centers/center-details/301470/,N-K,1234153.124965009978041,539799.875026809982955,"(39.14854257400003, -77.27567291299994)"
69,PRIVATE SCHOOL,King David Nursery School,200 Rollins Ave,Rockville,20850,301-984-9640,http://kdpreschool.com/,N-P,1276359.500044160056859,506819.031281710020266,"(39.05824475500003, -77.12668825999998)"
70,PRIVATE SCHOOL,Learning Center For Young Children,10123 Connecticut Ave,Kensington,20895,301-949-2933,http://www.warnermemorial.org/lcyc,Nursery,1290772.512175099924207,493893.83672086999286,"(39.02280028600006, -77.07589337799999)"
71,PRIVATE SCHOOL,Lone Oak Montessori School Potomac,10201 Democracy Blv,Potomac,20854,301-469-4888,http://www.loneoakmontessori.com/,P-6,1258436.000012590084225,494778.406284609984141,"(39.02509986600006, -77.18971963799999)"
72,PRIVATE SCHOOL,Lone Oak Montessori School Bethesda,10100 Old Georgetown Rd,Bethesda,20814,301-469-4888,http://www.loneoakmontessori.com/,P-6,1277232.500024660024792,493338.437544420012273,"(39.02123472100004, -77.12354964199994)"
73,PRIVATE SCHOOL,Pathways School Edgewood,801 University Blv W,Silver Spring,20901,301-681-4112,http://www.pathwayschools.org/programs/pathways-school-edgewood.php,9-Adult Special,1306206.000010499963537,497054.093793149979319,"(39.03149997600008, -77.02157228399994)"
74,PRIVATE SCHOOL,Lutheran Church Of St Andrew Preschool,15300 New Hampshire Ave,Silver Spring,20905,301-384-2660,http://www.mystandrew.org/?q=content/preschool,Preschool,1298321.375033899908885,506052.031245400023181,"(39.10769341500003, -77.00146400699998)"
75,PRIVATE SCHOOL,Children of The Cross Preschool,12801 Falls Rd,Rockville,20854,301-762-7566,http://www.lccrockville.org/preschool.htm,Preschool,1264402.375037059886381,511136.343723399972077,"(39.07004548000003, -77.16882467599999)"
76,PRIVATE SCHOOL,Lycee Rochambeau Forest Rd Campus,9600 Forest Rd,Bethesda,20814,301-530-8260,http://www.rochambeau.org/,5-12,1279974.750040430109948,490573.687480969994795,"(39.01365337300007, -77.11388538499995)"
77,PRIVATE SCHOOL,Lycee Rochambeau Rollingwood Campus,3200 Woodbine St,Chevy Chase,20815,301-907-3265,http://www.rochambeau.org/,1-4,1294256.875020350096747,480862.593786420009565,"(38.98702775400005, -77.06359695599997)"
78,PRIVATE SCHOOL,Manor Montessori School Potomac,10500 Oaklyn Dr,Potomac,20854,301-299-7400,http://www.manormontessori.com/,N-3,1250718.750016780104488,487609.187461599998642,"(39.00536826900003, -77.21682414299994)"
79,PRIVATE SCHOOL,Manor Montessori School Rockville,11200 Old Georgetown Rd,Rockville,20852,301-299-7400,http://www.manormontessori.com/,N-3,1277210.124977240106091,499680.999978050007485,"(39.038649287000055, -77.12365863899998)"
80,PRIVATE SCHOOL,Mary of Nazareth School,14131 Seneca Rd,Darnestown,20874,301-869-0940,http://www.maryofnazareth.org/,P-8,1226987.125015689991415,523031.28123893000884,"(39.10244047500004, -77.30074591999994)"
81,PRIVATE SCHOOL,McLean School of Maryland,8224 Lochinver La,Potomac,20854,301-299-8277,http://www.mcleanschool.org/,K-12,1264764.499963159905747,499850.156282740004826,"(39.03905924500003, -77.16747627299998)"
