CATEGORY,SCHOOL NAME,ADDRESS,CITY,ZIP CODE,PHONE,URL,LONGITUDE,LATITUDE,LOCATION,Council Districts,Councils,Communities,Zip Codes,Municipalities
MIDDLE SCHOOLS,Westland MS,5511 Massachusetts Ave,Bethesda,20816,301-320-6515,http://www.montgomeryschoolsmd.org/schools/westlandms,-77.1089289733,38.9603838716,"5511 Massachusetts Ave
Bethesda, MD 20816
(38.9603838716, -77.1089289733)",1,1,12,107,1
MIDDLE SCHOOLS,North Bethesda MS,8935 Bradmoor Dr,Bethesda,20817,301-571-3883,http://www.montgomeryschoolsmd.org/schools/northbethesdams,-77.1248538896,39.0045827558,"8935 Bradmoor Dr
Bethesda, MD 20817
(39.0045827558, -77.1248538896)",1,1,12,103,1
MIDDLE SCHOOLS,Thomas W Pyle MS,6311 Wilson La,Bethesda,20817,301-320-6540,http://www.montgomeryschoolsmd.org/schools/pylems,-77.1296136734,38.9888410039,"6311 Wilson La
Bethesda, MD 20817
(38.9888410039, -77.1296136734)",1,1,12,103,1
MIDDLE SCHOOLS,William H Farquhar MS,16915 Batchellors Forest Rd,Olney,20832,301-924-3100,http://www.montgomeryschoolsmd.org/schools/farquharms,-77.0450643632,39.134332601,"16915 Batchellors Forest Rd
Olney, MD 20832
(39.134332601, -77.0450643632)",4,4,60,100,1
MIDDLE SCHOOLS,Rosa M Parks MS,19200 Olney Mill Rd,Olney,20832,301-924-3180,http://www.montgomeryschoolsmd.org/schools/rosaparksms,-77.0811949528,39.1719982569,"19200 Olney Mill Rd
Olney, MD 20832
(39.1719982569, -77.0811949528)",4,4,58,100,1
MIDDLE SCHOOLS,John Poole MS,17014 Tom Fox Ave,Poolesville,20837,301-972-7979,http://www.montgomeryschoolsmd.org/schools/poolems,-77.410844519,39.1260537267,"17014 Tom Fox Ave
Poolesville, MD 20837
(39.1260537267, -77.410844519)",1,1,34,97,16
MIDDLE SCHOOLS,Julius West MS,651 Great Falls Rd,Rockville,20850,301-279-3979,http://www.montgomeryschoolsmd.org/schools/westms,-77.1638855665,39.0767475193,"651 Great Falls Rd
Rockville, MD 20850
(39.0767475193, -77.1638855665)",3,3,25,71,12
MIDDLE SCHOOLS,Robert Frost MS,9201 Scott Dr,Rockville,20850,301-279-3949,http://www.montgomeryschoolsmd.org/schools/robertfrostms,-77.1876235891,39.0759509206,"9201 Scott Dr
Rockville, MD 20850
(39.0759509206, -77.1876235891)",3,3,25,71,12
MIDDLE SCHOOLS,Earle B. Wood MS,14615 Bauer Dr,Rockville,20852,301-460-2150,http://www.montgomeryschoolsmd.org/schools/woodms,-77.1075293636,39.093294956,"14615 Bauer Dr
Rockville, MD 20852
(39.093294956, -77.1075293636)",3,3,61,58,1
MIDDLE SCHOOLS,Tilden MS,11211 Old Georgetown Rd,Rockville,20852,301-230-5930,http://www.montgomeryschoolsmd.org/schools/tildenms,-77.1219142526,39.038258394,"11211 Old Georgetown Rd
Rockville, MD 20852
(39.038258394, -77.1219142526)",1,1,19,60,1
MIDDLE SCHOOLS,Herbert Hoover MS (at Tilden Center),6300 Tilden La,Rockville,20852,301-469-1010,http://www.montgomeryschoolsmd.org/schools/hooverms,-77.1305753352,39.0423221394,"6300 Tilden La
Rockville, MD 20852
(39.0423221394, -77.1305753352)",1,1,19,60,1
MIDDLE SCHOOLS,Parkland MS,4610 W Frankfort Dr,Rockville,20853,301-438-5700,http://www.montgomeryschoolsmd.org/schools/parklandms,-77.0916686732,39.0841517945,"4610 W Frankfort Dr
Rockville, MD 20853
(39.0841517945, -77.0916686732)",3,3,61,58,1
MIDDLE SCHOOLS,Cabin John MS,10701 Gainsborough Rd,Potomac,20854,301-469-1150,http://www.montgomeryschoolsmd.org/schools/cabinjohnms,-77.1720217394,39.0315783821,"10701 Gainsborough Rd
Potomac, MD 20854
(39.0315783821, -77.1720217394)",1,1,20,53,1
MIDDLE SCHOOLS,Herbert Hoover MS (Construction),8810 Post Oak Rd,Potomac,20854,301-469-1010,http://www.montgomeryschoolsmd.org/schools/hooverms,-77.1786375804,39.0448587758,"8810 Post Oak Rd
Potomac, MD 20854
(39.0448587758, -77.1786375804)",1,1,20,53,1
MIDDLE SCHOOLS,Redland MS,6505 Muncaster Mill Rd,Rockville,20855,301-840-4680,http://www.montgomeryschoolsmd.org/schools/redlandms,-77.1319130755,39.1405182884,"6505 Muncaster Mill Rd
Rockville, MD 20855
(39.1405182884, -77.1319130755)",4,4,54,51,1
MIDDLE SCHOOLS,Benjamin Banneker MS,14800 Perrywood Dr,Burtonsville,20866,301-989-5747,http://www.montgomeryschoolsmd.org/schools/bannekerms,-76.948403246,39.0960860509,"14800 Perrywood Dr
Burtonsville, MD 20866
(39.0960860509, -76.948403246)",5,5,53,47,1
MIDDLE SCHOOLS,Rocky Hill MS,22401 Brick Haven Way,Clarksburg,20871,301-353-8282,http://www.montgomeryschoolsmd.org/schools/rockyhillms,-77.2634759958,39.2218821148,"22401 Brick Haven Way
Clarksburg, MD 20871
(39.2218821148, -77.2634759958)",2,2,50,44,1
MIDDLE SCHOOLS,John T Baker MS,25400 Oak Dr,Damascus,20872,301-253-7010,http://www.montgomeryschoolsmd.org/schools/bakerms,-77.2187711116,39.2741001904,"25400 Oak Dr
Damascus, MD 20872
(39.2741001904, -77.2187711116)",2,2,51,42,1
MIDDLE SCHOOLS,Martin Luther King MS,13737 Wisteria Dr,Germantown,20874,301-353-8080,http://www.montgomeryschoolsmd.org/schools/mlkms,-77.2851000471,39.1809127605,"13737 Wisteria Dr
Germantown, MD 20874
(39.1809127605, -77.2851000471)",2,2,39,39,1
MIDDLE SCHOOLS,Kingsview MS,18909 Kingsview Rd,Germantown,20874,301-601-4611,http://www.montgomeryschoolsmd.org/schools/kingsviewms,-77.2850448312,39.1661607823,"18909 Kingsview Rd
Germantown, MD 20874
(39.1661607823, -77.2850448312)",2,2,39,39,1
