CATEGORY,SCHOOL NAME,ADDRESS,CITY,ZIP CODE,PHONE,URL,LONGITUDE,LATITUDE,LOCATION,Council Districts,Councils,Communities,Zip Codes,Municipalities
ELEMENTARY SCHOOLS,Bethesda ES,7600 Arlington Rd,Bethesda,20814,301-657-4979,http://www.montgomeryschoolsmd.org/schools/bethesdaes,-77.0998645245,38.9864595389,"7600 Arlington Rd
Bethesda, MD 20814
(38.9864595389, -77.0998645245)",1,1,12,111,1
ELEMENTARY SCHOOLS,Garrett Park ES (at Grosvenor Center),5701 Grosvenor La,Bethesda,20814,301-929-2170,http://www.montgomeryschoolsmd.org/schools/garrettparkes,-77.1141310594,39.0235338133,"5701 Grosvenor La
Bethesda, MD 20814
(39.0235338133, -77.1141310594)",1,1,19,111,1
ELEMENTARY SCHOOLS,Somerset ES,5811 Warwick Pl,Chevy Chase,20815,301-657-4985,http://www.montgomeryschoolsmd.org/schools/somersetes,-77.092408162,38.9691922144,"5811 Warwick Pl
Chevy Chase, MD 20815
(38.9691922144, -77.092408162)",1,1,5,110,7
ELEMENTARY SCHOOLS,Chevy Chase ES,4015 Rosemary St,Chevy Chase,20815,301-657-4994,http://www.montgomeryschoolsmd.org/schools/chevychasees,-77.0802384598,38.9785671729,"4015 Rosemary St
Chevy Chase, MD 20815
(38.9785671729, -77.0802384598)",1,1,5,110,20
ELEMENTARY SCHOOLS,Rock Creek Forest ES,8330 Grubb Rd,Chevy Chase,20815,301-650-6410,http://www.montgomeryschoolsmd.org/schools/rcforestes,-77.0512978748,38.9922962885,"8330 Grubb Rd
Chevy Chase, MD 20815
(38.9922962885, -77.0512978748)",1,1,5,110,1
ELEMENTARY SCHOOLS,North Chevy Chase ES,3700 Jones Bridge Rd,Chevy Chase,20815,301-657-4950,http://www.montgomeryschoolsmd.org/schools/nchevychasees,-77.073432352,38.9987705251,"3700 Jones Bridge Rd
Chevy Chase, MD 20815
(38.9987705251, -77.073432352)",1,1,5,110,1
ELEMENTARY SCHOOLS,Westbrook ES,5110 Allan Ter,Bethesda,20816,301-320-6506,http://www.montgomeryschoolsmd.org/schools/westbrookes,-77.1028193264,38.9584710865,"5110 Allan Ter
Bethesda, MD 20816
(38.9584710865, -77.1028193264)",1,1,12,107,1
ELEMENTARY SCHOOLS,Wood Acres ES,5800 Cromwell Dr,Bethesda,20816,301-320-6502,http://www.montgomeryschoolsmd.org/schools/woodacreses,-77.1186718959,38.9675865435,"5800 Cromwell Dr
Bethesda, MD 20816
(38.9675865435, -77.1186718959)",1,1,12,107,1
ELEMENTARY SCHOOLS,Seven Locks ES (at Radnor Center),7000 Radnor Rd,Bethesda,20817,301-469-1038,http://www.montgomeryschoolsmd.org/schools/sevenlockses,-77.114718632,38.9790958064,"7000 Radnor Rd
Bethesda, MD 20817
(38.9790958064, -77.114718632)",1,1,12,103,1
ELEMENTARY SCHOOLS,Seven Locks ES (Construction),9500 Seven Locks Rd,Bethesda,20817,301-469-1038,http://www.montgomeryschoolsmd.org/schools/sevenlockses,-77.16113969,39.0123627913,"9500 Seven Locks Rd
Bethesda, MD 20817
(39.0123627913, -77.16113969)",1,1,12,103,1
ELEMENTARY SCHOOLS,Bannockburn ES,6520 Dalroy La,Bethesda,20817,301-320-6555,http://www.montgomeryschoolsmd.org/schools/bannockburnes,-77.1383339932,38.974375007,"6520 Dalroy La
Bethesda, MD 20817
(38.974375007, -77.1383339932)",1,1,12,103,1
ELEMENTARY SCHOOLS,Carderock Springs ES,7401 Persimmon Tree La,Bethesda,20817,301-469-1034,http://www.montgomeryschoolsmd.org/schools/carderockspringses,-77.1717600546,38.9832956271,"7401 Persimmon Tree La
Bethesda, MD 20817
(38.9832956271, -77.1717600546)",1,1,12,103,1
ELEMENTARY SCHOOLS,Wyngate ES,9300 Wadsworth Dr,Bethesda,20817,301-571-6979,http://www.montgomeryschoolsmd.org/schools/wyngatees,-77.1282437122,39.0093256299,"9300 Wadsworth Dr
Bethesda, MD 20817
(39.0093256299, -77.1282437122)",1,1,12,103,1
ELEMENTARY SCHOOLS,Bradley Hills ES,8701 Hartsdale Ave,Bethesda,20817,301-571-6966,http://www.montgomeryschoolsmd.org/schools/bradleyhillses,-77.118061653,38.9996852991,"8701 Hartsdale Ave
Bethesda, MD 20817
(38.9996852991, -77.118061653)",1,1,12,103,1
ELEMENTARY SCHOOLS,Burning Tree ES,7900 Beech Tree Rd,Bethesda,20817,301-320-6510,http://www.montgomeryschoolsmd.org/schools/burningtreees,-77.1433852431,38.9899689499,"7900 Beech Tree Rd
Bethesda, MD 20817
(38.9899689499, -77.1433852431)",1,1,12,103,1
ELEMENTARY SCHOOLS,Ashburton ES,6314 Lone Oak Dr,Bethesda,20817,301-571-6959,http://www.montgomeryschoolsmd.org/schools/ashburtones,-77.1277212211,39.0194442555,"6314 Lone Oak Dr
Bethesda, MD 20817
(39.0194442555, -77.1277212211)",1,1,12,103,1
ELEMENTARY SCHOOLS,Belmont ES,19528 Olney Mill Rd,Olney,20832,301-924-3140,http://www.montgomeryschoolsmd.org/schools/belmontes,-77.0668029032,39.1785814737,"19528 Olney Mill Rd
Olney, MD 20832
(39.1785814737, -77.0668029032)",4,4,58,100,1
ELEMENTARY SCHOOLS,Olney ES,3401 Queen Mary Dr,Olney,20832,301-924-3126,http://www.montgomeryschoolsmd.org/schools/olneyes,-77.0682809714,39.1492298699,"3401 Queen Mary Dr
Olney, MD 20832
(39.1492298699, -77.0682809714)",4,4,58,100,1
