Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Montgomery County Boundary
32992,29 CONVENIENCE MART,10755 COLESVILLE RD,,SILVER SPRING,20901,02/03/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,A&I ENTERPRISE VI INC - ALEENA MALIK,Market,Food,39.032,-77.0034,"(39.032, -77.0034)",5,5,18,21,1,1
32992,29 CONVENIENCE MART,10755 COLESVILLE RD,,SILVER SPRING,20901,09/15/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,A&I ENTERPRISE VI INC - ALEENA MALIK,Market,Food,39.032,-77.0034,"(39.032, -77.0034)",5,5,18,21,1,1
32992,29 CONVENIENCE MART,10755 COLESVILLE RD,,SILVER SPRING,20901,05/28/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,A&I ENTERPRISE VI INC - ALEENA MALIK,Market,Food,39.032,-77.0034,"(39.032, -77.0034)",5,5,18,21,1,1
32992,29 CONVENIENCE MART,10755 COLESVILLE RD,,SILVER SPRING,20901,12/02/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,,A&I ENTERPRISE VI INC - ALEENA MALIK,Market,Food,39.032,-77.0034,"(39.032, -77.0034)",5,5,18,21,1,1
32992,29 CONVENIENCE MART,10755 COLESVILLE RD,,SILVER SPRING,20901,11/24/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,A&I ENTERPRISE VI INC - ALEENA MALIK,Market,Food,39.032,-77.0034,"(39.032, -77.0034)",5,5,18,21,1,1
24413,4 CORNERS PUB,10111 SUTHERLAND RD,,SILVER SPRING,20901,03/21/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,HOSS & DOG LLC,Restaurant,Food,39.0211,-77.0129,"(39.0211, -77.0129)",5,5,13,21,1,1
24413,4 CORNERS PUB,10111 SUTHERLAND RD,,SILVER SPRING,20901,10/14/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HOSS & DOG LLC,Restaurant,Food,39.0211,-77.0129,"(39.0211, -77.0129)",5,5,13,21,1,1
24413,4 CORNERS PUB,10111 SUTHERLAND RD,,SILVER SPRING,20901,04/16/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,HOSS & DOG LLC,Restaurant,Food,39.0211,-77.0129,"(39.0211, -77.0129)",5,5,13,21,1,1
24413,4 CORNERS PUB,10111 SUTHERLAND RD,,SILVER SPRING,20901,09/16/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HOSS & DOG LLC,Restaurant,Food,39.0211,-77.0129,"(39.0211, -77.0129)",5,5,13,21,1,1
11,7-ELEVEN #11572,12405 GEORGIA AVE.,,SILVER SPRING,20906,06/16/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,TENAYE Y. TEBEGE,Market,Food,39.061,-77.0518,"(39.061, -77.0518)",4,4,23,6,1,1
11,7-ELEVEN #11572,12405 GEORGIA AVE.,,SILVER SPRING,20906,12/22/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,TENAYE Y. TEBEGE,Market,Food,39.061,-77.0518,"(39.061, -77.0518)",4,4,23,6,1,1
11,7-ELEVEN #11572,12405 GEORGIA AVE.,,SILVER SPRING,20906,06/17/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,TENAYE Y. TEBEGE,Market,Food,39.061,-77.0518,"(39.061, -77.0518)",4,4,23,6,1,1
18004,7-ELEVEN #11577,15539 NEW HAMPSHIRE AVE.,,SILVER SPRING,20905,07/13/2022,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"REKHI, INC.",Market,Food,39.1111,-76.9947,"(39.1111, -76.9947)",5,5,29,8,1,1
18004,7-ELEVEN #11577,15539 NEW HAMPSHIRE AVE.,,SILVER SPRING,20905,10/26/2021,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,"REKHI, INC.",Market,Food,39.1111,-76.9947,"(39.1111, -76.9947)",5,5,29,8,1,1
18004,7-ELEVEN #11577,15539 NEW HAMPSHIRE AVE.,,SILVER SPRING,20905,06/22/2021,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"REKHI, INC.",Market,Food,39.1111,-76.9947,"(39.1111, -76.9947)",5,5,29,8,1,1
18004,7-ELEVEN #11577,15539 NEW HAMPSHIRE AVE.,,SILVER SPRING,20905,11/19/2020,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,"REKHI, INC.",Market,Food,39.1111,-76.9947,"(39.1111, -76.9947)",5,5,29,8,1,1
22694,7-ELEVEN #11581,10203 NEW HAMPSHIRE AVE.,,SILVER SPRING,20903,01/27/2022,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"VVORA, INC.",Market,Food,39.0232,-76.9776,"(39.0232, -76.9776)",5,5,11,15,1,1
