"cpfileno","cpdate","cptimercvd","cpdisptime","cpoperator","cpdispatcher","cpstandby","cdispo","carrival","cavailable","cpstreet","cprequest","cpofficer","cequip","cpremarks","impoundno","impound_date","impound_time","location","municipality","loczip","service_code","species","breed","sex","size","color","age","condition","temperment","collar","collar_color","vacc_num","vacdate","petname","disposition","dispdate","dispoff"
"2022107006","2022-08-31T00:00:00.000","11:00","12:55","UNKNOWN","UNKNOWN","0","D","12:55","13:07","SIEGEN LN","DELIVERED TAGS","UNKNOWN","AC08",,,,,,,,,,,,,,,,,,,,,,,,
"2022107002","2022-08-31T00:00:00.000","10:38","10:43","UNKNOWN","UNKNOWN","0","D","10:43","11:11","OVERBROOK AV","TRAPPED ANIMAL","ANNA C","AC09",,"123399","2022-08-31T00:00:00.000","11:03","13218 OVERBROOK","BATON ROUGE","70815","STRAY AN SECURED","CAT","DSH","U","SMALL","BLK/WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"ANNA C"
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124885","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","XPIT BULL","M","SMALL","BLK/WHT",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022107000","2022-08-31T00:00:00.000","10:25","00:00","UNKNOWN","UNKNOWN","0","D","00:00","10:27","78TH AV","STRAY ANIMAL","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,
"2022106990","2022-08-31T00:00:00.000","09:01","09:53","UNKNOWN","UNKNOWN","0","D","09:53","10:07","FLORIDA BL","TRAPPED ANIMAL","ANNA C","AC09",,"125059","2022-08-31T00:00:00.000","10:05","14763 FLORIDA","BATON ROUGE","70819","TRAPPED ANIMAL","WILDLIFE","POSSUM","U","MEDIUM","BLK/GRY",,"FAIR","NERVOUS","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"ANNA C"
"2022106995","2022-08-31T00:00:00.000","09:45","10:16","UNKNOWN","UNKNOWN","0","D","10:16","10:40","O'NEAL LN","TRAPPED ANIMAL","ANNA C","AC09",,"125060","2022-08-31T00:00:00.000","10:30","871 O'NEAL","BATON ROUGE","70816","TRAPPED ANIMAL","CAT","DSH","U","MEDIUM","GRY",,"FAIR","NERVOUS","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"ANNA C"
"2022107008","2022-08-31T00:00:00.000","11:04","12:42","UNKNOWN","UNKNOWN","0","D","12:43","13:19","KING'S HILL AV","TRAPPED ANIMAL","UNKNOWN","AC06",,,,,,,,,,,,,,,,,,,,,,,,
"2022107004","2022-08-31T00:00:00.000","10:57","14:33","UNKNOWN","UNKNOWN","0","D","14:33","15:02","OLD SCENIC HW","DELIVERED TAGS","UNKNOWN","AC15",,,,,,,,,,,,,,,,,,,,,,,,
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124884","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","XPIT BULL","M","SMALL","WHT/BLK",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022106978","2022-08-31T00:00:00.000","08:16","08:36","UNKNOWN","UNKNOWN","0","D","08:36","08:57","IBERIA ST","STRAY ANIMAL","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022106975","2022-08-31T00:00:00.000","08:10","08:28","UNKNOWN","UNKNOWN","0","D","08:29","09:00","NOAH ST","TRAPPED ANIMAL","FRANK S","AC04",,"125321","2022-08-31T00:00:00.000","08:40","4068 NOAH","BATON ROUGE","70805","TRAPPED ANIMAL","CAT","DSH","U","SMALL","BLK/WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"FRANK S"
"2022106998","2022-08-31T00:00:00.000","10:02","00:00","UNKNOWN","UNKNOWN","0","D","00:00","10:03",,"UNKNOWN","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124888","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","XPIT BULL","M","SMALL","BLK/WHT",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022106981","2022-08-31T00:00:00.000","08:23","10:26","UNKNOWN","UNKNOWN","0","D","10:26","10:49","GOVERNOR DR","FOWL","UNKNOWN","AC08",,,,,,,,,,,,,,,,,,,,,,,,
"2022107020","2022-08-31T00:00:00.000","15:57","15:59","UNKNOWN","UNKNOWN","0","D","15:59","16:20","HECK YOUNG RD","STRAY ANIMAL","JW","AC15",,"124891","2022-08-31T00:00:00.000","16:18","2465 HECK YOUNG","PARISH","70714","STRAY","DOG","XLABRADOR","M","LARGE","WHT",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124887","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","XPIT BULL","M","SMALL","BLK/WHT",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022106976","2022-08-31T00:00:00.000","08:11","09:00","UNKNOWN","UNKNOWN","0","D","09:01","09:29","LOURAY DR","TRAPPED ANIMAL","FRANK S","AC04",,"125322","2022-08-31T00:00:00.000","09:10","1324 LOURAY","BATON ROUGE","70816","TRAPPED ANIMAL","WILDLIFE","POSSUM","U","MEDIUM","BLK",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"FRANK S"
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124886","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","XPIT BULL","F","SMALL","BRWN/WHT",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022106973","2022-08-31T00:00:00.000","08:04","08:25","UNKNOWN","UNKNOWN","0","D","08:25","09:17","ELM PARK DR","STRAY ANIMAL SECURED","UNKNOWN","AC06",,"123480","2022-08-31T00:00:00.000","09:09","2340 ELM PARK","BATON ROUGE","70807","STRAY AN SECURED","DOG","XPIT BULL","F","SMALL","BRWN/WHT",,"GOOD","NORMAL","NYLON","UNKNOWN",,,,"TRANS CAA",,"LW"
"2022107014","2022-08-31T00:00:00.000","12:25","13:36","UNKNOWN","UNKNOWN","0","D","13:36","14:09","ACACIA ST","LOOSE ANIMAL","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022106988","2022-08-31T00:00:00.000","08:45","09:49","UNKNOWN","UNKNOWN","0","D","09:49","10:13","WINDWOOD DR","TRAPPED ANIMAL","JW","AC15",,"124883","2022-08-31T00:00:00.000","10:12","6547 WINDWOOD","ZACHARY","70791","TRAPPED ANIMAL","WILDLIFE","POSSUM","U","SMALL","GRY",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"JW"
"2022107007","2022-08-31T00:00:00.000","11:03","11:31","UNKNOWN","UNKNOWN","0","D","11:31","11:47","NETTERVILLE ST","SNAKE","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022107023","2022-08-31T00:00:00.000","17:30","17:42","UNKNOWN","UNKNOWN","0","D","17:42","17:42","ELTON E HARRISON DR","UNKNOWN","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022106994","2022-08-31T00:00:00.000","09:29","09:58","UNKNOWN","UNKNOWN","0","D","09:58","10:26","ESSEN LN","PATROL AREA","UNKNOWN","AC08",,,,,,,,,,,,,,,,,,,,,,,,
"2022106982","2022-08-31T00:00:00.000","08:23","00:00","UNKNOWN","UNKNOWN","0","D","00:00","08:58","73RD AV","STRAY ANIMAL","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,
"2022107005","2022-08-31T00:00:00.000","11:00","11:11","UNKNOWN","UNKNOWN","0","D","11:11","11:43","FLANNERY RD","ABANDONED ANIMAL","UNKNOWN","AC09",,,,,,,,,,,,,,,,,,,,,,,,
"2022106977","2022-08-31T00:00:00.000","08:15","09:10","UNKNOWN","UNKNOWN","0","D","09:10","09:48","MILLDALE RD","PATROL AREA","UNKNOWN","AC15",,,,,,,,,,,,,,,,,,,,,,,,
"2022106972","2022-08-31T00:00:00.000","07:53","08:58","UNKNOWN","UNKNOWN","0","D","08:58","09:18","73RD AV","LOOSE ANIMAL","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022106991","2022-08-31T00:00:00.000","09:02","09:45","UNKNOWN","UNKNOWN","0","D","09:45","10:11","DR / E BOYD DR","STRAY ANIMAL","UNKNOWN","AC04",,,,,,,,,,,,,,,,,,,,,,,,
"2022106996","2022-08-31T00:00:00.000","09:46","10:12","UNKNOWN","UNKNOWN","0","D","10:12","15:52","ALVIN DARK AV","UNKNOWN","UNKNOWN","AC04",,,,,,,,,,,,,,,,,,,,,,,,
"2022106992","2022-08-31T00:00:00.000","09:05","10:07","UNKNOWN","UNKNOWN","0","D","10:08","10:16","ACACIA ST","LOOSE ANIMAL","UNKNOWN","AC09",,,,,,,,,,,,,,,,,,,,,,,,
"2022106984","2022-08-31T00:00:00.000","08:27","09:39","UNKNOWN","UNKNOWN","0","D","09:39","10:10","SOUTHPARK DR","BARKING DOG 1ST","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022106986","2022-08-31T00:00:00.000","08:37","08:47","UNKNOWN","UNKNOWN","0","D","08:47","09:29","VENETIAN AV","WILD LIFE","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022106989","2022-08-31T00:00:00.000","08:50","09:36","UNKNOWN","UNKNOWN","0","D","09:36","09:58","WARFIELD AV","STRAY ANIMAL","WM","AC09",,"124777","2022-08-31T00:00:00.000","09:59","12494 WARFIELD","BATON ROUGE","70815","STRAY","DOG","PIT","M","LARGE","WHT/BLK",,"FAIR","NERVOUS","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"WM"
"2022107010","2022-08-31T00:00:00.000","11:37","11:43","UNKNOWN","UNKNOWN","0","D","11:43","12:04","RIDGE BLVD / S HARRELL'S FERRY RD","UNKNOWN","UNKNOWN","AC09",,,,,,,,,,,,,,,,,,,,,,,,
"2022107009","2022-08-31T00:00:00.000","11:11","12:29","UNKNOWN","UNKNOWN","0","D","12:29","13:09","35TH ST","LOOSE ANIMAL","UNKNOWN","AC04",,,,,,,,,,,,,,,,,,,,,,,,
"2022106993","2022-08-31T00:00:00.000","09:22","09:29","UNKNOWN","UNKNOWN","0","D","09:29","09:45","FIELDGATE CT","TRAPPED ANIMAL","FRANK S","AC04",,"125323","2022-08-31T00:00:00.000","09:45","6894 FIELDGATE","BATON ROUGE","70817","TRAPPED ANIMAL","WILDLIFE","POSSUM","U","MEDIUM","GRY",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"FRANK S"
"2022107003","2022-08-31T00:00:00.000","10:56","10:57","UNKNOWN","UNKNOWN","0","D","10:57","11:31","SATINWOOD DR","LOOSE ANIMAL","UNKNOWN","AC19",,"124929","2022-08-31T00:00:00.000","11:18","5221 SATINWOOD","BATON ROUGE","70812","LOOSE","DOG","ROTTWEILLER","F","LARGE","BLK",,"FAIR","NERVOUS","NYLON","BLACK",,,,"TRANS CAA",,"WJ"
"2022106997","2022-08-31T00:00:00.000","09:50","10:10","UNKNOWN","UNKNOWN","0","D","10:10","10:35","TOULON DR","STRAY ANIMAL","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022107017","2022-08-31T00:00:00.000","14:08","14:16","UNKNOWN","UNKNOWN","0","D","14:17","14:40","FOSTER DR","OTHER","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022107019","2022-08-31T00:00:00.000","14:13","14:19","UNKNOWN","UNKNOWN","0","D","14:19","15:00","POYDRAS AV","LOOSE ANIMAL","UNKNOWN","AC04",,,,,,,,,,,,,,,,,,,,,,,,
"2022107016","2022-08-31T00:00:00.000","13:01","13:12","UNKNOWN","UNKNOWN","0","D","13:12","13:36","HEATHER DR","SPECIAL CASE","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022106985","2022-08-31T00:00:00.000","08:28","08:33","UNKNOWN","UNKNOWN","0","D","08:33","08:58","SCOTLAND-ZACHARY HW","SICK ANIMAL","UNKNOWN","AC06",,"123479","2022-08-31T00:00:00.000","08:46","13350 SCOTLAND ZACHARY","BAKER","70714","SICK ANIMAL","DOG","XTERRIER","M","MEDIUM","BLK",,"EMACIATED","NORMAL","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"LW"
"2022106979","2022-08-31T00:00:00.000","08:20","08:22","UNKNOWN","UNKNOWN","0","D","08:22","08:35","ST / N 31ST ST","DANGEROUS ANIMAL SITUATION","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022106983","2022-08-31T00:00:00.000","08:26","09:18","UNKNOWN","UNKNOWN","0","D","09:19","09:42","SAN JUAN DR","STRAY ANIMAL","UNKNOWN","AC19",,"124928","2022-08-31T00:00:00.000","09:37","6026 SAN JUAN","BATON ROUGE","70811","STRAY","DOG","MIXED","M","MEDIUM","WHT/BRWN",,"FAIR","NORMAL","NYLON","BLACK",,,,"TRANS CAA",,"WJ"
"2022107013","2022-08-31T00:00:00.000","12:19","13:10","UNKNOWN","UNKNOWN","0","D","13:10","13:37","WABASH AV","LOOSE ANIMAL","UNKNOWN","AC04",,,,,,,,,,,,,,,,,,,,,,,,
"2022106971","2022-08-31T00:00:00.000","09:29","08:25","UNKNOWN","UNKNOWN","0","D","08:25","09:39","COUNTRY RIDGE AV","PICK UP / DELIVER PACKAGE","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022106974","2022-08-31T00:00:00.000","08:07","09:09","UNKNOWN","UNKNOWN","0","D","09:09","09:36","STEPHANIE AV","FOWL","UNKNOWN","AC09",,,,,,,,,,,,,,,,,,,,,,,,
"2022107018","2022-08-31T00:00:00.000","14:12","14:14","UNKNOWN","UNKNOWN","0","D","14:14","14:43","SKIP BERTMAN DR","VET PICKUP","WM","AC08",,"124778","2022-08-31T00:00:00.000","14:25","446 SKIP BERTMAN","BATON ROUGE","70820","VET PICKUP","CAT","DSH","F","SMALL","BLK/GRY",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"WM"
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124889","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","PITBULL","M","SMALL","WHT/BLK",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022107001","2022-08-31T00:00:00.000","10:33","10:39","UNKNOWN","UNKNOWN","0","D","10:39","11:48","BEAVER DR","OWNER SIGNED RELEASE","JW","AC15","OSR/ CRUELTY","124890","2022-08-31T00:00:00.000","11:19","15128 BEAVER","CENTRAL","70770","OWNER SIGNED RELEASE","DOG","PIT","F","SMALL","WHT/BRWN",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022106987","2022-08-31T00:00:00.000","08:44","09:17","UNKNOWN","UNKNOWN","0","D","09:17","09:39","CADILLAC ST","TRAPPED ANIMAL","UNKNOWN","AC06",,,,,,,,,,,,,,,,,,,,,,,,
"2022107024","2022-08-31T00:00:00.000","19:35","19:43","UNKNOWN","UNKNOWN","0","D","19:43","20:18","GARDERE LN","DANGEROUS ANIMAL SITUATION","UNKNOWN","AC16",,,,,,,,,,,,,,,,,,,,,,,,
"2022107022","2022-08-31T00:00:00.000","16:37","16:38","UNKNOWN","UNKNOWN","0","D","16:38","17:30","EMMETT BOURGEOIS LN","TRAPPED ANIMAL","UNKNOWN","AC16",,"125411","2022-08-31T00:00:00.000",,"2333 EMMETT BOURGEOIS","BATON ROUGE","70816","TRAPPED ANIMAL","WILDLIFE","RACCOON","U","MEDIUM","GRY/WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"CM"
"2022106995","2022-08-31T00:00:00.000","09:45","10:16","UNKNOWN","UNKNOWN","0","D","10:16","10:40","O'NEAL LN","TRAPPED ANIMAL","ANNA C","AC09",,"125061","2022-08-31T00:00:00.000","10:30","871 O'NEAL","BATON ROUGE","70816","TRAPPED ANIMAL","CAT","DSH","U","SMALL","GRY",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"ANNA C"
"2022106980","2022-08-31T00:00:00.000","08:21","08:29","UNKNOWN","UNKNOWN","0","D","08:30","09:10","CHANOVE AV","ANIMAL RESCUE","UNKNOWN","AC09",,,,,,,,,,,,,,,,,,,,,,,,
"2022106999","2022-08-31T00:00:00.000","10:14","10:18","UNKNOWN","UNKNOWN","0","D","10:18","10:29","C HARRISON DR","STRAY ANIMAL SECURED","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022107021","2022-08-31T00:00:00.000","15:59","16:01","UNKNOWN","UNKNOWN","0","D","16:02","16:27","BALBOA DR","STRAY ANIMAL","UNKNOWN","AC04",,,,,,,,,,,,,,,,,,,,,,,,
"2022107012","2022-08-31T00:00:00.000","12:10","12:13","UNKNOWN","UNKNOWN","0","D","12:13","12:48","COUNTRY CLUB PL","TRAPPED ANIMAL","UNKNOWN","AC16",,"125409","2022-08-31T00:00:00.000","12:46","11 COUNTRY CLUB","BATON ROUGE","70809","TRAPPED ANIMAL","WILDLIFE","SPRINGER SPANIEL","U","MEDIUM","BRWN",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"CM"
"2022107015","2022-08-31T00:00:00.000","12:48","12:49","UNKNOWN","UNKNOWN","0","D","12:49","13:12","SHERWOOD FOREST DR","WILD LIFE","UNKNOWN","AC16",,"125410","2022-08-31T00:00:00.000","13:10","2451 SHERWOOD FOREST","BATON ROUGE","70815","TRAPPED ANIMAL","WILDLIFE","POSSUM","U","SMALL","GRY/WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"CM"
"2022107011","2022-08-31T00:00:00.000","11:48","13:19","UNKNOWN","UNKNOWN","0","D","13:25","13:40","O'NEAL LN","PICK UP / DELIVER PACKAGE","UNKNOWN","AC06",,,,,,,,,,,,,,,,,,,,,,,,
"2022106970","2022-08-30T00:00:00.000","15:21","15:25","UNKNOWN","UNKNOWN","0","D","15:25","15:43","HALLMARK DR","PATROL AREA","UNKNOWN","AC15",,,,,,,,,,,,,,,,,,,,,,,,
"2022106956","2022-08-30T00:00:00.000","13:02","13:12","UNKNOWN","UNKNOWN","0","D","13:12","13:31","CHESTER DR","SNAKE","WM","AC08",,"124774","2022-08-29T00:00:00.000","13:30","12030 CHESTER","BATON ROUGE","70810","SNAKE","REPTILE","SNAKE DOMESTIC NON POISONOUS","U","SMALL","BLK/WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"RETURN TO WILD",,"WM"
"2022106936","2022-08-30T00:00:00.000","09:10","09:23","UNKNOWN","UNKNOWN","0","D","09:23","09:49","MORVANT RD","OWNER SIGNED RELEASE","JW","AC15",,"124878","2022-08-30T00:00:00.000","09:36","13302 MORVANT","BAKER","70714","OWNER SIGNED RELEASE","DOG","LABRADOR RETRIEVER","F","MEDIUM","BLK/WHT",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"JW"
"2022106959","2022-08-30T00:00:00.000","13:17","13:39","UNKNOWN","UNKNOWN","0","D","13:39","14:11","OLD HAMMOND HW","STRAY ANIMAL SECURED","UNKNOWN","AC16",,"125405","2022-08-30T00:00:00.000","14:06","11888 OLD HAMMOND","BATON ROUGE","70816","STRAY AN SECURED","DOG","XPIT BULL","M","MEDIUM","BRINDLE",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"CM"
"2022106932","2022-08-30T00:00:00.000","08:40","00:00","UNKNOWN","UNKNOWN","0","D","00:00","08:41","MOREL AV","UNKNOWN","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,
"2022106950","2022-08-30T00:00:00.000","11:59","12:46","UNKNOWN","UNKNOWN","0","D","12:46","13:06","MOHICAN ST","TRAPPED ANIMAL","FRANK S","AC04",,"125320","2022-08-30T00:00:00.000","13:00","4635 MOHICAN","BATON ROUGE","70805","TRAPPED ANIMAL","CAT","DSH","U","MEDIUM","BLK/GRY",,"FAIR","NERVOUS","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"FRANK S"
"2022106968","2022-08-30T00:00:00.000","14:59","15:01","UNKNOWN","UNKNOWN","0","D","15:01","15:34","STERN AV","CRUELTY CASE","WM","AC08",,"124776","2022-08-29T00:00:00.000","15:17","8292 STERN","BATON ROUGE","70820","OWNER SIGNED RELEASE","DOG","PIT","F","MEDIUM","WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,"HENNESSEY","TRANS CAA",,"WM"
"2022106967","2022-08-30T00:00:00.000","14:56","15:30","UNKNOWN","UNKNOWN","0","D","15:30","15:46","72ND AV","STRAY ANIMAL","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022106927","2022-08-30T00:00:00.000","08:10","00:00","UNKNOWN","UNKNOWN","0","D","00:00","08:30","MOBILE DR","STRAY ANIMAL","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,
"2022106944","2022-08-30T00:00:00.000","09:56","10:21","UNKNOWN","UNKNOWN","0","D","10:21","10:47","LARCHWOOD DR","TRAPPED ANIMAL","UNKNOWN","AC19",,"124926","2022-08-30T00:00:00.000","10:36","5762 LARCHWOOD","BATON ROUGE","70812","TRAPPED ANIMAL","CAT","DSH","U","LARGE","BLK/WHT",,"FAIR","NORMAL","UNKNOWN","UNKNOWN",,,,"TRANS CAA",,"WJ"
"2022106948","2022-08-30T00:00:00.000","11:01","11:03","UNKNOWN","UNKNOWN","0","D","11:03","11:42","CATALPA DR","STRAY ANIMAL","UNKNOWN","AC09",,,,,,,,,,,,,,,,,,,,,,,,
"2022106966","2022-08-30T00:00:00.000","14:56","15:01","UNKNOWN","UNKNOWN","0","D","15:01","15:30","SHERWOOD ST","SPECIAL CASE","UNKNOWN","AC19",,,,,,,,,,,,,,,,,,,,,,,,
"2022106936","2022-08-30T00:00:00.000","09:10","09:23","UNKNOWN","UNKNOWN","0","D","09:23","09:49","MORVANT RD","OWNER SIGNED RELEASE","JW","AC15",,"124880","2022-08-30T00:00:00.000","09:36","13302 MORVANT","BAKER","70714","OWNER SIGNED RELEASE","DOG","XLABRADOR","M","MEDIUM","WHT/BRWN",,"FAIR","FRIENDLY","UNKNOWN","UNKNOWN",,,"BENNY","TRANS CAA",,"JW"
"2022106969","2022-08-30T00:00:00.000","15:15","15:30","UNKNOWN","UNKNOWN","0","D","15:31","16:04","ARBOR VITAE DR","PATROL AREA","UNKNOWN","AC06",,,,,,,,,,,,,,,,,,,,,,,,
"2022106938","2022-08-30T00:00:00.000","09:27","10:15","UNKNOWN","UNKNOWN","0","D","10:15","10:42","MC HUGH RD","SPECIAL CASE","JW","AC15",,"124881","2022-08-30T00:00:00.000","10:34","3041 MC HUGH","BAKER","70714","OWNER SIGNED RELEASE","DOG","XLABRADOR","F","MEDIUM","BRWN",,"FAIR","NORMAL","NYLON","RED",,,"COLO","TRANS CAA",,"JW"
