"the_geom","id","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.154011449723 30.444741692988)","57","SNAP FITNESS","3455 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.095549673731 30.386356798984)","1","KETCHAM FITNESS CENTER","7222 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.052945508999 30.385639940672)","63","DAKMAK PERFORMANCE FITNESS","11616 INDUSTRIPLEX BLVD, STE 1","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.18828459467 30.443011074998)","68","ANYTIME FITNESS","200 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802",,
"POINT (-91.176792933794 30.432019301326)","56","BARANCO-CLARK YMCA","1735 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802","225-344-6775","http://ymcabr.org/"
"POINT (-91.067583322425 30.453583224712)","2","AQUATIC CLUB OF BATON ROUGE","10555 MOLLYLEA DR","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.100656498547 30.398878929357)","65","NICK ORTEGO FITNESS, LLC","8224 SUMMA AVE","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.176792933794 30.432019301326)","55","BARANCO-CLARK YMCA","1735 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802","225-344-6775","http://ymcabr.org/"
"POINT (-91.076141869753 30.375108102401)","25","PAULA G. MANSHIP YMCA & LAMAR TENNIS CENTER","8100 YMCA PLAZA DR","BATON ROUGE","LOUISIANA","70810","225-767-9622","http://ymcabr.org/"
"POINT (-91.04286647083 30.346265122235)","37","DEFINITIONS PERSONAL TRAINERS-FITNESS","16645 HIGHLAND RD, STE G2","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.155546613189 30.515508423246)","61","EXXONMOBIL YMCA","7717 HOWELL BLVD","BATON ROUGE","LOUISIANA","70807","225-906-5424","http://ymcabr.org/"
"POINT (-91.015180089969 30.404523307259)","36","CHAMPIONS FITNESS LLC","5441 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.058558414648 30.434499345809)","66","POWER GYM OF BATON ROUGE","2084 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.079684644277 30.453810764295)","67","PLANET FITNESS","9620 FLORIDA BLVD, STE 700","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.071356341925 30.399829007514)","70","JEFFERSON TERRACE AQUATIC CLUB","10183 E INNISWOLD RD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.093680999744 30.416217963936)","60","THERAPUTIC BY DESIGN FITNESS AND WELLNESS","8752 QUARTERS LAKE RD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.064743370713 30.44078346618)","71","SHERWOOD FOREST JAZZERCISE","1357 SHARP RD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.003353396465 30.361815707194)","58","SNAP FITNESS","17002 JEFFERSON HWY, STE A","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.138267242763 30.37944530411)","32","MAX FITNESS","7353 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.015893773668 30.41192815033)","34","JAZZERCISE","4606 JONES CREEK RD, STE 160","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.061076499113 30.411087940445)","3","FOXY'S HEALTH & RACQUET CLUB","4343 RHODA DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.017447438804 30.402298858226)","72","CHAMPIONS FITNESS LLC","5664 JONES CREEK RD, STE C-D","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.123279002162 30.369959257403)","35","ANYTIME FITNESS","8827 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.025374558451 30.409128736356)","59","ANYTIME FITNESS","13711 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.188507394347 30.452367300895)","53","CHARLES W. LAMAR, JR. YMCA","521 3RD ST","BATON ROUGE","LOUISIANA","70802","225-612-9622","http://ymcabr.org/"
"POINT (-91.115643268655 30.399769978827)","64","SPECTRUM PERKINS","7069 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.188507394347 30.452367300895)","54","CHARLES W. LAMAR, JR. YMCA","521 3RD ST","BATON ROUGE","LOUISIANA","70802","225-612-9622","http://ymcabr.org/"
"POINT (-91.093358898032 30.479588170938)","69","QUALITY FITNESS PERFECTED - QFP","8882 SYBLE DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.07987251495 30.453813729653)","73","PLANET FITNESS","9620 FLORIDA BLVD, STE 800","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.12270061544 30.369991350003)","31","GO VAPOR","8841 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.138653605256 30.379618761537)","33","MAX FITNESS","7347 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.178948722652 30.400327439992)","39","DEFINITIONS PERSONAL TRAINERS-FITNESS","4005 NICHOLSON DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.022806967463 30.365767462389)","12","CENTURION FITNESS","14241 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.095815364931 30.378524870459)","23","LA FITNESS AND PRO RESULTS","10000 PERKINS ROWE, STE 100","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.208905784846 30.646881401627)","74","AMERICANA YMCA","4200 LIBERTY WAY","ZACHARY","LOUISIANA","70791","225-654-9622","http://ymcabr.org/"
"POINT (-91.208905784846 30.646881401627)","22","AMERICANA YMCA","4200 LIBERTY WAY","ZACHARY","LOUISIANA","70791","225-654-9622","http://ymcabr.org/"
"POINT (-91.144970191882 30.418107005005)","51","SPECTRUM FITNESS & LADY SPECTRUM","4355 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.059517926086 30.434909584215)","21","FITNESS CONCEPTS OF BATON ROUGE LLC","11143 MURIEL AVE","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.123123008951 30.370132997231)","30","JAZZERCISE","8821 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.072239581327 30.478957674742)","28","PARK FOREST SWIM CLUB","10085 GREAT SMOKY AVE","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.106857637484 30.393738191034)","13","SNAP FITNESS","7731 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.084297830779 30.476970784885)","18","SPECTRUM FITNESS CLUB","3103 MONTERREY DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.11090948979 30.395455855328)","29","RESULTS PERSONAL FITNESS","7520 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.013513103938 30.406947241539)","40","YOUR TIME FITNESS","15450 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.062937195224 30.391777755646)","19","LA FITNESS AND PRO RESULTS","6474 SIEGEN LN","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.156962145149 30.444476126632)","14","RED STICK CROSSFIT","3057 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.014945449463 30.456358344535)","43","CITY FITNESS CLUB","15356 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
