"website","year","pagepath","pageurl","pageviews","uniqueviews","avgtimeonpage","entrances","bouncerate","exitrate"
"311.brla.gov","2022","/","http://311.brla.gov/","31326","26068","31.5751","56775.45404988218129","25.8489","33.9299"
"311.brla.gov","2022","/request-for-service/","http://311.brla.gov/request-for-service/","23386","18304","163.2469","13025.0994892378977036","82.4296","69.3679"
"311.brla.gov","2022","/contact/","http://311.brla.gov/contact/","6208","5500","161.13","8210.3949463208761696","70.4619","72.1254"
"311.brla.gov","2022","/knowledge-base/","http://311.brla.gov/knowledge-base/","4300","3772","93.0029","5639.0122093947153006","63.0186","57.5175"
"311.brla.gov","2021","/","http://311.brla.gov/","56486","46082","25.9433","94778.6946640684096","24.9859","32.2843"
"311.brla.gov","2021","/request-for-service/","http://311.brla.gov/request-for-service/","39938","31530","167.4886","15061.5188066764704044","81.0779","67.9902"
"311.brla.gov","2021","/contact/","http://311.brla.gov/contact/","11404","10096","151.5228","11011.2933211951215438","73.1772","69.2844"
"311.brla.gov","2021","/knowledge-base/","http://311.brla.gov/knowledge-base/","7162","6086","95.8203","7976.0926822737292326","52.2656","54.244"
"311.brla.gov","2020","/","http://311.brla.gov/","49418","39536","25.1846","76477.742079280091608","23.5745","31.0501"
"311.brla.gov","2020","/request-for-service/","http://311.brla.gov/request-for-service/","32902","25970","180.2851","12376.398531996812771","79.6276","66.1166"
"311.brla.gov","2020","/contact/","http://311.brla.gov/contact/","10924","9602","128.1055","11703.463282290186146","73.53","69.7614"
"311.brla.gov","2020","/knowledge-base/","http://311.brla.gov/knowledge-base/","6586","5638","92.9761","5459.977587198949269","36.2155","52.0117"
"311.brla.gov","2020","/request-for-service//","http://311.brla.gov/request-for-service//","6","4","130.5","0.00000000000000000000","0","0"
"311.brla.gov","2019","/","http://311.brla.gov/","50502","40808","30.4648","74529.81123430786743","24.4247","31.5843"
"311.brla.gov","2019","/request-for-service/","http://311.brla.gov/request-for-service/","30952","25726","150.0421","15529.4155227575574488","82.893","70.7556"
"311.brla.gov","2019","/contact/","http://311.brla.gov/contact/","12142","10860","141.1784","11329.3741437246847448","79.787","71.0224"
"311.brla.gov","2019","/knowledge-base/","http://311.brla.gov/knowledge-base/","6856","5874","86.5308","6989.465332613123374","47.4405","54.1054"
"311.brla.gov","2019","/request-for-service//","http://311.brla.gov/request-for-service//","2","2","0","200","100","100"
"311.brla.gov","2018","/","http://311.brla.gov/","43356","34906","27.9552","72950.553850460931242","20.8712","28.6037"
"311.brla.gov","2018","/request-for-service/","http://311.brla.gov/request-for-service/","25098","21028","148.2816","12192.9071980374840248","82.8729","68.6905"
"311.brla.gov","2018","/contact/","http://311.brla.gov/contact/","11748","10338","139.1336","11236.767884570661726","75.6335","70.2131"
"311.brla.gov","2018","/knowledge-base/","http://311.brla.gov/knowledge-base/","6100","5142","86.5999","5699.9109358300408546","37.0433","50.6174"
"311.brla.gov","2017","/","http://311.brla.gov/","36856","29302","25.1974","37636.54169682654731","22.8193","33.1029"
"311.brla.gov","2017","/request-for-service/","http://311.brla.gov/request-for-service/","19702","16388","127.7429","3783.5175818525892752","65.3729","63.2039"
"311.brla.gov","2017","/contact/","http://311.brla.gov/contact/","7408","6498","99.3172","4915.949308312258009","56.2386","64.3908"
"311.brla.gov","2017","/knowledge-base/","http://311.brla.gov/knowledge-base/","5976","4660","90.1024","3295.980676673566976","26.7622","47.7129"
"311.brla.gov","2016","/","http://311.brla.gov/","41814","32926","33.6926","2085.35206953581174","42.4325","33.5773"
"311.brla.gov","2016","/request-for-service/","http://311.brla.gov/request-for-service/","19964","16392","103.7843","476.349308570693515","71.2304","59.8356"
"311.brla.gov","2016","/contact/","http://311.brla.gov/contact/","8816","7848","123.0767","231.0006984313987722","87.9032","64.152"
"311.brla.gov","2016","/knowledge-base/","http://311.brla.gov/knowledge-base/","5904","4698","103.03","308.7778685994588644","70.9826","39.5929"
"brgov.com","2022","/dept/finance/","http://brgov.com/dept/finance/","1","1","0","100","100","100"
"brgov.com","2021","/adjudicated/steps.htm","http://brgov.com/adjudicated/steps.htm","2","2","0","200","100","100"
"brgov.com","2021","/redlight/","http://brgov.com/redlight/","1","1","213","0.00000000000000000000","0","0"
"brgov.com","2021","/dept/brpd/csr/","http://brgov.com/dept/brpd/csr/","1","1","0","100","100","100"
"brgov.com","2021","/redlight/airline.htm","http://brgov.com/redlight/airline.htm","1","1","0","0.00000000000000000000","0","100"
"brgov.com","2021","/brlinks.htm","http://brgov.com/brlinks.htm","1","1","94","100","0","0"
"brgov.com","2020","/dept/hr/catdetails.asp","http://brgov.com/dept/hr/catdetails.asp","1","1","0","100","100","100"
"brgov.com","2019","/dept/hr/curlist.asp","http://brgov.com/dept/hr/curlist.asp","388","25","0.6954","0.00000000000000000000","0","11.9586"
"brgov.com","2019","/dept/hr/jobann.asp","http://brgov.com/dept/hr/jobann.asp","96","79","0.8068","0.00000000000000000000","0","9.7826"
"brgov.com","2019","/dept/hr/occdesc.asp","http://brgov.com/dept/hr/occdesc.asp","92","64","0.9589","0.00000000000000000000","0","0"
"brgov.com","2019","/dept/hr/phone.htm","http://brgov.com/dept/hr/phone.htm","92","25","0.4583","912.051282051282049","0","1.2587"
"brgov.com","2019","/","http://brgov.com/","38","21","425.6282","286.38888888888889","61.875","71.5972"
"brgov.com","2019","/dept/hr/map.htm","http://brgov.com/dept/hr/map.htm","21","19","0.8529","0.00000000000000000000","0","0"
"brgov.com","2019","/dept/finance/no_solicitation_subdivisions.htm","http://brgov.com/dept/finance/no_solicitation_subdivisions.htm","3","3","0","300","100","100"
"brgov.com","2019","/dept/dpw/inspections/","http://brgov.com/dept/dpw/inspections/","1","1","0","100","100","100"
"brgov.com","2019","/dept/citycourt/warrants/","http://brgov.com/dept/citycourt/warrants/","1","1","0","100","100","100"
"brgov.com","2019","/dept/hr/catdetails.asp","http://brgov.com/dept/hr/catdetails.asp","1","1","0","100","100","100"
"brgov.com","2019","/dept/brpd/recruit.htm","http://brgov.com/dept/brpd/recruit.htm","1","1","0","100","100","100"
"brgov.com","2019","/recycle/householdhazardous.htm","http://brgov.com/recycle/householdhazardous.htm","1","1","0","100","100","100"
