"year","approving_state_agency","training_agency_site_name","operational_status","certificate_type","methodology","language","number_of_classes","enrolled_student_count","approved_student_count","certified_student_count","withdrawn_student_count","street_address","city","state","zip_code","county_name","county_code","region"
"2019","Department of Health","PERSONAL TOUCH HOME CARE INC JAMAICA","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","0","0","0","17","0","186-18 HILLSIDE AVENUE","JAMAICA","NY","11432","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                             "
"2019","Department of Health","ABLE HEALTH CARE SERVICES INC ISLANDIA","OPEN","Home Health Aide","Core Training","English","5","38","35","35","3","1747-16 VETERANS MEMORIAL HIGHWAY","ISLANDIA","NY","11749","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                          "
"2019","Department of Health","Classen Home Health Associattes, Inc.","OPEN","Home Health Aide","Nurse Aide Transition","English","5","5","4","4","1","222 Elmira Road,Suite 3","Ithaca","NY","14850","Tompkins","109","Central New York                                                                                                                                                                                                                                                                                                             "
"2019","Department of Health","All Metro Health Care - Schenectady","OPEN","Personal Care Aide","Basic Training","English","13","97","76","72","21","650 Franklin Street,Suite 102","Schenectady","NY","12305","Schenectady","93","Capital District                                                                                                                                                                                                                                                                                                    "
"2019","Department of Health","Companion Care of Rochester, Inc.","OPEN","Personal Care Aide","Basic Training","English","4","52","53","52","0","556 South Clinton Ave.","Rochester","NY","14620","Monroe","55","Western  - Rochester                                                                                                                                                                                                                                                                                                                  "
"2019","Department of Health","Caregivers","OPEN","Home Health Aide","Nurse Aide Transition","English","1","1","1","1","0","560 West Third Street Suite 6","Jamestown","NY","14701","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                                                "
"2019","Department of Health","New Beginnings Home Care, Inc.","OPEN","Personal Care Aide","Basic Training","English","2","7","7","7","0","100 New Street","Syracuse","NY","13202","Onondaga","67","Central New York                                                                                                                                                                                                                                                                                                                                   "
"2019","Department of Health","MID-HUDSON MANAGED HOME CARE INC","OPEN","Home Health Aide","Competency Evaluation","English","7","8","7","7","1","243 ROUTE 17K","NEWBURGH","NY","12550","Orange","71","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                                "
"2019","Department of Health","Attentive Care Inc","OPEN","Home Health Aide","Competency Evaluation","English","1","1","1","1","0","192 Deer Park Ave","Babylon","NY","11702","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                                          "
"2019","Department of Health","Preferred Home Care of New York","OPEN","Personal Care Aide","Basic Training","English","7","27","16","16","6","147 West Cherry Street","Hicksville","NY","11801","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                         "
