"month_ending","total","age_under_22","age_22_24","age_25_34","age_35_44","age_45_54","age_55_59","age_60_64","age_65_and_over","age_ina"
"2022-07-31T00:00:00.000","7431","134","254","1384","1725","1627","801","788","718","0"
"2022-06-30T00:00:00.000","6843","110","201","1254","1634","1426","768","732","718","0"
"2022-05-31T00:00:00.000","6231","92","212","1245","1472","1375","680","626","529","0"
"2022-04-30T00:00:00.000","10162","177","400","1996","2328","2150","1102","1103","906","0"
"2022-03-31T00:00:00.000","19168","490","1028","4227","4149","3824","1891","1877","1682","0"
"2022-02-28T00:00:00.000","22136","656","1327","5077","4807","4270","2118","2053","1828","0"
"2022-01-31T00:00:00.000","21485","636","1261","4981","4731","4121","1999","2005","1751","0"
"2021-12-31T00:00:00.000","15826","426","867","3580","3539","3078","1552","1514","1270","0"
"2021-11-30T00:00:00.000","9366","293","406","2044","2160","1986","1004","896","577","0"
"2021-10-31T00:00:00.000","8511","197","378","1803","1992","1863","928","822","528","0"
"2021-09-30T00:00:00.000","9324","224","384","1952","2314","1888","1041","904","617","0"
"2021-08-31T00:00:00.000","13738","338","534","2734","3223","2818","1534","1392","1165","0"
"2021-07-31T00:00:00.000","16149","390","617","3264","3755","3301","1798","1642","1382","0"
"2021-06-30T00:00:00.000","20979","475","855","4230","4895","4395","2294","2071","1764","0"
"2021-05-31T00:00:00.000","23695","617","1122","5042","5498","4843","2493","2241","1839","0"
"2021-04-30T00:00:00.000","28975","712","1338","6209","6632","5826","3074","2843","2341","0"
"2021-03-31T00:00:00.000","35298","1141","1966","7890","8003","6904","3527","3349","2518","0"
"2021-02-28T00:00:00.000","42277","1528","2623","10168","9488","7909","3972","3707","2882","0"
"2021-01-31T00:00:00.000","40130","1448","2494","9588","8952","7418","3755","3601","2874","0"
"2020-12-31T00:00:00.000","33448","1129","1981","8244","7514","6183","3061","2878","2458","0"
"2020-11-30T00:00:00.000","32893","1582","2091","8239","7374","5948","3072","2605","1982","0"
"2020-10-31T00:00:00.000","35561","1586","2214","8618","7896","6540","3411","2852","2444","0"
"2020-09-30T00:00:00.000","60007","2930","4096","14726","12693","10470","5511","4737","4844","0"
"2020-08-31T00:00:00.000","78722","4577","5855","19651","16321","13118","6803","5869","6528","0"
"2020-07-31T00:00:00.000","104951","7014","8582","25983","21321","17294","8853","7701","8203","0"
"2020-06-30T00:00:00.000","143757","10043","11445","34240","29346","23996","12570","10834","11283","0"
"2020-05-31T00:00:00.000","179954","12283","14199","43027","37216","30526","15961","13830","12912","0"
"2020-04-30T00:00:00.000","174152","11229","13849","42698","36188","29374","15543","13442","11829","0"
"2020-03-31T00:00:00.000","27535","580","1335","6080","6115","5386","3118","2790","2131","0"
"2020-02-29T00:00:00.000","30291","695","1541","7026","6689","5865","3289","2873","2313","0"
"2020-01-31T00:00:00.000","29242","650","1466","6722","6556","5658","3179","2782","2229","0"
"2019-12-31T00:00:00.000","20997","448","998","4778","4826","4131","2318","1995","1503","0"
"2019-11-30T00:00:00.000","15322","361","608","3354","3638","3250","1791","1396","924","0"
"2019-10-31T00:00:00.000","12440","220","435","2512","3012","2801","1585","1148","727","0"
"2019-09-30T00:00:00.000","12080","202","405","2465","2902","2690","1557","1139","720","0"
"2019-08-31T00:00:00.000","14528","233","477","2880","3399","3123","1846","1433","1137","0"
"2019-07-31T00:00:00.000","15009","244","506","2877","3542","3209","1967","1517","1147","0"
"2019-06-30T00:00:00.000","14355","240","494","2752","3344","3052","1830","1508","1135","0"
"2019-05-31T00:00:00.000","13836","252","518","2794","3313","2973","1754","1358","874","0"
"2019-04-30T00:00:00.000","18875","354","744","3910","4364","3943","2301","1925","1334","0"
"2019-03-31T00:00:00.000","29614","623","1477","6575","6698","5871","3356","2860","2154","0"
"2019-02-28T00:00:00.000","31383","717","1656","7212","7006","6097","3511","2949","2235","0"
"2019-01-31T00:00:00.000","28070","660","1458","6372","6222","5505","3154","2644","2055","0"
"2018-12-31T00:00:00.000","19639","440","1014","4388","4429","3865","2160","1855","1427","61"
"2018-11-30T00:00:00.000","13068","317","564","2723","2924","2816","1629","1227","848","20"
"2018-10-31T00:00:00.000","11568","252","403","2456","2568","2565","1454","1151","706","13"
"2018-09-30T00:00:00.000","11599","218","371","2394","2628","2594","1497","1144","740","13"
"2018-08-31T00:00:00.000","13315","217","427","2650","2897","2969","1747","1356","1046","6"
"2018-07-31T00:00:00.000","13747","206","409","2747","3039","3050","1796","1419","1072","9"
"2018-06-30T00:00:00.000","13782","192","430","2775","3074","3047","1754","1423","1082","5"
"2018-05-31T00:00:00.000","13372","195","472","2791","3020","2991","1681","1360","857","5"
"2018-04-30T00:00:00.000","19957","340","793","4244","4412","4340","2471","1961","1392","4"
"2018-03-31T00:00:00.000","27294","542","1265","5946","5868","5741","3275","2655","1998","4"
"2018-02-28T00:00:00.000","30802","666","1558","6999","6763","6293","3511","2887","2115","10"
"2018-01-31T00:00:00.000","30013","637","1518","6926","6653","6154","3402","2708","2004","11"
"2017-12-31T00:00:00.000","21765","412","1024","4935","4737","4590","2567","1971","1521","8"
"2017-11-30T00:00:00.000","14144","368","648","3069","3090","3171","1755","1221","813","9"
"2017-10-31T00:00:00.000","12111","229","451","2576","2692","2853","1554","1102","650","4"
"2017-09-30T00:00:00.000","13363","247","524","2911","3027","3080","1666","1196","710","2"
"2017-08-31T00:00:00.000","15500","274","565","3260","3457","3501","1903","1470","1068","2"
"2017-07-31T00:00:00.000","16154","251","611","3403","3629","3626","2010","1519","1104","1"
"2017-06-30T00:00:00.000","16300","256","636","3433","3732","3611","1982","1543","1107","0"
"2017-05-31T00:00:00.000","15841","259","615","3534","3650","3594","1868","1473","848","0"
"2017-04-30T00:00:00.000","19695","333","828","4391","4477","4405","2323","1812","1126","0"
"2017-03-31T00:00:00.000","28851","529","1373","6523","6292","6223","3360","2652","1899","0"
"2017-02-28T00:00:00.000","33054","711","1732","7774","7156","6971","3695","2947","2066","2"
"2017-01-31T00:00:00.000","33284","743","1740","7853","7300","6954","3735","2899","2056","4"
"2016-12-31T00:00:00.000","25292","536","1329","6089","5500","5304","2843","2151","1538","2"
"2016-11-30T00:00:00.000","15549","349","713","3481","3447","3574","1885","1247","852","1"
"2016-10-31T00:00:00.000","14712","269","615","3273","3276","3507","1827","1223","722","0"
"2016-09-30T00:00:00.000","14674","241","608","3253","3279","3498","1776","1236","782","1"
"2016-08-31T00:00:00.000","17011","262","655","3622","3760","3938","2100","1559","1112","3"
"2016-07-31T00:00:00.000","18606","281","695","3935","4217","4316","2300","1696","1162","4"
"2016-06-30T00:00:00.000","18022","281","668","3956","4036","4131","2232","1606","1106","6"
"2016-05-31T00:00:00.000","17891","270","740","3924","4086","4126","2231","1582","927","5"
"2016-04-30T00:00:00.000","19752","301","827","4392","4340","4544","2477","1725","1140","6"
"2016-03-31T00:00:00.000","30456","569","1496","7015","6493","6705","3648","2596","1925","9"
"2016-02-29T00:00:00.000","35312","716","1827","8413","7603","7654","4068","2896","2123","12"
"2016-01-31T00:00:00.000","35168","725","1834","8477","7602","7616","4017","2778","2110","9"
"2015-12-31T00:00:00.000","24091","482","1239","5690","5249","5349","2721","1924","1428","9"
"2015-11-30T00:00:00.000","17038","393","861","3980","3744","4010","1912","1288","846","4"
"2015-10-31T00:00:00.000","16188","314","750","3661","3657","3935","1879","1252","737","3"
"2015-09-30T00:00:00.000","16767","290","680","3802","3710","4068","2035","1349","832","1"
"2015-08-31T00:00:00.000","18782","314","815","4074","4058","4489","2277","1636","1115","4"
"2015-07-31T00:00:00.000","19345","304","806","4157","4134","4608","2420","1708","1203","5"
"2015-06-30T00:00:00.000","19040","291","790","4142","4127","4522","2311","1686","1164","7"
"2015-05-31T00:00:00.000","17590","301","787","3957","3842","4173","2077","1510","939","4"
"2015-04-30T00:00:00.000","19962","309","883","4469","4280","4765","2402","1731","1119","4"
"2015-03-31T00:00:00.000","32250","641","1693","7383","6861","7236","3766","2687","1975","8"
"2015-02-28T00:00:00.000","35976","801","2015","8487","7667","7922","4057","2872","2145","10"
"2015-01-31T00:00:00.000","36905","853","2040","8780","7862","8084","4205","2899","2169","13"
"2014-12-31T00:00:00.000","27453","527","1449","6499","5786","6242","3078","2202","1663","7"
"2014-11-30T00:00:00.000","18782","505","1010","4449","3972","4444","2031","1383","983","5"
"2014-10-31T00:00:00.000","17099","386","885","3971","3784","4176","1868","1281","742","6"
"2014-09-30T00:00:00.000","16381","359","811","3726","3558","4013","1867","1254","789","4"
"2014-08-31T00:00:00.000","19476","377","915","4515","4239","4644","2230","1473","1079","4"
"2014-07-31T00:00:00.000","19631","367","894","4280","4165","4818","2335","1600","1166","6"
"2014-06-30T00:00:00.000","18427","346","840","4073","3973","4395","2180","1501","1115","4"
"2014-05-31T00:00:00.000","18259","344","834","4220","4003","4399","2096","1483","875","5"
"2014-04-30T00:00:00.000","24327","446","1080","5567","5227","5880","2869","1944","1306","8"
"2014-03-31T00:00:00.000","34537","675","1767","8131","7358","8108","3920","2668","1902","8"
"2014-02-28T00:00:00.000","37762","804","2062","9104","8086","8624","4188","2848","2037","9"
"2014-01-31T00:00:00.000","38048","818","2088","9203","8183","8584","4188","2878","2098","8"
"2013-12-31T00:00:00.000","29716","579","1578","7208","6357","6754","3257","2295","1681","7"
