"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0001-0824-006824A-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0824 - Federal Cash Management Standing","006824A","Federal Cash Management","05A - Appropriation","396208","436250","396208"
"2010-0001-0825-006825A-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0825 - Unemployment Compensation-State Standing","006825A","Unemployment Comp-State","05A - Appropriation","489301","538750","489301"
"2010-0001-0826-006826A-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0826 - Municipal Fire & Police Retirement","006826A","Municipal Fire & Police Retire","05A - Appropriation","2493758","2745784","2503510"
"2010-0001-0C85-0051000-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C85 - Administrative Services, Dept.","51000","Leadership","05A - Appropriation","290894","833495","343724"
"2010-0001-0C85-0054000-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C85 - Administrative Services, Dept.","54000","State Accounting Enterprise","05A - Appropriation","2614334","2614334","2457185"
"2010-0001-0C85-0054110-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C85 - Administrative Services, Dept.","54110","I3 Subject Matter Experts","05A - Appropriation","891518","891518","610704"
"2010-0001-0C85-0055000-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C85 - Administrative Services, Dept.","55000","General Services Enterprise","05A - Appropriation","2100341","2100341","1837959"
"2010-0001-0C85-005R672-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C85 - Administrative Services, Dept.","005R672","Retiree Health Insurance Focus","05A - Appropriation","113887","113887","99660"
"2010-0001-0C85-005RM10-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C85 - Administrative Services, Dept.","005RM10","Routine Maintenance FY2010","05A - Appropriation","-186509","0","0"
"2010-0001-0C86-005UTIL-05A","2010","Administration and Regulation","Administrative Services, Department of","0001 - General Fund","0C86 - Utilities","005UTIL","Utilities-Capitol Complex","05A - Appropriation","3753646","3704800","3517432"
"2010-0017-0C11-0050C11-05A","2010","Administration and Regulation","Administrative Services, Department of","0017 - Rebuild Iowa Infrastructure Fund","0C11 - Capitol Shuttle","0050C11","Capitol Shuttle","05A - Appropriation","0","170000","200000"
"2010-0017-0C13-005MH10-05A","2010","Administration and Regulation","Administrative Services, Department of","0017 - Rebuild Iowa Infrastructure Fund","0C13 - Mercy Capital Hospital Operations","005MH10","Mercy Capitol Operations","05A - Appropriation","0","0","500000"
"2010-0017-0C83-0050C83-05A","2010","Administration and Regulation","Administrative Services, Department of","0017 - Rebuild Iowa Infrastructure Fund","0C83 - I/3 System Distribution","0050C83","I/3 System Distribution Account","05A - Appropriation","3000000","4004200","3700000"
"2010-0017-0C97-0050C97-05A","2010","Administration and Regulation","Administrative Services, Department of","0017 - Rebuild Iowa Infrastructure Fund","0C97 - I3 HR Payroll","0050C97","I/3 HR/Payroll","05A - Appropriation","0","23194827","0"
"2010-0988-0C85-0055000-05A","2010","Administration and Regulation","Administrative Services, Department of","0988 - Federal Recovery and Reinvestment Fund","0C85 - Administrative Services, Dept.","55000","General Services Enterprise","05A - Appropriation","0","0","100000"
"2010-0001-0P42-2121001-05A","2010","Administration and Regulation","Alcoholic Beverages Division (Commerce)","0001 - General Fund","0P42 - Alcoholic Beverages Operations","2121001","Commission","05A - Appropriation","-236059","2180","2180"
"2010-0001-0P42-2121002-05A","2010","Administration and Regulation","Alcoholic Beverages Division (Commerce)","0001 - General Fund","0P42 - Alcoholic Beverages Operations","2121002","Administration","05A - Appropriation","604827","604827","495655"
"2010-0001-0P42-2121003-05A","2010","Administration and Regulation","Alcoholic Beverages Division (Commerce)","0001 - General Fund","0P42 - Alcoholic Beverages Operations","2121003","Accounting","05A - Appropriation","464544","464544","453262"
