"levyauthority","levyauthorityname","year","ur_number","project_name","project_desc","project_class","physically_complete","payments_complete","coordinates"
"42G388","ACKLEY","2012","42008","Ackley Medical Center","medical clinic assistance","Commercial - Medical","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2013","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2014","42008","Eichmeier Motor Company","tax rebate for addition to existing facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","1","0","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2015","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Eichmeier Motor Company","tax rebate for addition to existing facility","Commercial - retail","YES","YES","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","42008","Eichmeier Motor Company","tax rebate for addition to existing facility","Commercial - retail","YES","YES","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2012","42008","Eichmeier Motor Company","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2013","42008","Eichmeier Motor Company","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","YES","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2014","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2015","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2012","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","35001","LaVelle Mini Storage","Tax Rebate for property","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","42008","Street Project","GO Bond for 2 streets projects (one in the ind park), N. Franklin bridge replacement, library sidewalk replacement, pool updates, and city hall remodel & sidewalk replacement.","Roads, Bridges & Utilities","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2016","42008","Eichmeier Motor Company","tax rebate for addition to existing facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","1","0","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Industrial Park (Sewer/Water)","GO Bond for Industrial Park Utilities","Roads, Bridges & Utilities","1","0","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2015","42008","Eichmeier Motor Company","tax rebate for addition to existing facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2013","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2012","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","42008","Industrial Park (Sewer/Water)","GO Bond for Industrial Park Utilities","Roads, Bridges & Utilities","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2016","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2016","42008","Scallon Lawn Care","tax rebate for new facility","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","35001","Harms","Tax Rebate for new building","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2014","42008","Ackley Recreation Center","tax rebate for new facility","Recreational facilities (lake development, parks, ball fields, trails)","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Industrial Park (Sewer/Water)","GO Bond for Industrial Park Utilities","Roads, Bridges & Utilities","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2017","42008","Eichmeier Motor Company","tax rebate for addition to existing facility","Commercial - retail","1","1","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2014","42008","Ackley Medical Center","Construction of a new medical clinic","Commercial - Medical","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2018","35001","Flores Construction","Tax Rebate for new building","Commercial - retail","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2016","42008","Industrial Park (Sewer/Water)","GO Bond for Industrial Park Utilities","Roads, Bridges & Utilities","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2013","42008","Ackley Medical Center","medical clinic assistance","Commercial - Medical","YES","NO","POINT (-93.0532553 42.5541451)"
"42G388","ACKLEY","2015","42008","Industrial Park (Sewer/Water)","GO Bond for Industrial Park Utilities","Roads, Bridges & Utilities","YES","NO","POINT (-93.0532553 42.5541451)"
