"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0017-012A-25512A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","012A - CBC 1st Dist. Comprehensive Re-Entry Center","25512A1","CBC 1st Dist. Comprehensive Re-Entry Center","05A - Appropriation","0","2500000","0"
"2010-0017-013A-25513A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","013A - CBC 5th Dist. Comprehensive Re-Entry Center","25513A1","CBC 5th Dist. Comprehensive Re-Entry Center","05A - Appropriation","0","2500000","0"
"2010-0017-014A-25514A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","014A - CBC 2nd District - Ames Residential 40 Bed Expansion","25514A1","CBC 2nd District Residential 40 Bed Expansion","05A - Appropriation","0","7500000","0"
"2010-0017-016A-25516A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","016A - CBC 8th District - Burlington Residential 25 Bed Expansion","25516A1","CBC 8th District Residential 25 Bed Expansion","05A - Appropriation","0","6500000","0"
"2010-0017-055A-25555A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","055A - DOC-Davenport CBC Facility","25555A1","DOC-Davenport CBC Facility","05A - Appropriation","0","2100000","0"
"2010-0017-065A-25565A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","065A - DOC Major Maintenance Request","25565A1","DOC Major Maintenance","05A - Appropriation","0","36440000","0"
"2010-0017-092A-25592A1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","092A - DOC-CBC Des Moines Bed Expansion","25592A1","DOC-CBC Des Moines Bed Expansion","05A - Appropriation","0","18100000","0"
"2010-0017-09AA-2559AA1-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","09AA - DOC-Security Audit Improvements","2559AA1","DOC-Security Audit Improvements","05A - Appropriation","0","2000000","0"
"2010-0017-09CA-25509CA-05A","2010","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","09CA - DOC Project Manager-0017","25509CA","DOC Project Manager-0017","05A - Appropriation","1750000","10000000","1750000"
"2011-0017-012A-25512A1-05A","2011","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","012A - CBC 1st Dist. Comprehensive Re-Entry Center","25512A1","CBC 1st Dist. Comprehensive Re-Entry Center","05A - Appropriation","0","2500000","0"
"2011-0017-013A-25513A1-05A","2011","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","013A - CBC 5th Dist. Comprehensive Re-Entry Center","25513A1","CBC 5th Dist. Comprehensive Re-Entry Center","05A - Appropriation","0","2500000","0"
"2011-0017-014A-25514A1-05A","2011","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","014A - CBC 2nd District - Ames Residential 40 Bed Expansion","25514A1","CBC 2nd District Residential 40 Bed Expansion","05A - Appropriation","0","7500000","0"
"2011-0017-016A-25516A1-05A","2011","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","016A - CBC 8th District - Burlington Residential 25 Bed Expansion","25516A1","CBC 8th District Residential 25 Bed Expansion","05A - Appropriation","0","6500000","0"
"2011-0017-065A-25565A1-05A","2011","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","065A - DOC Major Maintenance Request","25565A1","DOC Major Maintenance","05A - Appropriation","0","28940000","0"
"2011-0017-09CA-25509CA-05A","2011","Capital","Corrections Capital","0017 - Rebuild Iowa Infrastructure Fund","09CA - DOC Project Manager-0017","25509CA","DOC Project Manager-0017","05A - Appropriation","0","10000000","0"
"2011-0433-01AA-25501AA-05A","2011","Capital","Corrections Capital","0433 - Revenue Bonds Capitals Fund","01AA - DOC-CBC 5 Security Barrier Perimeter-0433","25501AA","DOC-CBC 5 Security Barrier Perimeter-0433","05A - Appropriation","0","0","1000000"
"2011-0433-09NA-25509NA-05L","2011","Capital","Corrections Capital","0433 - Revenue Bonds Capitals Fund","09NA - DOC-CBC 5 Des Moines Bed Expansion-0433","25509NA","DOC-CBC 5 Des Moines Bed Expansion-0433","05L - Legislative Reductions","-10740928","0","0"
