"year","age_group","service","consumers","male_consumers","female_consumers","consumers_in_rural_areas","conumsers_living_alone","consumers_in_poverty","hispanic_consumers","non_hispanic_consumers","white_not_hispanic_consumers","white_hispanic_consumers","native_american_consumers","asian_consumers","african_american_consumers","hawaiian_pacific_islander_consumers","consumers_other_race","consumers_two_or_more_races"
"2009","Age 60-74","Personal Care","70","13","56","30","53","45","0","63","59","0","0","0","3","0","0","1"
"2009","Age 75-84","Personal Care","126","12","109","79","80","49","1","118","111","1","0","0","4","0","0","0"
"2009","Age 85+","Personal Care","188","26","160","144","137","82","1","167","163","1","0","0","3","0","0","0"
"2009","Age 60-74","Homemaker","310","70","240","191","250","163","0","276","266","0","0","0","8","2","0","2"
"2009","Age 75-84","Homemaker","472","92","373","341","364","180","1","437","424","1","0","2","7","1","0","1"
"2009","Age 85+","Homemaker","515","79","434","410","433","218","1","485","475","1","1","0","7","1","0","2"
"2009","Age 60-74","Chore","621","157","464","290","455","363","16","577","510","13","2","6","56","1","0","6"
"2009","Age 75-84","Chore","589","119","469","373","421","310","12","562","511","10","1","1","38","0","0","9"
"2009","Age 85+","Chore","350","50","296","237","275","189","9","333","316","8","0","0","17","0","0","1"
"2009","Age 60-74","Home Delivered Meals","3061","1098","1925","1733","1894","1038","18","2552","2417","15","14","7","77","1","0","37"
"2009","Age 75-84","Home Delivered Meals","4705","1412","3237","3202","2756","1135","24","4067","3940","19","7","8","52","1","0","32"
"2009","Age 85+","Home Delivered Meals","4946","1325","3562","3564","3282","1216","22","4356","4282","17","5","1","26","1","0","10"
"2009","Age 60-74","Adult Day Care / Health","201","78","121","52","94","60","3","167","153","2","0","0","13","0","0","0"
"2009","Age 75-84","Adult Day Care / Health","234","90","141","70","98","70","5","199","182","2","2","0","12","0","0","4"
"2009","Age 85+","Adult Day Care / Health","147","53","94","34","60","39","4","106","96","4","0","0","11","0","0","1"
"2009","Age 60-74","Case Management","4180","1382","2748","1898","2590","2108","47","3742","3406","40","15","62","191","1","0","63"
"2009","Age 75-84","Case Management","4705","1260","3410","2295","2967","2177","61","4286","3938","51","10","99","170","1","0","74"
"2009","Age 85+","Case Management","3042","603","2411","1634","2199","1405","23","2774","2610","17","3","43","84","0","0","31"
"2009","Age 60-74","Congregate Meals","10342","3580","6657","6753","4115","1938","83","8240","7929","58","29","109","138","2","0","404"
"2009","Age 75-84","Congregate Meals","12288","4026","8168","8653","5981","2683","62","10648","10397","49","23","45","100","3","0","285"
"2009","Age 85+","Congregate Meals","7336","2271","5026","5542","4616","1776","39","6566","6460","35","9","10","57","1","0","196"
"2009","Age 60-74","Nutrition Counseling","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Age 75-84","Nutrition Counseling","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Age 85+","Nutrition Counseling","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Age 60-74","Assisted Tranpsortation","350","89","261","157","252","176","3","306","272","1","1","1","26","0","0","5"
"2009","Age 75-84","Assisted Tranpsortation","475","99","375","242","334","128","8","419","384","5","1","1","28","0","0","5"
"2009","Age 85+","Assisted Tranpsortation","391","78","313","219","298","102","1","351","334","0","1","1","11","0","0","4"
"2010","Age 60-74","Total - All Services","18924","6396","12023","10843","9743","3047","225","14960","13667","157","57","185","525","9","0","464"
"2010","Age 75-84","Total - All Services","21484","6551","14171","13712","12027","2939","172","17967","16907","127","18","148","339","9","0","307"
"2010","Age 85+","Total - All Services","15259","3970","10549","10415","10442","2085","101","13069","12432","81","16","56","162","2","0","185"
"2010","Age 60-74","Personal Care","68","22","45","38","44","14","0","58","57","0","0","0","2","0","0","1"
"2010","Age 75-84","Personal Care","104","16","82","72","64","15","0","100","95","0","0","0","2","0","0","0"
"2010","Age 85+","Personal Care","156","14","127","128","123","23","1","147","141","1","1","0","2","0","0","1"
"2010","Age 60-74","Homemaker","411","108","285","241","339","126","0","354","329","0","0","0","15","0","0","6"
"2010","Age 75-84","Homemaker","460","82","345","335","350","110","5","415","390","4","0","1","6","0","0","4"
"2010","Age 85+","Homemaker","509","82","383","407","426","126","0","480","457","0","1","0","10","0","0","3"
"2010","Age 60-74","Chore","481","123","358","286","374","231","12","432","401","10","1","3","18","0","0","7"
"2010","Age 75-84","Chore","494","116","377","356","364","208","10","461","438","7","0","0","14","0","0","9"
"2010","Age 85+","Chore","304","51","253","231","248","130","4","285","271","4","1","1","11","0","0","1"
"2010","Age 60-74","Home Delivered Meals","3319","1184","2053","1792","2157","708","27","2554","2321","21","12","6","101","2","0","124"
"2010","Age 75-84","Home Delivered Meals","4723","1422","3184","3010","2923","658","28","3822","3614","24","4","9","49","3","0","75"
"2010","Age 85+","Home Delivered Meals","4974","1269","3512","3458","3546","578","24","4167","3997","18","8","4","36","0","0","72"
"2010","Age 60-74","Adult Day Care / Health","206","76","129","59","98","40","1","162","146","1","0","0","11","0","0","1"
"2010","Age 75-84","Adult Day Care / Health","230","88","142","74","110","39","3","189","174","2","2","0","13","0","0","1"
"2010","Age 85+","Adult Day Care / Health","130","55","75","24","50","16","4","94","85","3","0","0","10","0","0","1"
"2010","Age 60-74","Case Management","4234","1359","2725","1868","2682","1373","51","3666","3211","40","9","83","190","2","0","135"
"2010","Age 75-84","Case Management","4652","1263","3244","2197","2922","1303","66","4116","3689","48","5","110","159","2","0","123"
"2010","Age 85+","Case Management","3178","587","2443","1646","2320","875","29","2839","2617","22","4","42","80","0","0","58"
"2010","Age 60-74","Congregate Meals","10028","3459","6368","6545","4337","870","87","7689","7264","61","32","89","137","3","0","138"
"2010","Age 75-84","Congregate Meals","11586","3725","7419","8239","6027","1056","57","9602","9211","46","8","36","80","3","0","106"
"2010","Age 85+","Congregate Meals","7062","2087","4603","5342","4611","696","36","6138","5897","30","8","8","49","2","0","54"
"2010","Age 60-74","Nutrition Counseling","24","8","16","1","20","4","0","22","21","0","0","0","0","0","0","1"
"2010","Age 75-84","Nutrition Counseling","18","4","14","5","13","3","1","17","16","1","0","0","0","0","0","1"
"2010","Age 85+","Nutrition Counseling","17","5","12","2","13","1","0","16","16","0","0","0","0","0","0","0"
"2010","Age 60-74","Assisted Tranpsortation","391","119","272","214","273","109","4","318","278","1","0","0","32","0","0","6"
"2010","Age 75-84","Assisted Tranpsortation","455","123","332","259","304","66","1","376","346","1","0","2","19","1","0","7"
"2010","Age 85+","Assisted Tranpsortation","410","75","335","290","323","57","2","336","320","2","0","0","14","0","0","2"
"2011","Age 60-74","Total - All Services","18746","6424","11984","10483","9707","5520","273","14666","13490","178","82","228","609","9","0","0"
"2011","Age 75-84","Total - All Services","20825","6523","13886","13218","11592","5589","193","17336","16428","143","24","185","366","14","0","0"
"2011","Age 85+","Total - All Services","15280","4084","10823","10430","10442","4424","97","13027","12514","84","13","59","174","6","0","0"
"2011","Age 60-74","Personal Care","63","16","44","43","39","32","0","56","54","0","0","0","1","0","0","0"
"2011","Age 75-84","Personal Care","86","8","75","66","59","34","1","79","75","1","0","0","1","0","0","0"
"2011","Age 85+","Personal Care","164","18","138","136","124","67","0","159","154","0","0","0","2","0","0","0"
"2011","Age 60-74","Homemaker","441","138","296","279","357","211","5","386","363","4","1","0","17","0","0","0"
"2011","Age 75-84","Homemaker","520","97","414","393","415","205","3","484","466","3","0","0","5","0","0","0"
"2011","Age 85+","Homemaker","531","94","429","429","458","219","2","511","499","2","1","0","6","0","0","0"
"2011","Age 60-74","Chore","526","122","403","286","126","269","7","493","453","6","2","5","17","0","0","0"
"2011","Age 75-84","Chore","536","122","414","360","143","242","8","505","478","6","3","0","18","0","0","0"
"2011","Age 85+","Chore","326","66","259","242","73","149","4","308","296","4","0","0","11","0","0","0"
"2011","Age 60-74","Home Delivered Meals","3110","1144","1899","1727","2020","1155","34","2521","2282","24","27","7","112","2","0","0"
"2011","Age 75-84","Home Delivered Meals","4437","1379","2987","2849","2727","1150","29","3697","3500","20","4","19","68","2","0","0"
"2011","Age 85+","Home Delivered Meals","4945","1300","3536","3444","3463","1265","31","4164","3977","25","7","6","40","1","0","0"
"2011","Age 60-74","Adult Day Care / Health","195","81","114","59","91","63","6","154","143","4","0","0","7","1","0","0"
"2011","Age 75-84","Adult Day Care / Health","204","80","122","65","94","50","3","169","152","1","1","0","15","0","0","0"
"2011","Age 85+","Adult Day Care / Health","135","53","82","28","50","37","3","101","96","3","0","0","8","0","0","0"
"2011","Age 60-74","Case Management","3784","1232","2511","1656","2450","1957","50","3358","3002","42","17","91","199","6","0","0"
"2011","Age 75-84","Case Management","4101","1147","2910","1952","2626","1929","65","3688","3340","49","6","122","177","7","0","0"
"2011","Age 85+","Case Management","2934","544","2347","1509","2160","1389","30","2662","2499","25","6","41","83","5","0","0"
"2011","Age 60-74","Congregate Meals","9932","3462","6313","6317","4283","1999","94","7410","7026","66","36","103","154","1","0","0"
"2011","Age 75-84","Congregate Meals","11403","3764","7418","8041","5831","2451","71","9297","8998","55","9","49","105","3","0","0"
"2011","Age 85+","Congregate Meals","6896","2122","4631","5191","4494","1745","30","5805","5681","30","2","8","46","0","0","0"
"2011","Age 60-74","Nutrition Counseling","30","10","20","5","26","10","0","30","29","0","0","0","0","0","0","0"
"2011","Age 75-84","Nutrition Counseling","47","13","33","8","37","5","2","45","43","2","0","0","1","0","0","0"
"2011","Age 85+","Nutrition Counseling","35","9","26","5","29","4","0","35","34","0","0","0","1","0","0","0"
"2011","Age 60-74","Assisted Tranpsortation","452","138","314","271","306","214","6","359","320","5","5","1","36","0","0","0"
"2011","Age 75-84","Assisted Tranpsortation","444","102","342","262","307","154","2","376","353","2","0","5","18","1","0","0"
"2011","Age 85+","Assisted Tranpsortation","430","73","357","320","342","133","4","363","352","4","0","1","10","0","0","0"
"2012","Age 60-74","Total - All Services","18681","6540","12050","10323","9226","5818","323","15218","14024","222","74","190","567","17","0","0"
"2012","Age 75-84","Total - All Services","19791","6305","13415","12669","10552","5528","207","17244","16239","163","27","166","357","10","0","0"
"2012","Age 85+","Total - All Services","14612","4074","10494","9976","9664","4375","110","13081","12486","92","22","59","154","8","0","0"
"2012","Age 60-74","Personal Care","80","29","50","55","54","34","1","73","66","1","0","0","3","0","0","0"
"2012","Age 75-84","Personal Care","101","16","85","81","67","34","0","95","90","0","0","0","0","0","0","0"
"2012","Age 85+","Personal Care","168","24","144","136","125","60","0","162","152","0","1","0","2","0","0","0"
"2012","Age 60-74","Homemaker","455","143","310","292","382","248","6","405","380","6","1","3","12","0","0","0"
