"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0001-0B40-5471000-05A","2010","Justice System","Parole, Board of","0001 - General Fund","0B40 - Parole Board","5471000","Administration","05A - Appropriation","791643","935412","747138"
"2010-0001-0B40-5472000-05A","2010","Justice System","Parole, Board of","0001 - General Fund","0B40 - Parole Board","5472000","Parole Board","05A - Appropriation","362666","362666","414261"
"2010-0943-0B41-5470B41-05A","2010","Justice System","Parole, Board of","0943 - Technology Reinvestment Fund","0B41 - Parole Board Technology Projects - TRF 0943","5470B41","Parole Board Tech Projects - TRF 0943","05A - Appropriation","0","92000","0"
"2011-0001-0B40-5471000-05A","2011","Justice System","Parole, Board of","0001 - General Fund","0B40 - Parole Board","5471000","Administration","05A - Appropriation","700272","747138","690779"
"2011-0001-0B40-5472000-05A","2011","Justice System","Parole, Board of","0001 - General Fund","0B40 - Parole Board","5472000","Parole Board","05A - Appropriation","344987","414261","354480"
"2012-0001-0B40-5471000-05A","2012","Justice System","Parole, Board of","0001 - General Fund","0B40 - Parole Board","5471000","Administration","05A - Appropriation","699355","690779","1053835"
"2012-0001-0B40-5472000-05A","2012","Justice System","Parole, Board of","0001 - General Fund","0B40 - Parole Board","5472000","Parole Board","05A - Appropriation","354480","354480","0"
"2013-0001-B40-5471000-05A","2013","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","676917","526917","864682"
"2013-0001-B40-5471000-05P","2013","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05P - Previously Enacted Appropriation","226943","226943","0"
"2013-0001-B40-5472000-05A","2013","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","0","0","339153"
"2013-0001-B40-5472000-05P","2013","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05P - Previously Enacted Appropriation","299975","299975","0"
"2014-0001-B40-5471000-05A","2014","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","864682","864682","866894"
"2014-0001-B40-5471000-05K","2014","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05K - DAS Distribution","0","0","748"
"2014-0001-B40-5472000-05A","2014","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","339153","339153","336941"
"2015-0001-B40-5471000-05A","2015","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","601917","601917","848619"
"2015-0001-B40-5471000-05K","2015","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05K - DAS Distribution","748","748","0"
"2015-0001-B40-5471000-05P","2015","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05P - Previously Enacted Appropriation","134807","134807","0"
"2015-0001-B40-5472000-05A","2015","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","0","0","355964"
"2015-0001-B40-5472000-05P","2015","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05P - Previously Enacted Appropriation","467111","467111","0"
"2016-0001-B40-5471000-05A","2016","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","848619","848619","852724"
"2016-0001-B40-5472000-05A","2016","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","355964","355964","351859"
"2017-0001-B40-5471000-05A","2017","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","888520","888520","871923"
"2017-0001-B40-5471000-05L","2017","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05L - Legislative Reductions",,,"-12852"
"2017-0001-B40-5472000-05A","2017","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","316063","316063","332660"
"2017-0943-B41-5470B41-05A","2017","Justice System","Parole, Board of","0943 - Technology Reinvestment Fund","B41 - Parole Board Technology Projects - TRF 0943","5470B41","Parole Board Tech Projects - TRF 0943","05A - Appropriation","0","160000",
"2018-0001-B40-5471000-05A","2018","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","871923","871923","870032"
"2018-0001-B40-5472000-05A","2018","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","332660","332660","321699"
"2018-0943-B41-5470B41-05A","2018","Justice System","Parole, Board of","0943 - Technology Reinvestment Fund","B41 - Parole Board Technology Projects - TRF 0943","5470B41","Parole Board Tech Projects - TRF 0943","05A - Appropriation","0","160000",
"2019-0001-B40-5471000-05A","2019","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","895032","870032","866950"
"2019-0001-B40-5472000-05A","2019","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","321699","321699","354424"
"2019-0943-B41-5470B41-05A","2019","Justice System","Parole, Board of","0943 - Technology Reinvestment Fund","B41 - Parole Board Technology Projects - TRF 0943","5470B41","Parole Board Tech Projects - TRF 0943","05A - Appropriation","50000","160000","50000"
"2020-0001-B40-5471000-05A","2020","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","866950","866950","856833"
"2020-0001-B40-5472000-05A","2020","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","354424","354424","377854"
"2021-0001-B40-5471000-05A","2021","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","862411","862411","822492"
"2021-0001-B40-5471000-05J","2021","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05J - Salary Adjustment","13853",,
"2021-0001-B40-5472000-05A","2021","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","412871","377854","417773"
"2022-0001-B40-5471000-05A","2022","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","822492","822492","851480"
"2022-0001-B40-5472000-05A","2022","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","417773","417773","434259"
"2023-0001-B40-5471000-05A","2023","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5471000","Administration","05A - Appropriation","851480","851480","832309"
"2023-0001-B40-5472000-05A","2023","Justice System","Parole, Board of","0001 - General Fund","B40 - Parole Board","5472000","Parole Board","05A - Appropriation","434259","434259","476415"
