"record_id","federal_award_number","award_amend","federal_program","federal_department","federal_agency","federal_program_title","state_dept_no","state_department","duns_number","award_date","award_description","performance_start","performance_end","award_amount","fiscal_year"
"1855997-61-19","1855997-61-19",,"45.129","National Endowment for the Humanities","National Endowment for the Humanities","Promotion of the Humanities Federal/State Partnership","259","Iowa Department of Cultural Affairs","932448251","2020-04-17T00:00:00.000","To support arts programs, services, and activities associated with carrying out the agency's National Endowment of the Arts-approved strategic plan, as well as salaries, administration costs, and related subgranting to the nonprofit arts sector in response to the COVID-19 pandemic.","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","442700","2020"
"2001IABCC6","2001IABCC6",,"93.590","U.S. Department of Health and Human Services","Administration for Children and Families","Community-Based Child Abuse Prevention Grants","401","Iowa Department of Human Services (General Administration)","137348624","2021-04-29T00:00:00.000","Community Based Child Abuse Prevention Grants","2020-10-01T00:00:00.000","2025-09-30T00:00:00.000","2424305","2021"
"2001IACARE407","2001IACARE407",,"93.498","U.S. Department of Health and Human Services","Health Resources and Services Administration","Provider Relief Fund","407","Cherokee Mental Health Institute (Human Services)","137348624","2020-04-10T00:00:00.000","To provide additional funding to help offset costs of providing services during the COVID-19 pandemic.","2020-04-10T00:00:00.000","2020-09-30T00:00:00.000","59773.91","2020"
"2001IACARE407-1","2001IACARE407","1","93.498","U.S. Department of Health and Human Services","Health Resources and Services Administration","Provider Relief Fund","407","Cherokee Mental Health Institute (Human Services)","137348624","2020-07-14T00:00:00.000","To provide additional funding to help offset costs of providing services during the COVID-19 pandemic.","2020-04-10T00:00:00.000","2020-12-31T00:00:00.000","2130878.47","2021"
"2001IACARE409","2001IACARE409",,"93.498","U.S. Department of Health and Human Services","Health Resources and Services Administration","Provider Relief Fund","409","Independence Mental Health Institute (Human Services)","137348624","2020-04-10T00:00:00.000","To provide additional funding to help offset costs of providing services during the COVID-19 pandemic.","2020-04-10T00:00:00.000","2020-09-30T00:00:00.000","52360.44","2020"
"2001IACARE409-1","2001IACARE409","1","93.498","U.S. Department of Health and Human Services","Health Resources and Services Administration","Provider Relief Fund","409","Independence Mental Health Institute (Human Services)","137348624","2020-07-14T00:00:00.000","To provide additional funding to help offset costs of providing services during the COVID-19 pandemic.","2020-04-10T00:00:00.000","2020-12-31T00:00:00.000","1466048.51","2021"
"2001IACARE412","2001IACARE412",,"93.498","U.S. Department of Health and Human Services","Health Resources and Services Administration","Provider Relief Fund","412","Woodward Resource Center (Human Services)","137348624","2020-09-20T00:00:00.000","Provider Relief Act - additional funding to help offset costs of providing services during pandemic","2020-09-01T00:00:00.000","2021-12-31T00:00:00.000","816926.84","2021"
"2001IACCC3","2001IACCC3",,"93.575","U.S. Department of Health and Human Services","Administration for Children and Families","Child Care and Development Block Grant","413","Iowa Department of Human Services (Assistance)","137348624","2020-04-13T00:00:00.000","To provide additional support to childcare providers during the COVID-19 pandemic.","2020-03-27T00:00:00.000","2023-09-30T00:00:00.000","31899093","2020"
"2001IACMC2","2001IACMC2",,"93.045","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part C, Nutrition Services","297","Iowa Department on Aging","808348775","2020-03-20T00:00:00.000","To provide meals in a congregate setting in response to the Coronavirus Emergency.","2020-03-20T00:00:00.000","2021-09-30T00:00:00.000","783831","2020"
"2001IACSC3","2001IACSC3",,"93.569","U.S. Department of Health and Human Services","Administration for Children and Families","Community Services Block Grant","379","Iowa Department of Human Rights","090571873","2020-05-08T00:00:00.000","To help communities prevent, prepare for or respond to the Coronavirus Emergency.","2019-10-01T00:00:00.000","2021-09-30T00:00:00.000","10821398","2020"
"2001IACWC3","2001IACWC3",,"93.645","U.S. Department of Health and Human Services","Administration for Children and Families","Stephanie Tubbs Jones Child Welfare Services Program","413","Iowa Department of Human Services (Assistance)","137348624","2020-04-23T00:00:00.000","To provide additional support for child welfare services during the Coronavirus Emergency.","2020-03-27T00:00:00.000","2021-09-30T00:00:00.000","476722","2020"
"2001IAE5C3","2001IAE5C3",,"93.568","U.S. Department of Health and Human Services","Administration for Children and Families","Low-Income Home Energy Assistance","379","Iowa Department of Human Rights","090571873","2020-05-08T00:00:00.000","To help prevent, prepare for, or respond to home energy needs surrounding the national emergency created by the Coronavirus Disease 2019 (COVID-19).","2020-03-27T00:00:00.000","2021-09-30T00:00:00.000","4221430","2020"
"2001IAFCC3","2001IAFCC3",,"93.052","U.S. Department of Health and Human Services","Administration for Community Living","National Family Caregiver Support, Title III, Part E","297","Iowa Department on Aging","808348775","2020-04-20T00:00:00.000","To pay for direct support professionals, caregivers trained to help w/ ADLs, to assist disabled individuals in response to the Coronavirus Emergency.","2020-04-01T00:00:00.000","2021-09-30T00:00:00.000","993985","2020"
"2001IAHDC2","2001IAHDC2",,"93.045","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part C, Nutrition Services","297","Iowa Department on Aging","808348775","2020-03-20T00:00:00.000","To provide meals via home delivery (including drive-thru, To Go) in response to the Coronavirus Emergency.","2020-03-20T00:00:00.000","2021-09-30T00:00:00.000","1567661","2020"
"2001IAHDC3","2001IAHDC3",,"93.045","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part C, Nutrition Services","297","Iowa Department on Aging","808348775","2020-04-20T00:00:00.000","To provide meals via home delivery (including drive-thru, To Go) in response to the Coronavirus Emergency.","2020-04-01T00:00:00.000","2021-09-30T00:00:00.000","4702984","2020"
"2001IAOMC3","2001IAOMC3",,"93.042","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title VII, Chapter 2, Long Term Care Ombudsman Services for Older Individuals","297","Iowa Department on Aging","808348775","2020-04-20T00:00:00.000","To provide additional support to long term care ombudsman activity in response to the Coronavirus Emergency.","2020-04-01T00:00:00.000","2021-09-30T00:00:00.000","195958","2020"
"2001IARSOC","2001IARSOC",,"93.566","U.S. Department of Health and Human Services","Administration for Children and Families","Refugee and Entrant Assistance State/Replacement Designee Administered Programs","402","Iowa Department of Human Services (Field Operations)","137348624","2020-05-27T00:00:00.000","To provide additional support for refugee services in response to the Coronavirus Emergency.","2019-10-01T00:00:00.000","2021-09-30T00:00:00.000","248496","2020"
"2001IARSOC-1","2001IARSOC","1","93.566","U.S. Department of Health and Human Services","Administration for Children and Families","Refugee and Entrant Assistance State/Replacement Designee Administered Programs","402","Iowa Department of Human Services (Field Operations)","137348624","2021-07-27T00:00:00.000","To provide additional support for refugee services in response to the Coronavirus Emergency.","2019-10-01T00:00:00.000","2021-09-30T00:00:00.000","15638","2022"
"2001IASSC3","2001IASSC3",,"93.044","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part B, Grants for Supportive Services and Senior Centers","297","Iowa Department on Aging","808348775","2020-04-20T00:00:00.000","To provide home and community based services in response to the Coronavirus Emergency.","2020-04-01T00:00:00.000","2021-09-30T00:00:00.000","1959577","2020"
"2002IAFVC3-NA","2002IAFVC3","NA","93.671","U.S. Department of Health and Human Services","Administration for Children and Families","Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services","112","Iowa Office of Attorney General","136955569","2020-05-11T00:00:00.000","Family Violence Prevention and Services Grants for Battered Women's Shelters","2020-03-27T00:00:00.000","2021-09-30T00:00:00.000","331515","2020"
"2020-VD-BX-0011","2020-VD-BX-0011",,"16.034","U.S. Department of Justice","Bureau of Justice Assistance","Coronavirus Emergency Supplemental Funding Program","642","Governor's Office of Drug Control Policy","141822382","2020-01-20T00:00:00.000","To assist states, local units of government, and tribes in preventing, preparing for, and responding to the coronavirus emergency.","2020-01-20T00:00:00.000","2022-01-31T00:00:00.000","5754321","2020"
"202020Y870342","202020Y870342",,"10.568","U.S. Department of Agriculture","Food and Nutrition Services","Emergency Food Assistance Program (Administrative Costs)","401","Iowa Department of Human Services (General Administration)","137348624","2020-04-17T00:00:00.000","To provide temporary additional funding for the administration of the commodity (food assistance) program in response to the Coronavirus Emergency.","2019-10-01T00:00:00.000","2020-09-30T00:00:00.000","735827","2020"
"202020Y873242","202020Y873242",,"10.568","U.S. Department of Agriculture","Food and Nutrition Services","Emergency Food Assistance Program (Administrative Costs)","401","Iowa Department of Human Services (General Administration)","137348624","2020-05-15T00:00:00.000","To reimburse Food Bank additional administration expenses related to the Coronavirus Emergency.","2019-10-01T00:00:00.000","2020-09-30T00:00:00.000","1103741","2020"
"202IA302N8503","202IA302N8503",,"10.555","U.S. Department of Agriculture","Food and Nutrition Services","National School Lunch Program","282","Iowa Department of Education","808346555","2020-04-15T00:00:00.000","To provide additional funding for the school lunch program in response to the Coronavirus Emergency.","2019-10-01T00:00:00.000","2020-09-30T00:00:00.000","98070209","2020"
"2101IAAPC5","2101IAAPC5",,"93.747","U.S. Department of Health and Human Services","Administration for Community Living","Elder Abuse Prevention Interventions Program","401","Iowa Department of Human Services (General Administration)","137348624","2021-04-01T00:00:00.000","Adult Protective Services","2021-04-01T00:00:00.000","2022-09-30T00:00:00.000","884872","2021"
"2101IAAPC6","2101IAAPC6",,"93.747","U.S. Department of Health and Human Services","Administration for Community Living","Elder Abuse Prevention Interventions Program","401","Iowa Department of Human Services (General Administration)","137348624","2021-08-03T00:00:00.000","Elder Justice","2021-08-01T00:00:00.000","2023-09-30T00:00:00.000","811164","2022"
"2101IACCC5","2101IACCC5",,"93.575","U.S. Department of Health and Human Services","Administration for Children and Families","Child Care and Development Block Grant","413","Iowa Department of Human Services (Assistance)","137348624","2021-02-01T00:00:00.000","Supporting the stability of Child Care","2020-12-27T00:00:00.000","2023-09-30T00:00:00.000","94862531","2021"
"2101IACDC6","2101IACDC6",,"93.575","U.S. Department of Health and Human Services","Administration for Children and Families","Child Care and Development Block Grant","401","Iowa Department of Human Services (General Administration)","137348624","2021-04-14T00:00:00.000","Child Care Supplemental Funds","2020-10-01T00:00:00.000","2024-09-30T00:00:00.000","141985752","2021"
"2101IACDC6-1","2101IACDC6","1","93.575","U.S. Department of Health and Human Services","Administration for Children and Families","Child Care and Development Block Grant","401","Iowa Department of Human Services (General Administration)","137348624","2020-10-01T00:00:00.000","Child Care Supplemental Funds","2020-10-01T00:00:00.000","2024-09-30T00:00:00.000","286898","2021"
"2101IACILC","2101IACILC",,"93.674","U.S. Department of Health and Human Services","Administration for Children and Families","John H. Chafee Foster Care Program for Successful Transition to Adulthood","401","Iowa Department of Human Services (General Administration)","137348624","2021-02-22T00:00:00.000","Supporting Foster Youth and Families through the Pandemic","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","4798212","2021"
"2101IACMC6","2101IACMC6",,"93.045","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part C, Nutrition Services","297","Iowa Department on Aging","808348775","2021-05-03T00:00:00.000","To support congregate nutrition services.","2021-04-01T00:00:00.000","2024-09-30T00:00:00.000","2906767","2021"
"2101IACSC6","2101IACSC6",,"93.575","U.S. Department of Health and Human Services","Administration for Children and Families","Child Care and Development Block Grant","401","Iowa Department of Human Services (General Administration)","137348624","2021-04-14T00:00:00.000","Child Care Stabilization Funds","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","227550820","2021"
"2101IAE5C6","2101IAE5C6",,"93.568","U.S. Department of Health and Human Services","Administration for Children and Families","Low-Income Home Energy Assistance","379","Iowa Department of Human Rights","090571873","2021-05-04T00:00:00.000","Low-Income Home Energy Assistance Program under American Rescue Plan Act 2021","2021-03-11T00:00:00.000","2022-09-30T00:00:00.000","78507818","2021"
"2101IAETVC","2101IAETVC",,"93.599","U.S. Department of Health and Human Services","Administration for Children and Families","Chafee Education and Training Vouchers Program (ETV)","401","Iowa Department of Human Services (General Administration)","137348624","2021-02-25T00:00:00.000","Education and Training Voucher Program","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","697415","2021"
"2101IAFCC6","2101IAFCC6",,"93.052","U.S. Department of Health and Human Services","Administration for Community Living","National Family Caregiver Support, Title III, Part E","297","Iowa Department on Aging","808348775","2021-05-03T00:00:00.000","To support family caregiver program services.","2021-04-01T00:00:00.000","2024-09-30T00:00:00.000","1418582","2021"
"2101IAFPSC","2101IAFPSC",,"93.556","U.S. Department of Health and Human Services","Administration for Children and Families","MaryLee Allen Promoting Safe and Stable Families Program","401","Iowa Department of Human Services (General Administration)","137348624","2021-03-12T00:00:00.000","Supporting Foster Youth and Families","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","610050","2021"
"2101IAHDC5","2101IAHDC5",,"93.045","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part C, Nutrition Services","297","Iowa Department on Aging","808348775","2021-01-27T00:00:00.000","Provides supplemental funding for ACL's Senior Nutrition Programs to assist in responding to the COVID pandemic.","2020-12-27T00:00:00.000","2022-09-30T00:00:00.000","1635969","2021"
"2101IAHDC6","2101IAHDC6",,"93.045","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part C, Nutrition Services","297","Iowa Department on Aging","808348775","2021-05-03T00:00:00.000","To support home delivered nutrition services.","2021-04-01T00:00:00.000","2024-09-30T00:00:00.000","4360150","2021"
"2101IALOC5","2101IALOC5",,"93.747","U.S. Department of Health and Human Services","Administration for Community Living","Elder Abuse Prevention Interventions Program","297","Iowa Department on Aging","808348775","2021-04-01T00:00:00.000","To enhance, improve, and expand the ability of Ombudsman programs to investigate allegations of abuse, neglect, and exploitation in the context of COVID-19.","2021-04-01T00:00:00.000","2022-09-30T00:00:00.000","38952","2021"
"2101IALWC5","2101IALWC5",,"93.568","U.S. Department of Health and Human Services","Administration for Children and Families","Low-Income Home Energy Assistance","379","Iowa Department of Human Rights","090571873","2021-05-28T00:00:00.000","Low Income Household Water Assistance Program","2021-05-28T00:00:00.000","2023-09-30T00:00:00.000","5670096","2021"
"2101IALWC6","2101IALWC6",,"93.568","U.S. Department of Health and Human Services","Administration for Children and Families","Low-Income Home Energy Assistance","379","Iowa Department of Human Rights","090571873","2021-05-28T00:00:00.000","Low Income Household Water Assistance Program","2021-05-28T00:00:00.000","2023-09-30T00:00:00.000","4443649","2021"
"2101IANCC6","2101IANCC6",,"93.669","U.S. Department of Health and Human Services","Administration for Children and Families","Child Abuse and Neglect State Grants","401","Iowa Department of Human Services (General Administration)","137348624","2021-04-29T00:00:00.000","Child Abuse and Neglect State Grants","2020-10-01T00:00:00.000","2025-09-30T00:00:00.000","985790","2021"
"2101IAOMC6","2101IAOMC6",,"93.042","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title VII, Chapter 2, Long Term Care Ombudsman Services for Older Individuals","297","Iowa Department on Aging","808348775","2021-05-03T00:00:00.000","To support Long Term Care Ombudsman Program services.","2021-04-01T00:00:00.000","2024-09-30T00:00:00.000","96892","2021"
"2101IAPHC6","2101IAPHC6",,"93.043","U.S. Department of Health and Human Services","Administration for Community Living","Special Programs for the Aging, Title III, Part D, Disease Prevention and Health Promotion Services","297","Iowa Department on Aging","808348775","2021-05-03T00:00:00.000","To support health promotion and disease prevention program services.","2021-04-01T00:00:00.000","2024-09-30T00:00:00.000","426326","2021"
"2101IASCC5","2101IASCC5",,"93.630","U.S. Department of Health and Human Services","Administration for Community Living","Developmental Disabilities Basic Support and Advocacy Grants","401","Iowa Department of Human Services (General Administration)","137348624","2021-04-29T00:00:00.000","Expanding Disabilities Network's Access to COVID 19 Vaccines","2021-04-01T00:00:00.000","2022-09-30T00:00:00.000","36536","2021"
