"plan_id","insurance_company","plan_name","rating_area","age","metal_level","market_place","non_tobacco_premium","tobacco_premium","counties","rating_area_centroid"
"72160IA0180002","Wellmark, Inc.","SimplyBlue 5500 PPO","Rating Area 2","22","Bronze","Off","337.83","388.5","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"18973IA0400036","Aetna Health of Iowa","CB IA UP DesMoines Bronze ON","Rating Area 2","36","Bronze","On","236.13","259.74","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"25896IA0280002","Wellmark Health Plan of Iowa","BlueSimplicity Silver HMO","Rating Area 2","44","Silver","Off","579.03","665.89","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"72160IA0210001","Wellmark, Inc.","CompleteBlue Silver 4200 PPO","Rating Area 2","57","Silver","Off","1094.82","1259.05","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"18492IA0210001","Freedom Life Ins. Co.","Essential Health Bronze","Rating Area 2","34","Bronze","Off","365.65","438.78","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"93078IA0010005","Medica Insurance Company","Medica Insure Bronze Copay","Rating Area 2","46","Bronze","On","475.73","518.55","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"72160IA0220001","Wellmark, Inc.","myBlue HSA Silver 4000 PPO","Rating Area 2","49","Silver","Off","690.27","793.81","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"72160IA0210001","Wellmark, Inc.","CompleteBlue Silver 4200 PPO","Rating Area 2","55","Silver","Off","1001.83","1152.1","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"25896IA0210002","Wellmark Health Plan of Iowa","CompleteBlue Silver 4200 HMO","Rating Area 2","39","Silver","Off","491.36","565.06","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"18973IA0400036","Aetna Health of Iowa","CB IA UP DesMoines Bronze ON","Rating Area 2","51","Bronze","On","358.03","393.84","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"18973IA0400001","Aetna Health of Iowa","CB IA Mercy Bronze ON","Rating Area 2","61","Bronze","On","505.12","555.63","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
"72160IA0220001","Wellmark, Inc.","myBlue HSA Silver 4000 PPO","Rating Area 6","54","Silver","Off","831.2","955.88","Benton, Black Hawk, Buchanan, Cedar, Clayton, Clinton, Delaware, Dubuque, Iowa, Jackson, Johnson, Jones, Linn, Scott","POINT (-91.37 42.15)"
"18973IA0400026","Aetna Health of Iowa","CB IA POS Silver Everyday ON","Rating Area 7","34","Silver","On","408.21","449.03","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"74406IA0050002","Wellmark Value Health Plan, Inc.","Wellmark Value Silver HSA","Rating Area 1","42","Silver","Off","465","534.75","Boone, Calhoun, Carroll, Greene, Grundy, Hamilton, Hardin, Marshall, Poweshiek, Story, Tama, Webster","POINT (-93.6 42.16)"
"74406IA0050002","Wellmark Value Health Plan, Inc.","Wellmark Value Silver HSA","Rating Area 4","65","Silver","Off","1080.18","1242.21","Adair, Adams, Audubon, Cass, Clarke, Decatur, Fremont, Guthrie, Harrison, Mills, Montgomery, Page, Pottawattamie, Ringgold, Shelby, Taylor, Union","POINT (-94.91 41.18)"
"72160IA0210002","Wellmark, Inc.","CompleteBlue Silver 3100 PPO","Rating Area 2","34","Silver","Off","559.2","643.07","Dallas, Jasper, Madison, Marion, Polk, Warren","POINT (-93.54 41.52)"
