"fiscal_year","program","vendor","vendor_id","payment_id","payment_date","amount"
"2022","HOMESTEAD TAX CREDIT AID","ADAIR CO TREASURER","00002129081","GAX-625-625M1074001202200100-1-0","2022-03-15T00:00:00.000","205361.34"
"2022","HOMESTEAD TAX CREDIT AID","ADAIR CO TREASURER","00002129081","GAX-625-625M1319001202100100-1-0","2021-11-15T00:00:00.000","205361.35"
"2022","HOMESTEAD TAX CREDIT AID","ADAMS COUNTY","00002128078","GAX-625-625M1319002202100101-1-0","2021-11-15T00:00:00.000","104629.46"
"2022","HOMESTEAD TAX CREDIT AID","ADAMS COUNTY","00002128078","GAX-625-625M1074002202200101-1-0","2022-03-15T00:00:00.000","104629.46"
"2022","HOMESTEAD TAX CREDIT AID","ALLAMAKEE CO TREASURER","00002130822","GAX-625-625M1319003202100102-1-0","2021-11-15T00:00:00.000","302147.53"
"2022","HOMESTEAD TAX CREDIT AID","ALLAMAKEE CO TREASURER","00002130822","GAX-625-625M1074003202200102-1-0","2022-03-15T00:00:00.000","302147.53"
"2022","HOMESTEAD TAX CREDIT AID","APPANOOSE CO TREASURER","00002127891","GAX-625-625M1074004202200103-1-0","2022-03-15T00:00:00.000","305319.04"
"2022","HOMESTEAD TAX CREDIT AID","APPANOOSE CO TREASURER","00002127891","GAX-625-625M1319004202100103-1-0","2021-11-15T00:00:00.000","305319.05"
"2022","HOMESTEAD TAX CREDIT AID","AUDUBON COUNTY TREASURER","00002127600","GAX-625-625M1074005202200104-1-0","2022-03-15T00:00:00.000","163321.71"
"2022","HOMESTEAD TAX CREDIT AID","AUDUBON COUNTY TREASURER","00002127600","GAX-625-625M1319005202100104-1-0","2021-11-15T00:00:00.000","163321.72"
"2022","HOMESTEAD TAX CREDIT AID","BENTON CO TREASURER","00002130722","GAX-625-625M1319006202100105-1-0","2021-11-15T00:00:00.000","655073.38"
"2022","HOMESTEAD TAX CREDIT AID","BENTON CO TREASURER","00002130722","GAX-625-625M1074006202200105-1-0","2022-03-15T00:00:00.000","655073.37"
