"insurance_company","plan_name","age","metal_level","rating_area","non_tobacco_premium","tobacco_premium","marketplace_use","plan_id","counties","ratingareacentroid"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","20","Bronze","Rating Area 7","149.52","149.52","Off","74980IA0020018","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","20","Bronze","Rating Area 7","142.92","142.92","Off","74980IA0020019","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","20","Bronze","Rating Area 3","142.92","142.92","Off","74980IA0020019","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","20","Bronze","Rating Area 7","145.84","145.84","Off","74980IA0020007","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","20","Bronze","Rating Area 3","149.52","149.52","Off","74980IA0020018","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","20","Bronze","Rating Area 3","145.84","145.84","Off","74980IA0020007","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","21","Bronze","Rating Area 7","235.48","270.80","Off","74980IA0020018","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","21","Bronze","Rating Area 3","235.48","270.80","Off","74980IA0020018","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","21","Bronze","Rating Area 3","225.09","258.85","Off","74980IA0020019","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","21","Bronze","Rating Area 7","225.09","258.85","Off","74980IA0020019","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","21","Bronze","Rating Area 3","229.69","264.14","Off","74980IA0020007","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","21","Bronze","Rating Area 7","229.69","264.14","Off","74980IA0020007","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","22","Bronze","Rating Area 3","225.09","258.85","Off","74980IA0020019","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","22","Bronze","Rating Area 7","235.48","270.80","Off","74980IA0020018","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","22","Bronze","Rating Area 3","235.48","270.80","Off","74980IA0020018","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","22","Bronze","Rating Area 7","229.69","264.14","Off","74980IA0020007","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","22","Bronze","Rating Area 7","225.09","258.85","Off","74980IA0020019","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","22","Bronze","Rating Area 3","229.69","264.14","Off","74980IA0020007","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","23","Bronze","Rating Area 3","235.48","270.80","Off","74980IA0020018","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","23","Bronze","Rating Area 7","229.69","264.14","Off","74980IA0020007","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","23","Bronze","Rating Area 7","225.09","258.85","Off","74980IA0020019","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","23","Bronze","Rating Area 3","229.69","264.14","Off","74980IA0020007","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","23","Bronze","Rating Area 7","235.48","270.80","Off","74980IA0020018","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","23","Bronze","Rating Area 3","225.09","258.85","Off","74980IA0020019","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","24","Bronze","Rating Area 7","225.09","258.85","Off","74980IA0020019","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $6,500","24","Bronze","Rating Area 3","225.09","258.85","Off","74980IA0020019","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","24","Bronze","Rating Area 7","235.48","270.80","Off","74980IA0020018","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","24","Bronze","Rating Area 3","235.48","270.80","Off","74980IA0020018","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","24","Bronze","Rating Area 3","229.69","264.14","Off","74980IA0020007","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","24","Bronze","Rating Area 7","229.69","264.14","Off","74980IA0020007","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance, Pediatric Dental","25","Bronze","Rating Area 7","236.41","271.87","Off","74980IA0020018","Allamakee, Bremer, Butler, Cerro Gordo, Chickasaw, Emmet, Fayette, Floyd, Franklin, Hancock, Howard, Humboldt, Kossuth, Mitchell, Winnebago, Winneshiek, Worth, Wright","POINT (-92.99 43.08)"
"Avera Health Plans, Inc.","Avera MyPlan $5,000 / 30% Coinsurance","25","Bronze","Rating Area 3","230.59","265.17","Off","74980IA0020007","Buena Vista, Cherokee, Clay, Crawford, Dickinson, Ida, Lyon, Monona, O’Brien, Osceola, Palo Alto, Plymouth, Pocahontas, Sac, Sioux, Woodbury","POINT (-95.58 42.75)"
