"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0001-0SA5-6450SA5-05A","2010","Transportation","Transportation, Department of","0001 - General Fund","0SA5 - Commercial Service Airports","6450SA5","Commercial Service Airports","05A - Appropriation","0","0","1500000"
"2010-0017-002S-645002S-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","002S - Public Transit Assistance","645002S","Public Transit Assistance","05A - Appropriation","0","2200000","1250000"
"2010-0017-030S-64530S0-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","030S - Commercial Air Service Airports","64530S0","Commercial Air Service Airports","05A - Appropriation","0","1500000","0"
"2010-0017-031S-64531S0-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","031S - General Aviation Airports","64531S0","General Aviation Airports","05A - Appropriation","0","1500000","750000"
"2010-0017-038S-645038S-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","038S - Recreational Trails","645038S","Recreational Trails","05A - Appropriation","0","3000000","3500000"
"2010-0017-039S-645039S-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","039S - Rail Assistance Program","645039S","Rail Assistance Program","05A - Appropriation","0","3000000","1500000"
"2010-0017-0S52-6450S52-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0S52 - Passenger Rail","6450S52","Passenger Rail","05A - Appropriation","0","3000000","3000000"
"2010-0017-0S61-6450S61-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0S61 - Public Transit","6450S61","Public Transit","05A - Appropriation","0","1000000","0"
"2010-0017-0SA4-6450SA4-05A","2010","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0SA4 - Local Roads Counties/Cities - IJOBS","6450SA4","Local Roads Counties/Cities","05A - Appropriation","0","0","14750000"
"2010-0137-008S-6457393-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","008S - Garage Fuel & Waste Management","6457393","Garage Waste Management","05A - Appropriation","800000","800000","800000"
"2010-0137-0S13-645S130-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S13 - Field Facility Deferred Maint.","645S130","Field Facility Deferred Maint.","05A - Appropriation","1000000","1000000","1000000"
"2010-0137-0S16-645S160-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S16 - Transportation Maps","645S160","Transportation Maps","05A - Appropriation","242000","242000","242000"
"2010-0137-0S18-645S180-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S18 - PRF-Operations","645S180","DOT Operations - PRF","05A - Appropriation","40890860","40890860","40876274"
"2010-0137-0S20-645S200-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S20 - PRF-Planning & Program","645S200","DOT Planning, Programming & Modal - PRF","05A - Appropriation","9611696","9611696","9610960"
"2010-0137-0S22-645S220-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S22 - PRF-Maintenance","645S220","DOT Highway - PRF","05A - Appropriation","236263176","236263176","236262726"
"2010-0137-0S24-645S240-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S24 - PRF-Motor Vehicle","645S240","DOT Motor Vehicle - PRF","05A - Appropriation","1555005","1555005","1555005"
"2010-0137-0S27-6458521-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S27 - PRF-DOT Unemployment","6458521","Unemployment Compensation - PRF","05A - Appropriation","138000","138000","138000"
"2010-0137-0S28-6450002-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S28 - PRF-DOT Workers' Compensation","6450002","Workers Compensation - PRF","05A - Appropriation","3406000","3406000","3406000"
"2010-0137-0S30-645S300-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S30 - Indirect Cost Recoveries","645S300","Indirect Cost Recoveries","05A - Appropriation","572000","572000","572000"
"2010-0137-0S31-6456410-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S31 - PRF-Inventory & Equipment Replacement","6456410","Replacement Equipment","05A - Appropriation","2250000","2250000","2250000"
"2010-0137-0S32-645S320-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S32 - PRF - DAS","645S320","DAS Utility Services - PRF","05A - Appropriation","1382000","1382000","1382000"
"2010-0137-0S33-645S330-05A","2010","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S33 - Auditor Reimbursement","645S330","State Auditor Reimbursement - PRF","05A - Appropriation","415181","395218","415181"
"2010-0433-0SA6-6450SA6-05A","2010","Transportation","Transportation, Department of","0433 - Revenue Bonds Capitals Fund","0SA6 - Bridge Safety Fund","6450SA6","Bridge Safety Fund","05A - Appropriation","0","0","50000000"
"2010-0810-0803-6458451-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0803 - Personal Delivery of Services DOT","6458451","Personal Delivery Of Service","05A - Appropriation","225000","225000","225000"
"2010-0810-0810-6458455-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0810 - County Treasurer Equipment Standing","6458455","Co. Treas. Equipment Standing","05A - Appropriation","650000","650000","650000"
"2010-0810-0S58-6458712-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S58 - RUTF-Operations","6458712","Dot Administration RUTF","05A - Appropriation","6657336","6657336","6654962"
"2010-0810-0S60-6458716-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S60 - RUTF-Planning & Programs","6458716","Dot Planning Rutf","05A - Appropriation","506515","506515","506127"
"2010-0810-0S63-6458718-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S63 - RUTF-Motor Vehicle","6458718","Dot Motor Vehicle RUTF","05A - Appropriation","36752012","36752012","36752012"
"2010-0810-0S66-6458522-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S66 - RUTF-Unemployment Compensation","6458522","Unemployment Compenstation - RUTF","05A - Appropriation","7000","7000","7000"
"2010-0810-0S67-6458523-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S67 - RUTF-Workers' Compensation","6458523","Dot Workers' Comp Rutf","05A - Appropriation","142000","142000","142000"
"2010-0810-0S68-6458721-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S68 - Drivers' Licenses","6458721","Drivers' Licenses","05A - Appropriation","4195000","4195000","3714000"
"2010-0810-0S69-645S690-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S69 - Mississippi River Parkway Comm","645S690","Mississippi River Parkway Comm","05A - Appropriation","40000","40000","40000"
"2010-0810-0S74-645S740-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S74 - Indirect Cost Recoveries","645S740","Indirect Cost Recoveries - RUTF","05A - Appropriation","78000","78000","78000"
"2010-0810-0S75-645S750-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S75 - Auditor Reimbursement","645S750","State Auditor Reimbursement - RUTF","05A - Appropriation","67319","64082","67319"
"2010-0810-0S76-645S760-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S76 - County Treasurers Support","645S760","County Treasurers Support","05A - Appropriation","1394000","1394000","1394000"
"2010-0810-0S77-645S770-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S77 - RUTF - DAS","645S770","DAS Utility Services - RUTF","05A - Appropriation","225000","225000","225000"
"2010-0810-0S80-645S800-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S80 - I-35 Corridor Coalition","645S800","I-35 Corridor Coalition","05A - Appropriation","50000","50000","50000"
"2010-0810-0S82-645S820-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S82 - Road/Weather Conditions Info","645S820","Road/Weather Conditions Info","05A - Appropriation","100000","100000","100000"
"2010-0810-0SA2-6450SA2-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0SA2 - Reimbursement to City of Muscatine","6450SA2","Reimbursement to City of Muscatine","05A - Appropriation","0","0","1072"
"2010-0810-0SA3-6450SA3-05A","2010","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0SA3 - Payment to City of Cedar Falls Assessment","6450SA3","Payment of Cedar Falls Assessment","05A - Appropriation","0","0","317906"
"2010-0988-0SA7-6450SA7-05A","2010","Transportation","Transportation, Department of","0988 - Federal Recovery and Reinvestment Fund","0SA7 - Counties/Cities","6450SA7","Federal Funds for Counties/Cities","05A - Appropriation","0","0","5550000"
"2011-0017-002S-645002S-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","002S - Public Transit Assistance","645002S","Public Transit Assistance","05A - Appropriation","0","2200000","0"
"2011-0017-030S-64530S0-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","030S - Commercial Air Service Airports","64530S0","Commercial Air Service Airports","05A - Appropriation","0","1500000","0"
"2011-0017-031S-64531S0-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","031S - General Aviation Airports","64531S0","General Aviation Airports","05A - Appropriation","0","1500000","750000"
"2011-0017-038S-645038S-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","038S - Recreational Trails","645038S","Recreational Trails","05A - Appropriation","0","3500000","0"
"2011-0017-039S-645039S-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","039S - Rail Assistance Program","645039S","Rail Assistance Program","05A - Appropriation","2000000","3000000","2000000"
"2011-0017-0S52-6450S52-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0S52 - Passenger Rail","6450S52","Passenger Rail","05A - Appropriation","0","3000000","0"
"2011-0017-0S61-6450S61-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0S61 - Public Transit","6450S61","Public Transit","05A - Appropriation","0","1000000","0"
"2011-0017-0SA4-6450SA4-05A","2011","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0SA4 - Local Roads Counties/Cities - IJOBS","6450SA4","Local Roads Counties/Cities","05A - Appropriation","24700000","24700000","24700000"
"2011-006D-0SB2-6450SB2-05A","2011","Transportation","Transportation, Department of","006D - Revenue Bonds Capitals II Fund","0SB2 - Commercial Aviation Infrastructure - IJOBS II","6450SB2","Commercial Aviation Infrastructure IJOBS II","05A - Appropriation","1500000","0","1500000"
"2011-006D-0SB3-6450SB3-05A","2011","Transportation","Transportation, Department of","006D - Revenue Bonds Capitals II Fund","0SB3 - Public Transit Fund - IJOBS II","6450SB3","Public Transit IJOBS II","05A - Appropriation","2200000","0","2000000"
"2011-006D-0SB5-6450SB5-05A","2011","Transportation","Transportation, Department of","006D - Revenue Bonds Capitals II Fund","0SB5 - Bridge Safety Program - IJOBS II","6450SB5","Bridge Safety Program - IJOBS II","05A - Appropriation","0","0","10000000"
"2011-006D-0SB6-6450SB6-05A","2011","Transportation","Transportation, Department of","006D - Revenue Bonds Capitals II Fund","0SB6 - Rail Ports Improvement Program - IJOBS II","6450SB6","Rail Ports Improvement - IJOBS II","05A - Appropriation","0","0","7500000"
"2011-0137-008S-6457393-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","008S - Garage Fuel & Waste Management","6457393","Garage Waste Management","05A - Appropriation","800000","800000","800000"
"2011-0137-0S13-645S130-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S13 - Field Facility Deferred Maint.","645S130","Field Facility Deferred Maint.","05A - Appropriation","1000000","1000000","1000000"
"2011-0137-0S16-645S160-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S16 - Transportation Maps","645S160","Transportation Maps","05A - Appropriation","242000","242000","242000"
"2011-0137-0S18-645S180-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S18 - PRF-Operations","645S180","DOT Operations - PRF","05A - Appropriation","40951274","40951274","40951274"
"2011-0137-0S20-645S200-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S20 - PRF-Planning & Program","645S200","DOT Planning, Programming & Modal - PRF","05A - Appropriation","9610960","9610960","9610960"
"2011-0137-0S22-645S220-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S22 - PRF-Maintenance","645S220","DOT Highway - PRF","05A - Appropriation","237565726","237565726","237565726"
"2011-0137-0S24-645S240-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S24 - PRF-Motor Vehicle","645S240","DOT Motor Vehicle - PRF","05A - Appropriation","1555005","1555005","1555005"
"2011-0137-0S27-6458521-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S27 - PRF-DOT Unemployment","6458521","Unemployment Compensation - PRF","05A - Appropriation","138000","138000","138000"
"2011-0137-0S28-6450002-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S28 - PRF-DOT Workers' Compensation","6450002","Workers Compensation - PRF","05A - Appropriation","3278000","3278000","3278000"
"2011-0137-0S30-645S300-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S30 - Indirect Cost Recoveries","645S300","Indirect Cost Recoveries","05A - Appropriation","572000","572000","572000"
"2011-0137-0S31-6456410-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S31 - PRF-Inventory & Equipment Replacement","6456410","Replacement Equipment","05A - Appropriation","2250000","2250000","2250000"
"2011-0137-0S32-645S320-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S32 - PRF - DAS","645S320","DAS Utility Services - PRF","05A - Appropriation","1382000","1382000","1382000"
"2011-0137-0S33-645S330-05A","2011","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S33 - Auditor Reimbursement","645S330","State Auditor Reimbursement - PRF","05A - Appropriation","415181","415181","415181"
"2011-0450-0SB4-6450SB4-05A","2011","Transportation","Transportation, Department of","0450 - UST Unassign Revenue (Nonbond)","0SB4 - Passenger Rail Service","6450SB4","Passenger Rail Service","05A - Appropriation","0","0","2000000"
"2011-0810-0803-6458451-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0803 - Personal Delivery of Services DOT","6458451","Personal Delivery Of Service","05A - Appropriation","225000","225000","225000"
"2011-0810-0810-6458455-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0810 - County Treasurer Equipment Standing","6458455","Co. Treas. Equipment Standing","05A - Appropriation","650000","650000","650000"
"2011-0810-0S58-6458712-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S58 - RUTF-Operations","6458712","Dot Administration RUTF","05A - Appropriation","6654962","6654962","6654962"
"2011-0810-0S60-6458716-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S60 - RUTF-Planning & Programs","6458716","Dot Planning Rutf","05A - Appropriation","506127","506127","506127"
"2011-0810-0S63-6458718-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S63 - RUTF-Motor Vehicle","6458718","Dot Motor Vehicle RUTF","05A - Appropriation","35604012","36752012","35604012"
"2011-0810-0S66-6458522-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S66 - RUTF-Unemployment Compensation","6458522","Unemployment Compenstation - RUTF","05A - Appropriation","7000","7000","7000"
"2011-0810-0S67-6458523-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S67 - RUTF-Workers' Compensation","6458523","Dot Workers' Comp Rutf","05A - Appropriation","137000","137000","137000"
"2011-0810-0S68-6458721-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S68 - Drivers' Licenses","6458721","Drivers' Licenses","05A - Appropriation","3876000","3876000","3876000"
"2011-0810-0S69-645S690-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S69 - Mississippi River Parkway Comm","645S690","Mississippi River Parkway Comm","05A - Appropriation","40000","40000","40000"
"2011-0810-0S74-645S740-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S74 - Indirect Cost Recoveries","645S740","Indirect Cost Recoveries - RUTF","05A - Appropriation","78000","78000","78000"
"2011-0810-0S75-645S750-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S75 - Auditor Reimbursement","645S750","State Auditor Reimbursement - RUTF","05A - Appropriation","67319","67319","67319"
"2011-0810-0S76-645S760-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S76 - County Treasurers Support","645S760","County Treasurers Support","05A - Appropriation","1406000","1406000","1406000"
"2011-0810-0S77-645S770-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S77 - RUTF - DAS","645S770","DAS Utility Services - RUTF","05A - Appropriation","225000","225000","225000"
"2011-0810-0S80-645S800-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S80 - I-35 Corridor Coalition","645S800","I-35 Corridor Coalition","05A - Appropriation","50000","50000","50000"
"2011-0810-0S82-645S820-05A","2011","Transportation","Transportation, Department of","0810 - Road Use Tax Fund","0S82 - Road/Weather Conditions Info","645S820","Road/Weather Conditions Info","05A - Appropriation","100000","100000","100000"
"2012-0017-002S-645002S-05A","2012","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","002S - Public Transit Assistance","645002S","Public Transit Assistance","05A - Appropriation","2000000","2000000","1500000"
"2012-0017-030S-64530S0-05A","2012","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","030S - Commercial Air Service Airports","64530S0","Commercial Air Service Airports","05A - Appropriation","1500000","1500000","1500000"
"2012-0017-031S-64531S0-05A","2012","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","031S - General Aviation Airports","64531S0","General Aviation Airports","05A - Appropriation","750000","750000","750000"
"2012-0017-038S-645038S-05A","2012","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","038S - Recreational Trails","645038S","Recreational Trails","05A - Appropriation","2000000","2000000","3000000"
"2012-0017-039S-645039S-05A","2012","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","039S - Rail Assistance Program","645039S","Rail Assistance Program","05A - Appropriation","2000000","2000000","2000000"
"2012-0017-0S52-6450S52-05A","2012","Transportation","Transportation, Department of","0017 - Rebuild Iowa Infrastructure Fund","0S52 - Passenger Rail","6450S52","Passenger Rail","05A - Appropriation","0","6500000","0"
"2012-0137-008S-6457393-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","008S - Garage Fuel & Waste Management","6457393","Garage Waste Management","05A - Appropriation","800000","800000","800000"
"2012-0137-0S13-645S130-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S13 - Field Facility Deferred Maint.","645S130","Field Facility Deferred Maint.","05A - Appropriation","1000000","1000000","1000000"
"2012-0137-0S16-645S160-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S16 - Transportation Maps","645S160","Transportation Maps","05A - Appropriation","242000","242000","242000"
"2012-0137-0S18-645S180-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S18 - PRF-Operations","645S180","DOT Operations - PRF","05A - Appropriation","40356529","40356529","40356529"
"2012-0137-0S20-645S200-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S20 - PRF-Planning & Program","645S200","DOT Planning, Programming & Modal - PRF","05A - Appropriation","8697095","8697095","8697095"
"2012-0137-0S22-645S220-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S22 - PRF-Maintenance","645S220","DOT Highway - PRF","05A - Appropriation","230913992","230913992","230913992"
"2012-0137-0S24-645S240-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S24 - PRF-Motor Vehicle","645S240","DOT Motor Vehicle - PRF","05A - Appropriation","1413540","1413540","1413540"
"2012-0137-0S27-6458521-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S27 - PRF-DOT Unemployment","6458521","Unemployment Compensation - PRF","05A - Appropriation","138000","138000","138000"
"2012-0137-0S28-6450002-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S28 - PRF-DOT Workers' Compensation","6450002","Workers Compensation - PRF","05A - Appropriation","2846000","2846000","2846000"
"2012-0137-0S30-645S300-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S30 - Indirect Cost Recoveries","645S300","Indirect Cost Recoveries","05A - Appropriation","572000","572000","572000"
"2012-0137-0S31-6456410-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S31 - PRF-Inventory & Equipment Replacement","6456410","Replacement Equipment","05A - Appropriation","5366000","5366000","5366000"
"2012-0137-0S32-645S320-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S32 - PRF - DAS","645S320","DAS Utility Services - PRF","05A - Appropriation","1388000","1388000","1388000"
"2012-0137-0S33-645S330-05A","2012","Transportation","Transportation, Department of","0137 - Primary Road Fund","0S33 - Auditor Reimbursement","645S330","State Auditor Reimbursement - PRF","05A - Appropriation","415181","415181","415181"
