"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0017-010N-415010N-05A","2010","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","010N - Independence MH Systems Community Development Building","415010N","Independence MH Systems Community Development Building","05A - Appropriation","0","0","200000"
"2010-0017-011N-4150310-05A","2010","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","011N - Health/Safety/Loss","4150310","Health/Life/Safety","05A - Appropriation","0","1350000","0"
"2010-0017-014N-4150340-05A","2010","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","014N - Major Projects","4150340","Major Projects","05A - Appropriation","0","1300000","0"
"2011-0017-011N-4150310-05A","2011","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","011N - Health/Safety/Loss","4150310","Health/Life/Safety","05A - Appropriation","0","2880663","0"
"2011-0017-012N-4150320-05A","2011","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","012N - Maintenance","4150320","Maintenance","05A - Appropriation","0","957500","0"
"2011-0017-014N-4150340-05A","2011","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","014N - Major Projects","4150340","Major Projects","05A - Appropriation","0","3491800","0"
"2012-0017-011N-4150310-05A","2012","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","011N - Health/Safety/Loss","4150310","Health/Life/Safety","05A - Appropriation","0","3018060","0"
"2012-0017-012N-4150320-05A","2012","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","012N - Maintenance","4150320","Maintenance","05A - Appropriation","0","2050000","0"
"2012-0017-014N-4150340-05A","2012","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","014N - Major Projects","4150340","Major Projects","05A - Appropriation","0","2912080","0"
"2012-0017-066N-41566N0-05A","2012","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","066N - Nursing Facility Financial Assistance","41566N0","Nursing Facility Financial Assistance","05A - Appropriation","0","0","285000"
"2012-0943-067N-415067N-05A","2012","Capital","Human Services Capital","0943 - Technology Reinvestment Fund","067N - Medicaid Technology","415067N","5010/ICD-10","05A - Appropriation","0","0","3494176"
"2012-0943-068N-415068N-05A","2012","Capital","Human Services Capital","0943 - Technology Reinvestment Fund","068N - Ctrl IA Ctr for Indep Living","415068N","Central Iowa Center for Independent Living","05A - Appropriation","0","0","11000"
"2013-0017-11N-4150310-05A","2013","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","11N - Health/Safety/Loss","4150310","Health/Life/Safety","05A - Appropriation","0","3670000","0"
"2013-0017-12N-4150320-05A","2013","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","12N - Maintenance","4150320","Maintenance","05A - Appropriation","0","650000","0"
"2013-0017-14N-4150340-05A","2013","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","14N - Major Projects","4150340","Major Projects","05A - Appropriation","0","2912080","0"
"2013-0017-66N-41566N0-05A","2013","Capital","Human Services Capital","0017 - Rebuild Iowa Infrastructure Fund","66N - Nursing Facility Financial Assistance","41566N0","Nursing Facility Financial Assistance","05A - Appropriation","0","0","250000"
"2013-0943-67N-415067N-05A","2013","Capital","Human Services Capital","0943 - Technology Reinvestment Fund","67N - Medicaid Technology","415067N","5010/ICD-10","05A - Appropriation","0","0","652322"
"2013-0943-67N-415067N-05P","2013","Capital","Human Services Capital","0943 - Technology Reinvestment Fund","67N - Medicaid Technology","415067N","5010/ICD-10","05P - Previously Enacted Appropriation","4667600","4667600","0"
"2013-0943-67N-415167N-05A","2013","Capital","Human Services Capital","0943 - Technology Reinvestment Fund","67N - Medicaid Technology","415167N","Eligibility System","05A - Appropriation","0","0","2154130"
