"date_opened","date_closed","fy","closure_desc","not_timely","not_jurisdictional","processor","housing","employment","public_accom","education","credit","race","race_type","disability","age","sex","sex_type","pregnancy","nat_org","nat_org_type","family_status","marital_status","religion","religion_type","creed","color","sex_orientation","gender_identity","retaliation","processing_days"
"2022-08-01T00:00:00.000","2022-08-26T00:00:00.000","2023","No Jurisdiction","No","Yes","ICRC","Yes","No","No","No","No","No",,"No","No","No",,"No","No",,"No","No","No",,"No","No","No","No","No","25"
"2022-07-28T00:00:00.000","2022-08-26T00:00:00.000","2023","No Jurisdiction","No","Yes","ICRC","Yes","No","No","No","No","No",,"No","No","No",,"No","No",,"No","No","No",,"No","No","No","No","No","29"
"2022-06-30T00:00:00.000","2022-08-11T00:00:00.000","2023","Withdrawal with Satisfactory Adjustment","No","No","Local","No","Yes","No","No","No","No",,"Yes","No","No",,"No","No",,"No","No","No",,"No","No","No","No","No","42"
"2022-06-23T00:00:00.000","2022-07-19T00:00:00.000","2023","Local SA","Yes","Yes","Local","No","Yes","No","No","No","No",,"No","Yes","No",,"No","No",,"No","No","No",,"No","No","No","No","No","26"
"2022-06-03T00:00:00.000","2014-12-02T00:00:00.000","2015","No Jurisdiction","No","Yes","Local","No","Yes","No","No","No","No",,"No","No","No",,"No","No",,"No","No","No",,"No","No","No","No","Yes","2740"
"2022-06-02T00:00:00.000","2022-07-19T00:00:00.000","2023","Local SA","Yes","Yes","Local","Yes","No","No","No","No","No",,"No","No","No",,"No","Yes","Afghani, Arab, Middle Eastern","No","No","Yes","Muslim","No","No","No","No","No","47"
"2022-06-02T00:00:00.000","2022-08-08T00:00:00.000","2023","Satisfactory Adjustment","No","No","ICRC","Yes","No","No","No","No","No",,"Yes","No","No",,"No","No",,"No","No","No",,"No","No","No","No","No","67"
"2022-05-31T00:00:00.000","2022-06-14T00:00:00.000","2022","No Jurisdiction","No","Yes","ICRC","Yes","No","No","No","No","No",,"No","No","No",,"No","No",,"No","No","No",,"No","No","No","No","No","14"
"2022-05-31T00:00:00.000","2022-07-13T00:00:00.000","2023","No Jurisdiction","No","Yes","ICRC","Yes","No","No","No","No","No",,"No","No","No",,"No","No",,"No","No","No",,"No","No","No","No","No","43"
"2022-05-27T00:00:00.000","2022-08-16T00:00:00.000","2023","Administrative Closure","No","No","ICRC","No","No","Yes","No","No","Yes","Black","No","No","Yes","Female","No","No",,"No","No","No",,"No","Yes","No","No","No","81"
