"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0001-0V01-6701000-05A","2010","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701000","Veteran Affairs Administration","05A - Appropriation","691415","735830","646185"
"2010-0001-0V01-6701001-05A","2010","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701001","Commission Of Veterans Affairs","05A - Appropriation","3438","3438","3438"
"2010-0001-0V01-6701003-05A","2010","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701003","County Training","05A - Appropriation","3510","3510","3510"
"2010-0001-0V01-6701005-05A","2010","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701005","Cemetery Operations","05A - Appropriation","500966","500966","414037"
"2010-0001-0V02-6702000-05A","2010","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V02 - War Orphans Educational Assistance","6702000","War Orphans Educational Aid","05A - Appropriation","23775","27000","22944"
"2010-0001-0V14-670V140-05A","2010","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V14 - Veterans County Grants","670V140","Veterans County Grants","05A - Appropriation","1000000","600000","1000000"
"2010-0017-0V18-670V180-05A","2010","Human Services","Veterans Affairs, Department of","0017 - Rebuild Iowa Infrastructure Fund","0V18 - Veterans Home Ownership Assistance - RIIF","670V180","Veterans Home Ownership Assistance - RIIF","05A - Appropriation","1600000","1600000","1600000"
"2011-0001-0V01-6701000-05A","2011","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701000","Veteran Affairs Administration","05A - Appropriation","599656","646185","614531"
"2011-0001-0V01-6701001-05A","2011","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701001","Commission Of Veterans Affairs","05A - Appropriation","3438","3438","3000"
"2011-0001-0V01-6701003-05A","2011","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701003","County Training","05A - Appropriation","3510","3510","3260"
"2011-0001-0V01-6701005-05A","2011","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701005","Cemetery Operations","05A - Appropriation","353849","414037","339662"
"2011-0001-0V02-6702000-05A","2011","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V02 - War Orphans Educational Assistance","6702000","War Orphans Educational Aid","05A - Appropriation","12731","22944","12731"
"2011-0001-0V14-670V140-05A","2011","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V14 - Veterans County Grants","670V140","Veterans County Grants","05A - Appropriation","900000","1000000","900000"
"2011-0017-0V18-670V180-05A","2011","Human Services","Veterans Affairs, Department of","0017 - Rebuild Iowa Infrastructure Fund","0V18 - Veterans Home Ownership Assistance - RIIF","670V180","Veterans Home Ownership Assistance - RIIF","05A - Appropriation","1000000","1600000","1000000"
"2011-0423-0V20-670V200-05A","2011","Human Services","Veterans Affairs, Department of","0423 - Merchant Marine Bonus Fund","0V20 - County Veterans Grant Assistance-MMBF","670V200","County Veterans Grants-MMBF","05A - Appropriation","0","0","90000"
"2012-0001-0V01-6701000-05A","2012","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701000","Veteran Affairs Administration","05A - Appropriation","527910","614531","998832"
"2012-0001-0V01-6701001-05A","2012","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701001","Commission Of Veterans Affairs","05A - Appropriation","3000","3000","0"
"2012-0001-0V01-6701003-05A","2012","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701003","County Training","05A - Appropriation","3260","3260","0"
"2012-0001-0V01-6701005-05A","2012","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V01 - General Administration","6701005","Cemetery Operations","05A - Appropriation","339662","339662","0"
"2012-0001-0V02-6702000-05A","2012","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V02 - War Orphans Educational Assistance","6702000","War Orphans Educational Aid","05A - Appropriation","12416","12731","12416"
"2012-0001-0V14-670V140-05A","2012","Human Services","Veterans Affairs, Department of","0001 - General Fund","0V14 - Veterans County Grants","670V140","Veterans County Grants","05A - Appropriation","990000","900000","990000"
"2012-0017-0V18-670V180-05A","2012","Human Services","Veterans Affairs, Department of","0017 - Rebuild Iowa Infrastructure Fund","0V18 - Veterans Home Ownership Assistance - RIIF","670V180","Veterans Home Ownership Assistance - RIIF","05A - Appropriation","1000000","1000000","1000000"
"2012-0423-0V20-670V200-05A","2012","Human Services","Veterans Affairs, Department of","0423 - Merchant Marine Bonus Fund","0V20 - County Veterans Grant Assistance-MMBF","670V200","County Veterans Grants-MMBF","05A - Appropriation","0","90000","0"
"2013-0001-V01-6701000-05A","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701000","Veteran Affairs Administration","05A - Appropriation","511416","511416","678730"
"2013-0001-V01-6701000-05P","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701000","Veteran Affairs Administration","05P - Previously Enacted Appropriation","151347","151347","0"
"2013-0001-V01-6701001-05A","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701001","Commission Of Veterans Affairs","05A - Appropriation","0","0","1"
"2013-0001-V01-6701001-05P","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701001","Commission Of Veterans Affairs","05P - Previously Enacted Appropriation","3000","3000","0"
"2013-0001-V01-6701003-05A","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701003","County Training","05A - Appropriation","0","0","1"
"2013-0001-V01-6701003-05P","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701003","County Training","05P - Previously Enacted Appropriation","100","100","0"
"2013-0001-V01-6701005-05A","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701005","Cemetery Operations","05A - Appropriation","0","0","347087"
"2013-0001-V01-6701005-05P","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V01 - General Administration","6701005","Cemetery Operations","05P - Previously Enacted Appropriation","344969","344969","0"
"2013-0001-V02-6702000-05A","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V02 - War Orphans Educational Assistance","6702000","War Orphans Educational Aid","05A - Appropriation","6208","6208","12416"
"2013-0001-V02-6702000-05P","2013","Human Services","Veterans Affairs, Department of","0001 - General Fund","V02 - War Orphans Educational Assistance","6702000","War Orphans Educational Aid","05P - Previously Enacted Appropriation","6208","6208","0"
