"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0001-0809-5320001-05A","2010","Administration and Regulation","Management, Department of","0001 - General Fund","0809 - Special Olympics Fund","5320001","Special Olympics Fund","05A - Appropriation","45411","50000","50000"
"2010-0001-0817-5320023-05A","2010","Administration and Regulation","Management, Department of","0001 - General Fund","0817 - Indian Settlement Officer","5320023","Indian Settlement Officer","05A - Appropriation","22705","25000","0"
"2010-0001-0890-5320020-05A","2010","Administration and Regulation","Management, Department of","0001 - General Fund","0890 - Appeal Board Claims","5320020","State Appeal Board Claims","05A - Appropriation","3984786","4387500","3984786"
"2010-0001-0D01-5321100-05A","2010","Administration and Regulation","Management, Department of","0001 - General Fund","0D01 - Management Departmental Oper.","5321100","Administration","05A - Appropriation","2999981","3372388","2811511"
"2010-0001-0D35-5320D35-05A","2010","Administration and Regulation","Management, Department of","0001 - General Fund","0D35 - Property Tax Credit Fund","5320D35","Property Tax Credit Fund","05A - Appropriation","154673400","44400000","101395597"
"2010-0017-001D-53201D0-05A","2010","Administration and Regulation","Management, Department of","0017 - Rebuild Iowa Infrastructure Fund","001D - Technology Reinvestment Fund Appropriation from RIIF","53201D0","Technology Reinvestment Fund Appropriation from RIIF","05A - Appropriation","14500000","17500000","14525000"
"2010-0017-030E-53230E1-05A","2010","Administration and Regulation","Management, Department of","0017 - Rebuild Iowa Infrastructure Fund","030E - Environment First Fund Appropriation","5.32E+05","Environment First Fund Appropriatio","05A - Appropriation","42000000","42000000","42000000"
"2010-0022-0DA1-5320DA1-05A","2010","Administration and Regulation","Management, Department of","0022 - Cash Reserve Fund","0DA1 - Property Tax Credit Fund","5320DA1","Cash Reserve Appropriation to Property Tax Credit Fund","05A - Appropriation","0","0","54684481"
"2010-0810-0D23-532D230-05A","2010","Administration and Regulation","Management, Department of","0810 - Road Use Tax Fund","0D23 - DOM Road Use Tax Fund Appropriation","532D230","Dom Rut Operations","05A - Appropriation","56000","56000","56000"
"2010-0988-0DA2-5320DA2-05A","2010","Administration and Regulation","Management, Department of","0988 - Federal Recovery and Reinvestment Fund","0DA2 - DOM Operations FRRF","5320DA2","DOM Operations FRRF","05A - Appropriation","0","0","200000"
"2011-0001-0809-5320001-05A","2011","Administration and Regulation","Management, Department of","0001 - General Fund","0809 - Special Olympics Fund","5320001","Special Olympics Fund","05A - Appropriation","50000","50000","50000"
"2011-0001-0890-5320020-05A","2011","Administration and Regulation","Management, Department of","0001 - General Fund","0890 - Appeal Board Claims","5320020","State Appeal Board Claims","05A - Appropriation","3586307","3984786","3586307"
"2011-0001-0D01-5321100-05A","2011","Administration and Regulation","Management, Department of","0001 - General Fund","0D01 - Management Departmental Oper.","5321100","Administration","05A - Appropriation","2530360","2811511","2236642"
"2011-0001-0D35-5320D35-05A","2011","Administration and Regulation","Management, Department of","0001 - General Fund","0D35 - Property Tax Credit Fund","5320D35","Property Tax Credit Fund","05A - Appropriation","91256037","101395597","91256037"
"2011-0001-0DA3-532GEMS-05A","2011","Administration and Regulation","Management, Department of","0001 - General Fund","0DA3 - Grants Enterprise Management","532GEMS","Office of Grants Enterprise Management","05A - Appropriation","0","0","175000"
"2011-0017-001D-53201D0-05A","2011","Administration and Regulation","Management, Department of","0017 - Rebuild Iowa Infrastructure Fund","001D - Technology Reinvestment Fund Appropriation from RIIF","53201D0","Technology Reinvestment Fund Appropriation from RIIF","05A - Appropriation","10000000","14525000","10000000"
"2011-0017-030E-53230E1-05A","2011","Administration and Regulation","Management, Department of","0017 - Rebuild Iowa Infrastructure Fund","030E - Environment First Fund Appropriation","5.32E+05","Environment First Fund Appropriatio","05A - Appropriation","35000000","42000000","33000000"
"2011-0022-0DA1-5320DA1-05A","2011","Administration and Regulation","Management, Department of","0022 - Cash Reserve Fund","0DA1 - Property Tax Credit Fund","5320DA1","Cash Reserve Appropriation to Property Tax Credit Fund","05A - Appropriation","54684481","54684481","54684481"
"2011-0022-0DA4-5320DA4-05A","2011","Administration and Regulation","Management, Department of","0022 - Cash Reserve Fund","0DA4 - DOM Operations - CRF","5320DA4","DOM Operations - CRF","05A - Appropriation","0","0","260000"
"2011-0022-0DA5-5320DA5-05A","2011","Administration and Regulation","Management, Department of","0022 - Cash Reserve Fund","0DA5 - Appropriation Contingencies - CRF","5320DA5","Appropriation Contingencies - CRF","05A - Appropriation","0","0","5000000"
"2011-0810-0D23-532D230-05A","2011","Administration and Regulation","Management, Department of","0810 - Road Use Tax Fund","0D23 - DOM Road Use Tax Fund Appropriation","532D230","Dom Rut Operations","05A - Appropriation","56000","56000","56000"
"2012-0001-0809-5320001-05A","2012","Administration and Regulation","Management, Department of","0001 - General Fund","0809 - Special Olympics Fund","5320001","Special Olympics Fund","05A - Appropriation","50000","50000","50000"
