"u_id","name","description","creation_date","last_update_date_data","url","api_endpoint","api_information"
"2q8q-6cwq","2019 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2019.","11/2/2020 15:21","11/2/2020 15:21","https://data.nj.gov/d/2q8q-6cwq","https://data.nj.gov/resource/2q8q-6cwq.json","https://dev.socrata.com/"
"fdh2-t954","Sandy CDL Glossary And Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","10/2/2015 19:18","10/2/2015 19:18","https://data.nj.gov/d/fdh2-t954","https://data.nj.gov/resource/fdh2-t954.json","https://dev.socrata.com/"
"tpvi-7cdx","Data.NJ.Gov: Socrata Help Videos","These are online videos provided by Socrata that demonstrate how to use this open data platform.","6/12/2014 19:24","6/12/2014 19:24","https://data.nj.gov/d/tpvi-7cdx",,"https://dev.socrata.com/"
"uxct-9i9f","FY2012 Detailed Budget","This is the Governor's Budget and Message for Fiscal Year 2012. More information can be found in the Citizen's Guide to the Budget on the Treasury/OMB website: www.state.nj.us/treasury/omb.","5/28/2015 13:02","5/28/2015 13:02","https://data.nj.gov/d/uxct-9i9f","https://data.nj.gov/resource/uxct-9i9f.json","https://dev.socrata.com/"
"azfu-xptd","2021 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of March 2021.","3/19/2021 14:19","3/19/2021 14:19","https://data.nj.gov/d/azfu-xptd","https://data.nj.gov/resource/azfu-xptd.json","https://dev.socrata.com/"
"j6qw-88pm","FY2019 New Jersey Lottery Annual Report","This report provides information on the State of New Jersey Programs Supported by State Lottery Resources for the Fiscal Year 2019.","10/30/2020 13:12","10/30/2020 13:12","https://data.nj.gov/d/j6qw-88pm","https://data.nj.gov/resource/j6qw-88pm.json","https://dev.socrata.com/"
"f94q-mi27","2017 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2017.","4/23/2018 12:40","4/23/2018 12:40","https://data.nj.gov/d/f94q-mi27","https://data.nj.gov/resource/f94q-mi27.json","https://dev.socrata.com/"
"4bpu-pj5j","2015 New Jersey Transit Annual Report","This report provides information on New Jersey Transit for the year 2015.","1/25/2016 18:34","1/25/2016 18:34","https://data.nj.gov/d/4bpu-pj5j","https://data.nj.gov/resource/4bpu-pj5j.json","https://dev.socrata.com/"
"p6fj-nk2t","Find Your Local Health Department","Find Your Local Health Department-Use the map tool on this page to find individual LHDs","3/25/2022 17:14","3/25/2022 17:14","https://data.nj.gov/d/p6fj-nk2t",,"https://dev.socrata.com/"
"cgi2-3icv","John Hopkins COVID-19 School Reopening Checklist","How K-12 Schools Should Prepare for Reopening During the 2020-21 Academic Year: An Equity Checklist","7/13/2020 13:09","7/13/2020 13:09","https://data.nj.gov/d/cgi2-3icv",,"https://dev.socrata.com/"
"3nur-mhy3","2015 Economic Development Authority Annual Report","This document provides information on 2015 Annual report for Economic Development Authority.","6/30/2016 15:17","6/30/2016 15:17","https://data.nj.gov/d/3nur-mhy3","https://data.nj.gov/resource/3nur-mhy3.json","https://dev.socrata.com/"
"t49b-rrpt","NJ Open Data Center Help Catalog","This is a list of various Help files for using the New Jersey Open Data Center.","7/22/2014 17:12","7/22/2014 17:12","https://data.nj.gov/d/t49b-rrpt",,"https://dev.socrata.com/"
"dxd8-u9zw","API Library of Assets on the NJOIT Open Data Center","Information about all the assets on Data.NJ.Gov including information about their API's and how to use them.","10/4/2017 15:37","8/9/2022 17:25","https://data.nj.gov/d/dxd8-u9zw","https://data.nj.gov/resource/dxd8-u9zw.json","https://dev.socrata.com/"
"kutu-fw7c","CARES Act Disbursement Site","This COVID-19 Federal Funds and Data Tracker is part of our commitment to improving transparency by providing a guided view through complex financial information. This site provides a guided view through our COVID-related budget and provides a transparent look at how we allocate public relief funds.","1/6/2022 20:40","1/6/2022 20:40","https://data.nj.gov/d/kutu-fw7c",,"https://dev.socrata.com/"
"v734-j6em","Sandy DCA Glossary and Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","12/29/2014 18:43","12/29/2014 18:43","https://data.nj.gov/d/v734-j6em","https://data.nj.gov/resource/v734-j6em.json","https://dev.socrata.com/"
"jeqc-3z35","Sandy DCF Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a report for all the relevant columns of DCF - The Amount Allocated, Obligated and Paid broken down by federal agency, program, vendor, project, county, and municipality.","12/31/2014 19:25","5/31/2019 18:32","https://data.nj.gov/d/jeqc-3z35","https://data.nj.gov/resource/jeqc-3z35.json","https://dev.socrata.com/"
"4j3i-ikpc","Sandy DCF Summary","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a summarized version of the DCF Master Data with key columns.","12/24/2014 18:34","5/31/2019 18:26","https://data.nj.gov/d/4j3i-ikpc","https://data.nj.gov/resource/4j3i-ikpc.json","https://dev.socrata.com/"
"vjy2-yjvd","data_page_icon",,"9/28/2020 19:30","9/28/2020 19:30","https://data.nj.gov/d/vjy2-yjvd","https://data.nj.gov/resource/vjy2-yjvd.json","https://dev.socrata.com/"
"d9tx-8pfw","CARES Act Disbursements","This dataset contains expenses by the State of New Jersey and paid with CARES Act fund in response to the COVID-19 Public Health Emergency. The data reflects expenditures which meet the Federal Program Guidance concerning COVID-19. The data appears by program, agency, amount of award and amount expended.","9/16/2020 17:42","10/20/2021 17:48","https://data.nj.gov/d/d9tx-8pfw","https://data.nj.gov/resource/d9tx-8pfw.json","https://dev.socrata.com/"
"ayi7-pys9","New Jersey Film And Digital Media Tax Credit Program","This document provides information on New Jersey Film and Digital Media Tax Credit Program.","7/10/2014 14:46","7/10/2014 14:46","https://data.nj.gov/d/ayi7-pys9","https://data.nj.gov/resource/ayi7-pys9.json","https://dev.socrata.com/"
"v2w8-ip6g","Public Asset Inventory","Inventory of public assets including asset level metadata.","5/7/2020 12:24","8/9/2022 17:21","https://data.nj.gov/d/v2w8-ip6g","https://data.nj.gov/resource/v2w8-ip6g.json","https://dev.socrata.com/"
"fiv5-rhia","Sandy DOT - Local Aid Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED. This is a report for all the relevant columns of DOT Local Aid - The Amount Allocated, Obligated and Paid broken down by federal agency, program, site, route, location, county, and municipality. It also includes description of repair being done.","5/22/2015 12:39","7/13/2016 18:14","https://data.nj.gov/d/fiv5-rhia","https://data.nj.gov/resource/fiv5-rhia.json","https://dev.socrata.com/"
"t7ki-bcj8","Sandy DOT - LOCAL AID Glossary And Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","5/14/2015 13:07","5/14/2015 13:07","https://data.nj.gov/d/t7ki-bcj8","https://data.nj.gov/resource/t7ki-bcj8.json","https://dev.socrata.com/"
"u5rm-xx5r","FY2018 Budget Summary","This document provides information on the Governor's Budget Summary for Fiscal Year 2018.","3/1/2017 14:03","3/1/2017 14:03","https://data.nj.gov/d/u5rm-xx5r","https://data.nj.gov/resource/u5rm-xx5r.json","https://dev.socrata.com/"
"p3ry-ipie","New Jersey Cannabis Dispensary List","List of Cannabis Dispensaries in New Jersey. 
See nj.gov/cannabis for more information.","9/21/2021 19:12","8/31/2022 13:28","https://data.nj.gov/d/p3ry-ipie","https://data.nj.gov/resource/p3ry-ipie.json","https://dev.socrata.com/"
"8vre-47aa","NJ Division of Purchase and Property","This is a link to the New Jersey Division of Purchase and Property.","9/25/2014 17:41","9/25/2014 17:41","https://data.nj.gov/d/8vre-47aa",,"https://dev.socrata.com/"
"apet-rp2i","YourMoney Agency Expenditures","The data file reflects data for a budget fiscal year as a cumulatively fiscal year-to-date total. For ease of reporting and to facilitate understanding of the data, the expenditures are categorized by department/agency, expenditure description, organization, statewide program, funding category, expenditure category, and payee. Note that the 12 accounting months begin in July and run sequentially through the 12th period which stays open for both calendar months June and July of the following year. A 13th period closing/adjustment period remains open for a period of time for final entries in preparation of the State's CAFR reporting. Additional information is in the attached dataset summary PDF (available on the [About] tab under ""Attachments"").","7/25/2014 13:11","7/12/2022 15:14","https://data.nj.gov/d/apet-rp2i","https://data.nj.gov/resource/apet-rp2i.json","https://dev.socrata.com/"
"hn62-fgp4","Sandy DEP Summary Data","This is a summarized version of the DEP Master Data with key columns.","8/4/2015 17:23","8/29/2022 18:13","https://data.nj.gov/d/hn62-fgp4","https://data.nj.gov/resource/hn62-fgp4.json","https://dev.socrata.com/"
"u7sw-fvgt","State Ethics Commission: Financial Disclosure Database","Financial Disclosure Statements have been edited, to the extent possible, to remove personal information that is not releasable to the public and is not required under Executive Order No. 2.","3/9/2018 16:25","8/24/2022 14:41","https://data.nj.gov/d/u7sw-fvgt","https://data.nj.gov/resource/u7sw-fvgt.json","https://dev.socrata.com/"
"vy3x-niyc","NJ MVC Vehicle Inspection Appointment System","Link to NJ MVC's Vehicle Inspection Appointment System.  This site will enable you to schedule an appointment at selected State Motor Vehicle Inspection Centers.
If you have any questions or require further assistance, please call us at 1-888-NJMOTOR (1-888-656-6867). Our friendly and courteous staff is waiting to assist you.","10/8/2020 18:21","10/8/2020 18:21","https://data.nj.gov/d/vy3x-niyc",,"https://dev.socrata.com/"
"jic3-xa5t","2015 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2015.","12/7/2016 13:46","12/7/2016 13:46","https://data.nj.gov/d/jic3-xa5t","https://data.nj.gov/resource/jic3-xa5t.json","https://dev.socrata.com/"
"ngcc-6zr5","Sandy IA Glossary And Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","10/2/2015 20:04","10/2/2015 20:04","https://data.nj.gov/d/ngcc-6zr5","https://data.nj.gov/resource/ngcc-6zr5.json","https://dev.socrata.com/"
"pxmt-h2ur","2017 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2017.","11/1/2018 11:50","11/1/2018 11:50","https://data.nj.gov/d/pxmt-h2ur","https://data.nj.gov/resource/pxmt-h2ur.json","https://dev.socrata.com/"
"9apv-xcw6","2012 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2012.","7/10/2014 14:02","7/10/2014 14:02","https://data.nj.gov/d/9apv-xcw6","https://data.nj.gov/resource/9apv-xcw6.json","https://dev.socrata.com/"
"6pnn-psi7","Data Dictionary","Data dictionary of column level metadata of public datasets.","4/28/2020 14:31","4/28/2020 14:31","https://data.nj.gov/d/6pnn-psi7","https://data.nj.gov/resource/6pnn-psi7.json","https://dev.socrata.com/"
"3j2n-ceih","2011 Economic Development Authority Annual Report","This document provides information on 2011 Annual report for Economic Development Authority.","5/28/2015 19:53","5/28/2015 19:53","https://data.nj.gov/d/3j2n-ceih","https://data.nj.gov/resource/3j2n-ceih.json","https://dev.socrata.com/"
"ysar-7ifd","2010 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of March 1, 2010","5/29/2015 12:49","5/29/2015 12:49","https://data.nj.gov/d/ysar-7ifd","https://data.nj.gov/resource/ysar-7ifd.json","https://dev.socrata.com/"
"9u75-tiy8","2018 New Jersey Schools Development Authority Annual Report","This document provides information on the Annual report for New Jersey Schools Development Authority for the year 2018.","10/15/2019 17:27","10/15/2019 17:27","https://data.nj.gov/d/9u75-tiy8","https://data.nj.gov/resource/9u75-tiy8.json","https://dev.socrata.com/"
"3dd9-59ym","2022 - State Investment Council Annual Meeting","This is a Comparison of New Jersey Pension Performance to Peers.  

The State Investment Council is responsible for the formulation of policies that govern the investment of funds by the Division of Investment consistent with the fiduciary duties set forth by statute","2/7/2022 14:11","2/7/2022 14:11","https://data.nj.gov/d/3dd9-59ym","https://data.nj.gov/resource/3dd9-59ym.json","https://dev.socrata.com/"
"piv6-i4ax","YourMoney 2020 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2020.","4/26/2021 15:27","4/26/2021 15:27","https://data.nj.gov/d/piv6-i4ax","https://data.nj.gov/resource/piv6-i4ax.json","https://dev.socrata.com/"
"dk6v-mmqr","FY2021 New Jersey Lottery Annual Report","This report provides information on the State of New Jersey Programs Supported by State Lottery Resources for the Fiscal Year 2021.","8/10/2022 17:20","8/10/2022 17:20","https://data.nj.gov/d/dk6v-mmqr","https://data.nj.gov/resource/dk6v-mmqr.json","https://dev.socrata.com/"
"f7u3-kdfz","NJCDA’s Division of Local Government Services Data Portal","Link to NJCDA’s Division of Local Government Services Data Portal","11/9/2020 13:25","11/9/2020 13:25","https://data.nj.gov/d/f7u3-kdfz",,"https://dev.socrata.com/"
"cyjb-dw6y","CDC COVID-19 (Coronavirus) Website","The CDC COVID-19 (Coronavirus) website and resource center.

Hotline numbers: 1-800-222-1222 or 1-800-962-1253 if using out-of-state phone line.","3/10/2020 13:39","3/10/2020 13:39","https://data.nj.gov/d/cyjb-dw6y",,"https://dev.socrata.com/"
"6xmc-mvjp","Sandy NJRA Glossary and Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","12/30/2014 19:10","12/30/2014 19:10","https://data.nj.gov/d/6xmc-mvjp","https://data.nj.gov/resource/6xmc-mvjp.json","https://dev.socrata.com/"
"9aig-5kq7","Search for Hospitals, Ambulatory Care, and other Acute Care Facilities","This site provides the names, addresses, licensure expiration dates, and other information for the facilities which are licensed by the Department of Health or Federally Certified one room ambulatory surgical centers.

Hotline numbers: 1-800-222-1222 or 1-800-962-1253 if using out-of-state phone line.

Can also go to - https://data.nj.gov/Health/Acute-Care-Facilities/mrzk-zrvp/data 
or
https://data.nj.gov/Health/Acute-Care-Facility-Locations/ars4-hngc","3/10/2020 13:28","3/10/2020 13:28","https://data.nj.gov/d/9aig-5kq7",,"https://dev.socrata.com/"
"4ciz-s4qa","NJ Department of Agriculture Website","Link to the NJ Agriculture website","7/13/2017 11:51","7/13/2017 11:51","https://data.nj.gov/d/4ciz-s4qa",,"https://dev.socrata.com/"
"hcab-893d","Healthy New Jersey","Healthy New Jersey is the State's Health Improvement Plan.","3/25/2022 17:17","3/25/2022 17:17","https://data.nj.gov/d/hcab-893d",,"https://dev.socrata.com/"
"29hq-m384","YourMoney 2007 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2007.","10/11/2016 18:50","10/11/2016 18:50","https://data.nj.gov/d/29hq-m384","https://data.nj.gov/resource/29hq-m384.json","https://dev.socrata.com/"
"j2rb-g65t","NJSP Traffic Stop Data 2015","NJSP traffic stops January 1, 2015 to December 31, 2015 from OLEPS Traffic Stop Data Dashboard.","6/28/2021 15:32","6/30/2021 17:20","https://data.nj.gov/d/j2rb-g65t","https://data.nj.gov/resource/j2rb-g65t.json","https://dev.socrata.com/"
"8f6d-gjdx","Sandy DOH Summary","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a summarized version of the DOH Master Data with key columns.","12/30/2014 16:32","1/23/2017 20:04","https://data.nj.gov/d/8f6d-gjdx","https://data.nj.gov/resource/8f6d-gjdx.json","https://dev.socrata.com/"
"8d7p-wgsf","New Jersey Legislative Districts","The 40 New Jersey legislative districts","7/29/2013 21:34","6/30/2014 14:13","https://data.nj.gov/d/8d7p-wgsf","https://data.nj.gov/resource/8d7p-wgsf.json","https://dev.socrata.com/"
"78sz-fmpq","Total NJ Injury Crashes By County - No Private Properties","Number of injury crashes that occurred in each of the 21 counties of New Jersey and the total number of injury crashes for the years 2001 to current. Injury crashes that occurred on private properties are not included.","10/24/2017 16:11","7/20/2022 13:36","https://data.nj.gov/d/78sz-fmpq","https://data.nj.gov/resource/78sz-fmpq.json","https://dev.socrata.com/"
"y3np-36s4","Sandy IA Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a report for all the relevant columns of FEMA Individual Assistance Program- amount obligated and disbursed down by program, county and municipality.","10/2/2015 18:49","1/20/2017 15:49","https://data.nj.gov/d/y3np-36s4","https://data.nj.gov/resource/y3np-36s4.json","https://dev.socrata.com/"
"yvfc-rz9n","NJ Department of Banking and Insurance Website","Link to NJ Department of Banking and Insurance Website","7/13/2017 11:55","7/13/2017 11:55","https://data.nj.gov/d/yvfc-rz9n",,"https://dev.socrata.com/"
"mrzk-zrvp","Acute-Care Facilities","Listing of all Acute Care Facilities in NJ.  

Acute care is a branch of secondary health care where a patient receives active but short-term treatment for a severe injury or episode of illness, an urgent medical condition, or during recovery from surgery. In medical terms, care for acute health conditions is the opposite from chronic care, or longer term care.","3/10/2020 12:20","3/16/2022 13:50","https://data.nj.gov/d/mrzk-zrvp","https://data.nj.gov/resource/mrzk-zrvp.json","https://dev.socrata.com/"
"ic6w-hj2i","Sandy NJRA Summary Data","This is a summarized version of the NJRA Master Data with key columns.","8/11/2015 17:39","7/27/2022 18:15","https://data.nj.gov/d/ic6w-hj2i","https://data.nj.gov/resource/ic6w-hj2i.json","https://dev.socrata.com/"
"sk3g-zv89","YourMoney Agency Revenue Multi-Year","This represents summary revenue data by Agency, Revenue Type, and Source pivoted for complete years, for each year since 2003, with most recent complete fiscal year first. Additional information is in the attached dataset summary PDF (available on the [About] tab under ""Attachments"".).","5/27/2014 19:44","6/8/2022 19:37","https://data.nj.gov/d/sk3g-zv89","https://data.nj.gov/resource/sk3g-zv89.json","https://dev.socrata.com/"
