"document_id","department","first_name","last_name","employee_type","submission_year"
"2062 (https://www.nj.gov/ethics/ETH_DISC/docs/2062.pdf)","Urban Enterprise Zone Authority","Ambar I.","Abelar","Officer","2005"
"2063 (https://www.nj.gov/ethics/ETH_DISC/docs/2063.pdf)","Department of Corrections","Maggie","Aguero","Employee","2005"
"2064 (https://www.nj.gov/ethics/ETH_DISC/docs/2064.pdf)","Department of Environmental Protection","Narinder","Ahuja","Employee","2005"
"2065 (https://www.nj.gov/ethics/ETH_DISC/docs/2065.pdf)","Department of Banking and Insurance","Janine","Akey","Employee","2005"
"2066 (https://www.nj.gov/ethics/ETH_DISC/docs/2066.pdf)","South Jersey Port Corporation","Richard","Alaimo","Officer","2005"
"2067 (https://www.nj.gov/ethics/ETH_DISC/docs/2067.pdf)","Office of the Public Defender","Michael","Albright","Employee","2005"
"2068 (https://www.nj.gov/ethics/ETH_DISC/docs/2068.pdf)","Election Law Enforcement Commission","Gary","Alpert","Employee","2005"
"2071 (https://www.nj.gov/ethics/ETH_DISC/docs/2071.pdf)","Department of Labor and Workforce Development","Gary","Altman","Employee","2005"
"2073 (https://www.nj.gov/ethics/ETH_DISC/docs/2073.pdf)","Turnpike Authority","Mary","Ameen","Employee","2005"
"2074 (https://www.nj.gov/ethics/ETH_DISC/docs/2074.pdf)","Office of the Public Defender","Anthony","Anastasio","Employee","2005"
"2075 (https://www.nj.gov/ethics/ETH_DISC/docs/2075.pdf)","Agriculture Development Committee","Karen E.","Anderson","Officer","2005"
"2076 (https://www.nj.gov/ethics/ETH_DISC/docs/2076.pdf)","Department of Community Affairs","Leslie","Anderson","Employee","2005"
"2079 (https://www.nj.gov/ethics/ETH_DISC/docs/2079.pdf)","Department of Health and Senior Services","Celeste","Andriot-Wood","Employee","2005"
"2080 (https://www.nj.gov/ethics/ETH_DISC/docs/2080.pdf)","Civil Service Commission","Robin","Andujar","Employee","2005"
"2081 (https://www.nj.gov/ethics/ETH_DISC/docs/2081.pdf)","Department of State","Michael","Angulo","Employee","2005"
"2082 (https://www.nj.gov/ethics/ETH_DISC/docs/2082.pdf)","Meadowlands Commission","James A.","Anzevino","Officer","2005"
"2083 (https://www.nj.gov/ethics/ETH_DISC/docs/2083.pdf)","South Jersey Transportation Authority","Jeffrey","April","Officer","2005"
"2084 (https://www.nj.gov/ethics/ETH_DISC/docs/2084.pdf)","Department of the Treasury","Raymond","Arcario","Employee","2005"
"2085 (https://www.nj.gov/ethics/ETH_DISC/docs/2085.pdf)","Passaic Valley Sewerage Commission","Anthony W.","Ardis","Officer","2005"
"2086 (https://www.nj.gov/ethics/ETH_DISC/docs/2086.pdf)","Commerce, Economic Growth and Tourism Commission","Celeste A.","Armenti","Employee","2005"
"2087 (https://www.nj.gov/ethics/ETH_DISC/docs/2087.pdf)","Meadowlands Commission","Francisco","Artigas","Employee","2005"
"2089 (https://www.nj.gov/ethics/ETH_DISC/docs/2089.pdf)","Department of Education","Katherine","Attwood","Employee","2005"
"2090 (https://www.nj.gov/ethics/ETH_DISC/docs/2090.pdf)","Department of Transportation","Kurt","Aufschneider","Employee","2005"
"2091 (https://www.nj.gov/ethics/ETH_DISC/docs/2091.pdf)","Office of the Public Defender","Lorraine","Augostini","Employee","2005"
"2092 (https://www.nj.gov/ethics/ETH_DISC/docs/2092.pdf)","Department of Law and Public Safety","Thomas N.","Auriemma","Employee","2005"
"2093 (https://www.nj.gov/ethics/ETH_DISC/docs/2093.pdf)","Pinelands Commission","Alan","Avery","Officer","2005"
"2094 (https://www.nj.gov/ethics/ETH_DISC/docs/2094.pdf)","Department of Education","Eileen","Aviss-Spedding","Employee","2005"
"2095 (https://www.nj.gov/ethics/ETH_DISC/docs/2095.pdf)","Department of Environmental Protection","Lawrence","Baier","Employee","2005"
"2097 (https://www.nj.gov/ethics/ETH_DISC/docs/2097.pdf)","Civil Service Commission","Harry","Baker","Employee","2005"
"2098 (https://www.nj.gov/ethics/ETH_DISC/docs/2098.pdf)","Health Care Administration Board","Michael J.","Baker","Officer","2005"
"2099 (https://www.nj.gov/ethics/ETH_DISC/docs/2099.pdf)","South Jersey Port Corporation","Joseph A.","Balzano","Employee","2005"
"2100 (https://www.nj.gov/ethics/ETH_DISC/docs/2100.pdf)","School Development Authority","John V.","Barbato","Employee","2005"
"2101 (https://www.nj.gov/ethics/ETH_DISC/docs/2101.pdf)","Department of Corrections","James","Barbo","Employee","2005"
"2102 (https://www.nj.gov/ethics/ETH_DISC/docs/2102.pdf)","Department of Transportation","Brent","Barnes","Employee","2005"
"2104 (https://www.nj.gov/ethics/ETH_DISC/docs/2104.pdf)","Department of Environmental Protection","James","Barresi","Employee","2005"
"2105 (https://www.nj.gov/ethics/ETH_DISC/docs/2105.pdf)","Department of Banking and Insurance","Lee","Barry","Employee","2005"
"2107 (https://www.nj.gov/ethics/ETH_DISC/docs/2107.pdf)","State Board of Education","Margaret","Bartlett","Employee","2005"
"2109 (https://www.nj.gov/ethics/ETH_DISC/docs/2109.pdf)","Department of Community Affairs","Susan","Bass Levin","Employee","2005"
"2110 (https://www.nj.gov/ethics/ETH_DISC/docs/2110.pdf)","Sports and Exposition Authority","Raymond H.","Bateman","Officer","2005"
"2111 (https://www.nj.gov/ethics/ETH_DISC/docs/2111.pdf)","Educational Facilities Authority","Susan F.","Bateman","Officer","2005"
"2112 (https://www.nj.gov/ethics/ETH_DISC/docs/2112.pdf)","New Jersey Transit","Sandy","Battaglia","Employee","2005"
"2113 (https://www.nj.gov/ethics/ETH_DISC/docs/2113.pdf)","Housing and Mortgage Finance Agency","Tracee","Battis","Employee","2005"
