"name","address","town","state","zip_code","county","phone_number","location","website","type","dispensary_location"
"Apothecarium Dispensary","55 SOUTH MAIN ST.","PHILLIPSBURG","NJ","08865","WARREN","(908) 777-7420","https://goo.gl/maps/rAD9hdJjE61SAoGe9","https://apothecariumnj.com/phillipsburg/","Medicinal and Recreational","POINT (-75.201923 40.690754)"
"Apothecarium Dispensary","200 NJ-17","LODI","NJ","07644","BERGEN","(862) 910-2420","https://goo.gl/maps/PAc2PVtveisQbTGn8","https://apothecariumnj.com/lodi/","Medicinal and Recreational","POINT (-74.066849 40.882884)"
"Apothecarium Dispensary","1865 SPRINGFIELD AVENUE","MAPLEWOOD","NJ","07040","ESSEX","(973) 996-1420","https://goo.gl/maps/AfvmhvLBwsDwatoKA","https://apothecariumnj.com/maplewood/","Medicinal and Recreational","POINT (-74.269284 40.720772)"
"Ascend","395 BLOOMFIELD AVE","MONTCLAIR","NJ","07042","ESSEX","(973) 337-5670","https://goo.gl/maps/db5xkfK5MgiXQJyD6","NJ-Montclair-Menu - Ascend Cannabis Dispensaries (http://letsascend.com)","Medicinal and Recreational","POINT (-74.216017 40.812663)"
"Ascend","174 ROUTE 17 NORTH","ROCHELLE PARK","NJ","07662","BERGEN","(973) 500-6825","https://goo.gl/maps/E3EpiSdCLjcPwNmj8","NJ-Rochelle-Park-Menu - Ascend Cannabis Dispensaries (http://letsascend.com)","Medicinal and Recreational","POINT (-74.071966 40.903839)"
"Botanist, The","100 CENTURY DRIVE","EGG HARBOR TOWNSHIP","NJ","08234","ATLANTIC","(609) 277-7547","https://goo.gl/maps/Cf2mto9t8JE7wmoD8","https://www.shopbotanist.com/locations/egg-harbor-township/","Medicinal and Recreational","POINT (-74.554995 39.41918)"
"Botanist, The","2090 N BLACKHORSE PIKE","WILLIAMSTOWN","NJ","08094","CAMDEN","(856) 478-3530","https://goo.gl/maps/PW4pBEHwooxN5ivE8","https://www.shopbotanist.com/locations/williamstown/","Medicinal and Recreational","POINT (-75.022425 39.71909)"
"Cannabist, The","1062 NORTH DELSEA DRIVE","VINELAND","NJ","08360","CUMBERLAND","(856) 213-9445","https://g.page/columbiacarevineland?share","https://col-care.com/location/vineland/","Medicinal and Recreational","POINT (-75.041869 39.502548)"
"Cannabist, The","1692 CLEMENTS BRIDGE RD","DEPTFORD","NJ","08096","GLOUCESTER","(856) 322-2829","https://goo.gl/maps/opQs3B3hXxAUmd6h6","https://gocannabist.com/location/deptford/","Medicinal and Recreational","POINT (-75.101788 39.832875)"
"Curaleaf","640 CREEK ROAD","BELLMAWR","NJ","08031","CAMDEN","(856) 933-8700","https://goo.gl/maps/ryTQ1JVHqu9RktKf7","https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr?","Medicinal and Recreational","POINT (-75.103077 39.865436)"
"Curaleaf","4237 US-130 South","EDGEWATER PARK","NJ","08010","BURLINGTON","(609) 232-7681","https://goo.gl/maps/fY2rMrDiDt29SeN5A","https://curaleaf.com/shop/new-jersey/curaleaf-nj-edgewater-park?","Medicinal and Recreational","POINT (-74.912595 40.040754)"
"Garden State Dispensary (Ayr Wellness)","950 US HIGHWAY 1 NORTH","WOODBRIDGE","NJ","07095","MIDDLESEX","(848) 999-2005","https://goo.gl/maps/LYc8TzUhRKE1nKaN7","https://gardenstatedispensary.com/locations/woodbridge/","Medicinal and Recreational","POINT (-74.295474 40.56847)"
"Garden State Dispensary (Ayr Wellness)","59 NJ-35","EATONTOWN","NJ","07724","MONMOUTH","(848) 999-2005","https://goo.gl/maps/qY1KQk5zMiD2Fqav8","https://gardenstatedispensary.com/locations/eatontown/","Medicinal and Recreational","POINT (-74.060734 40.305806)"
"Garden State Dispensary (Ayr Wellness)","2536 RT 22","UNION","NJ","07083","UNION","(848) 999-2005","https://goo.gl/maps/Yy4fqkkbtqaQoE637","https://gardenstatedispensary.com/locations/union/","Medicinal and Recreational","POINT (-74.301325 40.689168)"
"RISE","26-48 BLOOMFIELD AVE","BLOOMFIELD","NJ","07003","ESSEX","(973) 327-3442","https://goo.gl/maps/8Vr6UkY9nbJDZ99F7","https://risecannabis.com/dispensaries/new-jersey/bloomfield/","Medicinal and Recreational","POINT (-74.186788 40.77544)"
"RISE","196 3RD AVENUE #3-C","PATERSON","NJ","07514","PASSAIC","(973) 440-2717","https://g.page/RISE-Paterson-Dispensaries?share","https://risecannabis.com/dispensaries/new-jersey/paterson/","Medicinal and Recreational","POINT (-74.141912 40.936401)"
"Zen Leaf","2100 ROUTE 66","NEPTUNE","NJ","07753","MONMOUTH","(732) 860-1492","https://goo.gl/maps/3Tqvk4QdiakTDRhH9","https://zenleafdispensaries.com/locations/neptune/","Medicinal and Recreational","POINT (-74.040076 40.226356)"
"Zen Leaf","117 SPRING STREET","ELIZABETH","NJ","07201","UNION","(908) 676-5936","https://goo.gl/maps/nobBVydnqkgFHoyq5","https://zenleafdispensaries.com/locations/elizabeth/","Medicinal and Recreational","POINT (-74.206087 40.6636)"
"Zen Leaf","3256 BRUNSWICK PIKE","LAWRENCE TWP.","NJ","08648","MERCER","(609) 212-4351","https://goo.gl/maps/GC7chA4JbEfWnzkYA","https://zenleafdispensaries.com/locations/lawrence/","Medicinal and Recreational","POINT (-74.687318 40.290606)"
