"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Pedicab","161","ACTIVE","VIP","NONE","2018","BLUE","Pedal","N","BIKE TAXI LLC","4235 N. KEDZIE AVE.","CHICAGO","IL","60618",,,"161Pedicab"
"Pedicab","27","VIOLATION","MAINSTREET","BROADWAY","2013","RED","Pedal","N","ZORAYDA ORTIZ","2447 W. 24TH ST.","CHICAGO","IL","60608",,,"27Pedicab"
"Pedicab","171","ACTIVE","MANMADE","CLASSIC","2018","BLACK","Pedal","N","CHICAGO GREEN BIKE LLC","6919 N. SHERIDAN RD.","CHICAGO","IL","60626",,,"171Pedicab"
"Pedicab","41","ACTIVE","VIP","VIP","2011","BLACK","Pedal","N","JBL PEDICAB MANAGEMENT LLC","1627 N. TRIPP AVE.","CHICAGO","IL","60639",,,"41Pedicab"
"Pedicab","42","ACTIVE","PRECISION","6 SEATER","2020","FUSCIA","Pedal","N","JBL PEDICAB MANAGEMENT LLC","1627 N. TRIPP AVE.","CHICAGO","IL","60639",,,"42Pedicab"
"Pedicab","84","ACTIVE","VIP","5 SEATER","2020","BLUE","Pedal","N","EASY RIDER PEDICAB LLC","2627 N. MILDRED AVE.","CHICAGO","IL","60614",,,"84Pedicab"
"Pedicab","126","ACTIVE","MAINSTREET","BOARDWALK","2010","GREEN","Pedal","N","AUSTIN PEDICAB COMPANY, LLC","1015 N. HALSTED ST.","CHICAGO","IL","60642",,,"126Pedicab"
"Pedicab","40","ACTIVE","BURRITO BROTHERS","FACE TO FACE","2015","PURPLE","Pedal","N","JBL PEDICAB MANAGEMENT LLC","1627 N. TRIPP AVE.","CHICAGO","IL","60639",,,"40Pedicab"
"Pedicab","174","ACTIVE","MANMADE","CLASSIC","2018","BLACK","Pedal","N","CHICAGO GREEN BIKE LLC","6919 N. SHERIDAN RD.","CHICAGO","IL","60626",,,"174Pedicab"
"Pedicab","136","VIOLATION","MAINSTREET","BROADWAY","2016","BLUE","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"136Pedicab"
"Pedicab","182","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"182Pedicab"
"Pedicab","183","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"183Pedicab"
"Pedicab","185","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"185Pedicab"
"Pedicab","187","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"187Pedicab"
"Pedicab","188","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"188Pedicab"
"Pedicab","190","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"190Pedicab"
"Pedicab","191","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"191Pedicab"
"Pedicab","192","VIOLATION","MANMADE","BROADWAY","2014","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"192Pedicab"
"Pedicab","118","VIOLATION","VIP","NONE","2011","BLACK/YELLOW","Pedal","N","PEDICAB RIDE GUYS LLC","3933 N. CLARENDON AVE.","CHICAGO","IL","60613",,,"118Pedicab"
"Pedicab","147","VIOLATION","VIP","CLASSIC","2014","GREEN","Pedal","N","PEDICAB RIDE GUYS LLC","3933 N. CLARENDON AVE.","CHICAGO","IL","60613",,,"147Pedicab"
"Pedicab","148","VIOLATION","VIP","CLASSIC","2014","GREEN","Pedal","N","PEDICAB RIDE GUYS LLC","3933 N. CLARENDON AVE.","CHICAGO","IL","60613",,,"148Pedicab"
"Pedicab","197","VIOLATION","MANMADE","WAGON","2016","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"197Pedicab"
"Pedicab","198","VIOLATION","MANMADE","WAGON","2016","BLACK","Pedal","N","MBL PEDICAB LLC","8708 W. BERWYN AVE.","CHICAGO","IL","60656",,,"198Pedicab"
