"crash_record_id","rd_no","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"2a6e755acadb1326203be7edba294b31bac42239545a7a954d94627366608c072c76070472037972f536302e741ae8ca15def2f6943c874a71d6778974bc2f35",,,"2022-09-13T02:40:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2022-09-13T02:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1740","W","95TH ST","2221",,,,,,,,,,,,,,,,"2","3","9","41.721272978","-87.666277017","POINT (-87.666277016895 41.72127297772)"
"2d3ea3cda8269c4fefd5ef7e3d5d0ec8702f1299d19f8fe1f9304a5f51661dafe6e237b2153fc3354cc47bdb7eeee53fbbca844ab57ca5d2bfbb2c76e6b61217",,,"2022-09-13T00:27:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","UNKNOWN INTERSECTION TYPE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2022-09-13T00:28:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6004","N","ROCKWELL ST","2413",,,,,,,"4","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","3","9","41.990665308","-87.694686876","POINT (-87.694686876303 41.99066530828)"
"0028912157632c6a04220acaf3f9ae6c5fca549291db2db7273faedf89f7837d5fc28f17f4622825b4c41066bf4cd2470ec3d8f6456b72d343d4045ce436505f",,"Y","2022-09-12T23:53:00.000","40","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","UNKNOWN",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2022-09-12T23:53:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4750","S","LAKE SHORE DR SB","222",,,,,,,,,,,,,,,,"23","2","9","41.809079906","-87.588090549","POINT (-87.588090548667 41.809079906141)"
"9e8674548f488a9d104ffa4c00f8c228b00b5899f4375b547f12895f0ca1fa6b174275b833c6d0da6b49cd1bdbb4c2f744b2ffc31421f3373a252fc613ed7e63",,,"2022-09-12T23:30:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-09-13T00:10:00.000","DISTRACTION - FROM INSIDE VEHICLE","NOT APPLICABLE","5632","W","62ND ST","812",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","2","9","41.779973241","-87.763084428","POINT (-87.763084428354 41.779973240964)"
"8e689f900117c0e44bbc082afdc1cc2987dd24f0274eaa80f5701cbcc219f13adea44b264c044fe45f616843cd0a6f5e0bed23d1173e764e33169f57aba1acfc",,"Y","2022-09-12T22:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","UNKNOWN","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","$500 OR LESS","2022-09-12T23:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4400","W","16TH ST","1012",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","2","9","41.858839471","-87.734797827","POINT (-87.734797827233 41.858839471036)"
"fd8a1b81a3e0b35f4c15d8b3a80a151bfd800425554a04dadb1261a0795015e2686bfbbad357241ef53e5b67da50d850114e3c6df063a03565f17cdcdbcd0fb5",,,"2022-09-12T22:15:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2022-09-12T22:48:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","6601","S","MARYLAND AVE","321",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","2","9","41.774884979","-87.60444028","POINT (-87.604440280205 41.774884978753)"
"de4a2cc5fa9a656c2e59bacd7324f950eaf2273f598b2aa34a4df532fff892da7a73a96935288018e1b42b485a541fae1013a594d05d0e4752463060ff9c71ee",,,"2022-09-12T22:03:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","N",,,"$501 - $1,500","2022-09-12T22:03:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1954","N","WILMOT AVE","1434",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","2","9","41.91698313","-87.686327374","POINT (-87.686327373527 41.916983130078)"
"8932fe8d347da5d68403404cdc48f4d548cb0fd519a13a105883a450a7de6d709adefec0f2cd5a4b94b69e6569265a44de90d09322edacb5935a936dd5114753",,,"2022-09-12T21:24:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2022-09-12T21:34:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","449","E","79TH ST","624",,"Y",,,,,"2","FATAL","1","1","0","0","0","1","0","21","2","9","41.751041828","-87.612978895","POINT (-87.612978895049 41.751041827851)"
"a536dbfb0792bf8b8cfa235bbfd7f3eb9fcd81fbb3cef53519c4f40090be1a90dfc20bc98d09d5dc271b8cde750a9fc0b0af887438fe58436b2f77da407e6c71",,,"2022-09-12T21:14:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2022-09-12T22:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3039","S","ALBANY AVE","1033",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","21","2","9","41.837925831","-87.702252601","POINT (-87.70225260092 41.83792583082)"
"5d18cda41816c9fb0bd3f6dff694624d56f2f34845446ffa87668eeec7ffcb1f121cc4f0d32e3877b19ced80d5fa43633d39842d2b5209aef4034508b1a7f2ae",,,"2022-09-12T21:02:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","OTHER OBJECT","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","OTHER","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2022-09-12T21:02:00.000","NOT APPLICABLE","ROAD CONSTRUCTION/MAINTENANCE","1705","W","61ST ST","714",,,,"N",,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","2","9","41.782964007","-87.666970426","POINT (-87.666970426424 41.782964007422)"
