"id","postal_code","facility_name","url","phone","contact","begin_date","end_date","begin_time","end_time","recurrence_days","hours","cost","notes","location_1","street2"
"70","60623","New Age Services (BCBS CareVan)",,,,"2015-07-14T00:00:00.000","2015-07-14T00:00:00.000","9:00:00","13:00:00","Tuesday",,"Free","Temporary","1330 S. Kostner
CHICAGO, IL 60623
(41.86326, -87.73503)",
"1","60621","Englewood Neighborhood Health Center","http://www.cityofchicago.org/city/en/depts/cdph/supp_info/clinical_health/immunizations_walk-inclinics.html","312-745-1000",,"2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Thursday, Friday","Thursday: 9:00 AM to 4:30PM, Friday: 8:00 AM to 3:30 PM","Free","CDPH Clinics","641 W 63RD ST
CHICAGO, IL 60621
(41.77969, -87.6414)","Lower Level"
"6","60657","Walgreens","http://www.Walgreens.com","773-549-9485","Pharmacy","2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM","No cost vaccine available to those 14 through 55 years. Call ahead for details.","Walgreens","1333 W BELMONT AVE
CHICAGO, IL 60657
(41.93988, -87.6626)",
"11","60657","Walgreens","http://www.Walgreens.com","773-325-413","Pharmacy","2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM","No cost vaccine available to those 14 through 55 years. Call ahead for details.","Walgreens","3046 N HALSTED ST
CHICAGO, IL 60657
(41.9378, -87.6495)",
"57","60657","7-Eleven Parking Lot",,,,"2015-06-27T00:00:00.000","2015-06-27T00:00:00.000","18:30:00","23:00:00","Saturday",,"Free","Temporary","3407 N Halsted
CHICAGO, IL 60657
(41.94392, -87.6489)",
"43","60610","Winfield Moody",,"312-337-1073",,"2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday, Wednesday, Friday: 8:00 AM-5:00 PM, Tuesday: 8:00 AM-8:30 PM, Saturday: 9:00 AM-1: 00 PM","Free","Partner Sites","1276 N. Clybourn
CHICAGO, IL 60610
(41.90518, -87.6423)",
"24","60657","Walgreens","http://www.Walgreens.com","773-665-8990","Pharmacy","2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:30 PM, Sat: Closed, Sun: Closed","No cost vaccine available to those 14 through 55 years. Call ahead for details.","Walgreens","912 W BELMONT AVE
CHICAGO, IL 60657
(41.93984, -87.6522)",
"38","60613","The Night Ministry (The Crib)",,"773-549-4158",,"2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Sun-Sat: 9:00 AM-9:00 AM","Free","Partner Sites","835 W. Addison
CHICAGO, IL 60613
(41.94709, -87.6509)",
"25","60613","Walgreens","http://www.Walgreens.com","773-935-6414","Pharmacy","2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM","No cost vaccine available to those 14 through 55 years. Call ahead for details.","Walgreens","953 W IRVING PARK RD
CHICAGO, IL 60613
(41.95408, -87.6543)",
"53","60619","Club Escape",,,,"2015-06-26T00:00:00.000","2015-06-27T00:00:00.000","11:00:00","1:00:00","Friday, Saturday","Friday, 6/26/2015, 9:00 PM - 1:00 AM","Free","Temporary","1530 E. 75th St.
CHICAGO, IL 60619
(41.75902, -87.5871)",
