"add_by","add_date_time","modified_date_time","permit_type_code","permit_type_description","permit_primary_key","additional_permit_description","permit_number","permit_work_description","additional_permit_location","permit_issued_date_time","last_permit_activity_date_time","permit_status","permit_work_type","mmrp_zone","street_number","pre_direction","street_name","suffix","post_direction","zip_code","community_area","ward","x_coord","y_coord","latitude","longitude","central_business_district","address_key","address_grouping_key","location"
"WEB","2022-08-26T17:03:46.000","2022-08-26T17:03:55.000","BLDG_PERM","PERMIT - NEW CONSTRUCTION","3277825",,"100986192","ERECTION STARTS: 9/9/2022, ERECTION ENDS: 9/11/2022.  SELF CERT. 79TH ST FEST STAGE. 1-32 X 24 MOBILE STAGE. SUPER STAGE INC.",,,"2022-08-26T17:03:55.000","O",,"Auburn Gresham","7903","S","RACINE","AVE",,"60620","71","17","1169734.6082385927","1852351.8720926025","41.75035177497271","-87.65358709660609",,"1229924","21136","
,  
(41.750351774972714, -87.65358709660609)"
"WEB","2022-06-27T14:20:10.000","2022-08-26T15:12:43.000","ES_PERM","PERMIT - SIGNS","3266000",,"100977753","NORTH ELEVATION: 3' X 2' 1"" DOOR VINYL ""STATE FARM - DIANA MORADO AGENT - 773-202-0004 - BUSINESS HOURS""",,,"2022-08-26T15:12:43.000","O",,"Belmont Cragin","4957","W","FULLERTON","AVE",,"60639","19","36","1142717.076716378","1915457.9715923343","41.92406711554804","-87.75102529197291",,"137516","93562","
,  
(41.92406711554804, -87.75102529197291)"
"WEB","2022-06-27T14:02:38.000","2022-08-26T15:03:37.000","ES_PERM","PERMIT - SIGNS","3265995",,"100977749","WEST ELEVATION: 5'-9"" X 3'-9"" LED ILLUMINATED CHANNEL LETTERS ""STATE FARM & LOGO""",,,"2022-08-26T15:03:37.000","O",,"Belmont Cragin","4957","W","FULLERTON","AVE",,"60639","19","36","1142717.076716378","1915457.9715923343","41.92406711554804","-87.75102529197291",,"137516","93562","
,  
(41.92406711554804, -87.75102529197291)"
"WEB","2022-07-07T16:27:23.000","2022-08-26T14:34:10.000","RENO_PERM","PERMIT - RENOVATION/ALTERATION","3267949",,"100979188","EXTERIOR RENOVATION OF EXISTING 2-STORY RESIDENTIAL BUILDING. WORK TO INCLUDED TO REMOVE AND REPLACE THE ROOF, FRONT STAIRS, AWNING, WINDOWS, DOORS, CORNICE CAP, GRINDING AND TUCKPOINTING AS PER PLANS.",,,"2022-08-22T11:42:11.000","O",,"West Woodlawn","6427","S","ST LAWRENCE","AVE",,"60637","42","20","1181382.3198065406","1862407.9496659709","41.7776862422081","-87.61059523153982",,"441761","376527","
,  
(41.777686242208105, -87.61059523153982)"
"WEB","2022-08-04T11:36:43.000","2022-08-26T13:18:54.000","RENO_PERM","PERMIT - RENOVATION/ALTERATION","3273438",,"100983145","THE PROJECT INCLUDES THE MODERATE RENOVATION OF AN EXISTING 6-STORY, 86-UNIT SUPPORTIVE LIVING FACILITY. NO CHANGE IN USE OR OCCUPANCY (I-1, CONDITION 2). NO ADDITIONAL SLEEPING UNITS OR BUILDING SQUARE FOOTAGE IS BEING ADDED. BUILDING IMPROVEMENTS INCLUDE NEW ROOFING, UPGRADES TO PLUMBING AND MECHANICAL EQUIPMENT, A NEW ON-SITE GENERATOR, AND REPLACEMENT OF COMMON AREA LIGHT FIXTURES AND FINISHES. SLEEPING UNIT UPGRADES INCLUDE NEW KITCHEN AND BATH CABINETS, COUNTERTOPS, PLUMBING FIXTURES, LIGHT FIXTURES AND KITCHENETTE AND BATH FLOORING. EXTERIOR IMPROVEMENTS INCLUDE MASONRY TUCKPOINTING AND CLEANING, PARKING LOT RESURFACING, SITE LIGHTING FIXTURE REPLACEMENT AND NEW ON-SITE GENERATOR.",,,,"O",,"Chicago Lawn","2626","W","63RD","ST",,"60629","66","15","1159807.027511733","1862817.6897337392","41.779280990198","-87.68967948643505",,"1162011","367008","
,  
(41.779280990198004, -87.68967948643505)"
"WEB","2022-05-09T07:02:10.000","2022-08-26T12:24:52.000","RENO_PERM","PERMIT - RENOVATION/ALTERATION","3256371",,"100970875","SPR 2019 CBC INTERIOR AND EXTERIOR RENOVATION OF AN EXISTING THREE-FAMILY APARTMENT BUILDING, REPAIR EXISTING FRONT PORCH AND NEW PARKING PAD. ALL PLUMBING, MECHANICAL AND ELECTRICAL SYSTEMS WILL BE REPLACED AND UPDATED TO ENERGY EFFICIENT SYSTEMS PER PLANS",,,"2022-08-26T12:24:52.000","O",,"West Woodlawn","6321","S","RHODES","AVE",,"60637","42","20","1181031.0256194216","1863121.0491836693","41.77965115069118","-87.6118611353021",,"441604","376375","
,  
(41.77965115069118, -87.6118611353021)"
"WEB","2022-08-25T05:14:38.000","2022-08-26T11:34:16.000","RENO_PERM","PERMIT - RENOVATION/ALTERATION","3277324",,"100985876","REMOVE AND REPLACE STEEL LINTELS AS PER PLAN.",,"2022-08-26T11:34:14.000","2022-08-26T11:34:14.000","O",,"Belmont Cragin","2033","N","LAMON","AVE",,"60639","19","36","1143410.1667868774","1913208.9469554077","41.91788261673613","-87.74853492412872",,"137588","93631","
,  
(41.91788261673613, -87.74853492412872)"
"WEB","2022-08-24T15:17:42.000","2022-08-26T11:26:24.000","EPP_PERM","PERMIT - EASY PERMIT PROCESS","3277255",,"100985824","CHANGE OF GC CONTRACTOR PERMIT#100900347 TO O&L GENERAL CONTRACTORS INC AND MASON CONTRACTOR TO RONALD L WALTERS.",,"2022-08-24T15:17:00.000","2022-08-26T11:26:23.000","O",,"Auburn Gresham","7654","S","PEORIA","ST",,"60620","71","17","1171597.819826167","1853858.4998755655","41.75444556047773","-87.6467153871253",,"491235","423467","
,  
(41.754445560477734, -87.6467153871253)"
"WEB","2022-07-08T01:20:21.000","2022-08-26T11:08:43.000","RENO_PERM","PERMIT - RENOVATION/ALTERATION","3267974",,"100979211","SELF-CERT 2019 CBRC: PORCH AND INTERIOR RENOVATION OF AN EXISTING 1-STORY SINGLE-FAMILY HOME WITH A BASEMENT, AS PER THE ATTACHED PERMIT DRAWING SET - INCLUDES MECHANICAL (HVAC), ELECTRICAL, AND PLUMBING WORK (OCCUPANCY CLASSIFICATION GROUP R-5; CONSTRUCTION TYPE III-A).",,,"2022-08-24T21:28:40.000","O",,"Chatham","7929","S","INGLESIDE","AVE",,"60619","44","8","1183981.023009044","1852501.7473168564","41.75044233376963","-87.6013774863389",,"498871","430767","
,  
(41.75044233376963, -87.6013774863389)"
"WEB","2022-04-24T16:57:24.000","2022-08-26T10:30:37.000","RENO_PERM","PERMIT - RENOVATION/ALTERATION","3253173",,"100968633","SELF-CERT 2019 CBRC: LEGALIZATION OF PREVIOUS INTERIOR RENOVATION WORK COMPLETED FOR AN EXISTING TWO-STORY, SINGLE-FAMILY ROW HOUSE BUILDING WITH A BASEMENT - INCLUDES MECHANICAL, ELECTRICAL AND PLUMBING (MEP) (OCCUPANCY CLASSIFICATION GROUP R-5; CONSTRUCTION TYPE III-A).",,,"2022-08-25T18:53:01.000","O",,"North Pullman","10535","S","CORLISS","AVE",,"60628","50","9","1183486.479984041","1835131.383779996","41.70278756698132","-87.60372921204791",,"570339","500621","
,  
(41.70278756698132, -87.60372921204791)"
