"facility_id","vaccine_type","street1","street2","city","state","postal_code","country","facility_name","url","phone","contact","begin_date","end_date","recurrence_days","hours","eligibility","cost","notes","latitude","longitude","location"
"12","MMR","1554 E. 55TH ST.",,"Chicago","IL","60615",,"Walgreens","https://www.walgreens.com/","773-667-1177","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24H",,"Call for details.",,"41.795671","-87.587946","POINT (-87.587946 41.795671000000006)"
"44","MMR","3400 N. Western Avenue",,"Chicago","IL","60618",,"Jewel-Osco Pharmacy","http://www.jeweloscopharmacies.com","773-327-2723","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed","Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.","41.943462","-87.68904","POINT (-87.68904 41.943462)"
"16","MMR","4748 W. NORTH AVE.",,"Chicago","IL","60639",,"Walgreens","https://www.walgreens.com/","773-745-6642","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","8AM-12AM",,"Call for details.",,"41.910005","-87.744838","POINT (-87.744838 41.910005000000005)"
"61","MMR","1101 W JACKSON BLVD",,"CHICAGO","IL","60607",,"MinuteClinic Inside Target","https://www.cvs.com/minuteclinic","1-866-389-ASAP (2727)","MinuteClinic","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday - Friday 9:00am - 7:30pm; Saturday 9:00am-4:00pm; Sunday 9:00am-4:00pm",,"See Website for Details:  https://www.cvs.com/minuteclinic/insurance-and-billing",,"41.877372","-87.655631","POINT (-87.65563100000001 41.877372)"
"19","MMR","2550 N Clybourn Ave",,"Chicago","IL","60614",,"Jewel-Osco Pharmacy","http://www.jeweloscopharmacies.com","773-348-7421","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed","Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.","41.933752","-87.672882","POINT (-87.672882 41.933752)"
"46","MMR","3630 N Southport",,"Chicago","IL","60613",,"Jewel-Osco Pharmacy","http://www.jeweloscopharmacies.com","773-327-1485","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed","Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.","41.948359","-87.664345","POINT (-87.664345 41.948359)"
"4","MMR","11255 S. Michigan Ave.",,"Chicago","IL","60628",,"Roseland Community WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","773-785-1173",,"2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Monday, Tuesday, Wednesday","Mondays, Tuesdays, Wednesdays: 8:00 AM to 3:00 PM. Closed 2nd Wed every month 12 to 4 PM.",,"No cost to individual. If insured, insurance will be billed.",,"41.68914","-87.62086","POINT (-87.62086 41.68914)"
"13","MMR","501 W. ROOSEVELT RD.",,"Chicago","IL","60607",,"Walgreens","https://www.walgreens.com/","312-492-8559","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","7AM-11PM",,"Call for details.",,"41.866556","-87.639669","POINT (-87.639669 41.866556)"
"9","MMR","7510 N. WESTERN AVE.",,"Chicago","IL","60645",,"Walgreens","https://www.walgreens.com/","773-764-1795","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","M-F 8AM-12AM; SAT-SUN 9AM-9PM",,"Call for details.",,"42.017814","-87.690674","POINT (-87.690674 42.017814)"
"17","MMR","6140 N WESTERN AVE",,"Chicago","IL","60659",,"Walgreens","https://www.walgreens.com/","773-764-0050","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","M-F 8AM-11PM; SAT-SUN 9AM-9PM",,"Call for details.",,"41.993349","-87.690105","POINT (-87.690105 41.993349)"
