"school_id","short_name","long_name","primary_category","address","city","state","zip","phone","fax","cps_school_profile","website","program_type","program_group","program_grades_served","application_requirements","program_selections","how_to_apply","deadline","school_latitude","school_longitude","geocoded_column"
"610059","MAYER","Oscar Mayer Magnet School","ES","2250 N CLIFTON AVE","Chicago","Illinois","60614","7735345535","7735345777","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610059","http://mayermagnet.org/","Magnet with Boundary (Montessori/International Baccalauareate Middle Years)","Montessori","P3-8","None","All students entering PreK-3 and PreK-4, including students who live within the school's attendance boundary, must submit a Choice Elementary Schools application between October and December. Seats are filled in the following order: attendance area siblings, non-attendance area siblings, attendance area non-siblings, non-attendance area non-siblings.  Students entering grades K-8 who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students entering grades K-8 who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students applying to preschool and students who live outside of the school's attendance boundary can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.923204","-87.657287","2250 N CLIFTON AVE
Chicago, Illinois 60614
(41.923204, -87.657287)"
"610059","MAYER","Oscar Mayer Magnet School","ES","2250 N CLIFTON AVE","Chicago","Illinois","60614","7735345535","7735345777","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610059","http://mayermagnet.org/","Magnet with Boundary (Montessori/International Baccalauareate Middle Years)","Fine & Performing Arts","P3-8","None","All students entering PreK-3 and PreK-4, including students who live within the school's attendance boundary, must submit a Choice Elementary Schools application between October and December. Seats are filled in the following order: attendance area siblings, non-attendance area siblings, attendance area non-siblings, non-attendance area non-siblings.  Students entering grades K-8 who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students entering grades K-8 who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students applying to preschool and students who live outside of the school's attendance boundary can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.923204","-87.657287","2250 N CLIFTON AVE
Chicago, Illinois 60614
(41.923204, -87.657287)"
"610237","BEETHOVEN","Ludwig Van Beethoven Elementary School","ES","25 W 47TH ST","Chicago","Illinois","60609","7735351480","7735351478","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610237","https://www.beethovenelementarycps.org/","Open Enrollment","General Education","K-8","None","Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students who live outside of the school's attendance boundary can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.809135","-87.627137","25 W 47TH ST
Chicago, Illinois 60609
(41.809135, -87.627137)"
"609974","HAWTHORNE","Hawthorne Elementary Scholastic Academy","ES","3319 N CLIFTON AVE","Chicago","Illinois","60657","7735345550","7735345781","http://cps.edu/Schools/Pages/school.aspx?SchoolID=609974","https://www.hawthorneacad.org","Magnet (Scholastic Academy)","Scholastic Academy","K-8","None","Students must submit a Choice Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.","Students can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.942275","-87.657709","3319 N CLIFTON AVE
Chicago, Illinois 60657
(41.942275, -87.657709)"
"610390","RICKOVER MILITARY HS","Hyman G Rickover Naval Academy High School","HS","5700 W BERTEAU AVE","Chicago","Illinois","60634","7735342890","7735348715","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610390","http://www.rickovernaval.org","Service Leadership Academy","Military & Service Learning","9-12","All applicants: Minimum combined percentile of 48 in reading and math on NWEA MAP.  Attendance at an Information Session is required for eligible applicants.","Eligible students must attend an Information Session, during which they will sign a Commitment Agreement, complete a Motivation and Perseverance Assessment and write a brief essay. Selections will be based on a point system with a maximum of 500 points, derived from 7th grade final (cumulative) grades (150 points), 7th grade NWEA MAP scores (150 points), the two-part assessment (50 for each part), and the essay (100 points).","Access online high school application or paper high school application at go.cps.edu.","12/14/2018","41.989021","-87.665789","5700 W BERTEAU AVE
Chicago, Illinois 60634
(41.989021, -87.665789)"
"609933","GALE","Stephen F Gale Elementary Community Academy","ES","1631 W JONQUIL TER","Chicago","Illinois","60626","7735342100","7735342188","http://cps.edu/Schools/Pages/school.aspx?SchoolID=609933","https://gale.cps.edu","Open Enrollment","General Education","K-8","None","Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","42.021091","-87.671939","1631 W JONQUIL TER
Chicago, Illinois 60626
(42.021091, -87.671939)"
"609855","CHRISTOPHER","Walter S Christopher Elementary School","ES","5042 S ARTESIAN AVE","Chicago","Illinois","60632","7735359375","7735359567","http://cps.edu/Schools/Pages/school.aspx?SchoolID=609855","https://www.christopherschool.org","Open Enrollment","General Education","K-8","None","This school does not have an attendance boundary. Students must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students who live outside of the school's attendance boundary can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.801659","-87.685607","5042 S ARTESIAN AVE
Chicago, Illinois 60632
(41.801659, -87.685607)"
"610353","CALMECA","Calmeca Academy of Fine Arts and Dual Language","ES","3456 W 38TH ST","Chicago","Illinois","60632","7735357000","7735357010","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610353","https://www.calmecaacademy.com","Open Enrollment (Dual Language)","World Language","K-8","None","Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students who live outside of the school's attendance boundary can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.824377","-87.711654","3456 W 38TH ST
Chicago, Illinois 60632
(41.824377, -87.711654)"
"610590","BRONZEVILLE CLASSICAL","Bronzeville Classical Elementary School","ES","8 W ROOT","Chicago","Illinois","60609","7735358085","7735358685","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610590","https://bronzevilleclassical.cps.edu","Selective Enrollment (Classical School)","Selective Enrollment","K-2","An admissions test is required. Students applying to grades K-3 do not have minimum eligibility requirements in order to be tested.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference.","Students can apply online or via paper Selective Enrollment Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.819249","-87.626621","8 W ROOT
Chicago, Illinois 60609
(41.819249, -87.626621)"
"610586","SADLOWSKI","Edward E. Sadlowski Elementary School","ES","3930 E 105TH","Chicago","Illinois","60617","7735358040","7735358020","http://cps.edu/Schools/Pages/school.aspx?SchoolID=610586","http://sadlowski.cps.edu","Open Enrollment","General Education","K-8","None","Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.","Students who live outside of the school's attendance boundary can apply online or via paper Choice Elementary Schools application by visiting go.cps.edu.","12/14/2018","41.704859","-87.527985","3930 E 105TH
Chicago, Illinois 60617
(41.704859, -87.527985)"
