"record_id","facility_id","vaccine_type","street1","street2","city","state","postal_code","country","facility_name","url","phone","contact","begin_date","end_date","begin_time","end_time","recurrence_days","hours","eligibility","cost","notes","latitude","longitude","location"
"Meningitis-70-2015714","70","Meningitis","1330 S. Kostner",,"Chicago","IL","60623",,"New Age Services (BCBS CareVan)",,,,"2015-07-14T00:00:00.000","2015-07-14T00:00:00.000","9:00:00","13:00:00","Tuesday",,,"Free","Temporary","41.86326","-87.73503","POINT (-87.73503 41.863260000000004)"
"Meningitis-34-2015625","34","Meningitis","3245 N. Halsted Street",,"Chicago","IL","60657",,"Howard Brown Health Center",,"773-248-3160",,"2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Monday, Tuesday, Wednesday, Thursday, Friday","By appointment",,"Free","Partner Sites","41.94138","-87.6491","POINT (-87.6491 41.94138)"
"Meningitis-73-2015721","73","Meningitis","33 E. 114th St.",,"Chicago","IL","60628",,"HRDI (BCBS CareVan)",,,,"2015-07-21T00:00:00.000","2015-07-21T00:00:00.000","9:00:00","13:00:00","Tuesday",,,"Free","Temporary","41.68695","-87.62164","POINT (-87.62164 41.68695)"
"MMR-12-2019513","12","MMR","1554 E. 55TH ST.",,"Chicago","IL","60615",,"Walgreens","https://www.walgreens.com/","773-667-1177","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","24H",,"Call for details.",,"41.795671","-87.587946","POINT (-87.587946 41.795671000000006)"
"Meningitis-53-2015626","53","Meningitis","1530 E. 75th St.",,"Chicago","IL","60619",,"Club Escape",,,,"2015-06-26T00:00:00.000","2015-06-27T00:00:00.000","11:00:00","1:00:00","Friday, Saturday","Friday, 6/26/2015, 9:00 PM - 1:00 AM",,"Free","Temporary","41.75902","-87.5871","POINT (-87.5871 41.75902000000001)"
"Meningitis-36-2015625","36","Meningitis","800 N. Kedzie",,"Chicago","IL","60651",,"Louise Landau Health Center",,"773-826-3450",,"2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon-Fri: 8:00 AM-5:00 PM",,"Free","Partner Sites","41.89585","-87.7074","POINT (-87.7074 41.89585)"
"MMR-44-2019513","44","MMR","3400 N. Western Avenue",,"Chicago","IL","60618",,"Jewel-Osco Pharmacy","http://www.jeweloscopharmacies.com","773-327-2723","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed","Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.","41.943462","-87.68904","POINT (-87.68904 41.943462)"
"Meningitis-48-2015626","48","Meningitis","6406 N. Clark St.",,"Chicago","IL","60626",,"Jackhammer",,,,"2015-06-26T00:00:00.000","2015-06-27T00:00:00.000","21:00:00","1:00:00","Friday","Friday, 6/26/2015, 9:00 PM - 1:00 AM",,"Free","Temporary","41.9983","-87.671","POINT (-87.671 41.9983)"
"MMR-16-2019513","16","MMR","4748 W. NORTH AVE.",,"Chicago","IL","60639",,"Walgreens","https://www.walgreens.com/","773-745-6642","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","8AM-12AM",,"Call for details.",,"41.910005","-87.744838","POINT (-87.744838 41.910005000000005)"
"MMR-61-2019513","61","MMR","1101 W JACKSON BLVD",,"CHICAGO","IL","60607",,"MinuteClinic Inside Target","https://www.cvs.com/minuteclinic","1-866-389-ASAP (2727)","MinuteClinic","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday - Friday 9:00am - 7:30pm; Saturday 9:00am-4:00pm; Sunday 9:00am-4:00pm",,"See Website for Details:  https://www.cvs.com/minuteclinic/insurance-and-billing",,"41.877372","-87.655631","POINT (-87.65563100000001 41.877372)"
"Meningitis-61-2015630","61","Meningitis","10420 S. Halsted",,"Chicago","IL","60628",,"South Side Help Center",,,,"2015-06-30T00:00:00.000","2015-06-30T00:00:00.000","13:00:00","15:00:00","Tuesday",,,"Free","Temporary","41.77898","-87.6426","POINT (-87.6426 41.77898)"
"MMR-19-2019513","19","MMR","2550 N Clybourn Ave",,"Chicago","IL","60614",,"Jewel-Osco Pharmacy","http://www.jeweloscopharmacies.com","773-348-7421","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed","Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.","41.933752","-87.672882","POINT (-87.672882 41.933752)"
"MMR-46-2019513","46","MMR","3630 N Southport",,"Chicago","IL","60613",,"Jewel-Osco Pharmacy","http://www.jeweloscopharmacies.com","773-327-1485","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 9am-9pm, Saturday-Sunday: 9am-5pm",,"Call for details. If insured, insurance will be billed","Earn a coupon to save 10% (up to a $20 value) on your next grocery purchase at Jewel-Osco.","41.948359","-87.664345","POINT (-87.664345 41.948359)"
"MMR-4-2019513","4","MMR","11255 S. Michigan Ave.",,"Chicago","IL","60628",,"Roseland Community WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","773-785-1173",,"2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Monday, Tuesday, Wednesday","Mondays, Tuesdays, Wednesdays: 8:00 AM to 3:00 PM. Closed 2nd Wed every month 12 to 4 PM.",,"No cost to individual. If insured, insurance will be billed.",,"41.68914","-87.62086","POINT (-87.62086 41.68914)"
"MMR-13-2019513","13","MMR","501 W. ROOSEVELT RD.",,"Chicago","IL","60607",,"Walgreens","https://www.walgreens.com/","312-492-8559","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","7AM-11PM",,"Call for details.",,"41.866556","-87.639669","POINT (-87.639669 41.866556)"
"MMR-9-2019513","9","MMR","7510 N. WESTERN AVE.",,"Chicago","IL","60645",,"Walgreens","https://www.walgreens.com/","773-764-1795","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","M-F 8AM-12AM; SAT-SUN 9AM-9PM",,"Call for details.",,"42.017814","-87.690674","POINT (-87.690674 42.017814)"
"MMR-17-2019513","17","MMR","6140 N WESTERN AVE",,"Chicago","IL","60659",,"Walgreens","https://www.walgreens.com/","773-764-0050","Pharmacy","2019-05-13T00:00:00.000","2020-05-20T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","M-F 8AM-11PM; SAT-SUN 9AM-9PM",,"Call for details.",,"41.993349","-87.690105","POINT (-87.690105 41.993349)"
"Meningitis-11-2015625","11","Meningitis","3046 N HALSTED ST",,"Chicago","IL","60657",,"Walgreens","http://www.Walgreens.com","773-325-413","Pharmacy","2015-06-25T00:00:00.000","2015-12-01T00:00:00.000",,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"No cost vaccine available to those 14 through 55 years. Call ahead for details.","Walgreens","41.9378","-87.6495","POINT (-87.6495 41.9378)"
