"id","permit_number","permit_type_code","permit_type_description","company","address","location_details","effective_date","expiration_date","permit_status_code","permit_status_description","last_modified_date","latitude","longitude","location"
"524633569252463356945246336646","583871667","PARADE","Parade","ST. GALL CHURCH","7160 W ARCHER AV","RELIGIOUS PROCESSION - ST GALL CHURCH  ASSEMBLY AREA:   7160 WEST ARCHER AVENUE/CITY LIMITS  PROPOSED PARADE ROUTE:   FROM THE CITY LIMITS ON ARCHER & HARLEM;  PROCEED EAST ON ARCHER,  EAST ON 55TH STREET TO SAWYER AVENUE.  DISBANDING AREA:   5511 SOUTH SAWYER AVENUE/ST GALL CHURCH  SIDEWALKS","2015-12-12T00:00:00.000","2015-12-12T00:00:00.000","AACTIVE","Issued","2015-12-04T12:15:30.000","41.792049947613854","-87.80146754487535","(41.792049947613854,-87.80146754487535)"
"524632586652463258715246326200","583870564","PARADE","Parade","ST. GALL CHURCH","5500 S KEDZIE AV",,"2015-12-11T00:00:00.000","2015-12-11T00:00:00.000","IPENDING","Pending","2015-12-04T10:34:00.000","41.793420236755864","-87.70369750845424","(41.793420236755864,-87.70369750845424)"
"524610679952461068235246107022","583299473","PARADE","Parade","NAACP CHICAGO","121 N LA SALLE ST","NAACP MARCH FOR POLICE REFORM  ASSEMBLY AREA:   121 NORTH LASALLE STREET  PROPOSED PARADE ROUTE:   PROCEED NORTH ON LASALLE TO RANDOLPH,  EAST ON RANDOLPH TO CLARK,  SOUTH ON CLARK TO WASHINGTON,  WEST ON WASHINGTON TO LASALLE.  DISBANDING AREA:   121 NORTH LASALLE STREET  SIDEWALKS ONLY","2015-11-30T00:00:00.000","2015-11-30T00:00:00.000","AACTIVE","Issued","2015-11-28T09:38:20.000","41.8837645981034","-87.63227535353653","(41.8837645981034,-87.63227535353653)"
"524609809452460981135246098187","583198621","PARADE","Parade","JUSTICE FOR ALL","230 S DEARBORN ST","CLIMATE CHANGE MARCH  ASSEMBLY AREA:   230 SOUTH DEARBORN STREET/FEDERAL PLAZA  PROPOSED ROUTE:   STEPOFF FROM THE FEDERAL PLAZA AND PROCEED NORTH ON DEARBORN,  EAST ON MADISON,  NORTH ON STATE,  EAST ON WACKER,  NORTH ON MICHIGAN.  DISBANDING AREA:   435 NORTH MICHIGAN AVENUE/TRIBUNE TOWER  SIDEWALKS ONLY","2015-11-29T00:00:00.000","2015-11-29T00:00:00.000","AACTIVE","Issued","2015-11-27T13:06:48.000","41.878683849114196","-87.6294726928489","(41.878683849114196,-87.6294726928489)"
"524607884452460788465246079028","582996684","PARADE","Parade","MASOM","50 W WASHINGTON ST","CHEHLUM PROCESSION  ASSEMBLY AREA:   50 WEST WASHINGTON STREET/ DALEY PLAZA - - NORTH SIDE OF BUILDING ON RANDOLPH  PROPOSED PARADE ROUTE:   PROCEED EAST ON RANDOLPH TO DEARBORN,  SOUTH ON DEARBORN TO WASHINGTON,  EAST ON WASHINGTON TO MICHIGAN,  NORTH ON MICHIGAN TO WACKER,  WEST ON WACKER TO CLARK,  SOUTH ON CLARK BACK TO DALEY PLAZA - - - NORTH SIDE OF BUILDING ON RANDOLPH.  DISBAND AS NEEDED.   SIDEWALKS","2015-11-29T00:00:00.000","2015-11-29T00:00:00.000","AACTIVE","Issued","2015-11-25T14:01:22.000","41.88332219914999","-87.62977509664286","(41.88332219914999,-87.62977509664286)"
"524607669052460766975246076837","582996456","PARADE","Parade","DANIEL WEBSTER SCHOOL","4055 W ARTHINGTON ST","PEACE WALK/PUT THE GUNS DOWN  ASSEMBLY REA:   4055 WEST ARTHINGTON/DANIEL WEBSTER SCHOOL PARKING LOT  PROPOSED PARADE ROUTE:   PROCEED WEST ON TAYLOR TO KARLOV,  NORTH ON KARLOV TO ARTHINGTON,  EAST ON ARTHINGTON TO PULASKI,  SOUTH ON PULASKI TO TAYLOR & PULASKI.  DISBAND AS NEEDED.  SIDEWALKS","2015-11-27T00:00:00.000","2015-11-27T00:00:00.000","AACTIVE","Issued","2015-11-25T13:13:56.000","41.86988903822655","-87.72748158769552","(41.86988903822655,-87.72748158769552)"
"52459479685245947973","582584465","PARADE","Parade","ST AGNES OF BOHEMIA",,,"2015-12-12T00:00:00.000","2015-12-12T00:00:00.000","IPENDING","Pending","2015-11-21T06:56:25.000",,,
"52459464255245946435","582584186","PARADE","Parade","CHICAGO FESTIVAL ASSOCIATION",,,"2015-11-26T00:00:00.000","2015-11-26T00:00:00.000","IPENDING","Pending","2015-11-21T06:10:35.000",,,
"524575403852457540405245755323","582062255","PARADE","Parade","GREATER NORTH MICHIGAN AVENUE ASSOCIATION",,"THE BMO HARRIS BANK MAGNIFICENT MILE LIGHTS FESTIVAL  ASSEMBLY AREA:   MAPLE STREET SOUTH TO DELAWARE PLACE AND STATE STREET WEST TO CLARK STREET.  PROPOSED PARADE ROUTE:   OAK STREET FROM STATE STREET TO MICHIGAN AVENUE;  MICHIGAN AVENUE FROM OAK STREET TO WACKER DRIVE;  WACKER DRIVE FROM MICHIGAN AVENUE TO FIELD BOULVARD.  DISBANDING AREA:   WACKER DRIVE SOUTH TO RANDOLPH STREET AND FIELD BOULEVARD WEST TO MICHIGAN AVENUE.","2015-11-21T00:00:00.000","2015-11-21T00:00:00.000","AAMENDED","Amended/Issued","2015-11-16T14:48:21.000",,,
"524570729252457073055245708098","581856702","PARADE","Parade","ST SYLVESTER PARISH",,"ANTORCHA GUADALUPANA - ST SYLVESTER PARISH  ASSEMBLY AREA:   FROM DES PLAINES, ILLINOIS AT CENTRAL ROAD & MILWAUKEE AVENUE  (CITY LIMITS)   PROPOSED PARADE ROUTE:   STARTING FROM DES PLAINES, ILLINOIS,  PROCEED EAST ON CENTRAL ROAD TO MILWAUKEE,  EAST ON MILWAUKEE TO SACRAMENTO,  SOUTH TO PALMER,  EAST ON PALMER TO THE CORNER OF HUMBOLDT BLVD & PALMER.  (ST SYLVESTER PARISH)  DISBANDING AREA:   2157 NORTH HUMBOLDT BLVD  CURBLANE","2015-12-12T00:00:00.000","2015-12-12T00:00:00.000","AAMENDED","Amended/Issued","2015-11-14T07:25:32.000",,,
