ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Historical Wards 2003-2015
46231,LPG,Forest Preserve District of DuPage County,881 W St Charles Rd,,Lombard,IL,60148,,,E,,Private - Government only,,,,,,,,,,,,200-9,41.890853,-88.039553,10/12/2021,02/10/2022 01:42:29 PM +0000,LG,,,05/07/2012,,,,,"(41.890853, -88.039553)",,,14470,,,
52321,LPG,Menards,7435 Barrington Rd,,Hanover Park,IL,60133,,630-213-8775,E,,Public,"6:30am-10pm M-Sat, 8am-8pm Sun",A Cash Checks D M V,,,,,,,,,,200-9,42.006469,-88.141708,09/10/2021,09/02/2022 03:13:55 PM +0000,P,,,07/16/2013,,,true,,"(42.006469, -88.141708)",,,15826,,,
65618,E85,Speedway #7519,5011 Central Ave,,Portage,IN,46368,,219-763-2218,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.574058,-87.221202,10/12/2021,04/19/2022 04:26:35 PM +0000,P,,,02/10/2015,,,,false,"(41.574058, -87.221202)",,,21990,,,
104858,E85,Kwik Trip #580,6801 Washington Ave,,Mt. Pleasant,WI,53406,,262-884-0442,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.719061,-87.864048,05/05/2022,05/05/2022 03:22:04 PM +0000,P,,,11/15/2018,,,,true,"(42.719061, -87.864048)",,,126,,,
145415,E85,Kwik Trip #296,10215 120th Ave,,Pleasant Prairie,WI,53158,,262-857-4105,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks CREDIT D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.526052,-87.949224,05/05/2022,05/05/2022 03:22:04 PM +0000,P,,,09/06/2019,,,,true,"(42.526052, -87.949224)",,,5052,,,
168026,ELEC,CITY HALL STATION #1,222 E 9th St,,Lockport,IL,60441,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.589768,-88.055188,09/12/2022,09/11/2022 08:07:22 PM +0000,,,,10/30/2020,,,,,"(41.589768, -88.055188)",,,9711,,,
169737,E85,RaceTrac,1321 Oconee St,,Athens,GA,60605,,706-613-5876,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-9,33.947883,-83.35749,08/10/2022,08/10/2022 08:32:10 AM +0000,P,,,11/25/2020,,,,true,"(33.947883, -83.35749)",,,10842,,,
186427,E85,BP,3191 US-20,,Elgin,IL,60124,,847-214-1173,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,42.040783,-88.368245,04/08/2021,08/31/2022 02:18:32 PM +0000,P,,,03/11/2021,,,,false,"(42.040783, -88.368245)",,,15600,,,
219715,E85,Shell,234 E Army Trail Rd,,Glendale Heights,IL,60139,,847-744-6191,E,,Public,24 hours daily,,,,,,,,,,,GPS,41.9374195358567,-88.0793459620255,06/14/2022,06/14/2022 11:23:53 AM +0000,P,,,03/31/2022,,,,false,"(41.9374195358567, -88.0793459620255)",,,15839,,,
147819,ELEC,One Eleven,111 W Wacker Dr,,Chicago,IL,60601,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,41.8865153,-87.6314343,09/13/2022,09/12/2022 07:36:51 PM +0000,,,,05/30/2018,,,,,"(41.8865153, -87.6314343)",42,38,14309,92,36,22
173548,ELEC,UNITED ORD LOT UNITED 3,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981407,-87.888652,09/12/2022,09/11/2022 07:54:47 PM +0000,,,,01/27/2021,,,,,"(41.981407, -87.888652)",38,75,16197,668,29,34
36581,CNG,CNG Calumet,130 State St,,Calumet City,IL,60409,,708-862-7477  773-960-5642,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.622812,-87.527426,09/10/2021,02/10/2022 01:42:29 PM +0000,P,,,08/01/2013,,HD,,,"(41.622812, -87.527426)",,,26890,,,
222108,ELEC,CAR CHARGER 1 STATION 1,373 W Geneva St,,Williams Bay,WI,53191,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.570345,-88.556303,09/12/2022,09/11/2022 08:13:40 PM +0000,,,,06/29/2022,,,,,"(42.570345, -88.556303)",,,5889,,,
193397,ELEC,OIC PARKING OIC STATION 1,10255 W Higgins Rd,,Rosemont,IL,60018,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.995438,-87.882454,09/12/2022,09/11/2022 08:12:14 PM +0000,,,,07/31/2021,,,,,"(41.995438, -87.882454)",,,16197,,,
168626,ELEC,Bethlehem Industries - Tesla Destination,1350 Shore Rd,,Naperville,IL,60563,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.792616,-88.226153,11/03/2020,03/11/2021 05:22:17 PM +0000,P,,,11/03/2020,,,,,"(41.792616, -88.226153)",,,6920,,,
224563,ELEC,Meijer - Tesla Supercharger,400 S Randall Rd,,Algonquin,IL,60102,,877-798-3752,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.171166,-88.336632,08/10/2022,08/10/2022 08:32:10 AM +0000,P,,,07/25/2022,,,,,"(42.171166, -88.336632)",,,9878,,,
145418,E85,Kwik Trip #1029,1880 County Rd ES,,East Troy,WI,53120,,262-642-1409,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY Cash Checks Comdata CREDIT D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,,,,,,,GPS,42.7930916,-88.3900357,05/05/2022,05/05/2022 03:22:04 PM +0000,P,,,08/05/2019,,,,true,"(42.7930916, -88.3900357)",,,12097,,,
191563,ELEC,"BOA Logan Square IL4-313 (Chicago, IL)",3350 W Diversey Ave,,Chicago,IL,60647,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.932401,-87.711333,09/07/2022,09/06/2022 08:54:01 PM +0000,,,,06/28/2021,,,,,"(41.932401, -87.711333)",39,22,22535,55,12,15
73390,ELEC,ComEd,3 Lincoln Center,,Oakbrook Terrace,IL,60181,,630-576-6223,E,,Public - Call ahead,8am-5pm daily; mainly for employee use,,,,,,5,,,Non-Networked,,200-9,41.848091,-87.984016,01/14/2021,10/31/2021 10:01:01 PM +0000,T,,,11/12/2013,,,,,"(41.848091, -87.984016)",,,8960,,,
47161,ELEC,Napleton Nissan - Schererville,1301 Indianapolis Blvd,,Schererville,IN,46375,,,E,,Public - Call ahead,Dealership business hours; contact 219-865-3800 for more information,,,,,,1,,,Non-Networked,,GPS,41.497662,-87.470113,06/09/2020,03/11/2021 05:22:17 PM +0000,P,,,01/31/2012,,,,,"(41.497662, -87.470113)",,,21994,,,
