"pharmacy_name","address","city","state","zip","hours","_24h_store","status","if_closed_reopening_comments","geocoded_column"
"Heritage Pharmacy","2256 W Roscoe St Ste 1","Chicago","IL","606186376",,,"unknown",,"POINT (-87.685569 41.943146)"
"Dr. Z's Pharmacy","4326 N Lincoln Ave","Chicago","IL","606181712",,,"unknown",,"POINT (-87.683022 41.960283)"
"Nimble Pharmacy","811 S Western Ave","Chicago","IL","606124148",,,"unknown",,"POINT (-87.686116 41.871086)"
"RANDOLPHS RX PHARMACY","2751 W. 51st street","CHICAGO","IL","60632",,,"unknown",,"POINT (-87.693567 41.801029)"
"NEW ENGLAND PHARMACY","6918 W ARCHER AVE","CHICAGO","IL","606382320",,,"unknown",,"POINT (-87.794744 41.792143)"
"KOSIROG REXALL DRUGS","1000 N WESTERN AVE","CHICAGO","IL","606223597",,,"unknown",,"POINT (-87.687044 41.899447)"
"WELLS RX PHARMACY","400 E 41st St Ste 103","CHICAGO","IL","606532757",,,"unknown",,"POINT (-87.614527 41.820262)"
"SINAI TOUHY PHARMACY LLC","2907 W TOUHY AVE","CHICAGO","IL","60645",,,"unknown",,"POINT (-87.702424 42.012038)"
"HDK PHARMACY INC","4941 N KEDZIE AVE","CHICAGO","IL","60625",,,"unknown",,"POINT (-87.708562 41.971072)"
"Curexa","5310 N Sheridan Rd","Chicago","IL","606402514",,,"unknown",,"POINT (-87.655057 41.978602)"
"Pharmacy Headquarters LLC","67 W Chicago Ave","Chicago","IL","606543321",,,"unknown",,"POINT (-87.630418 41.896618000000004)"
"Lagom Rx","114 N Aberdeen St Unit 1","Chicago","IL","60607",,,"unknown",,"POINT (-87.654414 41.883359000000006)"
"SOUTH STAR PLUS PHARMACY","4200 W 63rd street","Chicago","IL","60629",,,"unknown",,"POINT (-87.727822 41.778583)"
"SHARDA PHARMACY INC","1301 S ASHLAND AVE","CHICAGO","IL","606081332",,,"unknown",,"POINT (-87.66626 41.865069)"
"Clybourn Park Pharmacy","1333 W Belmont Ave STE 320","Chicago","IL","60657",,,"unknown",,"POINT (-87.662394 41.939813)"
"Local Health Pharmacy","5050 S State St Ste 202","Chicago","IL","606095322",,,"unknown",,"POINT (-87.625954 41.802858)"
"Great Health Pharmacy","5418 W Fullerton Ave","Chicago","IL","606391427",,,"unknown",,"POINT (-87.761784 41.924082)"
"OSCO DRUG","7530 S STONY ISLAND","CHICAGO","IL","60649",,,"unknown",,"POINT (-87.586146 41.758397)"
"A CAALMAD PHARMACY","2839 W MADISON ST","CHICAGO","IL","606121926","10am-5pm M-Sa",,"open",,"POINT (-87.697933 41.881085)"
"WALGREENS #15350","834 W Armitage Ave","Chicago","IL","60614","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.64982100000002 41.918154)"
"CVS Pharmacy #","4466 N Broadway ST","Chicago","IL","60640","M, Th, Fr: 9:00am-8:00pm; Tu-We: 8:00am-7:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.656115 41.963321)"
"CVS PHARMACY","3033 N BROADWAY ST","CHICAGO","IL","60657","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.644293 41.937467)"
"WALGREENS #09038","4001 W IRVING PARK RD","CHICAGO","IL","60641","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.728008 41.953608)"
"WALGREENS #05724","7045 S PULASKI RD","CHICAGO","IL","60629","Mon-Fri: 8am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.722329 41.764458)"
"Pharmacy One Plus","4753-55 N KEDZIE","CHICAGO","IL","60625","9am-7pm M-F, 9am-5pm Sa",,"open",,"POINT (-87.708459 41.96753)"
"OSCO DRUG","3630 N Southport Ave","Chicago","IL","606133710","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00a-5:00pm",,"open",,"POINT (-87.664031 41.94821400000001)"
"WalMart Pharmacy 10-5965","10900 S Doty Ave","Chicago","IL","60628","Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm; Sun 10am-6pm",,"open","Boarded up for looting - 8.11.2020","POINT (-87.596618 41.696117)"
"Community Pharmacy at Mercy Hospital","2525 S MICHIGAN AVE","CHICAGO","IL","60616","M-F 8am-8pm",,"open",,"POINT (-87.623583 41.847053)"
"WALGREENS #10649","3424 W Belmont Ave","CHICAGO","IL","60618","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.713737 41.939265)"
"GMP PHARMACY SCMS","5140 N CALIFORNIA AVE STE G105","CHICAGO","IL","60625","9:30am-6pm M-F, 9am-3pm Sa",,"open",,"POINT (-87.698915 41.975057)"
"CVS PHARMACY","6315 S PULASKI","CHICAGO","IL","60629","M-F: 8:00am-8:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.722682 41.777891)"
"OSCO DRUG","3531 N BROADWAY","CHICAGO","IL","60657","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00am-5:00pm",,"open",,"POINT (-87.646797 41.946598)"
"The New Roseland Outpatient Pharmacy","45 W 111th St","Chicago","IL","606284200","Mon-Fri 9am-5pm; Sat-Sun Closed",,"open",,"POINT (-87.62473400000002 41.692562)"
"WALGREENS #03074","4700 S Halsted St","CHICAGO","IL","60609","Mon-Fri: 9am-9pm; Sat: 9am-6pm; Sun: 10am-6pm",,"open",,"POINT (-87.645576 41.808643)"
"WALGREENS #01375","1200 N DEARBORN","CHICAGO","IL","60610","Mon-Fri: 8am-10pm; Sat-Sun: 9am-5pm",,"Open","Closed temporarily for looting. 8/10/2020. Open again 8/11","POINT (-87.629978 41.90422)"
"CVS PHARMACY","2427 W CHICAGO AVE","CHICAGO","IL","60622","M-F: 8:00am-8:00pm; Sat: 9:00am-6:00pm; Sun: 10:00am-5:00pm",,"open",,"POINT (-87.68756 41.895758)"
"PETERSON PHARMACY","2517 W PETERSON AVE","CHICAGO","IL","60659","11am-5pm M-F, 9-1pm Sa",,"open",,"POINT (-87.692785 41.990442)"
"WALGREENS #4505","4025 N SHERIDAN ROAD","CHICAGO","IL","60613","Mon-Fri: 9am-6pm; Sat: 9am-3pm; Sun: closed",,"open",,"POINT (-87.654537 41.955216)"
"SHARIF PHARMACY INC","2004 N PULASKI RD","CHICAGO","IL","606393767","9am-6pm M-F, 9am-2pm Sa",,"open",,"POINT (-87.726558 41.917328000000005)"
"MARIANO'S PHARMACY","5201 N Sheridan Rd","CHICAGO","IL","60640","Sun: 10am-5pm; Mon-Fri: 9am-7pm; Sat: 9am-6pm",,"open",,"POINT (-87.655022 41.976906)"
"WALGREENS #02340","342 E ILLINOIS ST","CHICAGO","IL","60611","Mon-Fri: 8am-8pm; Sat-Sun: 9am-5pm",,"CLOSED","Looting. 8/11/2020","POINT (-87.618695 41.891029)"
"Walgreens Prescripton Center #16433","2001 N Milwaukee Ave Ste A","Chicago","IL","606474001","2am-1:30am every day",,"open",,"POINT (-87.68859600000002 41.917601)"
"Walgreens Prescripton Center #16429","3019 W Peterson Ave Ste A","Chicago","IL","606593726","7am-11pm every day",,"open",,"POINT (-87.705301 41.990370000000006)"
"WALGREENS #05089","7111 S WESTERN","CHICAGO","IL","60636","Mon-Fri 9am-9pm; Sat-Sun 9am-5pm",,"Open",,"POINT (-87.683157 41.76425900000001)"
"CVS Pharmacy #","401 E Illinois St","Chicago","IL","60611","M, Th, Fr: 10:00am-7:00pm; Tu-We: 7:00am-6:00pm; Sat: 10:00am-5:00pm; Sun: 12:00pm-5:00pm",,"open",,"POINT (-87.617634 41.891053)"
"WALGREENS #06980","3019 W PETERSON AVE","CHICAGO","IL","60659","7am-11pm everyday",,"open",,"POINT (-87.705301 41.990370000000006)"
"CVS Pharmacy #17698","3204 N Clark St","Chicago","IL","606571602","M-F: 9:00am-8:00pm; Sat-Sun:10:00am-5:00pm",,"open",,"POINT (-87.650766 41.940086)"
"HEALTH RX INC","1952 W CERMAK RD","CHICAGO","IL","60608","9am-6pm M-F, 10am-2:30pm Sa",,"open",,"POINT (-87.674512 41.852229)"
"LAPUJA PHARMACY","3441 W NORTH AVE","CHICAGO","IL","606474841","10:30am-6:30pm M-Th, 10:30am-2pm F, 10:30am-3:30pm Sa",,"open",,"POINT (-87.713538 41.91000400000001)"
"FARMACIA CENTRO MEDICO","3623 W Chicago Ave","CHICAGO","IL","60651",,,"closed","unknown","POINT (-87.717352 41.895485)"
"CVS PHARMACY","1620 WEST 59TH ST","CHICAGO","IL","60636",,,"closed","permanently closed","POINT (-87.665764 41.786759)"
"WALGREENS #00162","1554 E 55TH STREET","CHICAGO","IL","60615","Open 24 hours everyday","x","open",,"POINT (-87.588157 41.795267)"
"WALGREENS #01593","5230 N MILWAUKEE AVE","CHICAGO","IL","60630","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.767617 41.975417)"
"WALGREENS #04752","316 W CERMAK RD","CHICAGO","IL","60616","Mon: 9am-7pm; Tue-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.635599 41.852916)"
"WALGREENS #05387","79 W MONROE","CHICAGO","IL","60603",,,"CLOSED","scheduled to reopen between 8/10/2020 - 8/21/2020. Still Closed - 8.11.2020","POINT (-87.630177 41.880701)"
"CVS PHARMACY","2545 MARTIN LUTHER KING","CHICAGO","IL","60616",,,"closed","permanently closed",
"Reem Pharmacy","5456 S Kedzie Ave","Chicago","IL","606322620","10am-6pm W-F",,"open",,"POINT (-87.703551 41.793667)"
"WALGREENS #06270","1001 W BELMONT AVE","CHICAGO","IL","60657",,,"Permanently closed",,"POINT (-87.654181 41.93994000000001)"
"WALGREENS #04147","1546 N CENTRAL AVE","CHICAGO","IL","60651","Mon-Fri 9am-9pm; Sat-Sun 9am-5pm",,"Open",,"POINT (-87.765876 41.908886)"
"WALGREENS #12426","315 W Chicago Ave","Chicago","IL","60654","Mon-Fri: 8am-8pm; Sat-Sun: 9am-5pm",,"CLOSED","Looting. 8/11/2020","POINT (-87.636445 41.896586)"
"Komed Holman Pharmacy","4259 S Berkeley Ave","Chicago","IL","606533030","9am-5pm M-F, 9am-1pm Sa",,"open",,"POINT (-87.600625 41.817193)"
"WALGREENS #15992","2500 N Clark St 1st Floor","CHICAGO","IL","60614","Mon-Fri: 9am-9pm, Sat-Sun: 9am-5pm",,"open",,"POINT (-87.641865 41.92793)"
"CVS PHARMACY","11055 S WESTERN AVENUE","CHICAGO","IL","60643","M-F: 9:00am-9:00pm; Sat: 9:00am-6:00pm; Sun: 10:00am-6:00pm",,"open",,"POINT (-87.681121 41.692617)"
"CVS PHARMACY","771 N OGDEN","CHICAGO","IL","60622","M-F: 9:00am-9:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.654611 41.896154)"
"WALGREENS #07515","7155 W FOSTER PLACE","CHICAGO","IL","60656","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.806503 41.974693)"
"WALGREENS #13454","6140 N WESTERN AVE","CHICAGO","IL","60659","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.689824 41.993469)"
"Madison Pine Pharmacy","5470 W MADISON ST","CHICAGO","IL","606444097","9am-5pm M-F, 9am-1pm Sa",,"open",,"POINT (-87.762754 41.880333)"
"DEVON DISCOUNT PHARMACY","1542 W DEVON AVE","CHICAGO","IL","60660","9am-5pm M-Sa",,"open",,"POINT (-87.66959 41.998032)"
"Life Source Pharmacy, Inc","11238 S Western Ave","Chicago","IL","606434116","9:30am-5pm M-F",,"open",,"POINT (-87.681136 41.688832)"
"WALGREENS #05825","1213 W 79TH ST","CHICAGO","IL","60620",,,"closed","mobile pharmacy on-site starting 6/18/2020, prior pharmacy kiosk on-site, scheduled to reopen between 8/24/2020 - 9/25/2020. Pharmacy services only 8.11.2020","POINT (-87.654532 41.750482)"
"CVS PHARMACY","208 WEST WASHINGTON","CHICAGO","IL","60606","Mon-Fri 7am-7pm; Closed Sat-Sun",,"Open",,"POINT (-87.634235 41.883211)"
"CRX Pharmacy","5941 W Irving Park Rd","Chicago","IL","606342618","Mon-Fri 11am-5pm; Sat 11am-3pm; Sun closed",,"open",,"POINT (-87.775954 41.953078)"
"Vital Rx, LLC","2837 N MILWAUKEE","CHICAGO","IL","60618","9:30am-5pm M-F",,"open",,"POINT (-87.713381 41.932717)"
"WALGREENS #04978","111 S HALSTED ST","CHICAGO","IL","60661","Mon-Fri: 7am-11pm; Sat-Sun: 9am-9pm",,"open",,"POINT (-87.647247 41.879862)"
"CVS PHARMACY #17683","2650 N Clark St","Chicago","IL","606141523","M, Th, Fr: 10:00am-6:00pm; Tu-We: 7:00am-5:00pm; Sat: 11:00am-5:00pm; Sun: 12:00pm-5:00pm",,"open",,"POINT (-87.64393700000001 41.930805)"
"OSCO DRUG","6426 W IRVING PK RD","CHICAGO","IL","60634","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.787334 41.952923)"
"WALGREENS #00178","740 W DIVERSEY PKWY","CHICAGO","IL","60614","Mon: 9am-7pm Tue-Wed: 8am-9pm; Thu-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.648348 41.932762)"
"WALGREENS #05123","10300 S MICHIGAN AVE","CHICAGO","IL","60628","Mon-Fri 8am-9pm; Sat-Sun 9am-5pm",,"Open",,"POINT (-87.620282 41.706934)"
"WALGREENS #04233","5600 W FULLERTON","CHICAGO","IL","60639","Open 24 hours everyday","x","open",,"POINT (-87.76661 41.924032)"
"Bienestar Pharmacy III, Inc","2359 S Western Ave Suite 100","Chicago","IL","606083837","9am-6pm MTThF, 1pm-8pm W, 9am-1:30pm Sa",,"open",,"POINT (-87.685489 41.848914)"
"ROLET PHARMACY","6032 S HALSTED ST","CHICAGO","IL","60621","1pm-5pm M-Th, 2pm-5pm F",,"open",,"POINT (-87.644991 41.78405800000001)"
"CVS PHARMACY","7858 S HALSTED","CHICAGO","IL","60620",,,"closed","permanently closed","POINT (-87.644067 41.750954)"
"Oak Street Pharmacy","850 W 63rd St suite E","Chicago","IL","606211902","9am-5pm M-F",,"open",,"POINT (-87.646297 41.779755)"
"FARMACIA DE LAWNDALE INC.","2621 S LAWNDALE AVE","CHICAGO","IL","60623","10am-6pm M-F, 10am-3pm Sa",,"open",,"POINT (-87.717213 41.843648)"
"Local Health Pharmacy","5050 S STATE ST","CHICAGO","IL","606095322","Mon-Fri 9am-5:30pm; Sat-Sun Closed",,"open",,"POINT (-87.625954 41.802858)"
"WALGREENS #04862","4343 N CENTRAL","CHICAGO","IL","60634","Everyday 7am-11pm",,"open",,"POINT (-87.767198 41.959985)"
"WALGREENS #16525","5401 S WENTWORTH STE 5A1","CHICAGO","IL","60609","Mon-Fri 8am-5pm; Sat-Sun closed",,"open",,"POINT (-87.630528 41.79692)"
"Midwest Specialty Pharmacy LLC","712 N. Dearborn St. Ste. 3A","Chicago","IL","60654","9am-5pm M-F",,"open",,"POINT (-87.629731 41.895218)"
"PROFESSIONAL OFFICE BUILDING PHARMACY","1725 W HARRISON STE 418","CHICAGO","IL","60612","MTF 8am-5:30pm, WTh 7:30am-5:30pm, Sa 9am-2pm",,"open",,"POINT (-87.67005600000002 41.874116)"
"CVS PHARMACY","1201 N STATE ST","CHICAGO","IL","60610","M-F: 9:00am-7:00pm; Sat-Sun: 10:00am-6:00pm",,"open",,"POINT (-87.628688 41.904095)"
"OSCO DRUG","1763 W Howard St","Chicago","IL","606261626","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00a-5:00pm",,"open",,"POINT (-87.674817 42.019397)"
"CVS PHARMACY","400 W MADISON ST","CHICAGO","IL","60606","M-F: 9:00am-7:00pm; Sat-Sun: Closed",,"open",,"POINT (-87.639431 41.881887000000006)"
"WALGREENS #09399","2835 N SHEFFIELD STE 505","CHICAGO","IL","60657","Mon-Thurs: 9am-7pm; Fri: 9am-4pm; Sat-Sun: closed",,"open",,"POINT (-87.653881 41.933743)"
"CENTRAL DRUGS","6400 W 63RD ST","CHICAGO","IL","60638","9am-7pm M-F, 9am-2pm Sa",,"open",,"POINT (-87.781256 41.777712)"
"WALGREENS #11492","5414 S Archer Ave","CHICAGO","IL","60638","Mon-Fri: 8am-8pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.743617 41.798645)"
"CVS Pharmacy # 08980","6510 N Sheridan Rd","Chicago","IL","606265312","M-F: 8:00am-8:00pm, Sat-Sun: 10:00am-6:00pm",,"open",,"POINT (-87.660686 42.000655)"
"Advanced Care Rx LLC","11422 S Western Ave Suite 101","CHICAGO","IL","60643",,,"unknown",,"POINT (-87.681042 41.685839)"
"VA - JESSE BROWN VA MEDICAL CENTER - WESTSIDE","820 S DAMEN AVE","CHICAGO","IL","60680","Mon-Fri 8am-6pm; Sat-Sun 8am-4:30pm",,"open",,"POINT (-87.676429 41.870597)"
"WALGREENS #09357","833 W 115TH ST","CHICAGO","IL","60643","Mon-Fri 8am-10pm; Sat-Sun 9am-5pm",,"Open",,"POINT (-87.64327 41.685065)"
"OSCO DRUG","5532 N CLARK","CHICAGO","IL","60640","M-Fri: 8:00am-10:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.668573 41.98249)"
"WALGREENS #00232","3405 S King Dr","CHICAGO","IL","60616","Everyday 8am-10pm",,"open",,"POINT (-87.616993 41.832627)"
"CVS Pharmacy #","2939 W ADDISON ST","CHICAGO","IL","60618","M, Th, Fr: 9:00am-7:00pm; Tu-We: 8:00am-6:00pm; Sat: 9:00am-5:00pm; Sun: 11:00am-5:00pm",,"open",,"POINT (-87.701338 41.94667)"
"Addison Central Pharmacy","5600 W ADDISON ST","CHICAGO","IL","606344401",,,"unknown",,"POINT (-87.766945 41.946107)"
"Community, A Walgreens Pharmacy #15305","912 W BELMONT","CHICAGO","IL","60657","Mon: 9am-5pm; Tue-Fri: 9am-6:30pm; Sat-Sun: closed",,"open",,"POINT (-87.651999 41.939968)"
"CVS Pharmacy #","4433 S PULASKI RD","CHICAGO","IL","60632","M, Th, Fr: 9:00am-8:00pm; Tu-We: 8:00am-7:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-3:00pm",,"open",,"POINT (-87.723656 41.812519)"
"CVS PHARMACY","3101 N CLARK","CHICAGO","IL","60657","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.649059 41.938005)"
"OSCO DRUG #3443","5345 N BROADWAY","CHICAGO","IL","60640","M-Fri: 8:00am-8:00pm; Sat: 9:00am-6:00pm; Sun: 9:00am-5:00pm",,"open",,"POINT (-87.659902 41.979454000000004)"
"Walmart Pharmacy 10-3110","7535 S Ashland Ave","Chicago","IL","606204246","Sun 10am-4pm; Mon 9am-7pm; Tues 6am-7pm; Wed-Sat 9am-7pm",,"Open","Boarded up for looting - 8.11.2020. Reopened on 7/29 from previous incident.","POINT (-87.663538 41.756362)"
"SAVE RITE PHARMACY DISCOUNT CENTER","3479 N BROADWAY ST","CHICAGO","IL","606572596","9am-5pm M-F,9am-4pm Sa",,"open",,"POINT (-87.645947 41.945204)"
"WALGREENS #03948","5140 WEST DIVERSEY","CHICAGO","IL","60639","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.755488 41.931436)"
"Armitage Pharmacy, Inc.","3650 W Armitage Ave Suite 100","Chicago","IL","606473611","9am-6pm M-F, 9am-3pm Sa",,"open",,"POINT (-87.718715 41.917276)"
"MARIANO'S PHARMACY","1500 N Clybourn Ave Unit C104","Chicago","IL","60610","Sun: 10am-5pm; Mon-Fri: 9am-7pm; Sat: 9am-6pm",,"open",,"POINT (-87.646261 41.908623)"
"WALGREENS #02903","5222 W MADISON","CHICAGO","IL","60644","Mon-Tue: 8am-7pm; Wed-Fri: 8am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.755579 41.880429)"
"WALGREENS #00226","4005 W 26TH ST","CHICAGO","IL","60623","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.72495 41.844257)"
"Osco Drug","370 N Desplaines St","Chicago","IL","60661","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00a-5:00pm",,"open",,"POINT (-87.644337 41.888757)"
"WALGREENS #10558","250 S WACKER","CHICAGO","IL","60606","Mon-Fri: 9am-6pm; Sat-Sun: closed",,"open","Closed temporarily for looting. 8/10/2020. Open again 8/11","POINT (-87.63691700000001 41.878217)"
"PHARMACA INTEGRATIVE PHARMACY INC","2338 N Clark St","Chicago","IL","606143423","8am-7pm M-F, 9-5pm Sa, 11-4pm Su",,"open",,"POINT (-87.639992 41.924851)"
"WALGREENS #07267","650 W 63RD ST","CHICAGO","IL","60621","Mon-Fri 9am-9pm; Sat-Sun 9am-5pm",,"Open",,"POINT (-87.641655 41.779811)"
"WALGREENS #6727","4720 N Marine Dr","CHICAGO","IL","60640","Mon: 9am-7pm; Tue-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.649282 41.967817)"
"CVS PHARMACY","741 W 31ST","CHICAGO","IL","60608","M-F: 8:00am-8:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,
"SHREE PHARMACY","1624 W MONTROSE AVE","CHICAGO","IL","606131214","2:30-6:30pm MTThF, 2pm-6pm Sa",,"open",,"POINT (-87.670116 41.961606)"
"CIRCLE MEDICAL MANAGEMENT","1426 W WASHINGTON BLVD","CHICAGO","IL","60607",,,"open",,"POINT (-87.66355400000002 41.882901)"
"MARIANO'S PHARMACY","2021 W CHICAGO AVE","CHICAGO","IL","60622","Sun: 10am-5pm; Mon-Fri: 9am-7pm; Sat: 9am-6pm",,"open",,"POINT (-87.677972 41.895918)"
"WALGREENS PRESCRIPTION CENTER","111 S Halsted St Ste A","Chicago","IL","60661","Mon-Fri: 7am-11pm; Sat-Sun: 9am-9pm",,"open",,"POINT (-87.647247 41.879862)"
"OSCO DRUG","3644 S ARCHER AVE","CHICAGO","IL","60609","M-Fri: 8:00am-8:00pm; Sat-Sun: 9:00am-5:00pm",,"open",,"POINT (-87.68249100000001 41.827526)"
"Walgreens #15493","1333 W Belmont Ave","Chicago","IL","60657","Mon-Fri: 8am-7pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.662394 41.939813)"
"CVS PHARMACY","3311 N PULASKI RD","CHICAGO","IL","60641","M-F: 9:00am-8:00pm; Sat-Sun: 10:00am-5:00pm",,"open",,"POINT (-87.727248 41.941271)"
"WALGREENS #05867","3943 W 47TH ST","CHICAGO","IL","60632","Mon-Fri: 9am-7pm; Sat: 9am-5pm; Sun: 11am-3pm",,"open",,"POINT (-87.722773 41.807904)"
"WALGREENS #02025","3000 SOUTH HALSTED","CHICAGO","IL","60608","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.646321 41.839849)"
"RITEWAY PHARMACY","4913 W Fullerton ave. ste 101","CHICAGO","IL","60639","10:30am-5pm M-F, 10:30am-2pm Sa",,"open",,"POINT (-87.749332 41.924181)"
"WALGREENS #09470","4817 W FULLERTON AVE","CHICAGO","IL","60639","Mon-Fri: 9am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.747293 41.924204)"
"CVS PHARMACY","9142 S CHICAGO","CHICAGO","IL","60617",,,"closed","permanently closed",
"WALGREENS #00163","4000 W 59TH ST","CHICAGO","IL","60629",,,"closed","scheduled to reopen between 9/21/2020 and 10/23/2020","POINT (-87.723556 41.78592100000001)"
"ELFMAN PHARMACY INC","3202 W NORTH AVE","CHICAGO","IL","60647","10am-5pm M-F, 9am-2pm Sa",,"open",,"POINT (-87.70708 41.910177)"
"WALGREENS #10771","6460 W FULLERTON AVE","CHICAGO","IL","60707",,,"permanently closed",,"POINT (-87.788113 41.923718)"
"WALGREENS #01308","7410 N CLARK","CHICAGO","IL","60626","Mon: 9am-7pm; Tue,Thu, Fri: 9am-9pm; Wed: 8am-9pm; Sat-Sun: 9am-5pm",,"open",,"POINT (-87.675327 42.016566)"
"Allcare Discount Pharmacy","2750 W North Ave","Chicago","IL","606475247","8:30am-7:30pm MT, 10:30am-7:30pm W,8:30am-5:30pm ThF, 9am-4:30pm Sa",,"open",,"POINT (-87.696515 41.910291)"
"LUNA PHARMACY","5352 N. LINCOLN","CHICAGO","IL","60625","10am-4pm M-F",,"open",,"POINT (-87.692681 41.979128)"
"TARPEY PHARMACY","5933 N Cicero Ave","CHICAGO","IL","606465701","8:30am-7pm M-F, 9am-5pm Sa",,"open",,"POINT (-87.748326 41.988972)"
"WALGREENS #04519","1320 E 47TH ST","CHICAGO","IL","60653",,,"closed","no reopening schedule, is to be determined","POINT (-87.593586 41.809713)"
"CVS Pharmacy #","2112 W PETERSON AVE","CHICAGO","IL","60659","M, Th, Fr: 9:00am-8:00pm; Tu-We: 8:00am-7:00pm; Sat-Sun: 9:00am-6:00pm",,"open",,"POINT (-87.683199 41.990654)"
"FARMACIA SAN JUDAS","3132 W North Ave","CHICAGO","IL","60647","10am-6pm M-F, 10am-3pm Sa",,"open",,"POINT (-87.705807 41.910193)"
"CVS Pharmacy #04688","745 W. 103rd. Street","Chicago","IL","60628",,,"closed","permanently closed","POINT (-87.642381 41.706922)"
"COSTCO WHOLESALE #1107","1430 S Ashland Ave","Chicago","IL","60608","Mon-Fri: 10am-7pm; Sat: 9:30am-6pm; Sun: closed",,"open",,"POINT (-87.666318 41.862387)"
