"id","business_name","address","industry","location"
"698906","R Public House","1508 W Jarvis Av","Food Service and Bars","POINT (-87.668564043287 42.016152670453)"
"703829","Rhythm of the Street Dance Studio","4301 N Kedzie Av","Educational Services","POINT (-87.708045295853 41.959458417473)"
"699048","Glenwood Dance Studio","7017 N Glenwood Av","Art Culture and Recreation","POINT (-87.665650780006 42.009678348496)"
"699884","Chicago Magic Lounge","5050 N Clark St","Art Culture and Recreation","POINT (-87.66830041324 41.973913618677)"
"702039","Spybar","646 N Franklin St","Food Service and Bars","POINT (-87.635779341382 41.893782777377)"
"702400","Chicago Executives LLC","6801 S Winchester Av","Other","POINT (-87.672309277937 41.770183959016)"
"705103","NCSBN","111 E Wacker Dr","Healthcare","POINT (-87.624047369764 41.888079426105)"
"705596","Botanical Cafe","3740 N Lincoln Av","Food Service and Bars","POINT (-87.675985936782 41.949937182344)"
"705562","Botanical Cafe","3740 N Lincoln Av","Food Service and Bars","POINT (-87.675985936782 41.949937182344)"
"705722","Carl Hammer Gallery","740 N Wells St","Art Culture and Recreation","POINT (-87.634331972199 41.895989380249)"
"706306","Nickolas Georgiopoulos, DDS Ltd","561 W Diversey Pw","Healthcare","POINT (-87.6434590615 41.932719426712)"
"706726","Fire Department","3500 S State St","Public Administration/Government","POINT (-87.626791846138 41.830962369184)"
"708696","My Vet Animal Hospital","1643 W Cortland St","Other","POINT (-87.669537119984 41.915975855419)"
"709550","Carl Hammer Gallery","740 N Wells St","Art Culture and Recreation","POINT (-87.634331972199 41.895989380249)"
"709498","Carl Hammer Gallery","740 N Wells St","Art Culture and Recreation","POINT (-87.634331972199 41.895989380249)"
"711436","Luxe Ducts","800 S Wells St","Construction","POINT (-87.633718468343 41.872086352207)"
"711435","Luxe Ducts","800 S Wells St","Construction","POINT (-87.633718468343 41.872086352207)"
"711815","Vedas Plant Shop","3907 N Damen Av","Retail Trade","POINT (-87.678565302653 41.952630780202)"
"714808","Color Me Africa Fine Arts","1522 W Howard St","Art Culture and Recreation","POINT (-87.669261243424 42.019473259153)"
"714976","Central Plaza Residential Care","321 N Central Av","Healthcare","POINT (-87.76493413332 41.886384278721)"
"715041","Rev. Billy’s Chop Shop","4314 N Lincoln Av","Professional","POINT (-87.682972004297 41.959924735646)"
