"time_period","time_period_start","time_period_end","primary_type","age","sex","race","juvenile_i","domestic_i","gunshot_injury_i","number_of_victims"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","BATTERY","20-29","M","BLK","false","false","YES","188"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","30-39","M","BLK","false","false","NO","126"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","BATTERY","30-39","M","BLK","false","false","YES","121"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","20-29","M","BLK","false","false","NO","112"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","BATTERY","30-39","F","BLK","false","true","NO","109"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","20-29","M","BLK","false","false","NO","109"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","20-29","M","WWH","false","false","NO","109"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","40-49","M","BLK","false","false","NO","107"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","BATTERY","20-29","F","BLK","false","true","NO","102"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","20-29","F","BLK","false","true","NO","102"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","20-29","F","BLK","false","false","NO","102"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","30-39","F","BLK","false","false","NO","98"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","30-39","M","BLK","false","false","NO","98"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","50-59","M","BLK","false","false","NO","93"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","40-49","M","WWH","false","false","NO","93"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","30-39","F","BLK","false","true","NO","89"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","20-29","M","WHI","false","false","NO","86"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","30-39","M","WWH","false","false","NO","77"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","30-39","M","WWH","false","false","NO","72"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","20-29","F","BLK","false","false","NO","71"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","BATTERY","0-19","M","BLK","true","false","YES","71"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","20-29","M","WWH","false","false","NO","70"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","30-39","F","BLK","false","false","NO","70"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","UNKNOWN","UNKNOWN","UNKNOWN",,"false","NO","65"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","30-39","M","WHI","false","false","NO","62"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","50-59","M","BLK","false","false","NO","62"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","40-49","F","BLK","false","false","NO","61"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","20-29","F","WWH","false","false","NO","60"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","50-59","M","WWH","false","false","NO","59"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ROBBERY","60-69","M","BLK","false","false","NO","59"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","BATTERY","40-49","M","BLK","false","false","YES","58"
"2022 Q3","2022-07-01T00:00:00.000","2022-09-30T00:00:00.000","ASSAULT","40-49","M","BLK","false","false","NO","54"
