"application_id","submission_id","applicant_role","association_cooperative_or_owner","address_number","street_direction","street_name","street_type","number_of_units","pin","vote_date","recorded_date","signed_date","latitude","longitude","location"
"3255","PB2022A03255","Attorney","Six Six Five Barry Condominium Association","665","W","Barry","AVE","19","14-28-107-091-1001 to 14-28-107-091-1019",,"2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","41.937759007","-87.646800015","
,  
(41.93775900676201, -87.6468000152)"
"3251","PB2022A03251","President","1873 N Fremont Street Condo Assn","1873","N","Fremont","ST","5","14-32-413-062","2019-06-20T00:00:00.000","2022-08-16T00:00:00.000","2022-08-16T00:00:00.000","41.91578564","-87.650709186","
,  
(41.91578563991026, -87.65070918590034)"
"3243","PB2022A03243","President","1440 N Wood Condominium Association","1440","N","Wood","ST","6","17-06-209-049-1005","2022-06-21T00:00:00.000","2022-07-22T00:00:00.000","2022-07-22T00:00:00.000","41.90838776","-87.672663115","
,  
(41.90838776036444, -87.67266311508043)"
"3241","PB2022A03241","Registered Agent","1525-27 E 65th St Condo Association","1527","E","65th","ST","6","20-23-219-052-1004","2021-11-13T00:00:00.000","2022-07-10T00:00:00.000","2022-07-10T00:00:00.000","41.776851255","-87.587769589","
,  
(41.77685125487421, -87.58776958924336)"
"3232","PB2022A03232","Treasurer","4743 South Saint Lawrence Condominium Association","4743","S","ST LAWRENCE","AVE","3","20-10-203-016-0000","2022-03-02T00:00:00.000","2022-05-28T00:00:00.000","2022-05-28T00:00:00.000","41.808187002","-87.611276994","
,  
(41.808187002320956, -87.61127699424357)"
"3229","PB2022A03229","President","Belle Plaine Lofts Condo Association","3312","W","Belle Plaine","AVE","7","13-14-422-042-1001 through 13-14-422-042-1007",,"2022-05-10T00:00:00.000","2022-05-10T00:00:00.000","41.955847022","-87.711101237","
,  
(41.95584702183727, -87.71110123687905)"
"3225","PB2022A03225","GNP Management Group",,"321","S","Sangamon","ST","70","17-17-226-017-1001",,"2022-04-05T00:00:00.000","2022-04-05T00:00:00.000","41.877226637","-87.650575984","
,  
(41.877226636920184, -87.65057598358581)"
"3224","PB2022A03224","GNP Management Group",,"3963","W","Belmont","AVE","184","13-26-100-030-1001",,"2022-04-05T00:00:00.000","2022-04-05T00:00:00.000","41.938996226","-87.72618337","
,  
(41.938996225584646, -87.7261833701353)"
"3220","PB2022A03220","Property Manager","The Darien Apt Condominium Association","3100","N","Lake Shore","DR","226","14-28-201-015-1000",,"2022-02-18T00:00:00.000","2022-02-18T00:00:00.000","41.937771263","-87.637455976","
,  
(41.93777126333811, -87.63745597579715)"
"3218","PB2022A03218","Property Manager",,"1424","E","53rd","ST","24","20114100240000",,"2022-02-15T00:00:00.000","2022-02-15T00:00:00.000","41.799633798","-87.590680963","
,  
(41.79963379781992, -87.59068096341123)"
"3216","PB2022A03216","Property Manager",,"1112","W","18th","ST","10","17-20-401-053-0000",,"2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","41.858101409","-87.653900473","
,  
(41.85810140913171, -87.65390047323308)"
"3214","PB2022A03214","property manager",,"4012","W","Armitage","AVE","5","13-34-232-035-0000",,"2022-01-13T00:00:00.000","2022-01-13T00:00:00.000","41.917268251","-87.727172335","
,  
(41.917268250889514, -87.72717233452015)"
"3213","PB2022A03213","President","CRANDON CONDO ASSOCIATION","6833","S","Crandon","AVE","3","20-24-412-031-1001","2022-01-10T00:00:00.000","2022-01-10T00:00:00.000","2022-01-10T00:00:00.000","41.770898579","-87.569757634","
,  
(41.77089857918299, -87.56975763355751)"
"3212","PB2022A03212","Treasurer","816 W Buckingham Condominium Association","816","W","Buckingham","PL","3","14-20-419-099-1001",,"2022-01-04T00:00:00.000","2022-01-04T00:00:00.000","41.942809491","-87.650080938","
,  
(41.94280949091451, -87.65008093766625)"
