"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Livery","8428","ACTIVE","LINCOLN","CONTINENTAL","2020","BLACK","Gasoline","N","IRA M MASON","8435 S. BENNETT AVE.","CHICAGO","IL","60617",,,"8428Livery"
"Livery","8472","ACTIVE","CHEVROLET","SUBURBAN","2018","BLACK","Gasoline","N","DANAYAL LIMOUSINE INC.","3530 W. PETERSON AVE.","CHICAGO","IL","60659",,,"8472Livery"
"Livery","8212","VIOLATION","LINCOLN","MKT","2019","BLACK","Gasoline","N","SUMAYA LIMO INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8212Livery"
"Livery","8284","ACTIVE","FORD","EXPEDITION","2022","BLACK","Gasoline","N","LOMBARD LIMOUSINE INC.","6715 N. SEELEY AVE.","CHICAGO","IL","60645",,,"8284Livery"
"Livery","7469","RESERVED","CHEVROLET","SUBURBAN","2019","BLACK","Gasoline","N","BLACK CAR LEASING INC.","3700 S. ASHLAND AVE.","CHICAGO","IL","60609",,,"7469Livery"
"Livery","8165","ACTIVE","CADILLAC","XTS","2018","BLACK","Gasoline","N","CHICAGO DIAMOND M&A LIMOUSINE INC.","5905 S. KEDZIE AVE.","CHICAGO","IL","60629",,,"8165Livery"
"Livery","9201","ACTIVE","CHEVROLET","SUBURBAN","2019","BLACK","Gasoline","N","ULAN KACHKEEV","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9201Livery"
"Livery","8834","RESERVED","TOYOTA","SIENNA","2018","BLACK","Gasoline","N","TUDOR'S TRANSPORTATION SERVICE, LLC","5516 N. LINDER AVE.","CHICAGO","IL","60630",,,"8834Livery"
"Livery","9048","ACTIVE","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","YULONG ZHANG","536 W. 31ST ST.","CHICAGO","IL","60616",,,"9048Livery"
"Livery","9899","ACTIVE","LINCOLN","NAVIGATOR","2017","BLACK","Gasoline","N","BANSARI INC","8748 W. SUMMERDALE AVE.","CHICAGO","IL","60656",,,"9899Livery"
"Livery","8625","ACTIVE","CADILLAC","ESCALADE","2021","BLACK","Gasoline","N","ROYAL TRANS LIMO INC.,","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8625Livery"
"Livery","8379","ACTIVE","LINCOLN","CORSAIR","2022","BLACK","Gasoline","N","METRO CHICAGO LIMO INC.","3700 S. ASHLAND AVE.","CHICAGO","IL","60609",,,"8379Livery"
"Livery","9218","RESERVED","LINCOLN","MKS","2014","BLACK","Gasoline","N","ATLAS LIMOUSINE  SERVICE","4908 W. ARGYLE ST.","CHICAGO","IL","60630",,,"9218Livery"
"Livery","8875","ACTIVE","CHEVROLET","SUBURBAN","2023","BLACK","Gasoline","N","TANOLI INC.","6545 N. SACRAMENTO AVE.","CHICAGO","IL","60645",,,"8875Livery"
"Livery","9159","ACTIVE","VOLVO","S90","2018","BLACK","Gasoline","N","RHM TRANSPORTATION INC.","2255 W. MELROSE ST.","CHICAGO","IL","60618",,,"9159Livery"
"Livery","7303","ACTIVE","VOLVO","S90","2022","BLACK","Gasoline","N","ALL ABOUT CHARTER INC","5584 W. NORTHWEST HIGHWAY","CHICAGO","IL","60630",,,"7303Livery"
"Livery","7674","VIOLATION","CADILLAC","XTS","2017","BLACK","Gasoline","N","SSS LIMO INC","4945 N. MULLIGAN AVE.","CHICAGO","IL","60630",,,"7674Livery"
"Livery","7975","RESERVED","LINCOLN","MKS","2015","BLACK","Gasoline","N","M.G. LIVERY INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7975Livery"
"Livery","9844","ACTIVE","LINCOLN","NAVIGATOR","2020","BLACK","Gasoline","N","Reichart March Madness Livery","333 S. STATE ST.","CHICAGO","IL","60604",,,"9844Livery"
"Livery","7240","ACTIVE","LINCOLN","CONTINENTAL","2019","BLACK","Gasoline","N","DANAYAL LIMOUSINE INC.","3530 W. PETERSON AVE.","CHICAGO","IL","60659",,,"7240Livery"
"Livery","7291","ACTIVE","BMW","740 I","2018","BLACK","Gasoline","N","LIVONIA TRADE, INC.","5030 N. MARINE DR.","CHICAGO","IL","60640",,,"7291Livery"
"Livery","9137","ACTIVE","LINCOLN","MKT","2015","BLACK","Gasoline","N","MASON'S ELITE LIMOS, INC.","2217 W. 81ST PL.","CHICAGO","IL","60620",,,"9137Livery"
"Livery","8108","ACTIVE","CHEVROLET","SUBURBAN","2016","BLACK","Gasoline","N","GTS LIMOS INC","1726 N. CALIFORNIA AVE.","CHICAGO","IL","60647",,,"8108Livery"
"Livery","8635","ACTIVE","LINCOLN","MKT","2019","BLACK","Gasoline","N","PREMIER FLEET CARS INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8635Livery"
"Livery","8779","ACTIVE","CADILLAC","ESCALADE ESV","2019","BLACK","Gasoline","N","LUCKY LIVERY INC","5905 S. KEDZIE AVE.","CHICAGO","IL","60629",,,"8779Livery"
"Livery","9644","RESERVED","FORD","EXPEDITION","2018","BLACK","Gasoline","N","TUDOR'S TRANSPORTATION SERVICE, LLC","5516 N. LINDER AVE.","CHICAGO","IL","60630",,,"9644Livery"
"Livery","9387","ACTIVE","LINCOLN","NAVIGATOR","2021","BLACK","Gasoline","N","BLACK STAR LIMO CORP","2816 N. HAMLIN AVE.","CHICAGO","IL","60618",,,"9387Livery"
"Livery","7766","RESERVED","CHEVROLET","SUBURBAN","2016","BLACK","Gasoline","N","BELLA  EXECUTIVE TRANSPORTATION INC.","2431 W. 34TH PL.","CHICAGO","IL","60608",,,"7766Livery"
"Livery","8999","ACTIVE","LINCOLN","MKT","2013","BLACK","Gasoline","N","ARJAN DAUTAJ","3359 N. NOTTINGHAM AVE.","CHICAGO","IL","60634",,,"8999Livery"
"Livery","8228","VIOLATION","AUDI","A8","2018","BLACK","Gasoline","N","SFERA INC","6536 N. FRANCISCO AVE.","CHICAGO","IL","60645",,,"8228Livery"
"Livery","9882","ACTIVE","CHEVROLET","SUBURBAN","2018","BLACK","Gasoline","N","ECHO LIMOUSINE INC","3821 N. NARRAGANSETT AVE.","CHICAGO","IL","60634",,,"9882Livery"
"Livery","7450","ACTIVE","CADILLAC","XTS","2018","BLACK","Gasoline","N","TRIMBO INC","8701 W. FOSTER AVE.","CHICAGO","IL","60656",,,"7450Livery"
"Livery","7639","ACTIVE","CADILLAC","ESCALADE ESV","2022","BLACK","Gasoline","N","SEBASTIAN CIPRIAN BOHUS","5555 W. EDMUNDS ST.","CHICAGO","IL","60630",,,"7639Livery"
"Livery","8881","ACTIVE","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","Speed Racer Inc","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8881Livery"
"Livery","7676","ACTIVE","FORD","EXPEDITION","2021","BLACK","Gasoline","N","JUAN ESPINOZA","1036 W. CULLERTON ST.","CHICAGO","IL","60608",,,"7676Livery"
"Livery","8287","ACTIVE","FORD","EXPEDITION","2018","BLACK","Gasoline","N","SIVER BLACK CAR LIMOUSINE CORPORATION","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8287Livery"
"Livery","8610","ACTIVE","LINCOLN","NAVIGATOR","2021","BLACK","Gasoline","N","MARCO MELENDEZ","1117 N. CROSBY ST.","CHICAGO","IL","60610",,,"8610Livery"
"Livery","7720","ACTIVE","LINCOLN","NAVIGATOR","2021","BLACK","Gasoline","N","LUX SUPREME LLC","5016 W. GRACE ST.","CHICAGO","IL","60641",,,"7720Livery"
"Livery","8423","ACTIVE","FORD","EXPEDITION","2022","BLACK","Gasoline","N","ALL AMERICAN LIMOUSINE INC","9536 W. FOSTER AVE.","CHICAGO","IL","60656",,,"8423Livery"
"Livery","8583","VIOLATION","CADILLAC","XTS","2015","BLACK","Gasoline","N","SEBE TRANSPORTATION CORP","6206 W. LAWRENCE AVE.","CHICAGO","IL","60630",,,"8583Livery"
"Livery","8182","ACTIVE","LINCOLN","CONTINENTAL","2019","BLACK","Gasoline","N","BLACK TIE LIMOUSINE INC","3819 N. LARAMIE AVE.","CHICAGO","IL","60641",,,"8182Livery"
